geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_zorg;kosten_farmacie;kosten_specialistische_ggz;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysiotherapie;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_generalistische_basis_ggz;kosten_langdurige_ggz;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiezorg;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig
M; 0 t/m  4 jaar;AA EN HUNZE;527;476.71;557628.17;45156.62;0;31239.71;18715.38;6257.31;52770.96;9554.44;19160.88;10491.5;23885.95;2118.64;11027.49;0;0;0;0;31.37;0;0;0;2605.92;0;0;0;36079.43
M; 0 t/m  4 jaar;AALSMEER;756;673.46;898512.16;60783.45;0;44834.53;29631.47;7267.48;94072.7;22700.88;18695.43;18895.38;25114.86;1263.84;16294.59;0;0;0;0;4090.76;0;0;0;17749.74;0;0;0;69719.76
M; 0 t/m  4 jaar;AALTEN;595;538.72;648270.61;176971;0;36843.15;22856.45;536.53;53368.11;5162.39;12746.63;30960.46;37509.11;6073.55;8089.91;0;0;0;0;0;0;0;0;1667.16;0;0;0;43788.82
M; 0 t/m  4 jaar;ACHTKARSPELEN;715;639.57;1051210.4;37971.79;0;41654.9;19651.67;108.67;63966.36;27423.03;19581.37;13714.17;45342.07;3551.52;14523.48;0;0;0;0;14991.94;0;0;0;41862.93;0;0;0;47754.2
M; 0 t/m  4 jaar;ALBLASSERDAM;582;516.46;853851.05;67550.87;0;34927.94;21049.46;2746.59;42167.34;13825.8;14017.99;24025.86;11636.73;807.2;11027.9;0;0;0;0;4479.73;0;0;0;16176.2;0;0;98.93;46060.62
M; 0 t/m  4 jaar;ALBRANDSWAARD;659;594.53;1424174.83;71582.19;0;39313.31;21742.03;2665.46;57791.94;11524.39;16665.21;18698.97;37454.73;0;13795.15;0;0;0;0;1346.58;0;0;0;4401.58;0;0;359.11;7651.9
M; 0 t/m  4 jaar;ALKMAAR;2787;2484.34;3331292.8;200168.27;0;169880.45;84050.26;836.89;236138.69;45210.68;96249.47;91624.11;121332.26;10243.86;54120.16;0;0;0;0;4498.53;0;0;0;61765.24;0;0;466.11;486530.79
M; 0 t/m  4 jaar;ALMELO;1715;1545.3;2247249.98;156018.45;0;107915.12;62346.82;16208.21;197578.37;61216.14;59739.95;67625.24;161780.75;3746.18;27517.59;0;0;0;0;1322.21;0;0;0;422134.77;239.76;0;60.64;377817.39
M; 0 t/m  4 jaar;ALMERE;6758;6016.67;9348742.54;529652.13;0;400390.57;254496.74;117415.75;665888.35;174567.93;219439.81;124240.63;416363.98;12501.5;169697;0;0;0;0;34359.57;0;0;0;176260.13;0;0;518.36;1125990.17
M; 0 t/m  4 jaar;ALPHEN AAN DEN RIJN;2893;2570.28;3472124.35;287690.23;0;171400.44;85180.86;41094.93;348743.01;72918.33;91677.33;115310.43;144427.52;3892.71;52466.95;0;0;0;0;5629.05;0;0;0;70725.4;237.24;0;280.76;457096.77
M; 0 t/m  4 jaar;ALPHEN-CHAAM;257;225.34;351832.34;12655.98;0;14570.52;8817.19;87.84;18086.84;1457.87;12855.98;4341.28;14601.7;28251.61;4321.31;0;0;0;0;0;0;0;0;0;0;0;0;180603.09
M; 0 t/m  4 jaar;ALTENA;1549;1382.22;1993001.72;90580.91;0;91473.71;49606.11;62426.02;100550.13;13405.08;48020.29;55788.38;107752.74;32745.49;35283.23;0;0;0;0;4240.34;0;0;0;15132.24;0;0;137.78;277105.92
M; 0 t/m  4 jaar;AMELAND;85;72.62;42394.04;2347.76;0;4855.82;1844.83;0;7940.77;59.97;1622.11;811.33;1585.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356.32
M; 0 t/m  4 jaar;AMERSFOORT;4488;3963.35;5209054.69;378442.19;0;263243.46;151167.63;15534.07;472748.68;82841.74;138373.5;136007.35;306329.21;5858.87;63966.78;0;0;0;0;12671.21;0;0;0;636661.75;0;0;1178.45;871565.82
M; 0 t/m  4 jaar;AMSTELVEEN;2238;1925.64;2673360.06;152086.04;0;124221.77;70091.85;32710.66;271021.88;61972.07;70248.39;80500;123484.54;6876.89;31352.63;0;0;0;0;14261.32;0;0;0;290940.79;0;0;200.23;326032.34
M; 0 t/m  4 jaar;AMSTERDAM;23438;20273.22;30567480.39;1843777.55;0;1366308.76;801214.82;168237.96;2432133.27;496062.9;846931.09;577632.04;1338341.94;46885.62;569587.83;0;0;0;0;254740.61;0;0;0;1021719.43;0;0;1054.03;3186006.29
M; 0 t/m  4 jaar;APELDOORN;4054;3585.57;7479942.94;389208.78;0;246228.59;116080.67;4043.23;371774.26;118160.11;94880.53;131903.37;250550.27;8153.93;73788.05;0;0;0;0;10259.55;0;0;0;177011.32;924.71;0;348.85;402111.54
M; 0 t/m  4 jaar;ARNHEM;4014;3559.44;6584621.5;565556.9;0;216304.14;121148.53;56020.58;537967.95;95804.91;119780.87;149947.49;307307.1;18770.62;95738.26;0;0;0;0;12969.51;0;0;0;192339.16;0;0;340.25;754686.58
M; 0 t/m  4 jaar;ASSEN;1604;1436.67;2052357.79;132684.53;0;97779.12;53509.12;21434.93;182309.32;34191.6;42506.44;74807.23;118804.59;6667.68;21441.98;0;0;0;0;258.64;0;0;0;259197.03;0;0;0;129004.07
M; 0 t/m  4 jaar;ASTEN;409;363.98;574710.51;33245.54;0;24197.22;18771.57;69.13;27196.83;20292.81;13605.34;28694.78;24850.28;1631.04;15360.34;0;0;0;0;392.8;0;0;0;18291.21;0;0;0;32860.27
M; 0 t/m  4 jaar;BAARLE-NASSAU;153;132.58;132587.46;9094.63;0;8741.78;5419.92;58.3;11212.53;2095.21;11771.43;3164.53;5877.43;640.8;809.95;0;0;0;0;59;0;0;0;0;0;0;0;35855.45
M; 0 t/m  4 jaar;BAARN;614;550.85;974331.12;63576.57;0;36350.54;18001.99;334.13;56658.83;23193.01;12946.96;18087.28;20276.43;1121.44;9930.89;0;0;0;0;1798.02;0;0;0;11092.08;0;0;0;44169.81
M; 0 t/m  4 jaar;BARENDRECHT;1226;1096.72;1759299.41;176419.29;0;72795.57;37414.65;4086.32;117527.87;28373.63;31919.25;29472.35;104397.92;13222.52;25023.07;0;0;0;0;4683.44;0;0;0;62465.21;0;0;445.67;173610.9
M; 0 t/m  4 jaar;BARNEVELD;2211;1973.93;3004270.57;179449.74;0;130237.92;68602.89;3201.94;169469.63;39692.9;71102.36;87637.28;78917.98;19877.87;34268.19;0;0;0;0;5584.07;0;0;0;192107.04;0;0;66.37;164494.28
M; 0 t/m  4 jaar;BEEK;314;280.07;432109.09;27557.47;0;18639.64;11078.82;141.34;31244.86;13891.1;6600.88;8483.88;23489.74;9004.43;6317.58;0;0;0;0;59550.91;0;0;0;0;0;0;0;34043.88
M; 0 t/m  4 jaar;BEEKDAELEN;735;659.52;872272.44;68752.31;0;43300.94;28178.35;1033.37;64435.42;10466.52;19646.34;31182.37;69431.39;1536.48;13640.95;0;0;0;0;1801.25;0;0;0;3363.6;0;0;0;177965.13
M; 0 t/m  4 jaar;BEESEL;272;248.69;367219.07;32529.93;0;16468.99;9924.82;1280.2;25806.34;4242.2;8398.45;11050.06;37329.45;5465.44;5179.3;0;0;0;0;75;0;0;0;2621.44;0;0;0;124422.97
M; 0 t/m  4 jaar;BERG EN DAL;727;633.15;1030594.38;65763.19;0;42211.5;23931.1;1062.16;62916.12;11158.91;18513.99;34547.47;58734.02;414.24;19893.35;0;0;0;0;313.25;0;0;0;9991.92;0;0;154.37;90180.21
M; 0 t/m  4 jaar;BERGEIJK;440;387.87;824140.94;37469.01;0;25727.94;16553.87;1116.14;31050.65;3801.26;8298.56;17477.44;27773.38;13508.9;14173.92;0;0;0;0;652.15;0;0;0;2339.55;0;0;0;84228.8
M; 0 t/m  4 jaar;BERGEN LB;256;225.44;251572.51;33275.88;0;14244.12;2563.45;17976.12;26634.61;8770.13;10293.79;12384.1;12611.58;4766.32;2597.54;0;0;0;0;0;0;0;0;952.32;0;0;0;34924.3
M; 0 t/m  4 jaar;BERGEN NH;433;388.08;360358.01;25783.84;0;25922.54;12433.18;212.02;29286.54;1279.91;10732.31;6218.64;12372.35;2950.44;8098.11;0;0;0;0;768.12;0;0;0;0;0;0;68.88;41069.27
M; 0 t/m  4 jaar;BERGEN OP ZOOM;1664;1476.55;3499663.94;194993.63;0;103126.78;55589.78;4228.89;173827.17;51424.05;47043.97;42452.23;90747.64;15346.04;48347.07;0;0;0;0;18905.94;0;0;0;135559.28;0;0;78.91;125149.46
M; 0 t/m  4 jaar;BERKELLAND;846;752.03;1679284.8;83536.46;0;49058.87;25456.32;264.78;79644.27;8016.23;18506.41;35201.86;69146.92;9568.99;26537.18;0;0;0;0;226.93;0;0;0;856.98;0;0;0;90915.51
M; 0 t/m  4 jaar;BERNHEZE;803;716.74;1252834.82;80265.73;0;48063;32671.94;860.34;69073.49;15622.4;27104.4;37296.2;63139.98;0;16518.67;0;0;0;0;866.17;0;0;0;24483.35;0;0;57.5;158503.58
M; 0 t/m  4 jaar;BEST;716;625.32;989549.1;79613.3;0;42242.54;30255.06;3026.29;49591.42;31576.3;16116.88;30637.12;77954.25;3609.52;9923.94;0;0;0;0;2020.51;0;0;0;83324.95;0;0;0;165471.44
M; 0 t/m  4 jaar;BEUNINGEN;706;637.67;688169.66;63561.47;0;43545.58;25595.6;1183.11;73416;7084.84;29426.71;43443.25;69507.41;488;14555.04;0;0;0;0;13532.37;0;0;0;21009.46;0;0;56.09;170129.17
M; 0 t/m  4 jaar;BEVERWIJK;1135;997.05;2226158.38;109476.64;0;67950.42;34442.65;7640.65;129764.1;28034.68;34470.7;47335.5;55919.92;13771.94;33473.8;0;0;0;0;1295.21;0;0;0;37005.48;0;0;0;214182.83
M; 0 t/m  4 jaar;BLADEL;489;436.78;687589.67;58814.33;0;28991.48;17198.1;1126.02;36949.34;20964.29;12049.08;17307.4;28717.77;3303.68;4785.45;0;0;0;0;906.57;0;0;0;30876.69;0;0;0;100667.84
M; 0 t/m  4 jaar;BLARICUM;450;403.97;441857.78;39954.03;0;27155.06;15012.91;895.06;42091.31;11264.11;10120.77;16750.79;38258.56;0;7368.39;0;0;0;0;2639.69;0;0;0;1761.58;0;0;0;27074.1
M; 0 t/m  4 jaar;BLOEMENDAAL;470;430.08;327291.55;16402.92;0;28805.02;13308.86;7873.54;37906.1;1736.04;20395.65;10150.49;18111.6;928.8;6546.55;0;0;0;0;3797.92;0;0;0;27456.06;0;0;0;119732.11
M; 0 t/m  4 jaar;BODEGRAVEN-REEUWIJK;1063;943.72;1220283.52;100916.54;0;62545.81;30697.48;5549.63;83088.93;26513.43;23683.42;46667.66;37848.18;12259.21;13750.1;0;0;0;0;7841.29;0;0;0;15378.22;0;0;84.11;157334.71
M; 0 t/m  4 jaar;BOEKEL;295;257.2;639454.22;35429.09;0;17218.98;10969.2;248.96;23600.28;5208.26;7365.65;14996.34;21051.01;2260.96;9608.93;0;0;0;0;510.82;0;0;0;63532.98;0;0;0;57042.28
M; 0 t/m  4 jaar;BORGER-ODOORN;539;478.2;757243.26;56334.32;0;32066.05;18682.76;5576.21;54553.83;7708.11;17824.01;10530.72;19472.35;4239.52;20572.04;0;0;0;0;0;0;0;0;8414.28;0;0;0;67973.68
M; 0 t/m  4 jaar;BORNE;691;615.46;753317.56;69626.82;0;41230.62;25077.04;4880.48;74069.77;10235.43;21346.5;24199.62;38036.48;1531.2;16444;0;0;0;0;3740.42;0;0;0;26307.65;0;0;0;138780.87
M; 0 t/m  4 jaar;BORSELE;593;525.74;1254040.31;54496.26;0;35539.04;16452.73;89.49;57142.13;4892.83;11371.16;22895.16;27391.72;4715.04;16882.01;0;0;0;0;16246.65;0;0;0;1283.42;0;0;0;101337.7
M; 0 t/m  4 jaar;BOXTEL;735;661.13;1112523.17;70019.51;0;45967.28;31165.08;2023.09;59246.38;42400.27;30730.92;39783.86;75075.6;1373.6;20996.06;0;0;0;0;856.99;0;0;0;8651.86;0;0;0;216015.27
M; 0 t/m  4 jaar;BREDA;4427;3908.5;6804256.79;338677.35;0;262801.28;143049.64;780.61;349934.18;70026.12;161370.5;259265.95;329930.74;18270.89;94417.72;0;0;0;0;18058.58;0;0;0;50496.31;0;0;147.8;1382140.36
M; 0 t/m  4 jaar;BRIELLE;412;361.02;579563.51;31029.07;0;23653.54;13731.79;117.25;42589.69;12669.01;7156.42;14477.14;14880.41;967.2;9624.5;0;0;0;0;120;0;0;0;9280.54;0;0;429.83;3491.25
M; 0 t/m  4 jaar;BRONCKHORST;639;570.17;747574.24;42386.92;0;38409.4;17257.88;1442.71;52251.05;7294.24;11922.57;17606.16;52834.21;796.96;5786.38;0;0;0;0;68.07;0;0;0;1433.7;0;0;0;7856.17
M; 0 t/m  4 jaar;BRUMMEN;442;405.53;563490.34;45595.54;0;27416.27;13795.76;161.62;46834.52;5604.84;11531.84;9302.86;37348.8;12030.16;5233.25;0;0;0;0;152.9;0;0;0;5618.52;0;0;0;65217.52
M; 0 t/m  4 jaar;BRUNSSUM;548;485.76;926025.67;65284.34;0;32639.28;20095.66;1010.39;55125.44;24797.71;30407.89;23278.92;51551.84;10374.35;6739.13;0;0;0;0;954.63;0;0;0;15923.44;0;0;0;120519.39
M; 0 t/m  4 jaar;BUNNIK;423;385.11;659798.08;33609.39;0;25774.62;14528.12;5703.7;40283.21;6108.22;8697.75;13556.26;22708.77;0;12335.57;0;0;0;0;61.53;0;0;0;26199.04;0;0;0;58263.85
M; 0 t/m  4 jaar;BUNSCHOTEN;728;648.41;864257.12;60195.37;0;41857.18;21823.92;372.99;66709.98;39685;21686.91;26040.03;49000.01;7232.64;5085.58;0;0;0;0;2877.73;0;0;0;33715.21;0;0;59.22;196333.54
M; 0 t/m  4 jaar;BUREN;622;555.5;543599.66;53171.94;0;36653.66;17666.45;1240.31;54620.83;6397.2;14780.11;17043.55;43204.79;0;11225.49;0;0;0;0;453.52;0;0;0;5773.68;0;0;0;113508.57
M; 0 t/m  4 jaar;CAPELLE AAN DEN IJSSEL;1724;1522.86;2095601.64;121378.71;0;106151.7;54811.98;6285.51;190663.66;33450.57;46312.24;35509.76;76373.76;8418.17;28424.44;0;0;0;0;6743.42;0;0;0;1188.12;0;0;415.19;56818.63
M; 0 t/m  4 jaar;CASTRICUM;861;772.51;969856.85;68377.16;0;50464.72;25685.62;447.48;61957.04;14848.88;16063.01;17576.86;23618.96;0;17538.51;0;0;0;0;699.89;0;0;0;7348.11;0;0;0;76804.72
M; 0 t/m  4 jaar;COEVORDEN;766;682.35;1024861.54;48268.11;0;46562.44;26650.28;9854.61;82344.92;9513.02;21774.65;25889.42;28760.71;3452.32;17667.76;0;0;0;0;224.17;0;0;0;2853.36;0;0;0;34760.85
M; 0 t/m  4 jaar;CRANENDONCK;429;387.26;598142.03;70182.3;0;26548.43;16337.28;1186.62;29811.4;5260.31;8980.59;11915.74;44835.93;487.35;6991.92;0;0;0;0;245;0;0;0;20708.85;0;0;106.22;98359.99
M; 0 t/m  4 jaar;CULEMBORG;823;721.43;1253659.07;81665.31;0;48456.74;33910.75;1353.91;70922.53;24086.91;24217.38;25798.69;50859.87;3740.26;16628.84;0;0;0;0;481.21;0;0;0;27963;0;0;0;139374.13
M; 0 t/m  4 jaar;DALFSEN;786;708.72;1250149.1;38421.88;0;47732.61;21241.74;2335.37;62131.88;39733.26;22559.21;22211.91;55048.24;3446.82;14391.88;0;0;0;0;40;0;0;0;33020.24;0;0;104.43;96859.06
M; 0 t/m  4 jaar;DANTUMADIEL;477;434.24;938600.44;43837.34;0;28847.5;12997.98;51.48;38083.2;19393.12;12975.62;17143.05;33671.14;5960.34;18685.17;0;0;0;0;0;0;0;0;12469.63;0;0;0;119072.18
M; 0 t/m  4 jaar;DE BILT;1158;1041.74;1984398.16;85699.17;0;70186.48;34524.42;14869.26;107815.35;10473.23;34493.87;34746.29;79960.41;782.88;26672.37;0;0;0;0;8104.59;0;0;0;14028.81;0;0;518.72;92970.37
M; 0 t/m  4 jaar;DE FRYSKE MARREN;1222;1077.73;2223732.94;80432.01;0;72626.02;31844.44;249.74;103285.39;47849.55;25083.78;39547.44;49166.8;19672.63;35141.83;0;0;0;0;409.6;0;0;0;7833.92;0;0;0;173829.2
M; 0 t/m  4 jaar;DE RONDE VENEN;1177;1041.9;1199512.67;64936.58;0;69522.53;38270.16;8510.82;113431.49;15036.87;46430.33;32048.88;37254;21104.82;28641.91;0;0;0;0;751.1;0;0;0;9271.16;0;0;82.29;261246.76
M; 0 t/m  4 jaar;DE WOLDEN;590;534.81;1346164.08;92995.82;0;35588.28;20108.85;7755.7;54401.64;34829.71;17042.04;17593.51;33751.53;12880.25;11741.43;0;0;0;0;40.5;0;0;0;40962.85;0;0;0;14997.23
M; 0 t/m  4 jaar;DELFT;2248;1958.26;3251150.82;177852.42;0;116936.01;8417.39;14000.42;319492.75;68602.29;92365.93;60272.94;106886;3193.66;53331.55;0;0;0;0;3853.5;0;0;0;401604.25;0;0;4162.74;128628.72
M; 0 t/m  4 jaar;DEN HELDER;1278;1152.16;1319878.11;111268.29;0;76311.77;38248.19;293.1;147534.43;28758.94;35338.44;49431.03;69256.88;525.6;17587.74;0;0;0;0;434.13;0;0;0;152765.88;0;0;74.62;145889.39
M; 0 t/m  4 jaar;DEURNE;778;697.5;1323132.11;275997.6;0;45648.06;26739.8;1690.23;55112.16;27191.29;17006.6;30417.83;47982.25;2296.96;20638.5;0;0;0;0;262.99;0;0;0;28681.15;0;0;0;173969.25
M; 0 t/m  4 jaar;DEVENTER;2479;2216.19;3835911.28;218200.56;0;154061.26;79028.9;8989.58;339051.62;53819.63;52054.74;71573.93;182161.83;12774.81;38694.13;0;0;0;0;755.67;0;0;0;51058.55;0;0;362.77;297731.28
M; 0 t/m  4 jaar;DIEMEN;852;751.19;841771.66;58305.57;0;48941.12;27853.53;7632.72;87157.02;14698.63;25165.85;27386.7;37007.88;0;16525.61;0;0;0;0;3917.23;0;0;0;179.55;0;0;0;117831.39
M; 0 t/m  4 jaar;DIJK EN WAARD;2355;2109.53;2822177.05;137056.6;0;141029.43;72782.03;537.17;175487.12;25952.54;70666.55;49268.22;117758.34;1472.96;43839.77;0;0;0;0;2859.55;0;0;0;9618.8;0;0;477.34;190515.39
M; 0 t/m  4 jaar;DINKELLAND;628;560.04;793729.03;66205.99;0;37504.8;21226.68;4202.24;58172.55;8764.54;14989.89;45991.53;36504.08;283.68;10643.79;0;0;0;0;1794.92;0;0;0;4158.11;0;0;0;17528.7
M; 0 t/m  4 jaar;DOESBURG;187;171.28;222223.74;13764.35;0;12242.52;7406.45;4748.62;21063.06;3139.92;4258.37;13183.22;32679.99;1508.67;4035.22;0;0;0;0;363.87;0;0;0;0;0;0;0;79707.91
M; 0 t/m  4 jaar;DOETINCHEM;1359;1205.35;1533965.36;263890.48;0;82718.26;43091.31;3440.87;124275.6;15287.44;30387.82;58028.41;120995.58;1728.96;9579.45;0;0;0;0;7831.06;0;0;0;5841.24;0;0;200.35;181564.36
M; 0 t/m  4 jaar;DONGEN;685;612.49;1645046.14;81633.57;0;41475.58;26405.54;2954.76;63756.19;8960.97;14561.96;34697.77;30009.76;6522.13;20498.83;0;0;0;0;41442.65;0;0;0;6080.91;0;0;0;71318.95
M; 0 t/m  4 jaar;DORDRECHT;3077;2694.34;4877049.34;286791.94;0;183935.06;112830.31;16295.26;286831.34;125798.83;85019.03;120702.31;171477.44;5802.26;61972.81;0;0;0;0;11716.62;0;0;0;117659.69;0;0;377.01;281988.34
M; 0 t/m  4 jaar;DRECHTERLAND;491;432.99;439538.51;235878.22;0;29207.3;13424.99;512.98;31694.31;10003.72;21517.83;4826.51;34802.64;10838.88;6091.38;0;0;0;0;35.43;0;0;0;0;0;0;0;13915.61
M; 0 t/m  4 jaar;DRIMMELEN;578;519.08;793706.87;34217.48;0;34480.12;20505.82;1221.16;42708.63;8603.28;22709.93;22785.01;28307.11;4619.01;7190.27;0;0;0;0;4434.39;0;0;0;1464.32;0;0;68.89;74964.04
M; 0 t/m  4 jaar;DRONTEN;1083;968.64;1846042.19;102067.88;0;64038.02;31322.52;420.61;98377.66;24422.97;34810.49;29353.34;66992.89;21638.37;31110.15;0;0;0;0;1261.24;0;0;0;17282.56;237.24;0;0;234636.61
M; 0 t/m  4 jaar;DRUTEN;466;408.79;483991.15;42065.33;0;26896.92;15874.15;804.61;38351.91;10215;17477.34;29349.07;48575.83;1700.44;14692.91;0;0;0;0;9611.4;0;0;0;6126.12;0;0;168.27;191809.69
M; 0 t/m  4 jaar;DUIVEN;537;482.8;677463.74;68135.83;0;32694.16;18340.85;4982.81;57742.82;30518.54;13844.14;24226.15;33470.85;673.44;11853.18;0;0;0;0;516.87;0;0;0;25490.22;0;0;59.22;25606.94
M; 0 t/m  4 jaar;ECHT-SUSTEREN;599;527.45;901569.92;74298.28;0;34916.6;23125.47;81.83;56631.14;6487.71;16684.75;30206.93;53406.76;7275.82;7750.56;0;0;0;0;25974.73;0;0;0;2764.26;0;0;0;141626.07
M; 0 t/m  4 jaar;EDAM-VOLENDAM;876;771.22;1529876.75;175910.83;0;50886.84;38834.9;5464.17;78463.46;33865.61;20394.67;35207.37;49632.71;14230.37;25420.96;0;0;0;0;1083.44;0;0;0;59045.09;0;0;261.12;206469.13
M; 0 t/m  4 jaar;EDE;3619;3233.23;5917978.05;554198.49;0;218780.52;108141.23;740.89;311525.89;75820.8;80294.37;98832.86;137128.24;26502.3;80898.65;0;0;0;0;12152.57;0;0;0;95986;0;0;222.87;479730.48
M; 0 t/m  4 jaar;EEMNES;244;217.48;257804.88;19899.45;0;13978.6;8106.17;189.11;23239.81;3183.78;6831.06;5619.05;15744.89;0;4178.02;0;0;0;0;311.53;0;0;0;321.12;0;0;0;726.88
M; 0 t/m  4 jaar;EEMSDELTA;985;872.2;2012808.39;79774.33;0;60027.4;33717.3;14672.01;107728.45;39195.52;27964.94;55108.4;35843.15;8337.91;26242.55;0;0;0;0;1066.03;0;0;0;49692.66;0;0;81.91;89218.74
M; 0 t/m  4 jaar;EERSEL;469;408.45;790916.62;41873.31;0;26961.98;18268.24;1453.13;31593.84;6392.72;13649.11;30403.97;26402.23;4624.48;7981.45;0;0;0;0;388.23;0;0;0;1404.9;0;0;0;106113.81
M; 0 t/m  4 jaar;EIJSDEN-MARGRATEN;691;626.17;1351518.74;170557.64;0;42277.54;26676.26;9250.43;59631.08;16700.76;15637.85;55907.44;70616.95;4373.76;19356.48;0;0;0;0;79220.68;0;0;0;83631.79;0;0;0;80918.91
M; 0 t/m  4 jaar;EINDHOVEN;5556;4861.13;9272076.42;578044.08;0;326684.1;219313.2;65870.94;422362.15;133354.12;153567.42;148012.73;340917.12;16002.6;128038.36;0;0;0;0;26326.12;0;0;0;91162.56;0;0;140.82;1497426.3
M; 0 t/m  4 jaar;ELBURG;667;593.46;789153.15;49673.36;0;39814.83;19521.38;1343.47;55017.31;11176.14;19302.01;16891.75;34440.41;0;11161.88;0;0;0;0;206.33;0;0;0;219682.67;0;0;177.16;12986.97
M; 0 t/m  4 jaar;EMMEN;2259;2002.74;4053207.14;234014.6;0;136149.74;95612.15;28247.46;302192.58;58598.81;69483.31;66697.16;100778.74;615.2;47736.3;0;0;0;0;1628.15;0;0;0;108893.35;0;0;383.9;179776.21
M; 0 t/m  4 jaar;ENKHUIZEN;470;427.78;735770.51;32724.82;0;29934.94;15752.73;681.89;37030.09;20461.53;20806.63;13638.54;32780.68;40455.37;26879.15;0;0;0;0;1640.75;0;0;0;11758.24;0;0;577.32;8424.79
M; 0 t/m  4 jaar;ENSCHEDE;3502;3133;5626943.9;303771.61;0;203304.99;107485.62;44903.74;418975.87;73313.33;116147.06;167204.39;454207.3;7121.03;57792.29;0;0;0;0;12504.98;0;0;0;51814.38;0;0;69.11;794725.49
M; 0 t/m  4 jaar;EPE;803;718.22;1168111.71;59707.36;0;48057.42;29622.06;185.97;77417.89;15674.35;17860.75;26917.87;45289.16;1736.32;12820.71;0;0;0;0;30;0;0;0;11002.26;0;0;0;20780.61
M; 0 t/m  4 jaar;ERMELO;644;572.45;1050183.56;73242.83;0;38501.49;18066.71;20226.82;51445.2;15703.58;16869.2;19539.19;37730.4;5025.58;13815.46;0;0;0;0;278.64;0;0;0;6680.23;0;0;281.36;96599.21
M; 0 t/m  4 jaar;ETTEN-LEUR;1116;997.21;1904551.03;88949.22;0;66316.82;33701.02;170.7;97649.49;26709.52;40121.18;49170.91;66961.83;2220.11;18087.75;0;0;0;0;1678.7;0;0;0;4994.15;0;0;280.83;359757.51
M; 0 t/m  4 jaar;GEERTRUIDENBERG;523;462.63;682583.88;22498;0;31168.56;21836.72;2104.26;42768.55;3343.53;29234.21;16549.77;31603.47;2139.88;5954.21;0;0;0;0;469.68;0;0;0;259.2;0;0;0;82489.79
M; 0 t/m  4 jaar;GELDROP-MIERLO;1019;898.31;1519798.6;111665.08;0;60031.62;39012.84;1998.89;77753.8;19329.21;25588.28;33043.91;83173.45;10797.57;19695.27;0;0;0;0;1533.68;0;0;0;2052.96;0;0;90.7;327165.77
M; 0 t/m  4 jaar;GEMERT-BAKEL;789;695.14;1385952.24;68357.4;0;47135.5;34836.7;195.13;64776;14066.53;19433.58;37410.77;65060.25;4960.16;11418.13;0;0;0;0;418.47;0;0;0;3377.74;0;0;0;68408.21
M; 0 t/m  4 jaar;GENNEP;333;298.6;339747.62;42533.24;0;19646.8;9857.49;3163.09;33371.81;10264.17;12306.2;25947.12;17162.86;1184.96;3366.82;0;0;0;0;0;0;0;0;975.36;0;0;146.73;33435.75
M; 0 t/m  4 jaar;GILZE EN RIJEN;642;573.92;852444.84;113214.67;0;38133.43;20892.47;1048.56;43744.46;13450.46;20185.1;29275.43;31549.4;4650.4;11523.47;0;0;0;0;2768.5;0;0;0;27067.38;0;0;0;53297.66
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1283;1148.49;1742391.88;111804.42;0;77426.13;34854.65;183.38;115541.27;47398.56;48347.76;55885.7;84642.07;37122.2;30364.02;0;0;0;0;455.32;0;0;0;17349.5;0;0;451.03;143995.06
M; 0 t/m  4 jaar;GOES;893;792.03;1358035.95;94354.22;0;53241.96;23676.15;232.48;78160.31;30052.98;26523.17;28627.29;43119.74;2811.86;28096.31;0;0;0;0;3766.27;0;0;0;6295.17;0;0;136.26;234522.4
M; 0 t/m  4 jaar;GOIRLE;574;511.7;721052.55;39360.64;0;33974.3;18711.83;673.86;49343.68;23908.43;14089.84;18501.95;32470.4;655.92;12196.82;0;0;0;0;921.25;0;0;0;0;0;0;0;130938.01
M; 0 t/m  4 jaar;GOOISE MEREN;1707;1527.86;1669751.34;103434.34;0;100602.14;62040.43;1325.05;150680.52;35509.03;35079.98;23882.98;68138.81;192.68;26870.87;0;0;0;0;5518.98;0;0;0;5582.74;0;0;0;45447.88
M; 0 t/m  4 jaar;GORINCHEM;997;899.33;1402344.62;66028.12;0;62843.8;32563.64;53161.03;90889.53;26969.38;23251.28;26559.29;80952.48;1308.96;19057.32;0;0;0;0;2274.3;0;0;0;15591.8;0;0;0;82810.15
M; 0 t/m  4 jaar;GOUDA;1957;1740.79;2914994.49;185103.79;0;119058.18;64598.6;19918.91;175009.97;55874.94;81841.05;77969.45;101679.63;173.12;59977.87;0;0;0;0;926.36;0;0;0;78120.62;0;0;797.31;115267.44
