geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_zorg;kosten_farmacie;kosten_specialistische_ggz;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysiotherapie;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_generalistische_basis_ggz;kosten_langdurige_ggz;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiezorg;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig
M;20 t/m 24 jaar;WASSENAAR;616;597.17;166875.42;30887.03;86568.19;41350.57;12637.13;1431.32;24901.25;5988.2;5042.03;6133.63;700.06;0;5678.41;0;0;5745.98;0;12342.66;0;0;0;1517.76;0;0;0;5118.4
M;20 t/m 24 jaar;WATERLAND;420;415.73;133971.97;20785.9;65622.17;29156.29;10960.13;5983.05;26750.86;5061.17;4415.08;1104.57;2241.47;0;2534.97;0;0;5756.75;0;473.53;0;0;0;55524.3;453.18;0;0;77.25
M;20 t/m 24 jaar;WEERT;1560;1480.87;725487.06;110719.05;226128.5;99789.24;39419.17;17246.96;63422.68;61940.19;4011.43;16288.67;10039.92;498.24;19412.69;0;0;23951.63;0;13386.99;0;0;0;64377.36;0;0;2267.01;2830.75
M;20 t/m 24 jaar;WEST BETUWE;1641;1593.98;1021102.92;155799.8;240834.11;108319;35474.51;29648.8;74062.42;90636.86;8426.66;15867;8319.31;0;30495.45;0;0;31440.24;0;2183.49;0;0;0;12213.21;8633.45;0;0;1189
M;20 t/m 24 jaar;WEST MAAS EN WAAL;542;539.12;268387.65;52845.1;44418.12;37045.3;12817.58;1685.77;25859.61;26352.61;1710.38;5536.76;447.66;846.8;8514.21;0;0;4499.23;0;1600.82;0;0;0;3147.6;10484.44;0;0;148.83
M;20 t/m 24 jaar;WESTERKWARTIER;1743;1726.95;705272.21;104586.42;432210.22;120113.8;44952.62;7010.12;93513.24;47978.78;8538.41;8038.42;3015.27;811.68;26802.39;0;0;13085.96;0;216.11;0;0;0;349.14;0;0;0;4216.81
M;20 t/m 24 jaar;WESTERVELD;500;496.04;429049.68;21891.6;102142.82;32831.3;11459.03;7325.91;27601.91;9814.44;722.83;1873.26;1101.68;7914.94;6294.6;0;0;3885.73;37761.68;250.47;0;0;0;3654.7;0;0;2281.73;1312.54
M;20 t/m 24 jaar;WESTERVOORT;372;366.75;203622.28;31723.86;41105.33;25509.92;10585.89;4630.47;17746.59;13265.8;10025.97;3202.08;413.73;733.02;3112.91;0;0;4783.32;0;0;0;0;0;0;0;0;2281.5;54.68
M;20 t/m 24 jaar;WESTERWOLDE;595;588.85;576628.08;52917.42;92596.38;40074.28;14186.94;3091.44;31937.27;39294.22;10366.09;1533.12;2336.01;237.6;8631.98;0;0;8085.4;0;1932;0;0;0;1575;0;0;2266.32;211.68
M;20 t/m 24 jaar;WESTLAND;3331;3211.14;1249041.28;191770.72;339691.53;212751.28;5026.05;9566.37;318442.28;137380.5;21477.94;31618.97;10422.86;2525.92;50445.78;0;0;44595.37;0;16755.56;0;0;0;6292.9;39.96;0;2514.65;2565.27
M;20 t/m 24 jaar;WESTSTELLINGWERF;761;756.54;341443.05;43608.46;88727.81;53880.82;16779.12;1641.95;51570.89;25871.11;1871.45;16737.17;544.75;180;6781.82;0;0;5009.47;0;170.11;0;0;0;2494.03;0;0;0;7425.98
M;20 t/m 24 jaar;WESTVOORNE;391;385.6;187056.85;21954.37;63407.15;26760;11680.18;640.32;13633.1;8244.82;1433.45;3794.16;1820.49;0;6341.04;0;0;5781.34;0;0;0;0;0;554.1;0;0;0;274.66
M;20 t/m 24 jaar;WIERDEN;727;720.49;407827.21;58311.4;96359.23;50038.37;18450.55;11619.87;35152.6;4348.69;6420.97;11570.82;2510.95;2953.66;8292.22;0;0;8385.55;0;6297.35;0;0;0;0;119.88;0;4666.6;100.25
M;20 t/m 24 jaar;WIJCHEN;1144;1132.07;381201.36;258065.04;244476.36;78286.8;29086.87;3577.79;49976.61;40199.42;19083.62;11852.02;4962.33;287.2;9395.14;0;0;28927.65;0;1119.79;0;0;0;25042.92;1364.04;0;2311.39;311.92
M;20 t/m 24 jaar;WIJDEMEREN;586;584.16;172306.27;98663.74;95807.1;40425.54;15738.33;2571.93;32431.59;13620.15;11876.43;5155.16;1413.06;1275.48;7950.58;0;0;15894.87;0;563.32;0;0;0;3959.1;0;0;0;0
M;20 t/m 24 jaar;WIJK BIJ DUURSTEDE;643;633.35;256033.77;39051.12;102940.08;43810.45;14282.5;8601.96;35780.79;23243.93;1177.7;3047.52;2186.47;8365.92;11125.03;0;0;5815.91;61584.7;85.94;0;0;0;216.07;0;0;0;886.06
M;20 t/m 24 jaar;WINTERSWIJK;824;812.72;287346.17;71079.02;98160.22;57683.19;19402.06;1594.91;38632.86;8906.73;1635.45;15528.7;1594.95;0;8597.08;0;0;17630.79;0;2203.34;0;0;0;4695.81;3928.29;0;287.63;75.67
M;20 t/m 24 jaar;WOENSDRECHT;581;561.46;246611.32;32288.74;87924.75;36955.08;13022.85;1704.97;25925.38;24628.1;1609.35;6910.46;751.16;0;9283;0;0;6390.26;0;3300.81;0;0;0;2749.6;0;0;0;864
M;20 t/m 24 jaar;WOERDEN;1483;1469.18;659328.33;80704.9;299436.65;102860.54;37108.65;15980.55;67056.05;39879.99;8047.54;15772.18;3293.75;3499.64;16034.16;0;0;15942.52;0;10584.48;0;0;0;870;15070.3;0;6889.73;16808.02
M;20 t/m 24 jaar;WORMERLAND;531;526.16;202929.56;38933.36;79303.82;36758.73;12752.99;4010.43;26116.38;12399.14;9234.04;6749.49;637.88;636.96;5722.21;0;0;6859.22;0;667.74;0;0;0;0;0;0;4483.32;52.11
M;20 t/m 24 jaar;WOUDENBERG;414;411.01;86757.16;28929.91;161019.67;28334.22;8258.02;908.32;20083.35;14585.48;2439.6;13820.76;3071.91;0;3463.18;0;0;5928.01;0;0;0;0;0;235.6;1821;0;4563.23;0
M;20 t/m 24 jaar;ZAANSTAD;4566;4456.73;1770735.23;652864.31;1105367.43;299851.49;109279.04;43383.49;265047.96;104989.11;52114.65;50683.34;11022.08;151.2;43199.83;0;0;55866.98;0;13616.85;0;0;0;4436.66;22597.74;0;13978.73;3865.22
M;20 t/m 24 jaar;ZALTBOMMEL;970;919.41;259965.17;102480.2;100086.63;61012.29;20411.32;7325.17;41820.68;35923.09;9327.53;9782.19;1286.83;2552.64;14034.04;0;0;13040.84;0;163.66;0;0;0;4193.55;0;0;0;130.88
M;20 t/m 24 jaar;ZANDVOORT;385;376.01;149719.96;207618.48;197433.29;26202.69;11054.97;10220.02;24370.75;12879.2;4087.15;4204.72;1993.87;428.64;10529.35;0;0;5477.6;7533.76;1323.11;0;0;0;63;0;0;0;82.72
M;20 t/m 24 jaar;ZEEWOLDE;744;714.64;242278.59;37304.3;72795.24;48063.43;14413.55;25635.99;31973.06;29904.21;5322.99;5592.66;950.24;0;5919.31;0;0;18016.49;0;1945.09;0;0;0;2919.84;1203.84;0;0;727.04
M;20 t/m 24 jaar;ZEIST;1818;1792.46;698254.88;173678.36;509713.37;121227.37;43156.95;24182.52;101792.94;40307.36;8841.96;10723.39;5645.05;0;14901.48;0;0;39893.28;0;3508.52;0;0;0;26260.01;0;0;4595.66;11859.77
M;20 t/m 24 jaar;ZEVENAAR;1190;1176.86;473755.12;107281.67;282937.19;82249.17;26885.1;17369.79;57330.36;44603.1;12417.59;9327.43;3067.95;43;15069.52;0;0;25051.09;0;622.01;0;0;0;80.55;1845.84;0;2281.5;2812.35
M;20 t/m 24 jaar;ZOETERMEER;3553;3497.73;1721206.21;520511.86;849894.42;247871.63;80838.4;134890.21;185300.48;73524.44;38138.65;15820.41;8777.57;15740.92;96231.09;0;0;39379.41;0;15909.09;0;0;10888.24;109469.48;0;0;18412.01;72619.55
M;20 t/m 24 jaar;ZOETERWOUDE;266;263.59;72835.58;16141.49;28088.47;17066.95;5808.58;2759.28;16974.4;8310.61;1112.28;2023.46;200.86;0;3160.96;0;0;2485.87;0;427.54;0;0;0;172.5;0;0;6794.71;3800.24
M;20 t/m 24 jaar;ZUIDPLAS;1300;1274.79;703912.93;107767.89;130546.79;88193.54;28127.11;4429.4;66838.43;29909.13;5494.07;13092.05;3419.13;276.2;8700.81;0;0;11190.34;0;1801.49;0;0;0;13984.29;0;0;2346.32;3086.49
M;20 t/m 24 jaar;ZUNDERT;703;674.85;163338.55;31256.14;101887;43762.02;10449.58;11884.84;19445.9;7496.44;8087.14;3431.43;438.19;0;6287.96;0;0;9354.06;0;813.42;0;0;0;4899.72;40712.76;0;0;352.82
M;20 t/m 24 jaar;ZUTPHEN;1353;1333.71;669511.92;557643.51;373432.37;93495.1;31539.06;2214.45;79870.44;69306.43;3800.96;5581.57;3599.14;1855.62;27430.22;0;0;36994.07;756074.78;1866.82;0;0;0;27397.77;0;0;4615.16;2011.23
M;20 t/m 24 jaar;ZWARTEWATERLAND;844;836.63;277378.16;225797.04;55184.93;57827;19408.16;1449.29;47614.54;45169.77;15669.61;9562.85;2276.03;0;10380.78;0;0;12033.15;0;609.43;0;0;0;18620.16;6126.06;0;0;5338.36
M;20 t/m 24 jaar;ZWIJNDRECHT;1219;1194.69;471992.73;76863.1;204302.81;83435.98;30158.33;6334.49;53383.08;25545.6;7184;6847.14;2691.52;0;11759.29;0;0;21301.66;17288.48;4777.19;0;0;0;8700.48;0;0;2281.73;1286.36
M;20 t/m 24 jaar;ZWOLLE;4247;4176.72;1449909.11;376725.21;1422944.71;286255.27;109251.63;16625.09;244036.95;127147.57;54954.06;35348.29;9529.85;3774.56;49280.27;0;0;88860.09;102317.65;4481.56;0;0;0;10153.28;1256.85;0;30688.77;9929.8
M;25 t/m 29 jaar;AA EN HUNZE;487;478.76;168828.45;30467.11;54917.77;31641.84;13044.69;6895.46;29233.72;11814.04;4098.28;4429.57;1141.55;0;2398.32;0;0;11993.22;0;272.98;0;0;0;0;0;0;0;604.8
M;25 t/m 29 jaar;AALSMEER;828;785.19;450929.1;63595.15;52281.37;51447.99;20855.56;9632.95;49737.55;21110.73;3537.12;12773.91;1056.25;433.28;9566.31;0;0;11372.26;0;406.3;0;0;0;469.42;0;0;0;75724.31
M;25 t/m 29 jaar;AALTEN;677;669.73;167263.08;69497.6;80995.13;46836.36;15883.02;1566.88;28573.35;11252.39;3955.81;1547.92;2120.04;0;4194.29;0;0;7087.57;0;628.75;0;0;0;638.72;0;0;0;172.47
M;25 t/m 29 jaar;ACHTKARSPELEN;780;773.12;286891.95;53559.15;215237.15;53139.8;17898.76;1939.89;45574.67;18806.41;5094.96;6353.26;951.53;4280.85;11745.11;0;0;4493.85;0;562.31;0;0;0;11586.49;0;0;0;185.17
M;25 t/m 29 jaar;ALBLASSERDAM;564;556.44;229926.36;60122.14;88993.18;38699.34;16398.3;3952.9;21905.53;25005.22;3620.61;6986.53;2668.3;2449.76;7588.64;0;0;9288.35;0;3876.71;0;0;0;458.64;121.14;0;0;189.28
M;25 t/m 29 jaar;ALBRANDSWAARD;487;477.77;191129.83;122539.71;471422.37;31670.01;12426.66;2841.63;19423.59;9815.18;5260.55;2320.63;689.79;0;10816.55;0;0;14443.97;749885.98;1471.56;0;0;0;1483.42;0;0;0;191.7
M;25 t/m 29 jaar;ALKMAAR;3523;3456.44;1393985.94;418384.91;733163.6;242481.64;78931.4;9874.13;164406.53;111554.09;11076.32;27617.63;6094.39;4531.28;43612.99;0;0;78730.32;58662.4;13796.41;0;0;0;21725.69;159.84;0;6891.45;1173.45
M;25 t/m 29 jaar;ALMELO;2235;2164.82;1149951;261907.07;752915.74;149711.09;60116.97;31642.88;128374.75;59129.69;23754.27;45050.32;11318.55;0;32978.48;0;0;36192.1;142667.07;22251.34;0;0;0;61468.22;11835.51;0;6948.36;3130.3
M;25 t/m 29 jaar;ALMERE;6910;6710.64;2958784.54;664958.68;1595053.6;449494.84;196066.47;149585.95;406889.06;157170.03;28968.92;62104.22;19978.16;1958.65;83935.57;0;0;81962.93;18256.16;11220.84;0;0;0;89652.99;27843.98;0;8910.56;128853.07
M;25 t/m 29 jaar;ALPHEN AAN DEN RIJN;3369;3295.53;1246171.98;283855.54;633992.34;219060.44;79568.89;57055.21;199270.72;143008.02;5842.9;24999.78;6127.6;3430.72;35455.98;2601.64;0;35305.15;207355.54;3032.39;0;0;0;19300.26;55434.19;0;7129.69;1146.06
M;25 t/m 29 jaar;ALPHEN-CHAAM;286;277.24;62586.89;34158.59;67014.96;18299.04;7259.58;3024.05;9192.09;14009.06;0;3828.71;685.25;3188.58;0;0;0;4472.77;0;62;0;0;0;95.22;16464.1;0;0;73.34
M;25 t/m 29 jaar;ALTENA;1625;1592.37;614267.69;111677.26;467275.34;106781.63;43689.67;76252.33;65093.7;74950.5;8720.17;20266.47;2554.46;769.44;25597.49;0;0;15758.45;86618.34;662.37;0;0;0;21771.62;38055.76;0;2281.73;740.36
M;25 t/m 29 jaar;AMELAND;121;117.64;21378.25;12874.53;3534.75;7962.98;2396.95;228.85;9375.79;2192.79;194.4;0;275.29;0;0;0;0;688.97;0;0;0;0;0;0;0;0;0;76.7
M;25 t/m 29 jaar;AMERSFOORT;4933;4854.95;2285650.14;701269.06;1455742.25;330830.76;134692.68;27394.47;297106.72;170948.99;24880.34;34128.45;22436.55;2732.64;49902.76;0;0;142898.45;227916.49;7620.09;0;0;0;47929.84;0;0;14279.81;6416.67
M;25 t/m 29 jaar;AMSTELVEEN;2135;1950.8;838969.49;144572.29;686106.4;123232.67;50960.99;29474.82;118337.96;30553.39;7401.79;18266.24;5965.77;468;34446.01;0;0;39937.31;0;18637.28;0;0;0;1933.04;0;0;6765.05;201.07
M;25 t/m 29 jaar;AMSTERDAM;46601;43890.7;16805534.08;5111705.87;11831168.75;2888435.83;1239309.73;460579.94;2238701.53;1178085.65;220983.43;534248.92;130258.69;33981.27;489429.65;1712.38;361.62;871165.23;1398462.62;393957.03;0;0;23562.11;304559.25;29286.05;0;63815.71;77095
M;25 t/m 29 jaar;APELDOORN;4652;4558.84;1988762.82;703349.53;1018947.99;311992.37;110361.48;17099.75;249265.53;136354.42;37078.43;37429.46;11804.44;6847.8;60604.4;0;0;67003.2;127867.06;18447.49;0;0;0;42653.27;11202.14;0;29499.43;11574.03
M;25 t/m 29 jaar;ARNHEM;6896;6735.94;3138290.56;884422.36;2009270.78;454485.25;200338.58;99510.62;384639.35;224189.46;40993.26;35694.89;34234.86;5893.88;93968.15;0;0;180267.46;80759.73;39392.97;0;0;15369.94;84367.1;480.15;0;11535.19;21311.11
M;25 t/m 29 jaar;ASSEN;1852;1827.64;764607.59;174585.79;798532.23;125450.38;51811.95;28855.53;114464.93;66371.02;9117.91;14507.59;6260.11;344.13;30690.43;0;0;27654.35;179373.99;1097.11;0;0;0;14908.03;5222.36;0;2281.5;9292.14
M;25 t/m 29 jaar;ASTEN;545;526.36;442985.42;30501.72;67022.49;35028.36;13182.37;2435.42;17566.52;19350.37;82.71;6985.59;2037.61;643.04;6837.13;0;0;11407.33;0;724.86;0;0;0;3969.27;225.03;0;0;0
M;25 t/m 29 jaar;BAARLE-NASSAU;162;159.44;27667.71;8950.67;30890.46;10278.92;4016.42;1094.27;5248.34;6876.04;0;0;354.15;0;0;0;0;2662.4;0;1868.19;0;0;0;0;0;0;0;152.88
M;25 t/m 29 jaar;BAARN;477;469.33;157991.91;31749.84;180188.35;28792.82;12610.44;1237;24711.86;7278.1;867.14;5019.88;1690.48;122.88;3619.12;0;0;5101.32;0;320.66;0;0;0;0;0;0;2333.43;4551.07
M;25 t/m 29 jaar;BARENDRECHT;1026;1013.62;450225.84;87360.06;199298.37;69782.23;28177.42;5049.62;48299.41;58111.23;3505.18;14712.41;4557.58;0;14747.25;0;0;14103.28;0;3098.94;0;0;0;22348.5;151.06;0;0;1719.27
M;25 t/m 29 jaar;BARNEVELD;1912;1875.48;762740.81;126466.44;330232.24;127396.77;44416.38;10338.38;101351.33;62695.18;5359.46;23534.69;4985.19;2948.24;17864.16;0;0;25454.24;0;4166.76;0;0;0;953.43;0;0;71.46;3111.04
M;25 t/m 29 jaar;BEEK;396;389.99;163396.71;30297.5;75797.73;26013.92;10016.38;1825.21;15425.74;20343.29;2452.27;9235.46;1118.65;0;3706.72;0;0;5932.96;0;1509.96;0;0;0;0;0;0;0;55.18
M;25 t/m 29 jaar;BEEKDAELEN;813;800.64;669127.84;76393.33;69086.94;54733.7;25667.94;4067.24;43450.6;36705.97;2143.9;22260;2510.05;0;9704.87;0;0;12445.55;0;5818.39;0;0;0;0;25327.06;0;2267.01;4320.11
M;25 t/m 29 jaar;BEESEL;320;313.54;151264.03;42441.43;66800.69;20873.36;7889.8;8336.55;11862.84;27349.12;6311.18;13296.04;3973.48;0;2666.37;0;0;4793.93;0;71.21;0;0;0;0;0;0;0;168.61
M;25 t/m 29 jaar;BERG EN DAL;871;857.85;397920.87;65647.03;188346.15;56515.34;24715.23;4287.83;33769.12;26994.28;1877.88;5947.79;3267.88;3202.5;7604.41;0;0;16141.66;0;0;0;0;0;822.15;0;0;0;2344.23
M;25 t/m 29 jaar;BERGEIJK;512;500.75;285986.57;44048.51;156112.75;33879.14;12708.36;18627.87;16042.72;4799.44;4923.89;11023.8;1307.69;0;9614.35;0;0;3246.11;0;3158.98;0;0;0;32455.43;0;0;0;0
M;25 t/m 29 jaar;BERGEN LB;365;352.95;158109.26;25549.92;42253.29;23613.84;5218.43;25098.12;20391.76;17399.31;2851.53;4240.58;1828.04;668.96;7819.1;0;0;4058.67;0;1763.05;0;0;0;0;7826.19;0;0;110.36
M;25 t/m 29 jaar;BERGEN NH;511;499.48;176232.78;41551.83;95898.74;34060.81;11479.42;1683.68;21251.51;14721.86;5840.34;4278.07;1087.52;0;6250.45;0;0;9584.05;0;13864.98;0;0;0;5522.25;0;0;0;251.42
M;25 t/m 29 jaar;BERGEN OP ZOOM;1880;1822.68;841090.72;226850.4;367665.21;123655.81;50948.83;10407.21;82921.16;51115.59;17279.79;19143.04;7909.74;15038.15;37638.14;0;0;27662.04;0;18186.39;0;0;0;14947.36;9513.94;0;0;670.34
M;25 t/m 29 jaar;BERKELLAND;1087;1074.67;520158.52;78805.32;173481.78;73275.33;22638.1;1798.5;45543.7;22821.87;9142.64;7496.55;2110.78;15797.85;7849.97;0;0;13013.92;0;222.45;0;0;0;0;64.02;0;0;78.94
M;25 t/m 29 jaar;BERNHEZE;874;847.31;407009.82;71896.3;105313.3;56539.79;23254.04;3399.45;36816.14;26451.59;3527.43;16399.21;5994.73;1508.43;6981.56;0;0;15201.38;0;9121.51;0;0;0;0;0;0;4837.26;7538.75
M;25 t/m 29 jaar;BEST;864;835.93;322317.21;112780.92;292305.05;56205.55;20511.28;32568.66;21867.98;30476.71;1734.12;8296.5;1568.14;0;9135.47;0;0;3911.36;0;356.62;0;0;0;1447.22;0;0;0;422.37
M;25 t/m 29 jaar;BEUNINGEN;647;642.8;1372535.99;59899.41;103358.43;44866.02;18503.91;3016.96;29237.59;27348.52;79.2;6411.37;2013.56;0;9763.2;13.7;0;12695.63;0;1131.32;0;0;0;720.32;0;0;0;52.09
M;25 t/m 29 jaar;BEVERWIJK;1382;1354.14;653624.28;189152.9;500402.24;92839.79;41327.03;13280.7;75485.05;59782.27;10272.85;15822.5;4634.99;2878.24;17118.31;0;0;28895.9;0;1524.39;0;0;0;1066.04;0;0;4553.05;2574.22
M;25 t/m 29 jaar;BLADEL;615;603.05;284589.75;34157.13;156225.83;40540.5;13624.8;22920.22;15257.85;22732.12;1719.83;8477.16;1639.83;736.8;2993.13;0;0;6232.67;0;923.08;0;0;0;919.98;0;0;0;83.53
M;25 t/m 29 jaar;BLARICUM;162;158.02;49206.56;24905.84;157640.41;10631.56;4131.63;602.99;9243.94;6036.88;3365.58;1714.18;195.8;0;1929.49;0;0;488.71;0;174.14;0;0;0;0;0;0;0;0
M;25 t/m 29 jaar;BLOEMENDAAL;282;272;114271.27;37995.92;66616.6;18130.21;6823.26;5039.44;11427.49;1223.52;0;2876.03;967.85;0;3143.44;0;0;5176.86;14224.32;599.69;0;0;0;0;0;0;0;0
M;25 t/m 29 jaar;BODEGRAVEN-REEUWIJK;1026;1002.67;396222.78;190399.42;172195.68;66561.17;21741.92;7259.04;46355.39;51879.34;6576.55;7608.68;4115.31;488.96;12747.57;0;0;9763.2;0;6575.27;0;0;0;135.86;0;0;2241.66;3577.99
M;25 t/m 29 jaar;BOEKEL;377;365.61;133878.52;20047.35;40075.86;25045.86;10031.94;873.26;16072.53;3247.29;2939.72;1907.69;819.85;0;10247.5;0;0;3073.72;39116.88;7053.55;0;0;0;298.92;0;0;0;34.26
M;25 t/m 29 jaar;BORGER-ODOORN;599;592.65;239727.85;195706.86;67722.57;41218;15656.7;9558.37;33960;19554.88;1818.16;8917.24;2010.54;1328.84;9284.81;0;0;13538.8;0;137.82;0;0;0;59827.47;0;0;0;936.3
M;25 t/m 29 jaar;BORNE;593;585.98;286273.97;39356.72;121337.44;40407.75;15422.73;6902.57;33805.94;42377.08;1478.84;9885.29;8643.9;0;10608.36;0;0;5539.08;0;490.51;0;0;0;751.53;0;0;2281.5;0
M;25 t/m 29 jaar;BORSELE;604;594.15;300400.12;35813.3;145651.51;40618.32;14036.6;1795.09;39152.29;12406.75;1068.59;5876.07;1657.95;553.76;5103.24;0;0;8373.93;0;25611.57;0;0;0;0;0;0;0;106.1
M;25 t/m 29 jaar;BOXTEL;907;874.73;551237.32;107292.54;125662.94;59484.06;28520.07;5394.48;36534.35;21928.08;5532.93;7045.04;2765.43;0;12152.24;0;0;12313.26;0;4877.14;0;0;0;1357.08;0;0;2281.73;10661.63
M;25 t/m 29 jaar;BREDA;6890;6713.63;2821488.04;508071.98;1570469.3;450994.93;171011.67;80805.95;269257.17;180380.51;27868.62;110803.34;23505.96;6001.1;81447.93;0;0;147421.87;0;44836.29;0;0;0;28301.63;19150.96;0;4549.48;6406.74
M;25 t/m 29 jaar;BRIELLE;485;472.49;437092.11;36392.63;62238.54;31394.06;12949.62;1524.94;25014.96;19433.45;7762.73;1735.76;1615.78;965.66;13807.53;0;0;3707.54;0;2689.08;0;0;0;3109.26;0;0;0;136.14
M;25 t/m 29 jaar;BRONCKHORST;781;774.42;591160.75;100125.68;72241.86;54104.35;18251.26;5027.78;36059.35;65452.21;474.07;19737.18;4646;1094.24;6431.42;0;0;11521.44;0;1104.09;0;0;0;18654.75;0;0;2281.5;371.26
M;25 t/m 29 jaar;BRUMMEN;501;496.83;310036.61;40587.43;167624.86;34409.81;13340.95;1149.47;25594.25;17880.04;1554.27;4447.69;1774.17;4028.48;3287.98;0;0;11259.1;0;1878.04;0;0;0;0;0;0;2267.01;383.35
M;25 t/m 29 jaar;BRUNSSUM;719;702.25;407341.05;275567.18;207322.01;48111.59;22226.98;3655.9;43839.67;39045.96;3303.13;7531.46;2314.3;13483.4;12276.27;0;0;8790.88;63818.88;4344.03;0;0;0;16973.04;6552.36;0;2266.32;27381.13
M;25 t/m 29 jaar;BUNNIK;284;279.26;80556.3;19212.72;120509.8;18813.46;9080.23;4304.7;15944.25;8694.36;849.23;4191.05;791.19;0;3231.04;0;0;4004.8;0;0;0;0;0;0;0;0;2241.66;0
M;25 t/m 29 jaar;BUNSCHOTEN;754;735.69;324424.84;55102.35;68747.78;48289.19;19014.98;1711.89;38525.86;28370.84;3020.31;6222.33;988.7;733.92;6549.68;0;0;17928.17;0;1440.59;0;0;0;1618.83;0;0;0;8501.87
M;25 t/m 29 jaar;BUREN;650;635.12;309952.4;45214.73;28579.65;42739.53;13385.6;4248.24;32521.45;17484.68;10726.53;12741.02;2065.33;2892.9;7863.19;0;0;8094.96;0;219.89;0;0;0;4635.44;0;0;0;147.33
M;25 t/m 29 jaar;CAPELLE AAN DEN IJSSEL;1957;1909.01;707343.95;132994.78;373302.93;132905.19;47974.93;12997.59;104192.84;67056.22;11497.75;16029.67;3612.58;2431.52;27245.42;0;0;24342.1;0;4015.8;0;0;0;17457.31;0;0;0;6137.29
M;25 t/m 29 jaar;CASTRICUM;843;830.11;473110.27;45525.18;172293.82;57390.82;21005.2;2438.47;38059.31;25125.03;1415.6;11445.83;2087.12;756;9402.65;0;0;13515.91;45225.28;319.65;0;0;0;0;0;0;2266.32;69.35
M;25 t/m 29 jaar;COEVORDEN;800;790.47;326946.21;56595.46;185533.21;55182.49;21655.47;12253.62;49680.86;13708.85;2412.79;10766.63;1667.75;1095.68;12346.73;0;0;7120.64;0;2960.9;0;0;0;0;0;0;2267.01;372.2
M;25 t/m 29 jaar;CRANENDONCK;555;542.41;204103.14;30989.45;89456.58;37443.49;11128.35;15863.78;14941.49;10152.95;3388.45;7231.51;1834.86;4112.17;3098.25;0;0;2568.57;0;7419.55;0;0;0;5332.8;14797.61;0;0;158.66
M;25 t/m 29 jaar;CULEMBORG;784;766.77;209719.64;151048.1;159884.99;52200.9;21453.64;6166.94;36897.16;29739.55;3400.91;9752.97;1651.42;0;6165.84;0;0;7309.36;0;1884.32;0;0;0;9478.58;0;0;0;221.01
M;25 t/m 29 jaar;DALFSEN;721;719.06;592346.55;43316.45;120326.8;49406.27;15432.33;2652.64;35019.4;20574.93;890.58;874.49;1317.43;243.87;6239.05;0;0;10409.68;0;137.84;0;0;0;676;4214.12;0;2333.43;0
M;25 t/m 29 jaar;DANTUMADIEL;495;493.2;126376.36;38049.87;97845.87;33621.1;12176.71;2442.94;25791.89;27856.55;3065.58;7038.29;1597.69;0;7400.41;0;0;3193.37;0;15399.56;0;0;0;0;0;0;0;588.16
M;25 t/m 29 jaar;DE BILT;811;795.76;407128.92;68248.01;253604.66;54416.63;20265.16;12530.12;45814.64;25964.86;2257.46;6982.42;4539.82;815.4;8570.8;0;0;15555.52;0;4236.57;0;0;0;81.72;4534.98;0;0;81.98
M;25 t/m 29 jaar;DE FRYSKE MARREN;1280;1265.44;802228.29;122893.36;216228.14;88154.22;28841.28;4038.34;63246.52;41901.7;3255.92;7523.62;2172.29;4708.8;15895.95;0;0;7736.47;0;1913.02;0;0;0;6871.73;0;0;0;228.81
M;25 t/m 29 jaar;DE RONDE VENEN;1059;1043.05;557113.51;61363.91;143942.29;72444.16;28335.66;12113.24;57012.12;30194.42;7393.71;12089.17;2210.52;4028.6;23025.11;0;0;16333.06;0;8933.11;0;0;0;2948.59;0;0;0;1269.73
M;25 t/m 29 jaar;DE WOLDEN;536;528.35;246070.43;101399.02;20437.83;35956.72;12040.62;8685.5;31003.03;30078.84;3597.7;2127.3;980.8;0;4381.24;0;0;3665.42;0;3539.21;0;0;0;7056.3;0;0;0;241.8
M;25 t/m 29 jaar;DELFT;6078;5723.33;2054037.72;707710.38;1262285.17;353469.55;29607.66;37100.85;483779.67;122114.82;19065.75;38152.72;18044.62;7491.64;69745.72;0;0;137424.14;0;20091.65;0;0;0;44509.44;0;0;35230.76;23220.74
M;25 t/m 29 jaar;DEN HELDER;1533;1493.88;588596.36;132833.05;650389.67;99712.93;37177.71;3806.52;86831.92;38418.24;17448.22;8105.31;4205.51;1877.44;20953.44;0;0;27355.21;0;1230.73;0;0;11342.54;1174.52;524.94;0;0;76.73
M;25 t/m 29 jaar;DEURNE;990;964.66;387684.85;68482;123932.29;64334.17;20800.14;20190.12;26403.46;15393.53;4835.51;13853.1;2416.03;1788.18;6545.3;0;0;11474.01;0;313.62;0;0;0;10495;0;0;0;566.3
