geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_zorg;kosten_farmacie;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysiotherapie;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiezorg;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig;kosten_consulten_ggz;kosten_intramuraal_verblijf_ggz;kosten_overige_prestaties_ggz
V;75 t/m 79 jaar;BUREN;686;675.91;2516400.51;518632.41;79240.73;60265.62;94400.07;99302.5;163572.68;24217.6;59493.34;8777.14;12178.74;71033.24;0;0;385.63;0;108136.04;195106.21;566137.62;10237.02;0;42.46;14460.67;20982.18;14884.94;4008.46
V;75 t/m 79 jaar;CAPELLE AAN DEN IJSSEL;1646;1618.89;6019527.37;1190510.27;187869.07;140039.61;184130.78;149176.57;420571.65;81166.95;78963.2;21281.53;22768.58;196861.16;0;0;32318.4;0;404122.37;145881.71;913563.86;1792.58;0;2635.88;30712.95;163984.8;312290.77;21378.11
V;75 t/m 79 jaar;CASTRICUM;1167;1157.99;3405764.63;661764.44;134728.86;112169.38;134437.26;89374.51;184936.16;33275;65079.45;19612.97;14839.19;88644.46;0;0;33396.54;0;282984.82;88578.91;319123.23;0;0;114.05;6659.93;91995.58;85203.64;541.3
V;75 t/m 79 jaar;COEVORDEN;1035;1023.16;4024872.1;745622.87;122819.24;124306.86;122391.99;99846.71;263383.8;63191.24;64722.29;14009.14;38200.28;134049.4;0;0;13985.14;0;189015.32;154194.41;946243.74;303.44;0;905.76;34451;87792.26;11959.31;2413.71
V;75 t/m 79 jaar;CRANENDONCK;642;635.49;2128219.32;442500.29;72853.04;53577.4;108223.49;36486.2;137216.93;47211.2;76881.21;15289.63;28355.44;55601.94;0;0;57094.17;0;82126.05;4887.75;358319.72;44671.59;0;0;10646.23;52304.52;79981.62;2393.89
V;75 t/m 79 jaar;CULEMBORG;710;699.49;2273329.07;461185.01;80872.1;74973.72;117682.88;113573.19;188934.58;32585.31;65516.12;14313.63;17117.86;69967.6;0;0;1057.5;0;110925.5;52256.57;590914.78;28706.91;0;0;15379.89;70697.47;20031.78;4150.57
V;75 t/m 79 jaar;DALFSEN;722;711.33;2249468.82;574396.18;82361.79;57854.04;119802.41;47807.12;179779.59;39104.3;64786.87;11267.29;2855.1;60803.8;0;0;4840.87;0;129420.08;14425.38;532743.6;2177.51;0;539.02;21270.89;97037.66;21612.66;332.85
V;75 t/m 79 jaar;DANTUMADIEL;508;502.95;1560309.24;383765.72;59727.06;54871.06;4735.73;108667.64;128020.8;22892.63;43909.08;5921.32;4105.5;61178.46;0;0;0;0;107055.92;100472.47;510485.06;3204.67;0;95.97;8538.18;60698.96;36804.42;2443.85
V;75 t/m 79 jaar;DE BILT;1265;1252.51;4224122.47;673834.41;144889.69;120337.54;96776.63;115074.76;232161.75;37094.28;113214.76;26167.61;15561.36;91477.82;0;0;39632.64;0;238646.31;83394.71;242272.3;1658.79;0;0;15123.5;162063.36;244472;5079.11
V;75 t/m 79 jaar;DE FRYSKE MARREN;1465;1446.18;4562827.37;1061558.67;170424.77;152181.61;13495.75;354253.65;348650.18;83873.08;86214.52;31728.13;50754.61;148092.68;0;0;1171.63;0;227374.48;96677.81;1037565.77;9668.75;0;0;15905.74;125586.43;33649.7;0
V;75 t/m 79 jaar;DE RONDE VENEN;1166;1154.15;3813393.46;760034.31;134322.55;122474.71;105099.6;93053.7;213730.02;61488.15;80645.05;28543.7;22272.5;112173.68;0;0;7302.6;0;256003.76;62189.81;594532.23;5937.89;0;178.71;22194.56;66926.66;21622.93;255.41
V;75 t/m 79 jaar;DE WOLDEN;646;637.03;2203523.63;487181.4;75424.36;67631.62;72919.38;55174.93;177413.34;34444.68;43055.58;8638.82;43447.35;85134;0;0;2148.02;0;194964.82;121611.76;299614.33;4178.16;0;0;15710.32;77772.52;121866.83;498.8
V;75 t/m 79 jaar;DELFT;2009;1982.52;7030901.57;1606669.63;224904.91;6723;26746.48;274067.76;612631.96;85703.19;171278.74;45883.9;3309.27;256510.24;0;0;66875.68;0;428325.63;187132.36;1086737.07;5750.5;0;15780.36;22554.34;195683.37;77874.98;14626.79
V;75 t/m 79 jaar;DEN HELDER;1672;1642.22;5754889.18;1154205.46;192876.78;168568.63;178416.04;148767.16;472160.28;139528.49;71589.94;53162.81;30567.22;178169.65;0;0;44124.99;0;215051.1;180204.88;1121415.54;755.88;0;222.21;18609.21;159923.25;46513.26;10951.27
V;75 t/m 79 jaar;DEURNE;762;750.39;2847756.65;553257.84;88529.02;80236.15;121602.42;50022.92;206157.21;69111.71;79676.82;20360.49;17465.04;75620.16;0;0;1019.88;0;117126.39;18202.16;538247.41;18466.73;0;0;17491.5;71686.86;47832.86;1994.95
V;75 t/m 79 jaar;DEVENTER;2212;2178.58;7613272.85;1395278.64;253963.02;199416.43;322765.28;258920.94;600472.97;89797.21;136913.23;69140.08;21882.87;197576.47;0;0;42656.86;0;366909.15;341454.36;1385503.72;27385.81;0;310.31;66821.06;196787.45;343540.37;8480.31
V;75 t/m 79 jaar;DIEMEN;555;545.81;1897620.52;371023.69;64323.35;53440.29;79626.28;43117.79;132479.11;18877.95;55851.87;9435.29;5142.5;55911.92;0;0;26878.92;0;30459.35;31472.9;314062.47;0;0;0;12454.22;87836.37;48308.84;3849.88
V;75 t/m 79 jaar;DIJK EN WAARD;2242;2208.33;7069114.28;1489080.83;256977.11;215660.27;290390.33;164190;482103.74;72810.4;125140.73;49599.04;17786.74;165633.28;0;0;31386.36;0;225222.97;90551.29;1095181.03;0;0;323.51;47342.65;266466.81;120137.31;2408.18
V;75 t/m 79 jaar;DINKELLAND;615;608.15;1838906.43;415715.54;70830.22;47886.3;78426.43;97868.78;191684.47;49629.84;73330.62;13155.22;14165.88;34824.42;0;0;28644.53;0;40864.42;10621.05;463632.19;11296.97;0;0;4354.31;13622.34;22892.76;0
V;75 t/m 79 jaar;DOESBURG;372;364.4;1051011.25;217494.92;42143.23;39523.2;58048.09;61177.17;105072.09;17632.78;26435.83;7274.92;1379.36;28932.08;0;0;785.33;0;114585.17;10308.74;242218.25;4373.87;0;70.73;5327.56;39294.91;0;0
V;75 t/m 79 jaar;DOETINCHEM;1432;1417.29;4470178.29;865156.58;165614.07;128277.42;184527.56;206843.31;338883.61;68624.55;83855.32;35183.07;15479.78;98122.27;0;0;13624.26;0;243330.22;139580.78;942296.12;30325.69;0;0;15820.14;135374.06;124341.3;2794.22
V;75 t/m 79 jaar;DONGEN;688;679.75;2059458.76;413589.66;78024.95;73079.82;101581.59;34850.59;158846.67;47327.8;56437.36;11266.53;15007.59;66336.66;0;0;901.2;0;88054.36;26881.86;197886.14;11570.27;0;0;2296.78;48865.59;143909.67;1832.08
V;75 t/m 79 jaar;DORDRECHT;2818;2779.83;9497791.61;2139537.65;326388.25;330748.55;284533.06;195860.55;756177.77;148324.66;218273.7;36850.55;17134.16;285640.1;0;0;67804.33;0;735172.89;526778.06;1880855.34;2415.56;0;119.33;15310.42;163372.96;161059.82;6339.95
V;75 t/m 79 jaar;DRECHTERLAND;494;488.61;1463268.77;266992.54;57154.04;44380.1;39924.69;31756.97;121843.83;13057.1;21074.35;9255.57;5799.7;40159.32;0;0;1684.72;0;17391.91;28442.69;267214.61;279.56;0;0;4449.77;56529.09;28447.69;495.04
V;75 t/m 79 jaar;DRIMMELEN;739;728.4;2122888.4;441127.12;84415.32;98664.2;112341.95;44882.98;162061.24;53574.02;59010.4;17223.71;6031.9;69518.32;0;0;8141.49;0;44331.98;96461.75;304026.36;1658.09;0;0;3595.7;32490.53;20743.6;649.72
V;75 t/m 79 jaar;DRONTEN;948;934.18;3204689.44;780305.01;108741.37;90754.03;101792.7;79302.79;332801.22;48519.25;79767.06;20410.53;36532.83;90016.78;0;0;5089.9;0;156600.71;30457.53;521015.81;4177.24;0;386.6;22366.25;43139.92;0;0
V;75 t/m 79 jaar;DRUTEN;435;430.95;1149274;301748.39;48544.98;42444.66;56047.74;26499.34;109233.76;19665.57;30448.92;8425.22;2327.36;43533.06;0;0;677.75;0;264778.32;5798.09;322995.97;400.96;0;0;7476.79;4336.46;0;1894.19
V;75 t/m 79 jaar;DUIVEN;561;553.02;1795107.68;545968.95;64260.5;51849.11;82110.55;96126.56;121367.89;39473.51;39045.98;14184.38;6046.32;52566.56;0;0;113.32;0;65516.87;14565.18;234768.85;993.48;0;0;5847.04;77053.08;20621.44;19486.36
V;75 t/m 79 jaar;ECHT-SUSTEREN;925;912.35;3375842.02;633076.8;104716.57;124744.23;101227.14;84989.83;272902.23;65719.26;104556.47;33390.41;45330.07;111571.56;0;0;52378.22;0;147602.63;50509.68;740181.14;4011.28;0;386.6;36689.74;65653.4;74334.14;4809.01
V;75 t/m 79 jaar;EDAM-VOLENDAM;995;979.14;3308384.75;609214.27;114449.02;122970.51;64039.34;85100.79;236368.44;30365.97;74643.61;13653.46;4438.88;96224.12;0;0;28807.4;0;51646.95;77782.61;495013.91;2908.86;0;57.77;15836.15;46148.99;38581.77;3005.36
V;75 t/m 79 jaar;EDE;2586;2565;7010561;1676182.61;298168.68;246649.4;375302.11;413146.18;613818.95;101059.85;190858.69;53921.32;17013.93;187991.33;0;0;118044.09;0;595206.1;94282.5;1181183.24;25026.25;0;0;26161.61;221828.09;249422.57;10340.48
V;75 t/m 79 jaar;EEMNES;262;260.91;773042.28;201984.89;30267.85;27152.06;11502.71;18081.33;55568.96;2937.58;25015.54;7773.09;3929.66;17457.58;0;0;699.44;0;63374.73;9166.15;108460.55;14441.84;0;0;8951.57;18446.08;2300.76;3234.56
V;75 t/m 79 jaar;EEMSDELTA;1375;1352.4;4733731.98;1120336.09;156358.05;181214.34;167178.61;225710.5;357481.56;77089.63;65810.35;15332.9;24768.11;177698.07;0;0;4858.32;0;244640.85;63846.71;1084353.26;2593.87;0;0;19556.95;191650.61;120638.78;5816.28
V;75 t/m 79 jaar;EERSEL;483;480.16;1296976;293932.33;55407.03;49326.1;62046.59;33993.98;105549.28;35173.19;64678.46;6634.38;4526.82;34435.86;0;0;32190.25;0;24230.4;29212.34;165753.76;0;0;0;9801.47;55945.76;17046.62;0
V;75 t/m 79 jaar;EIJSDEN-MARGRATEN;764;756.04;2399105.31;492692.23;87804.43;91654.94;97276.82;56986.45;183143.29;28239.29;91175.33;18828.89;2709.88;50535.1;0;0;63055.01;0;223544.91;33564.03;456026.09;7510.37;0;0;14011.65;32953.25;0;0
V;75 t/m 79 jaar;EINDHOVEN;4490;4423.08;16023027.58;3470890.07;524951.57;446170.82;686263.83;312409.84;1165398.71;291682.13;512864.35;90994.02;53642.45;391252.54;0;0;136457.89;0;888795.76;113266.7;2358683.25;14845.09;0;37.29;125684.83;597015.15;564669.82;41631.61
V;75 t/m 79 jaar;ELBURG;606;597.34;1899222.08;375399.35;67403.36;56703.02;53717.67;43932.98;163458.72;37767.18;55205.77;12500.66;9253.9;51238.68;0;0;419.18;0;78300.1;1405.75;406038.81;767.02;0;0;24129.7;56021.61;14501.55;916.65
V;75 t/m 79 jaar;EMMEN;2983;2944.61;10823646.53;2065758.58;348530.26;349925.7;345062.73;305430.71;896245.31;141887.82;183256.92;27545.61;31446.44;393069;0;0;43560.57;0;742288.42;475806.63;2715873.5;1391.26;0;1933;95157.09;271665.19;249409.92;2489.94
V;75 t/m 79 jaar;ENKHUIZEN;524;519.21;1680487.11;281119.3;60493.02;50925.25;58022.47;41358.28;125893.44;26178.37;41597.91;9842.83;5623.87;56714.34;0;0;9017.07;0;114460.12;101584.09;342955.76;831.34;0;0;6720.85;48908.88;20643.5;507.64
V;75 t/m 79 jaar;ENSCHEDE;3515;3463.27;11331642.28;2633559.03;373093.54;311076.38;498824.8;521922.57;1121923.09;270567.73;406562.04;87513.73;28617.46;314710.34;0;0;57495.48;0;712026.63;265750.39;2822812.84;8137.73;0;0;40274.35;327539.79;515429.87;10665.87
V;75 t/m 79 jaar;EPE;1089;1076.9;3542762.8;731467.68;125192.2;112664.61;177595.77;116196.26;246478.65;29963.32;69982.37;17964.08;24935.51;100961.08;0;0;36210.33;0;123521.66;58305.97;603624.1;1232.24;0;853.72;32168.07;114861.86;69176.18;2236.72
V;75 t/m 79 jaar;ERMELO;774;764.06;2321725.85;461477.44;86824.03;78778.79;100454.26;61585.23;166251.3;35077.89;41148.87;12710.08;16177.76;60017.78;0;0;1565.39;0;113803.93;23793.07;303904.98;20514;0;0;14033.42;72035.76;21542.23;16280.16
V;75 t/m 79 jaar;ETTEN-LEUR;1204;1184.71;3844605.75;783907.11;135377.83;93559.65;198481.29;59441.49;310530.02;70898.37;119482.43;27464.19;20900.16;133795.6;0;0;15393.49;0;179246.83;49770.62;724600.52;14079.67;0;76.65;10981.38;57209.78;0;746.76
V;75 t/m 79 jaar;GEERTRUIDENBERG;588;579.76;1892072.71;608784.65;67818.55;71843.67;90274.78;40315.01;159836.09;68556.71;67811.79;8835.2;10229.27;51872.96;0;0;4608.19;0;47786.37;53752.81;211987.97;17338.66;0;0;8441.15;10418.75;0;1593.3
V;75 t/m 79 jaar;GELDROP-MIERLO;1079;1065.62;4124080.96;850646.67;125838.14;105861.55;228670.91;73662.07;240932.99;41927.66;92352.87;24925.7;7381.38;86999.84;0;0;16772.46;0;88410.58;55179.37;517631.98;12582.08;0;0;36653.98;53560.45;32480.79;937.93
V;75 t/m 79 jaar;GEMERT-BAKEL;670;661.31;2614184.76;451405.92;77525.34;86987.91;79800;47698.97;179597.66;37583.01;82033.9;20051.27;24547.05;56091.76;0;0;34112.17;0;179512.64;52514.84;392022.43;2907.56;0;0;20319.42;48619.83;111252.73;0
V;75 t/m 79 jaar;GENNEP;481;475.38;1302650.02;280306.41;54830.65;49947.58;40508.54;38724.6;99335.92;26510.49;27414.34;6959.82;1761.84;55142.39;0;0;3518.33;0;28191;22296.3;216636.71;2686.36;0;0;7300.44;21635.48;0;0
V;75 t/m 79 jaar;GILZE EN RIJEN;669;658.67;1828968.07;458559.95;77528.84;70944.15;106542.37;38941.93;154173.29;43779.02;93281.66;19003.33;1622.56;71266.8;0;0;5647.54;0;91471.39;12467.14;233801.09;1490.7;0;0;15138.77;23966.54;4048.3;0
V;75 t/m 79 jaar;GOEREE-OVERFLAKKEE;1336;1320.8;4700534.58;1112347.28;151572.84;150649.25;177700.25;116633.89;363495;70329.14;96157.85;24287.3;28870.36;155541.36;0;0;12918.77;0;129040.05;197405.76;740809.74;1316.64;0;37.43;27758.38;77339.98;86888.28;1603.61
V;75 t/m 79 jaar;GOES;1201;1190.51;3943226.32;905318.6;136395.46;106898.17;150160.76;88368.12;273179.5;39623.96;119220.06;13876.53;13612.5;107558.52;0;0;103167.72;0;207948.42;40345.32;782289.56;16673.25;0;204.3;27231.91;77104.07;50905.83;0
V;75 t/m 79 jaar;GOIRLE;652;643.74;2278420.95;498923.6;74881.82;68259.7;90400.95;52715.44;169334.14;43135.56;67261.35;9296.85;6057.48;59377.43;0;0;6643.12;0;71256.22;13477.67;296531.14;0;0;0;10463.97;32662.63;97987.09;2290.29
V;75 t/m 79 jaar;GOOISE MEREN;1599;1573.99;5534179.24;970101.45;183537.88;197977.19;113966.19;133693.23;349030.86;22351.77;133046.86;39100.53;11880.48;146776.72;0;0;57556.7;0;704836.19;63741.47;1418613.27;28375.59;0;706.65;27263.41;195869.13;109586.51;19678.56
V;75 t/m 79 jaar;GORINCHEM;857;847.26;3222540.78;703942.13;100561.07;95493.75;60474.99;67428.93;222324.76;39827.57;45223.04;16197.19;19598.01;95443.02;0;0;33957.29;0;163100.19;130125.52;571056.48;6074.46;0;0;4558.33;31152.82;0;682.52
V;75 t/m 79 jaar;GOUDA;1744;1722.18;5569323.45;1223611.69;199491.06;186028.42;144829.72;142566.46;410175.8;76192.43;148679.35;29957.1;22267.84;153190.54;0;0;22564.57;0;410153.95;90574.05;789584.8;2075.38;0;857.92;16889.25;117537.65;36990.68;4496.29
V;75 t/m 79 jaar;GRONINGEN;4050;4008;13301532.11;2843065.96;456215.55;470551.22;558151.81;662795.3;923321.04;161204.9;251526.57;44025.16;23182.47;421614.85;0;0;78982.23;0;1358183.16;215096.25;3008926.43;35741.07;0;127.33;48770.04;759418.25;356347.11;16056.67
V;75 t/m 79 jaar;GULPEN-WITTEM;474;469.82;1561693.19;330984.08;55163.95;59096.69;58021.07;47601.98;96312.49;22149.05;70612.98;9706.42;1680.72;44943.98;0;0;22059.44;0;23388.02;16469.16;208843.74;1248.41;0;0;7673.09;62718.63;0;0
V;75 t/m 79 jaar;HAAKSBERGEN;717;710.68;2230462.71;427271.95;81848.98;52967.81;92234.21;110631.35;149601.68;50128.95;68701.69;15223.3;18479.32;52362.04;0;0;13703.26;0;132433.63;22375.87;277562.9;239.76;0;0;8295.66;60001.6;35924.67;2406.49
V;75 t/m 79 jaar;HAARLEM;3366;3312.58;10818824.57;2105829.06;385272.7;338383.59;349379.14;283501.45;803339.57;109881.11;251495.28;71418.96;18556;353437.98;0;0;48974.01;0;1106751.98;278280.81;1904398.92;30786.35;0;2694.09;91430.21;431922.86;303033.21;59921.77
V;75 t/m 79 jaar;HAARLEMMERMEER;3311;3274.18;11357200.3;2287159.32;379588.47;329472.42;102663.5;304290.72;842797.08;153765.75;235194.19;63159.59;12352.16;319088.71;0;0;45220.73;0;932250.98;206713.06;1580271.92;5512.34;0;386.6;52383.61;222146.48;183081.79;22412.36
V;75 t/m 79 jaar;HALDERBERGE;908;893.96;2569699.24;619509.06;104156.21;68995.58;143062.99;42525.73;227831.86;55357.75;115420.97;15167.33;2274.12;96550.58;0;0;7565.3;0;163329.03;21801.19;650293.94;3133.14;0;193.3;12487.36;41117.75;33114.59;306.03
V;75 t/m 79 jaar;HARDENBERG;1298;1273.36;4350391.64;1028960.99;146114.31;127281.52;146522.23;128139.93;348922.16;67520.55;89573.91;13973.46;9719.76;140197.24;0;0;12494.89;0;448503.19;65343.76;1217803.55;0;0;386.6;43863.65;56111.9;20176.96;0
V;75 t/m 79 jaar;HARDERWIJK;1103;1088.11;3563141.65;825014.91;127510.15;125666.73;162931.95;81810.75;282620.55;57193.11;98311.87;18747.24;13666.77;102523.7;0;0;10510.22;0;263812.13;123536.2;638787.71;6062.14;0;320.93;20524.17;113288.92;86742;541.3
V;75 t/m 79 jaar;HARDINXVELD-GIESSENDAM;437;433.7;1442233.25;328857.69;50901.77;49589.47;31008.63;29995.83;135587.67;24278.27;19394.7;6434.83;1554.96;42098.42;0;0;1657.94;0;35847.08;1570.62;404018.24;1518.6;0;193.3;6218.01;39144.51;59977;0
V;75 t/m 79 jaar;HARLINGEN;554;545.31;1944333.47;372619.15;62539.39;49948.62;7985.29;124710.73;147294.73;21409.69;18813.99;5341.16;10812.44;68359.64;0;0;11230.97;0;106285.17;43555.98;661044.08;162.12;0;0;9883.81;65444.15;0;185.28
V;75 t/m 79 jaar;HATTEM;375;370.03;1121246.08;197576.27;41962.66;35658.73;60529.94;31950.7;102139.33;10170.02;18610.55;9726.68;3504.48;30009.64;0;0;1114.88;0;60692.1;10904.37;264792.18;1363.92;0;0;7920.57;44508.1;62592.25;0
V;75 t/m 79 jaar;HEEMSKERK;1095;1079.15;3180448.3;637633.57;125763.3;112560.42;113746.14;92111.18;286845.77;42947.29;68199.2;19431.74;16812.08;97603.18;0;0;20659.19;0;83989.08;23079.89;513564.51;3510.63;0;0;14638.52;164265.76;123821.5;2198.01
V;75 t/m 79 jaar;HEEMSTEDE;972;965.15;3292753.9;665346.81;110182.27;89649.99;82994.23;72030.71;216489.04;24661.48;77521.36;19921.46;840.96;66701.12;0;0;12902.79;0;234230.27;40978.44;368743.09;4656.76;0;0;12225.18;77199.95;75077.9;1522.92
V;75 t/m 79 jaar;HEERDE;575;563.2;1826588.34;392859.73;64595.96;69836.73;101778.34;64758.42;161098.66;15907.24;32577;10809.88;4107.04;72470.18;0;0;5009.55;0;183296;20701.76;562248.12;369.13;0;0;23090.78;31307.38;0;0
V;75 t/m 79 jaar;HEERENVEEN;1403;1381.85;4429051.27;850731.12;163293.8;122773.13;12867.87;321464.73;390422.3;84585.41;73819.7;13450.13;16487.27;113456.4;0;0;2485.9;0;293996.39;90261.19;938699.77;1171.17;0;57.77;26291.24;158495.98;123264.35;2429.49
V;75 t/m 79 jaar;HEERLEN;2336;2292.32;8588841.58;1920418.93;272970.84;328784.3;301261.73;269446.3;688749.48;132052.08;315330.14;102402.92;40642.14;294823.24;0;0;90329.88;0;461293.74;262161.76;2108655.08;29450.91;0;57.77;59820.72;362962.37;490130.19;9283.55
V;75 t/m 79 jaar;HEEZE-LEENDE;461;454.29;1349847.52;285428.36;53040.41;61040.4;65998.89;32352.63;74691.56;24271.11;28611.72;8036.56;3508.6;38976.76;0;0;11649.36;0;66088.04;17597.37;197538.42;0;0;0;10318.98;16324.5;28254.12;21.07
V;75 t/m 79 jaar;HEILOO;837;830.45;2669460.06;496402.03;98121.31;80804.91;79245.29;53195.36;159545.35;28022.18;38044.52;15820.35;12974.92;62439.96;0;0;4315.2;0;88854.82;19032.23;312533.21;283.12;0;0;9092.31;85865.91;24494.89;0
V;75 t/m 79 jaar;HELLENDOORN;952;940.77;2835616.95;704129.76;108731.87;97042.9;102899.53;147331.26;287615.19;60787.91;108429.7;20922.16;21681.15;73706.48;0;0;7823.33;0;160963.74;58039.23;714316.6;3654.36;0;386.6;19510.67;67357.96;94035.82;2564.39
V;75 t/m 79 jaar;HELMOND;2008;1979.24;7025673.45;1738554.38;234968.05;244182.87;311625.89;147252.86;597529.08;123094.76;235288.15;42852.85;22765.11;168261.44;0;0;41019.41;0;299005.84;139862.99;1361930.44;51980.3;0;0;77915.34;166061.47;81130.08;5333.34
V;75 t/m 79 jaar;HENDRIK-IDO-AMBACHT;630;626.03;2229790.03;414004.65;71922.62;59897.97;58153.79;39176.31;177117.48;13706.92;36565.31;9292.3;8231.12;45401.94;0;0;2201.87;0;51960.33;36739.56;420911.93;2739.58;0;62.39;11276.81;43458.01;3263.95;701.27
V;75 t/m 79 jaar;HENGELO;1903;1878.14;5729704.84;1326229.13;170152.63;124608.96;233626.78;305806.47;493337.69;119530.19;167096.81;29376.8;16119.97;170064.12;0;0;71610.48;0;402117.38;214341.49;990785.36;23387.97;0;17.33;34142.08;132709.45;118468.57;3740.22
V;75 t/m 79 jaar;HET HOGELAND;1425;1400.77;4736066.02;983810.95;161679.18;162231.93;201293.22;217020.94;342870.95;66533.2;75588.38;20968.25;21068.6;186735.1;0;0;2024.61;0;394501.43;35574.7;858544.41;573.98;0;52.13;13379.02;114329.83;23348.13;0
V;75 t/m 79 jaar;HEUMEN;505;499.86;1856732.32;340237.11;58728.5;60468.52;41284.31;36076.59;121046.67;12624.75;94517.43;18683.69;85.16;45603.64;0;0;621.59;0;106834.28;55996.78;273768.42;977.86;0;0;9565.93;41796.67;71268.7;0
V;75 t/m 79 jaar;HEUSDEN;1106;1092.65;3559578.73;737869.15;129726.58;130963.19;139590.32;78537.94;278841.26;62410.61;103137.53;27064.05;8979.86;106458.7;0;0;23853.29;0;179419.1;89957.31;616393.9;8778.74;0;78.32;13149.09;50654.75;19279.66;982.42
V;75 t/m 79 jaar;HILLEGOM;595;588.03;1816160.99;338527.91;67065.95;56051.47;13135.47;44776.92;170768.33;28017.35;36746.63;14031.93;4665.83;55508.8;0;0;12257.38;0;106392.74;14986.52;225964.29;1868.16;0;0;11186.26;55902.39;125629.52;0
V;75 t/m 79 jaar;HILVARENBEEK;442;436.7;1307800.48;235427.13;51286.57;37033.25;53449.95;24333.7;89471.1;29241.9;32821.24;6871.73;0;23861.84;0;0;1231.73;0;58753.95;5229.42;107497.96;0;0;0;5201.84;30317.55;17811.7;12634.12
V;75 t/m 79 jaar;HILVERSUM;2121;2095.7;6734884.13;1406084.9;242573.02;204857.72;173928.3;164483.76;489162;85047.84;152665.55;59814.53;21679;168959.64;0;0;93979.27;0;640400.66;185380.49;1108775.49;38724.56;0;2712.72;29954.4;307424.95;173231.75;20467.98
V;75 t/m 79 jaar;HOEKSCHE WAARD;2612;2578.29;7994792.91;1721459.28;300136.88;252708.39;359838.25;196096.46;577360.06;102111.51;157243.83;34563.34;29495.39;218989.4;0;0;45231.17;0;342152.87;233294.56;1216554.5;592.41;0;1044.93;40849.12;232074.06;422977.27;6183.15
V;75 t/m 79 jaar;HOF VAN TWENTE;1114;1099.17;3406380.95;821556.25;127621.02;112252.62;152419.09;137104.62;270021.66;48412.47;105803.76;32745.73;27273.15;96970.54;0;0;19500.03;0;113433.08;100621.55;832789.74;262.8;0;0;8534.96;104429.07;49817.94;1422.78
V;75 t/m 79 jaar;HOLLANDS KROON;1197;1181.75;3365737.09;729639.94;137532.13;126368.12;141380.05;85127.65;306072.62;80676.66;38909.76;28555.57;50256.04;106635.94;0;0;47967.44;0;186700.85;83961.46;616694.36;0;0;245.78;22694.61;130309.66;73809.43;0
V;75 t/m 79 jaar;HOOGEVEEN;1510;1489.88;5425475.7;1263122.09;174975.39;177571.3;166615.65;115861.05;370614.64;106558.33;72238.46;18643.87;43060.91;145124.82;0;0;11257.35;0;348774.34;240986.76;852072.76;20256.2;0;916.78;75675.2;147494.18;61978.18;3341.37
V;75 t/m 79 jaar;HOORN;1861;1835.18;6008995.57;1108346.15;214587.03;198774.8;186559.67;184107.88;411655.99;93231.92;90928.59;33117.68;9109.59;185974.04;0;0;29304.78;0;242675.81;121341.89;1083280.83;86.36;0;65.96;22002.85;240212.93;393208.88;10505.97
V;75 t/m 79 jaar;HORST AAN DE MAAS;1069;1061.59;3289514.93;767973.27;125709.08;93947.83;200436.29;65488.46;261098.36;81502.26;106858.73;33533.12;21497.18;83602.12;0;0;12764.99;0;65515.79;0;547924.08;1406.52;0;774.68;16137.16;61907.19;24450.56;0
V;75 t/m 79 jaar;HOUTEN;837;823.55;2553476.96;680195.98;93834.38;72747.53;81236.39;65173.92;226218.11;46027.38;55015.69;17601.01;19977.53;71184.9;0;0;10870.39;0;221535.25;79171.94;513897.29;11117.52;0;484.63;14308;41929.36;0;798.22
V;75 t/m 79 jaar;HUIZEN;1259;1243.31;3859845.69;728463.11;139839.76;107142.8;86883.5;116372.8;199079.69;53110.65;88037.47;25755.24;9072.44;103860.34;0;0;15974.34;0;326516.34;87429.4;440963.47;44515.57;0;913.84;24831.73;185201.66;287284.77;19425.88
V;75 t/m 79 jaar;HULST;842;829.49;2320616.14;537551.54;94688.7;82482.17;76657.55;68219.73;186338.56;26779.18;67118.93;10717.4;41549.8;57804.36;0;0;327347.9;0;86741.92;56059.04;484971.16;1406.27;0;519.16;13405.33;62459.65;104286.72;1504.86
V;75 t/m 79 jaar;IJSSELSTEIN;797;791;2414098.55;574758.19;79789.92;82348.47;86889.08;63112.44;198330.68;32214.51;43434.39;15021.78;2705.04;72070.82;0;0;26843.16;0;234266.87;93542.87;402995.1;15502.04;0;386.6;18828.51;49847.21;51171.71;10409.33
V;75 t/m 79 jaar;KAAG EN BRAASSEM;620;610.71;1741863.13;382584.72;71235.37;69842.3;14111.85;61783.66;135040.75;21403.87;25740.09;7324.49;1501.72;45411.8;0;0;6518.04;0;76449.82;23378.66;216471.77;2001.82;0;0;7005.34;14542.77;12968;5261.46
