geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_zorg;kosten_farmacie;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysiotherapie;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiezorg;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig;kosten_consulten_ggz;kosten_intramuraal_verblijf_ggz;kosten_overige_prestaties_ggz
M; 0 t/m  4 jaar;AA EN HUNZE;535;483.25;846883.93;47913.57;33492.82;20698.58;8520.77;53410.35;11085.4;19848.26;16571.7;24547.35;2823.96;7737.6;0;0;242.67;0;0;0;11498;0;0;0;40577.66;0;0;0
M; 0 t/m  4 jaar;AALSMEER;754;686.64;1038877.02;48695.27;45858.11;27636.68;10807.56;73662.42;39198.25;23063.17;20786.28;22639.94;2355;12535.69;0;0;3251.66;0;0;0;131296.02;0;0;84.18;56143.16;0;0;0
M; 0 t/m  4 jaar;AALTEN;638;562.88;772421.63;219226.96;38296.91;24181.97;721.05;49449.05;8850.85;16973.86;32785.27;42018;4703.37;5912.58;0;0;540.08;0;0;0;2662.55;0;0;144.88;78848.34;0;0;0
M; 0 t/m  4 jaar;ACHTKARSPELEN;704;629.26;1150942.5;49906.31;42817.26;23046.4;3724.53;72748.97;33422.26;20542.92;19423.95;56690.03;7233.3;21234.08;0;0;959.76;0;0;0;40923.48;0;0;0;84747.86;0;0;0
M; 0 t/m  4 jaar;ALBLASSERDAM;581;516.24;884487.14;62972.23;34455.55;24395.12;4216.74;49349.58;30648.25;13636.07;24215.46;19587.69;3251;10882.18;0;0;773.82;0;0;0;38568.31;0;0;0;29836.5;0;0;0
M; 0 t/m  4 jaar;ALBRANDSWAARD;648;577.05;976884.44;75887.41;38435.81;23014.34;9882.48;62120.07;7676.1;17671.7;14027.78;38094.8;0;15149.2;0;0;1480.99;0;0;0;10736.69;0;0;102.47;46810.18;0;0;0
M; 0 t/m  4 jaar;ALKMAAR;2730;2447.46;3860052.89;231991.86;168781.66;92013.38;1177.28;246059.79;67439.56;107140.33;102759.08;110767.68;68515.01;62852.48;0;0;6619.17;0;0;0;177957.54;0;0;696.96;363958.27;0;0;0
M; 0 t/m  4 jaar;ALMELO;1757;1569.67;2840927.88;164128.44;110674.28;66599.86;16425.32;212541.29;39728.16;59471.95;71726.15;192160.1;2069.26;42591.1;0;0;12269.92;0;0;0;244566.97;0;0;167.33;397588;0;0;0
M; 0 t/m  4 jaar;ALMERE;6928;6159.33;10181000.42;522633.71;419674.43;269741.15;139679.2;738478.07;183512.08;232150.85;121786.45;339946.47;63367.44;161002.3;0;0;245452.87;0;0;0;60843.11;0;0;556.37;1399119.18;0;0;0
M; 0 t/m  4 jaar;ALPHEN AAN DEN RIJN;2870;2574.23;3670459.66;305886.85;173716.66;99177.5;41691.3;343049.88;62160.95;90067.13;91323.13;176084.74;471.4;61027.78;0;0;5186.96;0;0;0;42420.8;0;0;408.07;271983.9;0;0;0
M; 0 t/m  4 jaar;ALPHEN-CHAAM;255;231.95;351011.63;25132.81;15610.73;9969.26;95.98;19615.68;1797.76;8928.58;6952.96;19784.68;1877.16;7631.02;0;0;8687.86;0;0;0;0;0;0;0;42374.06;0;0;0
M; 0 t/m  4 jaar;ALTENA;1535;1390.7;1831701.33;115490.61;94087.8;50622;63194.11;107719.17;19055.1;40573.04;64511.65;98558.92;14899.39;29726.75;0;0;1993.12;0;0;0;27190.14;0;0;0;266514.26;0;0;0
M; 0 t/m  4 jaar;AMELAND;84;74.39;64720.44;2116.53;5060.88;2147.35;509.85;10665.19;1720.2;1285.73;1256.64;1713.83;0;2804.96;0;0;346.5;0;0;0;477.51;0;0;0;278.53;0;0;0
M; 0 t/m  4 jaar;AMERSFOORT;4535;4049.83;6329529.53;399875.23;270614.29;167512.88;65980.85;484300.14;105026.23;139830.78;121663.03;317110.83;11357;93237.18;0;0;37132.55;0;0;0;492888.45;0;0;1449.97;844877.78;0;0;0
M; 0 t/m  4 jaar;AMSTELVEEN;2237;1930.48;2125668.29;141208.1;124246.63;78155.41;32613.06;235305.23;38131.1;79769.07;69319.29;108237.55;24704.09;38379.92;0;0;25924.24;0;0;0;122616.81;0;0;51.66;279240.07;0;0;0
M; 0 t/m  4 jaar;AMSTERDAM;22709;19725.41;31228186.03;1618413.84;1360291.64;835364.12;190038.42;2322340.84;509769;872517.52;626820.04;1355201.56;44318.59;546406.46;0;0;283845.45;0;0;0;876241.54;0;0;577.57;2952008.68;0;0;0
M; 0 t/m  4 jaar;APELDOORN;4056;3643.18;6695510.65;445690.5;251304.18;138261.36;7290.92;396466.32;118128.54;102941.28;135574.67;253044.3;7502.62;90163.34;0;0;10009.61;0;0;0;88364.43;1704.99;0;286.49;311934.57;0;0;0
M; 0 t/m  4 jaar;ARNHEM;4058;3601.28;6126699.42;544959.69;218068.62;142613.44;63534.44;606234.51;85856.41;126191.89;157181.95;341391.72;14546.33;86268.18;0;0;35049.41;0;0;0;141071.76;327.84;0;78.12;576745.26;0;0;0
M; 0 t/m  4 jaar;ASSEN;1568;1415.18;2097329.61;144566.61;97842.52;57927.9;32108.79;184488.47;25678.88;47252.72;49831.52;109303.89;7230.69;43541.75;0;0;1562.71;0;0;0;170706.75;0;0;0;159195.04;0;0;0
M; 0 t/m  4 jaar;ASTEN;403;364.65;530795.59;29313.58;24753.49;17587.26;213.11;26784.53;14850.3;10151.12;17357.14;26248.02;422.44;4834.36;0;0;416;0;0;0;14434.56;0;0;0;13766.04;0;0;0
M; 0 t/m  4 jaar;BAARLE-NASSAU;145;127.8;122856.26;4183.3;8514.53;5567.18;50.22;11312.86;2152.15;8354.23;5708.13;2774.23;501.8;1824.12;0;0;1230.73;0;0;0;0;0;0;0;9421.25;0;0;0
M; 0 t/m  4 jaar;BAARN;635;571.75;940611.6;64287.46;38269.88;21203.7;11442.44;53316.14;25420.58;15178.48;17196.74;29789.2;0;12966.06;0;0;3111.1;0;0;0;2586.27;0;0;0;31389.94;0;0;0
M; 0 t/m  4 jaar;BARENDRECHT;1215;1106.92;1933241.93;149071.17;73828.43;45685.83;18378.6;130420.49;43876.76;41763.15;29398.54;92411.86;11896.9;27171.4;0;0;8220.65;0;0;0;58508.37;0;0;744.71;103997.62;0;0;0
M; 0 t/m  4 jaar;BARNEVELD;2269;2035.23;3966386.71;278042.67;136826.05;73667.8;31346.42;195340.18;44926.98;81327.04;85073.67;103500.41;5563.5;63257.62;0;0;1338.08;0;0;0;230547.84;942.54;0;137.54;112377.29;0;0;0
M; 0 t/m  4 jaar;BEEK;335;287.46;420678.31;36812.35;19406.1;11691.54;144.29;34114.59;11381.19;7727.69;10068.88;28211.24;3451.07;7524.68;0;0;4584.65;0;0;0;2415.12;275.94;0;0;13191.34;0;0;0
M; 0 t/m  4 jaar;BEEKDAELEN;751;671.15;1850163.57;75320.04;44987.36;30474.31;1278.07;78863.16;14123.87;24130.93;30670.49;80101.32;4651.48;15709.48;0;0;5377.78;0;0;0;36581.54;0;0;0;118482.7;0;0;0
M; 0 t/m  4 jaar;BEESEL;284;247.19;618611.26;42127.08;16789.35;11967.16;1872.05;31161.3;3237.21;8292.98;13771.16;30691.38;11357.8;5202.24;0;0;77593.59;0;0;0;7945.6;0;0;0;116807.87;0;0;0
M; 0 t/m  4 jaar;BERG EN DAL;744;659.22;1118433.12;60057.71;43768.09;28141.43;885.89;82674.73;18317.88;25248.5;34861.78;53476.91;2397.48;16951.34;0;0;1081.39;0;0;0;175311.69;0;0;159.19;135646.16;0;0;0
M; 0 t/m  4 jaar;BERGEIJK;457;413.86;569395.17;44166.96;28679.99;18514.89;1402.39;44759.91;10448.39;13222.02;15051.07;29956.06;13358.72;7118.46;0;0;879.28;0;0;0;0;0;0;0;99953.64;0;0;0
M; 0 t/m  4 jaar;BERGEN LB;239;219.36;230635.51;25853.54;15120.64;7150.14;2169.01;30870.8;1431;5590.92;6898.17;24004.16;794.32;5970.02;0;0;3111.4;0;0;0;0;0;0;0;38062.85;0;0;0
M; 0 t/m  4 jaar;BERGEN NH;407;368.22;336683.43;25021.51;24013.95;12911.88;119.72;28675.29;2126.39;12424.25;6365.52;14479.15;0;11896.42;0;0;2171.95;0;0;0;0;0;0;0;32693.06;0;0;0
M; 0 t/m  4 jaar;BERGEN OP ZOOM;1688;1508.89;2648463.04;196863.29;105870.92;58738.87;2209.04;199362.22;63954.5;70836.24;39481.07;95103.08;13470.92;41726.38;0;0;7501.91;0;0;0;97389.71;0;0;145.58;170835.59;0;0;0
M; 0 t/m  4 jaar;BERKELLAND;887;780.81;1369480.02;92784.95;52096.02;32076.5;269.23;72768.6;9844.47;18407.98;36770.38;89602.63;2726.37;12579.12;0;0;902.21;0;0;0;14171.88;0;0;72.44;63675.52;0;0;0
M; 0 t/m  4 jaar;BERNHEZE;816;734.89;844760.19;116047.26;49806.2;36847.06;457.23;70987.25;18781.29;37221.13;43812.57;67298.54;0;15030.4;0;0;8858.92;0;0;0;31985.6;0;0;156.09;79162.81;0;0;0
M; 0 t/m  4 jaar;BEST;770;684.87;1319312.76;80220.36;46374.02;37962.86;3247.07;66391.73;47687.83;22844.93;25748.8;62240.05;444;12891.78;0;0;5797.04;0;0;0;142606.31;0;0;0;115540.59;0;0;0
M; 0 t/m  4 jaar;BEUNINGEN;706;631.09;752871.9;67609.49;43158.34;27761.85;1279.13;76467.97;12932.96;35544.42;39401.74;63753.78;2546.2;10882.62;0;0;433.44;0;0;0;15553.07;0;0;0;134829.11;0;0;0
M; 0 t/m  4 jaar;BEVERWIJK;1132;1012.67;1250312.63;109346.96;69883;39896.09;21517.71;112892.79;13189.43;42664.39;48186.02;61855.68;123.92;18301.34;0;0;2751.83;0;0;0;7143.42;0;0;50.61;294706.65;0;0;0
M; 0 t/m  4 jaar;BLADEL;487;440.34;703760.61;50301.4;29928.69;18912.33;1318.62;39448.47;7927.5;15914.71;20705.36;24595.4;3464.44;7997.72;0;0;14705.71;0;0;0;14458.99;0;0;0;109263.39;0;0;0
M; 0 t/m  4 jaar;BLARICUM;436;399.1;447899.76;25857.02;26657.02;17293.47;7585.59;39508.6;3952.94;10490.06;15621.28;42988.12;1322.6;4871.38;0;0;3162.83;0;0;0;485.55;0;0;0;62243.58;0;0;0
M; 0 t/m  4 jaar;BLOEMENDAAL;447;411.71;473916.88;31573.72;27552.54;14833.81;8372.34;40135.91;6031.62;14623.69;12443.02;21337.19;5686;7826.68;0;0;954.84;0;0;0;89412.49;0;0;0;42499.79;0;0;0
M; 0 t/m  4 jaar;BODEGRAVEN-REEUWIJK;1086;982.48;1498373.43;120110.54;66207.53;36681.42;14608.79;99729.67;24544.09;32732.1;52559.82;43496.77;3476.87;15299.2;0;0;9852.11;0;0;0;10045.86;0;0;182.41;120552.04;0;0;0
M; 0 t/m  4 jaar;BOEKEL;307;267.71;540849.54;48324.13;17749.72;13500.47;8.84;24790.62;13812.04;9892.65;12544.91;11486.28;286.44;6489.04;0;0;388.23;0;0;0;145004.55;0;0;0;102535.93;0;0;0
M; 0 t/m  4 jaar;BORGER-ODOORN;528;484.53;713830.12;62796.51;33451.43;18926.24;9868.84;53918.24;7438.95;14963.41;14250;25574.35;6458.32;13143.04;0;0;572.75;0;0;0;3086.81;0;0;86.55;107294.03;0;0;0
M; 0 t/m  4 jaar;BORNE;712;635.82;1065401.66;85718.29;41766.03;27073.26;5371.8;63745.4;15293.9;25694.92;33667.26;43506.07;2493.4;24934.62;0;0;1524.27;0;0;0;37431.9;0;0;0;59023.83;0;0;0
M; 0 t/m  4 jaar;BORSELE;605;534.45;951535.48;71886.4;36394.26;17990.55;181.53;66626.42;13281.81;20988.03;20158.6;36769.42;12159.96;18573.28;0;0;2625.54;0;0;0;44715.7;0;0;0;164603.75;0;0;0
M; 0 t/m  4 jaar;BOXTEL;771;693.21;955933;53983.84;47552.66;33791.56;1666.82;65755.85;18476.03;27059.11;39139.01;66247.03;8012.62;18403.32;0;0;12598.98;0;0;0;66.33;0;0;0;221100.63;0;0;0
M; 0 t/m  4 jaar;BREDA;4475;3980.77;6074832.32;352972.37;275283.57;173708.65;2213.22;402514.75;91863.83;177655.51;261229.88;321786.84;35459.28;84221.14;0;0;26400.06;0;0;0;13077.01;243.18;0;186.42;1512765.59;0;0;0
M; 0 t/m  4 jaar;BRONCKHORST;667;603.5;950665.87;50395.28;41144.73;22516.95;1813.9;59672.62;9643.45;16949.72;19694.81;70374.69;417.64;12911.55;0;0;237.24;0;0;0;3460.47;0;0;0;59063.46;0;0;0
M; 0 t/m  4 jaar;BRUMMEN;444;396.87;482774.44;41340.87;26226.83;14341.81;361.65;39818.81;3789.72;10128.97;14418;39119.26;15409.88;6946.38;0;0;1951.46;0;0;0;912.36;0;0;72.56;106962.01;0;0;0
M; 0 t/m  4 jaar;BRUNSSUM;537;481.14;883980.45;68132.28;32665.32;24247.7;1072.77;62697.31;18399;28843.37;23014.48;62205.54;16855.92;14090.78;0;0;97600.93;0;0;0;59996.46;0;0;0;162207.17;0;0;0
M; 0 t/m  4 jaar;BUNNIK;424;387.88;640388.49;34746.23;26452.95;15584.9;6355.75;44263;13563.37;16909.86;12579.36;26878.54;969;6035.38;0;0;202.13;0;0;0;4438.14;0;0;0;49789.51;0;0;0
M; 0 t/m  4 jaar;BUNSCHOTEN;716;643.15;1209030.47;92653.63;42803.02;27105.38;8635.19;68886.42;48269.91;20250.92;35633.86;57662.46;4501.2;11545.66;0;0;2385.48;0;0;0;10720.6;0;0;133.57;135775.76;0;0;0
M; 0 t/m  4 jaar;BUREN;649;589.19;1523021.84;73512.8;40371.6;21543.89;1861.65;57959.92;18794.14;15008.08;25757.49;55731.72;1459.64;10110.12;0;0;411.85;0;0;0;26024.91;0;0;51.56;126846.09;0;0;0
M; 0 t/m  4 jaar;CAPELLE AAN DEN IJSSEL;1734;1531.41;2841130.4;142579.15;108090.19;59283.83;26965.17;203499.24;50480.63;55443.14;33839.92;101502.11;6200.04;43315.1;0;0;8058.91;0;0;0;43122.24;0;0;951.7;124920.05;0;0;0
M; 0 t/m  4 jaar;CASTRICUM;844;772.93;832568.13;54749.07;52057.39;29353.35;843.93;58717.21;16541.72;20685.53;23535.57;23358.03;0;10302.98;0;0;5158.46;0;0;0;30397.7;0;0;0;53532.25;0;0;0
M; 0 t/m  4 jaar;COEVORDEN;769;700.36;905698.32;57678.39;49353.51;29366.19;15136.63;86683.56;23285.87;21704.99;24797.08;34679.13;8722;15538.1;0;0;567.78;0;0;0;11690.98;0;0;0;72090.7;0;0;0
M; 0 t/m  4 jaar;CRANENDONCK;442;390.2;601961.26;54576.54;25885.85;16921.95;1656.69;37005.48;5808.61;10982.83;13903.35;42525.53;1088.16;9744.5;0;0;8498.39;0;0;0;6257.88;0;0;0;83175.73;0;0;0
M; 0 t/m  4 jaar;CULEMBORG;861;777.32;1212879.04;90069.54;53250.47;35460.15;2168.34;83011.85;33795.95;32145.08;25256.13;56206.71;822.62;21049.98;0;0;2256.42;0;0;0;9815.06;0;0;0;62366.53;0;0;0
M; 0 t/m  4 jaar;DALFSEN;782;705.61;887511.59;39719.1;47415.44;20668.77;2691.12;64128.18;16322.77;18125.44;26731.25;72310.48;3384.44;14453.04;0;0;216.15;0;0;0;2706.92;0;0;113.86;172096.1;0;0;0
M; 0 t/m  4 jaar;DANTUMADIEL;477;428.68;956744.01;53998.76;29790.33;13359.27;2197.1;40348.57;12373.37;14818.03;11661.63;40063.44;4043.16;16416.56;0;0;160.84;0;0;0;8571.06;0;0;95.97;101591.29;0;0;0
M; 0 t/m  4 jaar;DE BILT;1167;1058.82;1537228.97;95783.03;71958.17;36252.26;17292.32;119921.14;17512.08;43261.6;24722.56;69609.37;1031.4;26219.36;0;0;8472.28;0;0;0;5482.94;0;0;476.3;69899.46;0;0;0
M; 0 t/m  4 jaar;DE FRYSKE MARREN;1198;1079.79;3693796.13;88855.82;73854.52;35442.59;7789.33;113113.97;64180.79;22645.68;34862.38;60023.61;4360.2;23519.22;0;0;1700.53;0;0;0;26138.86;0;0;0;58877.23;0;0;0
M; 0 t/m  4 jaar;DE RONDE VENEN;1169;1052.5;1661741.2;77336.22;70420.01;42282.24;10417.01;105000.26;15415.86;44512.9;30353.62;44033.89;1873.88;16826.28;0;0;9709.15;0;0;0;5790.75;0;0;0;106738.15;0;0;0
M; 0 t/m  4 jaar;DE WOLDEN;567;514.97;873392.56;60519.68;35718.49;18190.06;13195.45;43038.76;24132.67;15786.01;22318.41;29369.06;868.2;12127.2;0;0;2613.67;0;0;0;21652.98;0;0;164.62;72114.1;0;0;0
M; 0 t/m  4 jaar;DELFT;2230;1991.57;3842657.77;190585.42;120317.38;9143.36;15721.31;354333.24;84095.37;82361.25;52625.68;122471.53;16320.68;53968.86;0;0;9720.4;0;0;0;119109.6;0;0;3836.17;226625.15;0;0;0
M; 0 t/m  4 jaar;DEN HELDER;1265;1140.39;1891232.41;101153.77;78237.57;43371.4;213.63;150248.65;19634.01;44057.31;39010.71;75207.5;6312.2;31397.54;0;0;1547.01;0;0;0;9531.31;0;0;149.24;186218.42;0;0;0
M; 0 t/m  4 jaar;DEURNE;762;687.07;1422558.07;92105.64;47330.04;27827.97;1958.45;58667.31;26106.25;22127.77;25645.68;36298.97;18746.38;9066.18;0;0;2842.24;0;0;0;28516.71;0;0;0;185428.72;0;0;0
M; 0 t/m  4 jaar;DEVENTER;2556;2280.91;3342446;223064.33;159321.57;87151.24;511.12;333232.64;55088.44;66880.67;76569.26;202214.1;4449.14;30358.88;0;0;245271.41;0;0;0;32561.14;0;0;579.72;165530.12;0;0;0
M; 0 t/m  4 jaar;DIEMEN;868;764.01;1220929.39;69645.26;50874.33;32969.6;4760.6;85650.37;21490.24;28680.58;23009.52;52044.72;2561.64;27076.56;0;0;6191.8;0;0;0;1229.58;0;0;0;120782.63;0;0;0
M; 0 t/m  4 jaar;DIJK EN WAARD;2345;2117.01;3269952.25;190186.45;142624.29;80047.78;836.47;204646.97;44759.97;89222.92;53913.75;142208.26;2528.44;46488.78;0;0;5617.77;0;0;0;42752.07;0;0;430.4;175310.23;0;0;0
M; 0 t/m  4 jaar;DINKELLAND;634;578.57;879763.39;65865.28;38930.07;22457.26;4685.91;46297.79;10845.11;17552.55;37471.47;40935.21;3031.76;13521.24;0;0;5963.83;0;0;0;4428.38;0;0;74.84;61417.05;0;0;0
M; 0 t/m  4 jaar;DOESBURG;188;169;634957.27;17485.39;12016.36;7626.53;4918.72;21982.18;4492.26;9121.03;8990.93;25872.84;6188.98;0;0;0;1609.68;0;0;0;1051.2;0;0;0;56659.67;0;0;0
M; 0 t/m  4 jaar;DOETINCHEM;1352;1210.52;1941396.48;357668.98;83005.74;50348.39;3801.83;145318.12;14022.6;33525.73;48765.22;124959.44;721.96;31181.08;0;0;2048.48;0;0;0;9038.09;0;0;0;189041.79;0;0;0
M; 0 t/m  4 jaar;DONGEN;702;633.8;964344.14;68767.51;43041.69;30274.77;3659.96;56873.06;27727.26;20454.21;37705.66;42461.82;2060.98;11279.4;0;0;3540.85;0;0;0;11368.45;0;0;0;141202.18;0;0;0
M; 0 t/m  4 jaar;DORDRECHT;3108;2761.87;5400629.68;330816.7;191827.79;126316.67;26293.9;324606.87;105893.14;90182.19;115517.61;188116.19;2235.26;70280.58;0;0;31881.88;0;0;0;106848.01;0;0;159.42;142571.93;0;0;0
M; 0 t/m  4 jaar;DRECHTERLAND;505;447.52;642354.98;194498.73;29615.01;15896.36;4538.2;41097.04;8385.64;19336.61;6101.07;29495.17;219.24;10924.68;0;0;1718.69;0;0;0;2254.23;0;0;0;6254.2;0;0;0
M; 0 t/m  4 jaar;DRIMMELEN;595;525;1027875.88;53718.23;35426.96;23422.5;1590.27;42554.79;10412.08;20540.82;20347.77;24445.42;1371.28;11314.44;0;0;890.89;0;0;0;94580.95;0;0;154.24;10622.11;0;0;0
M; 0 t/m  4 jaar;DRONTEN;1135;1030.61;1518674.71;97039.44;68796.26;36046.32;827.91;111627.2;16298.39;37849.26;27357.64;74365.83;15050.4;33482.53;0;0;7051.66;0;0;0;25171.05;0;0;74;299757.13;0;0;0
M; 0 t/m  4 jaar;DRUTEN;472;427.6;631598.42;44830.51;29339.08;18629.51;974.79;52946.27;11740.99;18792.62;33926.9;47444.94;0;9076.7;0;0;2728.01;0;0;0;0;0;0;0;12871.86;0;0;0
M; 0 t/m  4 jaar;DUIVEN;543;484.09;1055312.06;66355.25;32522.81;22270.51;5641.06;61405.05;18553.36;15817.23;25725.09;48386.62;3048.03;13871.98;0;0;2497.83;0;0;0;37078.66;0;0;0;79951.66;0;0;0
M; 0 t/m  4 jaar;ECHT-SUSTEREN;626;559.71;945372.11;85986.77;37707.04;27063.25;127.57;77914.75;11122.64;17227.22;36237.2;55892.32;6081.92;14965.46;0;0;10882.99;0;0;0;6206.48;0;0;0;211116.39;0;0;0
M; 0 t/m  4 jaar;EDAM-VOLENDAM;859;771.75;1101942.04;157763.51;52280.08;38864;10678.98;83208.43;22129.09;22095.05;44015.31;58250.8;3644.2;23964.16;0;0;3113.13;0;0;0;59505.06;0;0;191.98;96091.3;0;0;0
M; 0 t/m  4 jaar;EDE;3666;3285.07;4953642.08;701555.11;224399.41;127250.73;2696.48;352661.91;79440.39;95231.49;108286.98;165507.77;19548.24;80586.5;0;0;15154.87;0;0;0;225299.85;245.88;0;637.3;291414.12;0;0;0
M; 0 t/m  4 jaar;EEMNES;241;215.02;284080.01;104766.82;14321.02;9500.74;4109.69;23557.77;7182.63;7441.79;7575.51;13052.17;1383.76;3581.04;0;0;91.25;0;0;0;0;0;0;0;65015.54;0;0;0
M; 0 t/m  4 jaar;EEMSDELTA;985;887.23;1597600.84;119783.35;62234.11;37807.5;14943.03;107305.01;26651.41;35537.41;65988.02;52623.09;0;27345.54;0;0;405.98;0;0;0;30317.22;0;0;0;85039.71;0;0;0
M; 0 t/m  4 jaar;EERSEL;464;423.21;509853.27;48211.29;28941.37;18942.55;1903.77;38554;12007.92;14362.48;18079.4;25033.81;4477.2;5408.18;0;0;7833.94;0;0;0;859.32;243.72;0;0;79182.15;0;0;0
M; 0 t/m  4 jaar;EIJSDEN-MARGRATEN;684;602.21;1163038.33;172843.95;40391.8;29716.53;10906.68;54127.72;23178.17;14565.92;37555.29;68569.67;9824.98;29288.88;0;0;133341.03;0;0;0;96955.07;0;0;0;71419.63;0;0;0
M; 0 t/m  4 jaar;EINDHOVEN;5567;4874.21;9413213.37;671632.21;337135.16;229001.62;72018.43;540549.14;127624.87;179126.46;163897.1;331912.84;37896.28;112996.18;0;0;30808.06;0;0;0;63209.58;0;0;116.28;1648845.35;0;0;0
M; 0 t/m  4 jaar;ELBURG;679;606.98;679384.65;43653.1;40572.69;22007.17;1332.23;57620.14;6666.69;23945.83;17460.3;42525.92;929.36;11974.84;0;0;1026.33;0;0;0;100112.48;0;0;0;13614.4;0;0;0
M; 0 t/m  4 jaar;EMMEN;2272;2030.79;4499274.26;247078.94;143238.21;95520.99;35516.49;294239.19;62273.37;79426.24;67410.53;154378.6;2512.72;42020.88;0;0;8089.17;0;0;0;66396.46;0;0;352.02;188486.93;0;0;0
M; 0 t/m  4 jaar;ENKHUIZEN;457;408.65;618550.12;56576.79;28530.6;17026.13;4766.58;40514.03;27458.06;22785.54;10756.25;27455.07;44049.54;9760.58;0;0;2743.46;0;0;0;40884.16;0;0;186.42;40874.62;0;0;0
M; 0 t/m  4 jaar;ENSCHEDE;3379;3026.92;5155036.13;327741.44;199329.66;111606.79;45669.3;348301.42;58423.65;124460.49;168990.29;465262.47;14740.54;59993.92;0;0;46803.98;0;0;0;49129.29;0;0;357.2;827316.21;0;0;0
M; 0 t/m  4 jaar;EPE;817;732.68;1163203.76;93600.03;49714.61;32334.12;917.02;79521.63;10877.32;17180.37;33171.48;43407.82;2361.96;8336.74;0;0;948.47;0;0;0;5235.67;0;0;234.86;51555.24;0;0;0
M; 0 t/m  4 jaar;ERMELO;626;561.75;940471.37;76786.74;37667.68;19638.73;20471.05;50763.68;9822.9;23450.31;19633.9;39386.05;5580.58;16740.16;0;0;198.95;0;0;0;14373.53;0;0;296.16;18312.18;0;0;0
M; 0 t/m  4 jaar;ETTEN-LEUR;1110;1000.99;1608072.5;91520.1;66811.59;37391.25;279.02;91106.4;26643.8;43568.7;98550.68;57249.32;3064.96;28228.43;0;0;10026.84;0;0;0;13919.85;0;0;69.73;196462.11;0;0;0
M; 0 t/m  4 jaar;GEERTRUIDENBERG;510;446.29;713600.63;35399.78;29884.18;23729.94;2410.99;41560.56;7541.45;16974.34;20846.23;33351.49;13578.48;8469.16;0;0;532.53;0;0;0;1041.2;0;0;0;119616.84;0;0;0
M; 0 t/m  4 jaar;GELDROP-MIERLO;1016;905.95;1960844.46;127539.3;61622.25;42025.04;1309.14;94139.27;28977.6;25069.73;35126.11;89394.23;9889.33;21886.6;0;0;8360.09;0;0;0;3850.43;0;0;0;251589.27;0;0;0
M; 0 t/m  4 jaar;GEMERT-BAKEL;815;721.69;1241084.94;95849.2;48190.21;38723.55;310.64;72372.41;16838.22;19982.26;33950.53;57243.82;3623.52;16372.97;0;0;890.94;0;0;0;15253.25;0;0;0;133508.11;0;0;0
M; 0 t/m  4 jaar;GENNEP;355;309.78;464849.89;34904.2;20915.82;11481.36;2805.96;39194.2;7958.89;9398.15;24176.54;20343.17;2252.56;4028.76;0;0;1483.63;0;0;0;0;0;0;145.12;27744.51;0;0;0
M; 0 t/m  4 jaar;GILZE EN RIJEN;619;554.93;1339610.32;209111.62;37708.54;24294.68;1211.57;47479.35;18979.31;37866.21;32924.81;24640;4003.96;24560.94;0;0;2080.58;0;0;0;30920.07;0;0;0;80598.47;0;0;0
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1235;1120.2;1842008.6;139954.7;74998.59;38352.2;640.67;122293.25;29292.06;50287.23;48275.67;78284.25;11146.32;11130.76;0;0;2892.86;0;0;0;21571.16;0;0;0;86541.54;0;0;0
M; 0 t/m  4 jaar;GOES;904;807.47;1711694.59;162187.94;55052.74;29534.37;161.94;96345.66;25502.52;24527.71;33730.64;50618.02;0;24064.46;0;0;7162.7;0;0;0;3966.53;0;0;67.18;229563.35;0;0;0
M; 0 t/m  4 jaar;GOIRLE;558;498.95;794867.19;35325.88;33491.33;19488.27;59.48;46345.5;7207.92;26090.46;19443.08;22096.88;0;7583.72;0;0;2419.89;0;0;0;4992.77;0;0;0;49295.36;0;0;0
M; 0 t/m  4 jaar;GOOISE MEREN;1741;1594.07;2587472.47;153655.75;108192.2;67628.23;30972.71;160474.42;35210.41;40401.22;28476.47;73779.13;5127.98;36279.26;0;0;12378.33;0;0;0;17089.22;0;0;0;101633.63;0;0;0
M; 0 t/m  4 jaar;GORINCHEM;1006;903.51;1466582.8;79579.46;62605.93;36968.46;54156.88;97187.72;27584.7;30341.72;32384.83;105838.83;17033.84;18880.56;0;0;2334.36;0;0;0;5243.4;0;0;0;104575.83;0;0;0
M; 0 t/m  4 jaar;GOUDA;1956;1731.08;2456573.87;218632.59;116702.39;71740.71;14092.19;198247.36;45380.36;52605.94;60850.42;78931.9;3089.5;44912.48;0;0;10447.12;0;0;0;150178.39;0;0;499.4;128918.47;0;0;0
