GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
M; 0 t/m  4 jaar;BEEKDAELEN;699;635.87;1102977.57;81789.49;0;35563.52;20242.48;486.68;42632.22;16499.91;15870.4;33988.17;49373.12;11287.5;9138.32;0;0;0;0;60739.29;8.4;0;22681.74;215814.67
M; 0 t/m  4 jaar;BEEMSTER;244;222.51;355803.23;21998.56;0;12536.5;5578.99;107.38;15380.78;2365.03;4671.99;3179.91;6645.05;1325.5;4183.82;0;0;0;0;430.38;8.4;0;971.85;18296.42
M; 0 t/m  4 jaar;BEESEL;296;269.93;423309.83;130237.51;0;15043.84;9170.36;0;21844.46;27424.56;5200.17;15386.51;23833.66;4194.93;7079.37;0;0;0;0;261.69;5.04;0;225914.08;124465.62
M; 0 t/m  4 jaar;BERG EN DAL;711;632.04;724202.55;44390.08;0;34947.18;19388.04;265.86;48086.7;10556.14;14454.77;26892.88;36352.47;5659.85;7503.36;0;0;0;0;4746.34;7.14;0;0;137777.62
M; 0 t/m  4 jaar;BERGEIJK;395;344.44;426986.99;22690.95;0;19150.99;12859;60.54;23638.07;5027.46;4843.61;11550.79;17312.4;4700.85;5355.6;0;0;0;0;1397.94;3.36;0;0;60004.98
M; 0 t/m  4 jaar;BERGEN LB;247;222.8;246980.94;16612.83;0;12335.36;5998.75;3799.85;14525.06;8416.53;4920.85;10982.26;13834.92;352;2069.36;0;0;0;0;449.7;10.5;0;0;8806.53
M; 0 t/m  4 jaar;BERGEN NH;443;396.54;391820.88;37625.42;0;21705.43;9401.85;178.23;20233.43;6222.95;9899.19;7160.2;6545.89;206.2;6575.13;0;0;0;0;186;15.12;0;0;76.1
M; 0 t/m  4 jaar;BERGEN OP ZOOM;1639;1457.94;1939804.15;178156.59;0;81681.44;48918.2;4553.21;139111.96;34470.01;26227.52;52743;85255.9;1124.72;36433;0;0;0;0;96255.19;25.2;0;155582.73;260240.21
M; 0 t/m  4 jaar;BERKELLAND;889;798.69;1174458.64;54264.4;0;44617.95;25669.55;1079.46;62169.2;23164.05;15310.99;48096.38;67359.98;1827.28;9689.48;0;0;0;0;1362.97;15.54;0;206537.79;42564.59
M; 0 t/m  4 jaar;BERNHEZE;698;620.23;992738.18;67350;0;34739.47;23645.28;47.01;49164.26;7834.6;15119.75;27060.37;29363.74;4487.82;12538.1;0;0;0;0;1076.16;0;0;0;95831.94
M; 0 t/m  4 jaar;BEST;692;614.06;758677.58;55850.68;0;34812.83;22296.23;280.09;33422.91;24575.58;10550.86;12305.51;40821.99;3424.69;7782.61;0;0;0;0;2142.85;18.9;0;23630.21;144167.66
M; 0 t/m  4 jaar;BEUNINGEN;571;505.41;962151.19;48559.84;0;28748.16;18299.38;354.04;45462.28;14034.7;22977.24;30477.92;37638.06;6590.84;8218.65;0;0;0;0;452.52;14.28;0;190.94;42029.97
M; 0 t/m  4 jaar;BEVERWIJK;1148;1020.79;1289307.33;82045.25;0;56778.25;31711.7;4645.07;86917.32;31001.69;33720.6;20085;40756.19;1100.46;23297.77;0;0;0;0;3032.38;25.2;0;35656.08;118880.92
M; 0 t/m  4 jaar;BLADEL;487;435.51;394660.48;35626.85;0;24494.11;14344.09;40.83;33200.92;11169.59;13059.58;17717.88;21560.01;3611.2;4274.55;0;0;0;0;1519.27;5.88;0;0;11293.63
M; 0 t/m  4 jaar;BLARICUM;280;248.42;434923.88;33872.48;0;14024.85;7193.69;1299.59;16802.09;15847.96;3878.34;5502.83;9866.92;0;3666.21;0;0;0;0;846.95;12.6;0;0;1070.82
M; 0 t/m  4 jaar;BLOEMENDAAL;536;484.47;404537.94;24226.43;0;27339.88;12262.62;2102.67;30390.52;22969.2;8705.34;15441.73;15763.74;0;5955.33;0;0;0;0;4116.22;16.8;0;0;12951.18
M; 0 t/m  4 jaar;BODEGRAVEN-REEUWIJK;967;865.76;804851.64;71422.26;0;48211.26;26004.43;407.92;61115.61;23942.05;14183.53;22568.54;24820.85;810.46;14822.44;0;0;0;0;509.44;18.06;0;7488.11;15838.26
M; 0 t/m  4 jaar;BOEKEL;256;221.21;311762.6;33058.76;0;12408.96;7765.37;0;14290.69;5267.41;5052.66;8134.95;10393.42;2020.4;4163.77;0;0;0;0;2671.73;1.68;0;4893.25;216373.34
M; 0 t/m  4 jaar;BORGER-ODOORN;501;456.08;454472.29;32046.85;0;25598.08;14364.41;4973.42;34586.82;5199.19;11133.67;15232;14925.4;1030;4842.77;0;0;0;0;162.14;17.64;0;0;23784.8
M; 0 t/m  4 jaar;BORNE;614;558.59;701094.17;49530.83;0;30712.44;16657.82;818.12;48716.48;23447.93;10726.16;19719.78;22114.41;1017.5;11668.11;0;0;0;0;4858.38;14.7;0;286.08;90243.44
M; 0 t/m  4 jaar;BORSELE;591;529.05;1170274.68;111565.44;0;29660.8;13889.95;21.84;34869.05;22517.11;11276.69;21257.56;24677.89;15786.54;15393.92;0;0;0;0;41466.14;0;0;10782.67;238200.3
M; 0 t/m  4 jaar;BOXMEER;553;493.05;667301.99;67495.74;0;27145.31;14874.84;331.45;37607.79;4561.94;14852.77;33083.77;23068.68;3249.52;5175.48;0;0;0;0;194.35;5.04;0;0;336.39
M; 0 t/m  4 jaar;BOXTEL;679;596.71;880014.3;80013.25;0;33581.21;22484.88;2176.47;38945.52;8513.87;16430.91;32646.26;31687.27;925.75;17784.84;0;0;0;0;1204.97;7.56;0;4161.33;19999.07
M; 0 t/m  4 jaar;BREDA;4688;4174.05;5678030.72;348062.99;0;234063.89;137935.56;446.61;296217.9;85365.89;122489.98;215833.06;217508.43;5971.86;76987.58;0;0;0;0;26185.9;61.32;0;372254.96;780570.58
M; 0 t/m  4 jaar;BRIELLE;366;328.04;547723.52;57541.04;0;18357.42;11290.24;19.72;19192.16;17242.45;5315.88;16590.75;16906.31;3077.1;8595.93;0;0;0;0;562.4;8.4;0;3358;18385.19
M; 0 t/m  4 jaar;BRONCKHORST;657;595.35;902225.91;87335.01;0;33558.29;16184.22;1332.7;42191.27;21350.3;13766.36;29646.15;24503.75;0;17369.71;0;0;0;0;3203.46;3.36;0;396020.54;18587.23
M; 0 t/m  4 jaar;BRUMMEN;414;366.82;609905.37;37945.99;0;20496.76;11527.94;223.03;29825.75;3785.92;5175.64;5758.71;28773.19;734.2;4811.26;0;0;0;0;851.44;6.72;0;0;505.56
M; 0 t/m  4 jaar;BRUNSSUM;580;531.22;1002656.82;78249.39;0;29691.87;19570;1881.73;45633.36;14056.85;26324.57;17280.5;33239.96;385.9;6968.14;0;0;0;0;11983.07;3.36;0;100074.4;50396.7
M; 0 t/m  4 jaar;BUNNIK;451;408.09;452743.01;29273.13;0;22694.93;10463.85;3702.72;31302.12;9034.76;7231.4;4668.96;10326.92;0;6574.17;0;0;0;0;1274.92;20.58;0;7966;564.1
M; 0 t/m  4 jaar;BUNSCHOTEN;655;590.6;1319322.78;75476.79;0;33384.96;18931.72;1800.32;53247.11;24280.13;19278.31;10285.81;35756.94;11549;8235.86;0;0;0;0;1911.81;13.02;0;0;73952.37
M; 0 t/m  4 jaar;BUREN;642;575.67;630970.9;40590.39;0;32074.88;17333.6;830.11;56199.08;5915.69;12028.68;10189.69;28331.23;3966.14;3941.07;0;0;0;0;8461.33;13.02;0;0;126705.08
M; 0 t/m  4 jaar;CAPELLE AAN DEN IJSSEL;1877;1692.55;1836781.08;160160.33;0;96109.22;55568.06;1706.54;157967.68;37993.74;52977.9;41907.04;70418.55;10229.25;30742.12;0;0;0;0;45270.56;26.04;0;7312.29;243379.03
M; 0 t/m  4 jaar;CASTRICUM;785;703.32;700020.85;46130.98;0;39160.04;18642.13;311.42;36378.05;21521.33;15734.16;9115.41;21925.33;2716.8;6723.15;0;0;0;0;2842.5;20.58;0;0;33705.2
M; 0 t/m  4 jaar;COEVORDEN;765;689.95;803768.92;59157.04;0;38793.72;22800.78;1449.94;58673.66;9680.63;17406.11;30747.48;30554.07;2154.32;9293.99;0;0;0;0;498.86;16.8;0;482.98;52854.67
M; 0 t/m  4 jaar;CRANENDONCK;462;416.48;597999.65;34573.41;0;23130.01;13670.23;20.76;22003.06;9297.5;8443.26;16900.36;30177.66;454;8329.45;0;0;0;0;1095.11;5.04;0;2267.28;28361.6
M; 0 t/m  4 jaar;CUIJK;598;539.96;805467.86;73143.13;0;30251.23;18024.1;263.95;50330.73;34248.84;15810.55;27995.36;56332.2;12458.87;8960.69;0;0;0;0;1733.14;18.9;0;80959;153480.12
M; 0 t/m  4 jaar;CULEMBORG;752;682.91;1050277.92;58967.51;0;38638.22;21059.02;1128.88;58294.05;10568.3;29127.46;26686.9;46548.45;9113.32;10278.58;0;0;0;0;2297.64;24.36;0;0;80514.75
M; 0 t/m  4 jaar;DALFSEN;748;684.26;678687.29;31004.81;0;39272.96;16290.97;334.84;43349.4;17147.52;12280.44;24913.27;37186.91;4750.45;7060.27;0;0;0;0;1328.35;27.72;0;69655.36;94869.33
M; 0 t/m  4 jaar;DANTUMADIEL;476;417.69;543467.69;102988.43;0;23169.28;10541.92;36.11;31133.56;51598.92;6856.86;12139.98;13531.67;0;12481.76;0;0;0;0;390.73;440.58;0;183509.2;14828.14
M; 0 t/m  4 jaar;DE BILT;1098;986.88;1250872.87;97174.52;0;54565.29;28705.12;11799.96;79565.1;33239.39;26273.92;23876.99;50800.49;3981.18;19891.54;0;0;0;0;2273.17;36.54;0;245.32;100735.73
M; 0 t/m  4 jaar;DE FRYSKE MARREN;1238;1120.34;1054955.25;73818.29;0;63075.2;26133.2;103.48;90495.66;11838.98;17007.32;23881.81;46655.3;18442.6;11357.74;0;0;0;0;1645.81;1072.26;0;826.57;164916.37
M; 0 t/m  4 jaar;DE RONDE VENEN;941;840.28;827571.16;71532.98;0;46646;28497.67;804.65;64888.49;25900.51;21051.53;21716.98;22440.98;4510.2;14506.32;0;0;0;0;5872.67;16.8;0;339.25;132412.61
M; 0 t/m  4 jaar;DE WOLDEN;534;476.2;648729.93;32450.18;0;26687.36;16387.6;1656.08;34812.36;17828;11316.44;13613.53;25009.47;463.3;10080.92;0;0;0;0;370.52;46.62;0;8724.85;16895.33
M; 0 t/m  4 jaar;DELFT;2323;2053.15;2765324.43;180805.15;0;115618.64;11631.36;9939.64;240077.97;39630.19;50022.6;52652.09;54727.65;4113.83;33369.34;0;0;0;0;14815.01;40.32;0;56000.19;146641.98
M; 0 t/m  4 jaar;DELFZIJL;492;436.46;980092.36;34716.6;0;24129.34;14067.2;2770.84;41790.89;12494.8;10759.92;20947.15;15807.85;26700;14602.81;0;0;0;0;171.28;17.22;0;0;143067.53
M; 0 t/m  4 jaar;DEN HELDER;1349;1217.29;1983671.21;117697.9;0;67551.09;34478.05;130.3;111516.23;18075.45;28754.78;39327.12;68369.34;5549.88;25790.55;0;0;0;0;3385.49;40.74;0;64544.15;224078.1
M; 0 t/m  4 jaar;DEURNE;824;737.92;1229811.53;53565.84;0;40951.04;22624.04;87.42;44519.35;45953.82;17263.82;28474.61;33742.77;5345;15243.98;0;0;0;0;1258.72;10.5;0;342995.84;7729.11
M; 0 t/m  4 jaar;DEVENTER;2642;2377.6;3153628.23;205992.97;0;134296.39;68950.14;477.84;239883.5;77453.85;50581.81;41804.01;110907.59;22136.03;35721.53;0;0;0;0;4846.92;78.12;0;56946.67;363535.6
M; 0 t/m  4 jaar;DIEMEN;733;653.35;912205.41;46768.81;0;35204.95;20451.98;8346.48;56663.46;7505.44;15113.14;22487.33;33067.19;0;24820.22;0;0;0;0;3325.54;14.28;0;7481.26;44948.58
M; 0 t/m  4 jaar;DINKELLAND;579;520.2;677864.98;61045.15;0;29251.9;15037.24;480.71;41041.3;21589.75;9497.76;35706.47;27574.6;1069.04;8329.46;0;0;0;0;270.46;6.72;0;0;43885.47
M; 0 t/m  4 jaar;DOESBURG;196;182.02;150143.87;12576.32;0;10339.96;6486.77;2100.21;17426.13;1267.01;3152.19;5696.87;9044.86;1134.26;3717.79;0;0;0;0;800.64;5.04;0;353.4;51747.51
M; 0 t/m  4 jaar;DOETINCHEM;1418;1277.09;1839105.67;107105.33;0;71882.82;37181.39;113.05;115824.55;14911.54;21322.74;58134.94;55517.83;2687;28852.23;0;0;0;0;2546.14;19.74;0;825.99;125621.64
M; 0 t/m  4 jaar;DONGEN;604;543.95;646679.7;39841.1;0;30844.92;19863.8;1.72;40108.63;7515.89;18509.96;21062.51;29793.2;12075.96;6449.79;0;0;0;0;1251.55;9.24;0;1408.8;88908.22
M; 0 t/m  4 jaar;DORDRECHT;3186;2871.88;3899370;309788.88;0;163798.25;87890.34;4160.75;220765.65;84523.89;53135.95;144291.25;149681.44;3563.05;60397.78;0;0;0;0;9946.62;57.12;0;995.76;143105.61
M; 0 t/m  4 jaar;DRECHTERLAND;489;438.39;433378.66;31508.9;0;24405.76;13076.13;78.74;31339.98;5418.94;14781.44;10215.9;15139.86;0;7699.15;0;0;0;0;176.61;14.28;0;0;776.1
M; 0 t/m  4 jaar;DRIMMELEN;576;519.84;730858.19;43417.47;0;29353.31;16439.13;17.6;31502.56;8134.56;13558.9;18641.52;29442.36;4450.91;11882.98;0;0;0;0;902.94;1.68;0;0;55847.73
M; 0 t/m  4 jaar;DRONTEN;972;877.32;1051947.66;81247.56;0;49388.86;26933.15;289.23;67645.74;24441.22;20124.72;24645.79;30516.16;27756.83;16751.54;0;0;0;0;1202.38;66.78;0;0;71662.63
M; 0 t/m  4 jaar;DRUTEN;417;374.85;450470.77;72274.16;0;21255.68;11263.07;106.49;28944.74;5916.33;11758.14;16862.72;22812.8;340.6;9343.07;0;0;0;0;1286.11;7.56;0;12431.5;14059.58
M; 0 t/m  4 jaar;DUIVEN;563;512.05;812723.69;69865.59;0;28887.16;19259.02;213.99;53260.01;36558.42;10078.15;22834.89;40301.49;7043.36;8226.31;0;0;0;0;995.22;13.02;0;20184.58;96321.51
M; 0 t/m  4 jaar;ECHT-SUSTEREN;617;558.52;783145.85;81506.27;0;31338.88;20533.27;0;46095.84;7350.47;14176.3;29113.79;45708.68;2687.8;7588.37;0;0;0;0;27793.57;6.72;0;49453.44;28386.25
M; 0 t/m  4 jaar;EDAM-VOLENDAM;861;776.9;1978791.99;147309.64;0;43562.95;33516.81;387.91;55653.04;23130.57;19045.07;34212.42;28960.03;16936.23;16431.59;0;0;0;0;2400.94;15.96;0;107176.38;69207.24
M; 0 t/m  4 jaar;EDE;3260;2918.8;3425527.54;222803.27;0;162454.26;76091.67;9324.96;233012.92;61403.46;60713.25;82412.16;93894.32;9862.27;69877.39;0;0;0;0;10366.39;58.8;0;11021.23;164354.37
M; 0 t/m  4 jaar;EEMNES;208;186.28;313348.74;15446.61;0;10529.69;6700.79;412;14155.43;5348.53;3047.22;8128.19;4623.49;252.4;4792.15;0;0;0;0;1498.32;3.78;0;192899.16;54759.47
M; 0 t/m  4 jaar;EERSEL;433;379.47;481344.93;44455.91;0;21491.2;12526.02;39.45;22379.96;2998.58;6863.37;15726.61;15845.74;0;5638.66;0;0;0;0;616.18;8.4;0;586.95;8453.3
M; 0 t/m  4 jaar;EIJSDEN-MARGRATEN;526;465.71;474828.93;90967.35;0;25748.54;13317.93;120.98;26219.11;11969.27;6827.03;10847.46;28165.33;5190.62;4311.79;0;0;0;0;10960.92;8.4;0;18054.04;88727.5
M; 0 t/m  4 jaar;EINDHOVEN;5532;4830.82;7711056.31;470803.66;0;268218.59;164323.12;40543.58;312731.4;133596.13;88961.63;116107.27;252566.29;15633.49;103242.85;0;0;0;0;97901.18;102.48;0;90124.9;970615.92
M; 0 t/m  4 jaar;ELBURG;773;693.47;674532.42;32923.3;0;38860.8;18625.04;157.07;39996.59;12480.61;14808.46;20760.56;35185.15;6881.2;5899.95;0;0;0;0;506.31;13.44;0;35555.74;32323.02
M; 0 t/m  4 jaar;EMMEN;2342;2074.03;3975930.59;224526.14;0;115669.76;72602.98;4831.71;225567.15;49575.26;51126.19;46914.87;76979.8;4586.21;49460.79;0;0;0;0;2103.36;62.16;0;50014.48;229666.48
M; 0 t/m  4 jaar;ENKHUIZEN;489;441.27;540844.05;30585.05;0;24773.76;10849.4;58.96;25964.48;20128.97;16846.01;11705.57;30159.17;0;14683.02;0;0;0;0;1608.03;22.68;0;5285.15;1438.87
M; 0 t/m  4 jaar;ENSCHEDE;4050;3617.84;5401914.95;397717.6;0;203055.08;106155.37;35276.7;317005.91;95313.77;89724.35;127756.64;264233.01;18370.73;67525.49;0;0;0;0;14618.45;64.26;0;443139.37;977758.05
M; 0 t/m  4 jaar;EPE;738;650.56;1021064.17;34204.94;0;36523.58;21087.82;623.96;50106.72;5903.95;10941.72;13445.96;33071.33;0;10297.7;0;0;0;0;513.11;26.04;0;262.35;10122.31
M; 0 t/m  4 jaar;ERMELO;615;551.27;1010493.14;62650.76;0;30838.4;14773.36;736.83;42872.15;12549.53;9415.67;21016.9;33948.15;0;17916.61;0;0;0;0;2725.39;26.04;0;51521.26;11158.18
M; 0 t/m  4 jaar;ETTEN-LEUR;1080;967.33;1118573.01;51299.26;0;54887.57;27620.12;22.24;70522.89;24373.49;24693.56;42895.38;46695.02;11384.83;11306.16;0;0;0;0;3781.74;22.68;0;0;193991.5
M; 0 t/m  4 jaar;GEERTRUIDENBERG;544;488.46;751167.93;31876.65;0;27469.15;15715.03;0;32935.85;9584.05;17893.67;22358.2;28937.79;1529.9;9230.01;0;0;0;0;5385.9;15.96;0;0;33518.54
M; 0 t/m  4 jaar;GELDROP-MIERLO;1026;915.55;1703653.01;143239.43;0;51477.5;33482.55;480.44;57032.91;21251.11;23452.29;27612.2;62811.67;41025.66;13750.94;0;0;0;0;4422.79;16.38;0;67670.1;165042.79
M; 0 t/m  4 jaar;GEMERT-BAKEL;793;715.39;1287399.54;64309.73;0;40378.59;23727.15;67.46;42482.32;15207.29;13781.24;18377.78;37473.3;14788.83;11798.51;0;0;0;0;3082.57;10.5;0;47895.54;182127.14
M; 0 t/m  4 jaar;GENNEP;374;331.4;283756.95;29380.41;0;19018.27;8983.34;384.32;20694.08;6146.36;8865.24;20479.73;12295.28;0;1654.79;0;0;0;0;8386.97;12.6;0;2456.3;6805.95
M; 0 t/m  4 jaar;GILZE EN RIJEN;606;540.33;541777.1;33941.49;0;30364.05;16118.81;49.26;31008.32;5378.23;11796.52;16220.39;26455.41;3305;9408.12;0;0;0;0;2406.03;8.82;0;17765.98;49557.97
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1242;1108.54;1221499.27;107658.95;0;62486.4;30315.63;46.94;78380.59;18681.72;28963.12;36879.34;53796.29;28669.95;21641.47;0;0;0;0;2213.68;21;0;0;122714.58
M; 0 t/m  4 jaar;GOES;825;747.51;1040690.17;123733.98;0;42231.74;21006.24;9.68;63754.65;28012.57;17343.69;30699.82;40307.91;12801.52;8313.22;0;0;0;0;8699.97;1.68;0;30302.87;209578.13
M; 0 t/m  4 jaar;GOIRLE;635;582.4;700997.75;50721.32;0;32606.41;17506.01;84.45;33244.7;10820.14;11340.95;7444.88;19824.26;0;13686.01;0;0;0;0;2734.87;13.02;0;3300.5;25112.69
