GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
M;20 t/m 24 jaar;WESTERKWARTIER;1656;1644.19;753953.42;81621.09;450409.8;95501.63;31207.69;4451.58;72975.11;28174.78;9401.83;6324.21;3317.6;1361.92;22977.95;0;0;17396.18;0;2709.62;249.06;0;9518;5847.57
M;20 t/m 24 jaar;WESTERVELD;393;384.17;120172.91;15493.9;63216.45;21376.7;6584.3;4558.09;18151.92;2613.14;827.14;2386.47;1629.67;0;4318.48;0;0;3804.9;0;1742.9;18.48;0;1226.5;0
M;20 t/m 24 jaar;WESTERVOORT;448;447.04;127646.38;19250.75;112602.75;25935.36;9287.86;263.62;17015.32;1308.2;6131.97;3099.8;318.08;0;8844.19;0;0;9821.19;0;1047.23;5.04;0;0;208.27
M;20 t/m 24 jaar;WESTERWOLDE;558;552.02;158833.73;35334.23;48013.84;31489.34;10740.32;817.03;26073.23;9264.83;805.75;10357.68;145.96;0;2876.44;0;0;4841;0;637.55;9.24;0;26092.61;68.95
M;20 t/m 24 jaar;WESTLAND;3688;3435.3;1247812.43;203815.46;437136.92;186512.42;3555.31;1859.75;242002.33;42537.24;14320.58;25935.37;6614.06;0;44690.38;0;0;50167.39;13508.82;43104.71;43.26;0;12261.28;5399.21
M;20 t/m 24 jaar;WESTSTELLINGWERF;642;639.47;272984.11;33826.28;100286.39;36948.83;11533.06;107.01;39843.77;25141.18;1434.27;8068.27;850.5;1126.76;8651.28;0;0;2822.38;0;6694.65;415.38;0;50910.21;0
M;20 t/m 24 jaar;WESTVOORNE;318;315.05;140915.89;19483.67;67101.42;18166.11;7351.88;242.18;10403.88;3954.88;967.39;282.5;177;0;5029.95;0;0;854.85;0;4223.43;3.36;0;0;0
M;20 t/m 24 jaar;WIERDEN;688;688.7;192372.1;28566.12;45931.13;40113.63;11811.83;2687.8;27603.91;10591.71;2982.37;14093.11;1244.07;0;6414.69;0;0;791.36;0;2563.01;23.52;0;0;0
M;20 t/m 24 jaar;WIJCHEN;1054;1044.79;280775.13;44294.64;389187.28;60362.05;20781.96;506.34;35988.66;21528.25;2072.47;9353.57;1435.18;0;9249.11;0;0;23875.19;0;1875.53;18.9;0;19475.53;635.04
M;20 t/m 24 jaar;WIJDEMEREN;532;531.5;195437.87;33588.19;98331.95;30418.04;9989.11;3223.49;20204.87;136405.1;2700.37;6737.5;244;600.7;3465.67;0;0;4827.26;0;6253.95;10.08;0;0;0
M;20 t/m 24 jaar;WIJK BIJ DUURSTEDE;601;602.29;239212.07;35938.32;115491.36;34739.74;9786.74;1230.56;29784.98;4845.91;888.33;5648.14;2031.55;0;3995.54;0;0;9968.36;0;1882.67;16.8;0;23527.36;817.38
M;20 t/m 24 jaar;WINTERSWIJK;799;792.02;325905.92;52125.07;48711.28;45784.09;17376.22;1273.51;32673.63;10551.46;906.2;6068.8;765.76;0;6971.45;0;0;7796.07;0;4306.2;8.4;0;43588.18;942.8
M;20 t/m 24 jaar;WOENSDRECHT;535;520.16;189309.53;22190.49;78330.68;29309.1;9370.29;1214.11;15672.1;17270.09;3195.6;4019.4;2302.9;0;6705.01;0;0;644.14;0;52413.67;5.04;0;473.97;301.9
M;20 t/m 24 jaar;WOERDEN;1342;1326.98;523910.54;110952.63;475815.43;76146.51;25505.88;785.1;44384.05;55088.93;3555;6301.96;2544.48;610.5;14072.77;0;0;14111.85;0;5808.33;23.52;0;57535.06;363.37
M;20 t/m 24 jaar;WORMERLAND;438;434.79;131524.13;20469.33;93763.34;25230.08;7622.17;239.47;13799.91;6171.03;823.77;3835.58;73.25;0;684.73;0;0;5457.29;0;6088.31;6.72;0;19872;44.16
M;20 t/m 24 jaar;WOUDENBERG;359;356.34;226568.56;31393.82;71501.91;20769.92;6253.75;286.13;13917.47;22269.38;2665.75;1927.19;2094.83;954.67;1445.86;0;0;7716.84;85643.6;11426.6;8.4;0;0;97.92
M;20 t/m 24 jaar;ZAANSTAD;4458;4382.12;1801363.98;319222.92;961224.76;251730.95;80456.9;15837.55;169221.71;66613.12;15033.5;37312.83;4789.62;2633.93;76855.71;0;0;57468.99;0;31768.97;115.92;0;16376.31;11393.66
M;20 t/m 24 jaar;ZALTBOMMEL;842;816.61;296429.29;765366.96;53328.64;45811.9;17007.31;721;30702.25;12385.96;1159.65;11570.44;861.7;0;7116.61;0;0;6763.55;0;784.84;13.86;0;0;27.13
M;20 t/m 24 jaar;ZANDVOORT;403;397.26;610421.73;30209.24;195538.89;22763.64;9046.68;9904.24;16258.63;11527.4;1364.75;1086.75;975.61;52.36;13856.37;0;0;6151.78;0;2428.43;10.08;0;0;258.8
M;20 t/m 24 jaar;ZEEWOLDE;1001;751.45;161672.07;29333.36;80544.65;34250.13;9910.25;757.89;23302.32;28710.12;5969.53;3653.17;455.2;1825.34;4236.04;0;0;4953.64;0;4204.21;30.24;0;0;3497.05
M;20 t/m 24 jaar;ZEIST;1648;1621.76;744200.65;82702.22;966699.59;90245.17;28232.91;15545.12;67236.06;39196.81;9150.89;4307.43;2841.36;0;29293.71;0;0;31605.85;155563.84;8122.37;45.36;0;30716.69;6411.73
M;20 t/m 24 jaar;ZEVENAAR;1100;1093.47;420862.72;45836.01;149774.15;63227.51;21192.07;2458.95;47797.62;14188.48;3067.34;7765.85;1820.86;0;14822.24;0;0;11208;0;5202.17;28.14;0;744.25;8117.83
M;20 t/m 24 jaar;ZOETERMEER;3806;3770.48;1306839.36;333339.3;1041389.7;216516.77;66971.77;93415.2;128858.11;120915.43;11642.53;11960.2;7164.96;12559.4;48627.87;0;0;21288.94;0;13717.43;60.9;0;72402.83;89645.82
M;20 t/m 24 jaar;ZOETERWOUDE;240;239.35;136273.46;16108.47;10021.11;13351.04;4469.91;3414.13;11593.23;5675.59;791.6;943.68;15.66;0;2773.3;0;0;1571.73;0;797.2;1.68;0;0;267.5
M;20 t/m 24 jaar;ZUIDPLAS;1221;1211.08;460124.44;100499.36;202592.1;69663.19;22040.71;842.8;45513.8;27479.75;4083.52;8111.04;1122.4;5171.4;12115.77;0;0;9730.74;0;7661.08;19.74;0;978.59;224.26
M;20 t/m 24 jaar;ZUNDERT;680;641.69;262173.57;58874.15;169124.35;34842.24;10671.57;14262.36;18483.02;27073.17;4625.07;10844.14;2002.01;0;7824.26;0;0;3532.01;0;6348.51;0;0;0;34138.2
M;20 t/m 24 jaar;ZUTPHEN;1141;1134.97;582078.62;61720.48;1027385.56;64465.35;19447.57;919.91;47630.43;9558.46;2147.85;4269.82;1831.08;6512.31;14840.59;0;0;28241.26;140667.24;3366.1;16.8;0;0;1161.37
M;20 t/m 24 jaar;ZWARTEWATERLAND;733;721.29;258546.79;45173.19;48015.27;41142.4;13537.54;199;32719.58;18947.39;13341.32;4581.15;1701.04;500;8640.78;0;0;11846.32;0;621.1;19.74;0;10248.17;2860.97
M;20 t/m 24 jaar;ZWIJNDRECHT;1306;1291.71;409111.2;76841.84;225259.07;73339.23;24778.53;1779.53;38696.56;12829.3;5900.45;6758.8;1779.27;388;23253.51;0;0;20749.56;0;17202.32;23.1;0;0;588.74
M;20 t/m 24 jaar;ZWOLLE;4313;4096.67;1527076.96;299244.97;1796901.07;224869.98;71880.56;13056.11;170555.8;127066.7;38193.11;38080.26;7224.4;3032.15;51472;0;0;101131.93;257120.32;25455.46;220.5;0;6643.23;10518.24
M;25 t/m 29 jaar;AA EN HUNZE;476;469.66;130720.1;28933.01;44500.43;26792.03;7814.15;1760.93;18548.99;9177.73;3046.85;3228.67;913.26;0;5783.44;0;0;6106.82;0;1955.22;20.58;0;232.44;1078.99
M;25 t/m 29 jaar;AALSMEER;748;717.94;287874.21;58551.87;129569.23;38422.41;11992.36;3390.92;22223.63;9880.92;4218.79;8115.17;416.02;0;5973.48;0;0;7001.16;0;1001.9;21.84;0;6751.82;2294.14
M;25 t/m 29 jaar;AALTEN;674;661.83;192441.74;29709.53;141600.75;38374.71;13027.69;1761.69;26032.94;9342.5;462.85;7522.75;920.76;2543.9;7558.69;0;0;6963.86;0;2195.65;11.76;0;0;0
M;25 t/m 29 jaar;ACHTKARSPELEN;779;773.61;840799.49;62569.45;237337.87;44779.87;14587.74;2258.79;37843.57;3992.91;2945.71;2716.13;2165.26;6190.1;5887.53;0;0;8708.21;0;560.84;804.72;0;217.08;2892.3
M;25 t/m 29 jaar;ALBLASSERDAM;607;593.97;205719.82;46419.76;103304.5;33914.83;13721.35;635.91;17327.99;12426.59;6032.68;235.92;2145.87;2915.1;9274.89;0;0;13014.7;0;1620.57;14.7;0;1867.5;199.31
M;25 t/m 29 jaar;ALBRANDSWAARD;529;523.03;491483.7;68036.26;439208.33;28916.4;8983.63;1342.29;16393.24;13805.28;6460.94;3031.22;1890.45;0;9859.33;0;0;5143.55;301579.25;4073.9;7.98;0;0;0
M;25 t/m 29 jaar;ALKMAAR;3475;3421.82;2081543.71;339148.65;736108.79;193279.03;65022.76;8542.34;110705.59;79162.38;20199.65;18730.69;4733.81;13948.13;61767.03;0;0;84330.29;0;4884.11;125.16;0;5429.72;761.4
M;25 t/m 29 jaar;ALMELO;2178;2146.69;1080173.58;189043.52;1009858.67;121230.2;49863.21;3551.44;106654.76;63618.67;9321.5;24778.95;5691.35;20055.04;38949.4;0;0;53997.28;88065.48;3245.42;29.82;0;36658.57;13916.1
M;25 t/m 29 jaar;ALMERE;6603;6467.27;2841051.49;683528.98;1528935.58;363023.79;133145.46;137508.35;254579.79;176487.61;28463;60368.47;9303.88;5428.63;93484.04;0;0;96240;0;10874.32;238.98;0;88364.75;8451.87
M;25 t/m 29 jaar;ALPHEN AAN DEN RIJN;3126;3065.48;983609.94;213052.89;646920.29;169825.95;59787.73;44594.02;148445.59;47984.58;15677.84;25734.06;9200.69;115.15;28720.94;0;0;41789.35;0;8103.33;68.46;0;14921.84;2934.16
M;25 t/m 29 jaar;ALPHEN-CHAAM;204;198.77;135572.57;67209.43;51929.78;11157.76;4885.92;1332.07;4949.55;6039.63;371.19;4839;117.2;11.48;2395.12;0;0;589;0;484.33;8.4;0;1186.23;0
M;25 t/m 29 jaar;ALTENA;1536;1523.22;648330.58;157000.07;89587.68;86481.9;32419.48;4062.58;51067.54;55366.63;5418.33;16033.9;757.38;3787.6;19040.15;0;0;26908.41;0;16182.08;15.12;0;23108.99;408.06
M;25 t/m 29 jaar;AMELAND;105;104.01;37928.56;4425.1;4158.78;5784.96;1817.97;177.13;6417.12;376.22;0;0;0;0;3614.61;0;0;0;0;0;89.88;0;58.3;0
M;25 t/m 29 jaar;AMERSFOORT;4816;4744.36;2094799.74;373354.23;1572113.67;269050.6;96862.66;24854.59;217021.29;109697.63;19952.06;28876.24;11663.75;993.87;38318.86;0;0;108301.64;222280.16;14332.82;128.52;0;6853.4;3048.72
M;25 t/m 29 jaar;AMSTELVEEN;2137;2025.42;880383.6;133768.44;329354.01;108976.44;36431.21;19438.51;66360.92;36408.59;12006.19;22377.42;2477.79;0;16137.84;0;0;29922.79;0;11394.74;39.06;0;0;11850.77
M;25 t/m 29 jaar;AMSTERDAM;41939;40001.1;16571013.4;4890696.96;11020589.03;2172668.65;758377.19;296253.3;1363748.22;614047.87;173029.97;282004.57;78166.2;27197.7;465006.89;0;0;600545.12;617619.9;421941.71;1219.68;0;342551.77;59692.69
M;25 t/m 29 jaar;APELDOORN;4564;4483.29;1561568.55;344471.52;2048346.4;253160.93;80917.56;24466.5;174387.4;75676.08;36805.27;20451.25;4238.77;9431.38;51744.38;0;0;56240.67;0;32542.41;120.12;10567.92;2362.29;151719.98
M;25 t/m 29 jaar;APPINGEDAM;305;300.95;110993.24;25181.29;136876.14;17351.57;7479.6;6078.17;16248.76;3161.7;1635.52;2200.25;193.96;0;6783.32;0;0;5702.77;0;914.12;11.34;0;0;1411.26
M;25 t/m 29 jaar;ARNHEM;5965;5833.45;2418565.53;660429.22;2270372.55;321412.15;122767.52;25260.02;238272.1;134876.44;27447.47;48589.54;16207.82;17631.87;85428;0;0;106313.23;4139.3;27346.61;128.1;0;99789.29;7997.72
M;25 t/m 29 jaar;ASSEN;1720;1693.75;696910.39;195011.27;869400.33;95833.67;35699.73;13050.26;68587.19;38467.61;18152.94;11926.16;9833.9;2028.31;32232.92;0;0;36177.52;365407.08;2980.34;119.7;0;11779.56;2602.12
M;25 t/m 29 jaar;ASTEN;506;485.64;124513.67;174240.66;58014.18;25966.08;8710.18;399.18;13278.45;7065.72;498.44;2958.49;445.3;2920.75;4159.95;0;0;6963.6;0;8109.08;2.94;0;36670.1;166.95
M;25 t/m 29 jaar;BAARLE-NASSAU;153;150.18;58572.79;21285.42;40841.05;8455.8;2322.61;767.82;4019.43;5191.9;0;3528;0;0;715.29;0;0;3242.22;0;573.44;0;0;0;165.15
M;25 t/m 29 jaar;BAARN;556;550.01;155670.75;32194.3;205385.89;30460.84;10646.94;914.98;22713.05;6143.63;3187.76;2185.25;562.28;0;9543.24;0;0;13367.21;0;1404.58;15.12;0;0;738.99
M;25 t/m 29 jaar;BARENDRECHT;966;952.61;879920.33;85204.04;147981.4;54336.82;18691.91;1721.67;31746.62;57941.57;4367.62;8855.21;1100.24;2656.3;8466.01;0;0;9438.25;0;32519.11;10.08;0;105020.91;196.61
M;25 t/m 29 jaar;BARNEVELD;1838;1815.4;905700.81;97921.33;157699.08;104356.87;29514.2;5481.35;80585.76;35558.65;13968.09;27894.65;977.98;3850.88;17047.53;0;0;12207.78;0;6036.26;40.74;0;46114.82;4126.08
M;25 t/m 29 jaar;BEEK;430;426.29;160797.67;20869.58;55996.4;24750.84;9614.99;865.22;14563.32;8020.71;2824.84;3206.62;522.29;0;3473.31;0;0;5833.52;0;4958.85;4.62;0;309.6;671.97
M;25 t/m 29 jaar;BEEKDAELEN;850;835.6;405361.04;50731.47;316093.17;47516.16;18551.73;3946.58;28995.28;43944.11;1872.5;24480.72;466.87;0;5771.98;0;0;9109.26;23175.2;16760.62;1.68;0;26059.75;1050.85
M;25 t/m 29 jaar;BEEMSTER;212;207.55;61164.84;27424.61;24367.33;11607.51;3070.4;105.95;9542.57;2988.83;2189.12;1262.25;156.6;0;3389.1;0;0;3882.59;0;590.15;1.68;0;107.28;783.03
M;25 t/m 29 jaar;BEESEL;329;326.38;170505.89;25982.58;92497.75;18856.32;8340.3;234.91;11087.69;6848.15;1087.8;8190.41;582.74;714.7;3942.21;0;0;779.4;0;1059.21;1.68;0;564.94;1959.56
M;25 t/m 29 jaar;BERG EN DAL;894;876.85;489496.29;51711.07;234213.76;48740.58;19253.07;3442.85;30678.24;32775.1;4349.31;10313.91;678.56;0;10379.82;0;0;13486.92;0;1369.45;11.76;0;335.3;68.95
M;25 t/m 29 jaar;BERGEIJK;492;480.62;137683.36;22587.12;79658.71;27099.52;7666.16;3936.58;11558.2;4647.4;5352.93;5306.75;1282.4;0;5117.81;0;0;2938.78;0;2823.68;3.36;0;0;7028.96
M;25 t/m 29 jaar;BERGEN LB;305;301.67;269240.78;32988.87;56862.3;17428.48;4543.65;6621.36;9796.52;1306.92;3354;973.17;0;1891.9;1377.1;0;0;4198.26;0;0;0;0;0;383.45
M;25 t/m 29 jaar;BERGEN NH;485;477.12;232571.23;35253.23;46828.29;27209.08;6678.55;1093.85;12303.58;10791.97;2163.54;1274.8;2246.75;2405.45;5642.1;0;0;5262.93;0;3059.97;10.08;0;0;65
M;25 t/m 29 jaar;BERGEN OP ZOOM;1812;1774.32;829373.24;177952.26;848342.8;98171.64;36235.86;6490.87;62203.42;21211.83;7305.21;10267.36;4616.26;8284.18;24766.56;0;0;27420.92;105195.72;16316.79;16.8;0;5192.58;4208.51
M;25 t/m 29 jaar;BERKELLAND;1066;1054.12;548980.56;126662.1;97394.39;60391.22;18081.89;2570.01;43858.23;24545.05;6336.35;14822.46;634.73;3481.68;7961.31;0;0;13703.67;0;221.02;7.98;0;71.4;68.95
M;25 t/m 29 jaar;BERNHEZE;751;739.52;228983.34;61980.81;242889.12;41799.86;15527.55;2759.71;23286.05;14944.32;1085.54;2866.98;350.92;5093.25;6469.12;0;0;8792.13;0;17259.78;11.34;0;71.52;407.79
M;25 t/m 29 jaar;BEST;718;699.93;303597.31;48023.72;130049.35;39332.65;12803.77;5678.33;16656.02;6650.01;4470.67;7763.98;2739.87;6996.33;7596.96;0;0;3915.61;0;1712.89;3.36;0;597.4;11643.33
M;25 t/m 29 jaar;BEUNINGEN;666;657.29;226443.28;40838.22;121483.86;37640.67;14709.41;262.19;23977.95;11532.83;6930.23;3851.91;736.3;0;3522.97;0;0;14376.54;0;2596.28;6.72;0;632.91;407.29
M;25 t/m 29 jaar;BEVERWIJK;1411;1383.74;515836.26;105214.93;336713.84;76244.61;25202.17;4632.95;43819.07;16033.47;9953;1296.15;1940.43;405.37;17806.8;0;0;18228.75;71285.82;2639.61;9.66;0;417.2;3495.41
M;25 t/m 29 jaar;BLADEL;572;563.96;235668.35;49984.44;127228.14;32295.68;11123.97;2305.25;14222.66;7272.82;951.61;5365.25;1277.17;0;4307.02;0;0;4818.02;0;9301.3;8.4;0;0;10292.11
M;25 t/m 29 jaar;BLARICUM;190;188.12;40872;6482.35;28447.13;10765.21;3889.97;1134.78;7883.36;6839.66;837.25;766.74;358.3;0;1426.76;0;0;3455.04;0;774.02;5.04;0;0;180
M;25 t/m 29 jaar;BLOEMENDAAL;280;273.94;142848.85;38641.41;48856.29;15102.67;5535.2;1639.36;8243.01;2309.89;1710.86;2300.02;396.3;46;5498.57;0;0;1543.21;0;12343.26;3.36;0;30064.2;0
M;25 t/m 29 jaar;BODEGRAVEN-REEUWIJK;969;952.94;285501.54;75095.86;89142.36;53118.13;15334.9;1364.35;32884.78;28108.34;3782.58;6823.31;960.24;0;9272.03;0;0;8055.5;0;4352.29;15.96;0;3068.76;54.66
M;25 t/m 29 jaar;BOEKEL;319;314.44;118532.6;17742.08;92774.16;17546.24;5765.46;575.34;9768.99;8580.47;198.63;3184;795.3;0;3238.38;0;0;2678.09;233488.2;860.38;0;0;6190.18;214.54
M;25 t/m 29 jaar;BORGER-ODOORN;523;519.34;217038.17;37728.77;20677.02;30074.59;10372.09;5656.66;23184.59;11642.47;1944.85;3268.38;194.72;0;2941.38;0;0;3664.64;0;673.66;14.7;0;9941.31;722.93
M;25 t/m 29 jaar;BORNE;552;549.15;295242.84;106177.32;326322.03;31114.77;10562.05;1044.97;26590.24;60302.14;905.5;16542.92;1475.48;0;6072.61;0;0;4521.76;0;2674.43;13.02;0;0;328.5
M;25 t/m 29 jaar;BORSELE;639;632.64;329750.62;81848.8;86553.29;36041.08;11799.33;1261.49;26197.79;17617.95;1309.04;2072.51;2900.01;2297.4;5950.56;0;0;5898.26;0;3837.55;3.36;0;0;1551.46
M;25 t/m 29 jaar;BOXMEER;731;723.78;329089.44;35212.31;98624.27;41274.88;13784.03;255.6;24398.59;36561.9;14792.91;16568.93;2512.61;302.9;10801.7;0;0;17128.63;0;4729.14;13.02;0;213723.02;1896.12
M;25 t/m 29 jaar;BOXTEL;908;885.37;358088;70843.34;188793.53;49753.6;20030.14;4748.36;23555.68;13769.96;1952.84;10159.17;3073.86;0;12179.13;0;0;15766.3;0;3360.09;5.04;0;875.8;449.17
M;25 t/m 29 jaar;BREDA;6261;6130.69;3021730.32;619690.44;1665628.5;342449.46;115930.89;42423.43;182507.18;124607.36;38031.92;44477.15;8336.48;7639.55;82712.5;0;0;87072.05;0;52893.53;89.04;0;63048.76;25142.8
M;25 t/m 29 jaar;BRIELLE;481;474.9;205638.35;37286.38;77073.95;26914.68;9227.84;771.8;14603.99;16778.49;864.57;1487.5;979.43;728.22;9812.56;0;0;3843.57;0;11190.4;1.68;0;548.32;253.45
M;25 t/m 29 jaar;BRONCKHORST;724;724.7;564707.5;54143.7;92070.77;41624.8;12384.05;2214.12;30524.86;14546.3;3537.86;6289.76;1627.16;10945.92;3984.23;0;0;9244.32;0;4009.09;15.12;0;648.55;274.12
M;25 t/m 29 jaar;BRUMMEN;462;456.61;189741.84;21446.81;121295.09;26013.5;8274.93;423.66;18141.88;1686.97;1174.92;3124.25;645.24;0;6288.42;0;0;6582.53;0;293.74;7.98;0;1252.11;0
M;25 t/m 29 jaar;BRUNSSUM;788;777.12;259152.22;49112.45;210311.07;43827.97;17229.94;2164.54;26218.46;12476.2;9254.31;12140.7;2195.43;0;5962.97;0;0;11669.55;0;2081.74;3.78;0;20052.47;745.16
M;25 t/m 29 jaar;BUNNIK;293;286.59;84238.08;23830.7;46618.14;16317.91;6050.26;3008.29;10385.38;7839.81;1505.24;423.75;906.02;1086.4;4552.03;0;0;4962.93;0;358.59;9.66;0;0;190.09
M;25 t/m 29 jaar;BUNSCHOTEN;708;693.48;719154.98;83084.61;198501.51;38062.61;12106.51;2405.49;38374.96;30739.17;4808.92;8625.06;287.84;0;7355.35;0;0;16260.2;0;1066.28;11.76;0;2459.82;0
M;25 t/m 29 jaar;BUREN;648;629.29;230808.27;56206.33;136384.11;35517.95;11721.93;1612.06;30880.19;25800.06;1875.14;238;285.44;0;6233.24;0;0;17991.96;0;1766.75;10.08;0;41717.75;447.1
M;25 t/m 29 jaar;CAPELLE AAN DEN IJSSEL;1971;1932;1600410.1;134521.74;633279.39;109108.12;40031.32;6501.9;76058.39;38859.58;13938.49;3394.84;2501.01;1483.51;27775;0;0;21832.12;40356.51;18482.79;22.68;0;8060.25;3865.36
M;25 t/m 29 jaar;CASTRICUM;878;865.05;225412.18;44853.62;230652.26;49959.63;15762.08;1947.98;28857.63;23091.41;2963.27;16461.78;3616.8;420.1;6819.5;0;0;11810.2;342612.24;8066.41;21;0;231.48;252.18
M;25 t/m 29 jaar;COEVORDEN;779;768.23;344852.43;49133.94;74788.18;44204.16;15864.1;2932.07;38823.36;8589.69;2964.58;3321.72;960.18;1198;5794.9;0;0;7540.67;0;2220.07;18.06;0;96.16;467.76
M;25 t/m 29 jaar;CRANENDONCK;508;499.76;194832.95;30119.5;186040.75;28232.96;8704.15;3325.55;10580.46;18301.81;1114.46;3933;639.79;302.2;4963.1;0;0;10099.67;0;400.52;10.08;0;27110.91;8573.86
M;25 t/m 29 jaar;CUIJK;635;613.32;253237.91;37444.15;296771.23;34698.3;12079.5;786.78;21021.07;21877.07;264.92;4146.33;1108.43;0;10292.76;0;0;15835.18;0;3690.04;6.72;0;31431.77;708.6
M;25 t/m 29 jaar;CULEMBORG;778;767.91;290982.18;83863.8;195293.74;43746.11;16479.19;2273.64;35661.73;23860.11;4388.42;4204.83;1002.03;634.6;8952.11;0;0;19364.21;0;5470.79;11.76;0;10065.43;769.74
M;25 t/m 29 jaar;DALFSEN;718;712.53;315819.59;63853.86;72547.98;41251.96;11576.02;624.86;28663.51;9074;154.58;7471.2;453.07;0;6645.59;0;0;12786.34;0;2700.2;18.48;0;0;0
M;25 t/m 29 jaar;DANTUMADIEL;521;514.07;141250.88;31982.51;141786.33;29557.76;9026.95;490.04;19329.75;2524.94;2074.5;4772.5;1057.7;0;6773.77;0;0;4788.86;0;2572.61;513.66;0;0;0
M;25 t/m 29 jaar;DE BILT;878;861.53;453004.74;50231.6;208656.22;49027.23;17409.94;9947.92;37990.01;16780.51;1620.52;4751.08;1711.33;0;4131.3;0;0;19475.39;0;7490.56;22.26;0;0;37.44
M;25 t/m 29 jaar;DE FRYSKE MARREN;1260;1238.31;455022.33;75325.47;161608.09;70893.67;21120.48;1603.85;58981.57;17425.73;6582.96;1746.15;1953.43;5576.04;18179.01;0;0;10457.7;0;2110.84;1113.84;0;44151.58;1244.85
M;25 t/m 29 jaar;DE RONDE VENEN;1022;1014.83;484979.27;123077.01;269766.23;57411.26;20294.02;2255.47;39719.27;27401.02;10240.53;9384.86;1574.86;8419.7;12112.18;0;0;15704.55;0;1762.16;13.44;0;310.66;2583.62
M;25 t/m 29 jaar;DE WOLDEN;511;502.25;253478.55;33490.57;28529.8;29057.55;9761.92;2034.13;22270.12;20647.2;588.83;7466.69;91.2;0;5760.52;0;0;6972.88;0;0;31.92;0;21709.63;468.5
M;25 t/m 29 jaar;DELFT;5289;5084.67;2009936.3;464504.92;707785.51;275103.96;19905.24;22425.55;273166.95;76539.09;11166.41;8095.61;5955.89;450.76;42329.11;0;0;105633.48;0;23881.69;157.92;0;65.41;17935.46
M;25 t/m 29 jaar;DELFZIJL;604;590.86;410547.85;63258.82;132104.83;33546.88;12415.47;4924.46;31957.94;11949.18;5402.71;3567.14;1200.24;775.1;10770.42;0;0;14680;0;2278.81;21.84;0;0;230.6
M;25 t/m 29 jaar;DEN HELDER;1430;1400.6;746536.77;197539.27;426520.51;79844.07;28264.82;1313.82;57649.5;27310.37;1980.69;5381.14;1957.66;15853.69;23299.91;0;0;21055.96;0;2437.99;35.28;0;303.96;7219.49
M;25 t/m 29 jaar;DEURNE;904;888.46;386943.4;58887.18;115803.92;50023.72;15945.62;3230.52;20511.45;27400.64;2655.17;4522.46;1778.52;12251.7;8852.47;0;0;10104.03;5866;1674.21;3.36;0;385;88098.2
M;25 t/m 29 jaar;DEVENTER;3008;2958.48;1446421.56;238871.31;901585.86;167787.69;50835.14;13420.43;148363.51;70416.55;4352.46;14025.22;1969.15;18889.82;22689.46;0;0;64696.4;417987.33;10014.79;103.32;0;12983.83;2849.6
M;25 t/m 29 jaar;DIEMEN;1085;1044.32;383276.96;114313.03;447694.54;57884.54;19915.08;13291.22;37026.89;33538.93;8141.32;9801.2;3621.45;0;22514.67;0;0;25450.72;49474.61;502.14;20.58;0;32199.01;1615.16
M;25 t/m 29 jaar;DINKELLAND;787;781.34;266732.28;30820.26;30870.44;44616.62;10380.98;707.83;39901.98;6110.61;288.54;6773.7;1288.17;0;5304.99;0;0;4223.37;0;3470.51;6.72;0;0;66.42
M;25 t/m 29 jaar;DOESBURG;240;236.48;72873.3;18975.7;18401.24;13233.28;6711.05;2857.99;11880.05;4103.25;2349.14;707.76;0;0;4207.7;0;0;3078.3;0;618.68;6.72;0;0;137.9
M;25 t/m 29 jaar;DOETINCHEM;1591;1574;668513.82;101540.31;658541.13;89247.36;34615.02;1549.09;72656.3;60817.76;11696.45;31465.6;3874.96;734.8;14577.01;0;0;21348.37;40545.08;4459.51;34.44;0;39072.01;7372.07
M;25 t/m 29 jaar;DONGEN;684;675.19;231166.1;56180.01;184446.41;37683.23;12426.91;3533.39;18051.87;10339.99;3791.36;9004.72;2172.84;1070.78;8873.8;0;0;397.96;0;1574.29;13.86;0;730.94;17495.97
M;25 t/m 29 jaar;DORDRECHT;3785;3719.35;1756467.05;306062.52;1754091.19;209087.25;78437.31;7414.38;111139.77;73946.91;16021.11;25256.1;3091.19;14892.55;47512.79;0;0;55741.46;0;17195.86;65.1;6503.78;1184;3650.64
