GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
;;;358232;197303.08;47946026.8;8531257.58;7748354.52;4034157.32;1301636.25;798637.16;3463082.95;1738791.5;1136746.48;403796.01;298149.08;137990.02;1891648.72;928905.82;851305.1;526191.06;120330.77;38545206.38;789.6;296467.69;992831.47;640590.35
M; 0 t/m  4 jaar;AA EN HUNZE;487;441.17;378067.23;27506.42;0;25336.44;12915.78;1132.84;35113.43;2959.9;15000.07;16893.04;14321.68;437.6;4926.83;0;0;0;0;541.96;22.56;0;0;6009.11
M; 0 t/m  4 jaar;AALSMEER;805;729.18;801923.05;78606.42;0;41578.58;22775.99;3973.11;56073.75;9142.71;28916.34;16580.55;19228.32;0;15798.85;0;0;0;0;5415.82;23.97;0;753.12;9265.91
M; 0 t/m  4 jaar;AALTEN;619;564.43;635996.59;62709.93;0;32663.21;17124.92;204.76;36137.28;31627.28;10729.89;25039.43;23823.34;3680.72;8720.48;0;0;0;0;823.61;7.52;0;23966;51384.08
M; 0 t/m  4 jaar;ACHTKARSPELEN;757;684.08;1075871.94;66641.03;0;38111.26;18972.11;33.84;60734.5;20159.06;15271.59;27082.34;39029.84;17177.65;14526.57;0;0;0;0;129.9;869.5;0;98187.84;121614.39
M; 0 t/m  4 jaar;ALBLASSERDAM;627;567.81;760028.43;88236.26;0;32261.96;17634.82;685.76;34689.27;28478.92;11486.95;27720.09;17231.75;1742.16;14989.58;0;0;0;0;1447.24;5.17;0;139269.6;50180.75
M; 0 t/m  4 jaar;ALBRANDSWAARD;692;631.34;814930.86;80075.66;0;36029.36;19575.17;786.56;41352.02;27147.01;12110.27;19908.8;46254.22;4833.17;10139.24;0;0;0;0;3470.59;3.76;0;2581.72;127253.24
M; 0 t/m  4 jaar;ALKMAAR;2832;2525.35;3361436.59;181252.87;0;142596.49;70667.09;404.06;170565.77;61331.95;69558.21;83043.47;111707.63;4654.04;67984.74;0;0;0;0;70014.49;71.91;0;123774.06;264663.35
M; 0 t/m  4 jaar;ALMELO;1813;1644.83;1971553;170642.15;0;95526.8;52027.22;161;167510.34;23664.74;36222.02;56173.36;119896.02;2294.52;30053.26;0;0;0;0;1700.09;38.54;0;63225.22;288356.84
M; 0 t/m  4 jaar;ALMERE;6231;5615.37;8907799.17;601736.84;0;316783.4;184026.19;105303.5;452766.09;212962.27;192823.96;119410.91;280687.37;38944.12;127377;0;0;0;0;20051.97;228.42;0;627564.64;982818
M; 0 t/m  4 jaar;ALPHEN AAN DEN RIJN;2916;2623.25;3438865.56;283598.73;0;150426.29;79659.84;48171.7;296091.32;68621.8;71304.95;92764.41;114316.35;16990.72;68241.07;0;0;0;0;22973.42;47.47;0;58525.92;253127.16
M; 0 t/m  4 jaar;ALPHEN-CHAAM;222;194.1;169924.23;12049.17;0;10927.71;6079.28;14.3;10201.51;957.34;3535.95;8866.58;5718.4;1216;1543.98;0;0;0;0;710.29;6.58;0;147.56;46746.13
M; 0 t/m  4 jaar;ALTENA;1535;1382.63;1725867.17;110051.56;0;78697.5;43399.02;111.06;92170.88;44866.69;33621.06;54929.46;89681.31;12596.71;27402.47;0;0;0;0;1898.56;20.21;0;123932.86;200593.28
M; 0 t/m  4 jaar;AMELAND;100;89.67;140819.27;8760.36;0;4976.41;1740.13;18.75;6698.19;553.16;1643.58;3433.52;1261.42;553.8;544.49;0;0;0;0;0;94.47;0;81;0
M; 0 t/m  4 jaar;AMERSFOORT;4595;4122.5;6542117.04;336274.41;0;235469.37;132446.66;27266.57;358556.16;109428.61;106206.64;138826.85;200414.38;25652.54;75145.88;0;0;0;0;32973.97;163.09;0;493685.34;700167.59
M; 0 t/m  4 jaar;AMSTELVEEN;2477;2193.38;2180022.24;196550.34;0;122648.81;61938.83;25073.7;175639.64;101133.6;67877.48;94050.52;97974.9;7683.72;47925.4;0;0;0;0;14039.83;56.4;0;492700.68;313660.65
M; 0 t/m  4 jaar;AMSTERDAM;24157;21010.11;31326800.79;1964642.62;0;1189770.94;679516.01;150198.6;1731283.15;611392.99;718687.22;594694.73;1209199.55;74751.17;497709.69;0;0;0;0;235683.01;563.06;0;1965342.93;2972023.24
M; 0 t/m  4 jaar;APELDOORN;4117;3711.63;4738820.13;346758.81;0;211786.53;98640.55;12713.19;272712.2;66808.18;95958.96;92649.38;173074.52;11304.69;53778.98;0;0;0;0;7989.31;100.11;0;379647.7;226947.08
M; 0 t/m  4 jaar;APPINGEDAM;242;218.1;201552.64;14545.18;0;12266.83;6711.46;4216.94;17827.25;14570.63;6179.28;16631.97;8586.47;2253.04;4916.22;0;0;0;0;34.94;13.16;0;162311.48;18319.44
M; 0 t/m  4 jaar;ARNHEM;4177;3745.09;6202896.12;466855.94;0;209413.44;116744.22;20756.73;368707.52;101156.78;101869.36;169835.47;277629.96;13367.26;91758.88;0;0;0;0;13192.7;101.52;0;86258.11;669308.61
M; 0 t/m  4 jaar;ASSEN;1690;1510.67;2123175.47;139276.29;0;86259.73;42995.37;14045.74;126554.57;38323.56;36540.78;52394.8;57434.15;8314.2;38689.91;0;0;0;0;1792.99;133.48;0;462896.75;164353.36
M; 0 t/m  4 jaar;ASTEN;404;352.97;710847.34;39605.61;0;20221.51;10732.61;44.58;18724.03;6030.05;8743.02;34483.19;20857.25;19558.68;8734.36;0;0;0;0;572.37;4.7;0;9354.65;114210.74
M; 0 t/m  4 jaar;BAARLE-NASSAU;154;136.57;77983.03;11001.57;0;7794.8;3978.97;39.59;8585.86;761.89;6392.76;2722.9;2848.3;0;744.69;0;0;0;0;1656.26;0.47;0;0;2122.68
M; 0 t/m  4 jaar;BAARN;612;550.67;444158.2;32493.39;0;31350.77;14933.11;422.06;44637.07;3712.4;12781.8;13407.05;25516.68;15126.9;5224.53;0;0;0;0;2073.55;14.57;0;0;107041.51
M; 0 t/m  4 jaar;BARENDRECHT;1328;1218.69;1579805.37;157250.16;0;69960.16;36107.58;1260.77;83402.56;41298.24;31394.86;41843.1;56899.4;37859.71;26500.45;0;0;0;0;13231.86;17.86;0;114228.22;60050.19
M; 0 t/m  4 jaar;BARNEVELD;2045;1823.29;2375005.02;184404.09;0;104612.07;48295.37;4183.65;129426.19;58548.42;57925.05;60475.28;69196.68;2898.48;34326.14;0;0;0;0;1733.99;33.37;0;362327.74;83637.98
M; 0 t/m  4 jaar;BEEK;296;265.2;431551.31;60195.09;0;15128.25;9695.59;33.18;18904.16;9479.82;5490.53;3896.85;17721.79;4053.4;5694.04;0;0;0;0;239450.02;4.23;0;16878.85;12000.9
M; 0 t/m  4 jaar;BEEKDAELEN;728;648.43;914878.68;90749.82;0;36644.5;21794.86;580.32;49693.85;18254.18;19369.09;31738.77;50223.3;1067.6;14078.07;0;0;0;0;63564.31;6.11;0;17521.42;125314.78
M; 0 t/m  4 jaar;BEEMSTER;284;246.19;252510.72;24696.63;0;14000.66;7187.16;303.36;17350.47;9370.55;6110.81;8420.75;11056.35;1917.96;4547.23;0;0;0;0;1315.42;10.81;0;28678.46;25369.21
M; 0 t/m  4 jaar;BEESEL;281;247.67;357824.25;76812.63;0;13940.7;10175.34;0.11;21705.23;23704.1;7652.2;20504.71;24425.16;2845.8;2175.57;0;0;0;0;85.95;3.76;0;240595.59;46718.65
M; 0 t/m  4 jaar;BERG EN DAL;709;638.98;865288.34;57169.6;0;36560.34;19572.89;188.29;44783.45;5794.42;18082.86;28782.77;42036.62;0;13915.96;0;0;0;0;2280.82;15.51;0;3960.58;78505.27
M; 0 t/m  4 jaar;BERGEIJK;395;360.7;372948.66;26182.39;0;20611.25;11937.13;46.53;27646.47;4768.43;5689.57;10056.61;17453.44;15215.85;7553.64;0;0;0;0;2625.72;4.23;0;37658.26;97813.53
M; 0 t/m  4 jaar;BERGEN LB;251;220.67;177313.76;25049.8;0;12471.68;480.1;16819.5;16680.3;6836.48;5523.61;7991.46;8536.07;802.72;2274.16;0;0;0;0;473.05;2.82;0;0;33661.44
M; 0 t/m  4 jaar;BERGEN NH;456;413.19;356792.22;37857.03;0;23139.59;10280.14;162.57;17247.33;9452.06;10099.25;7390.81;11333.48;234.88;5944.52;0;0;0;0;18868.25;14.57;0;0;16888.98
M; 0 t/m  4 jaar;BERGEN OP ZOOM;1656;1472.99;2109865.9;161704.82;0;84462.28;49791.78;4718.1;133207.97;32205.13;30168.76;46213.95;79475.51;431.8;32358.71;0;0;0;0;15231.63;17.39;0;13020.7;376897.71
M; 0 t/m  4 jaar;BERKELLAND;868;787.56;1156306.08;69423.74;0;45239.82;24093.64;159.72;54580.86;23249.93;15362.17;42012.55;81942.47;8534.4;7914.69;0;0;0;0;649.82;5.17;0;198194.8;108112.91
M; 0 t/m  4 jaar;BERNHEZE;722;642.1;912315.33;68137.51;0;36695.52;25679.6;69.26;57782.8;8921.91;18979.56;30741.88;38951.38;0;6800.59;0;0;0;0;1946.32;0;0;41583.9;157931.12
M; 0 t/m  4 jaar;BEST;685;624.36;712426.53;63744.35;0;36065.94;23279.35;134.58;36478.65;9851.63;13359.88;18613.25;45751.93;707.48;4772.34;0;0;0;0;119000.54;13.16;0;25299.92;61048.92
M; 0 t/m  4 jaar;BEUNINGEN;607;528.36;1159213.92;88503.54;0;30429.7;17975.73;288.18;43455.87;64226.56;22999.46;41084.48;38972.59;14435.92;8019.57;0;0;0;0;2574.79;13.63;0;493042.57;213254.11
M; 0 t/m  4 jaar;BEVERWIJK;1143;1013.23;1529356.48;84325.71;0;57114.97;30425.42;5361.27;76602.39;24964.02;33821.48;36599.14;47411.83;944.64;18961.85;0;0;0;0;6906.18;24.91;0;1480.95;121834.67
M; 0 t/m  4 jaar;BLADEL;485;436.53;582937.89;39178.37;0;24928.37;14046.09;16.58;32626.32;9161.51;11328.47;16520.53;24762.65;9687.36;2946.26;0;0;0;0;102.82;7.05;0;153.28;54379.48
M; 0 t/m  4 jaar;BLARICUM;325;292.68;332712.52;22948.48;0;16623.91;8636.31;1320.22;24391.23;14974.62;4898.84;5478.87;14267.86;143.6;2022.17;0;0;0;0;1145.95;13.16;0;0;11623.21
M; 0 t/m  4 jaar;BLOEMENDAAL;539;497.71;424349.47;26060.28;0;28522.44;13876.13;2465.13;33454.26;16627.35;12017.91;10508.85;17108.86;0;7469.67;0;0;0;0;2497.82;16.92;0;522.88;68981.92
M; 0 t/m  4 jaar;BODEGRAVEN-REEUWIJK;965;876.39;651890.99;65530.29;0;50399.45;24797.82;536.42;63862.17;13638.8;19036.01;16036.67;41685.42;0;13875.48;0;0;0;0;1900.01;15.04;0;4104;26084.18
M; 0 t/m  4 jaar;BOEKEL;253;227.55;276035.85;37471.71;0;12966.35;6817.32;20.27;14665.06;2247.67;5947.43;11970.86;5842.71;539.8;4296.54;0;0;0;0;273.57;0;0;0;75828.99
M; 0 t/m  4 jaar;BORGER-ODOORN;502;452.59;1180032.57;50761.84;0;25707.85;14429.67;5473.76;32924.5;9626.19;14972.14;16284.65;22262.44;3074.08;12481.63;0;0;0;0;56.67;22.56;0;7987.23;17241.56
M; 0 t/m  4 jaar;BORNE;658;589.49;543643.02;56534.65;0;32514.98;16064.27;1231.57;48118.58;24053.98;11755.43;22924.26;21339.75;2595.76;5609.12;0;0;0;0;2123.31;13.16;0;361.56;30041.42
M; 0 t/m  4 jaar;BORSELE;596;532.25;790918.04;85711.21;0;30507.99;14013.41;34.77;33194.7;17160.49;9420.01;17850.55;23269.96;2950.44;11778.54;0;0;0;0;73316.62;0;0;2633.44;251142.87
M; 0 t/m  4 jaar;BOXMEER;570;507.85;533807.27;70087.62;0;28544.3;14563.7;338.15;39894.21;11887.31;17327.65;29877.29;22815.23;3509.72;6816.19;0;0;0;0;131.38;3.29;0;945.18;29149.07
M; 0 t/m  4 jaar;BOXTEL;661;588.95;780992.53;86298.98;0;33682.53;22101.66;2320.34;41859.38;14872.13;13174.6;37824.75;41131.36;1591.3;7463.95;0;0;0;0;735.75;0;0;143845.54;53837.99
M; 0 t/m  4 jaar;BREDA;4640;4137.82;5504481.57;340544.55;0;236090.38;128549.6;599.74;268232.84;91503.94;118329.88;205044.43;239907.15;11190.03;61568.48;0;0;0;0;25611.56;44.65;0;169367.07;676978.8
M; 0 t/m  4 jaar;BRIELLE;373;337.34;538926.91;45031.65;0;19438.73;11862.62;61.59;21006.09;15976.45;7436.31;14641.91;21833.37;1295.24;12349.24;0;0;0;0;755.51;9.4;0;0;7516.05
M; 0 t/m  4 jaar;BRONCKHORST;649;594.35;797266.68;72539.69;0;34416.77;15627.04;112.11;44028.72;30909.13;17282.19;27642.66;41011.44;0;9400.24;0;0;0;0;1468.76;4.23;0;443131.59;24985.57
M; 0 t/m  4 jaar;BRUMMEN;415;361.4;890457.26;41098.76;0;20167.63;11456.87;114.07;28779.92;3734.27;5331.62;7009.02;24836.58;3994.96;8910;0;0;0;0;744.42;7.05;0;0;631.21
M; 0 t/m  4 jaar;BRUNSSUM;586;511.13;1136006.51;92069.81;0;28885.73;16289.35;1638.99;43077.88;8231.57;24040.15;13578.97;38583.32;4163.2;9466.61;0;0;0;0;2745.01;3.76;0;45739.92;78934.57
M; 0 t/m  4 jaar;BUNNIK;455;415.35;496932.06;31309.78;0;23764.16;10266.15;3539.4;27253.72;12739.29;9717.73;7442.49;12034.62;0;636.58;0;0;0;0;9036.84;13.63;0;6410.69;3094.56
M; 0 t/m  4 jaar;BUNSCHOTEN;657;579.05;1225498.97;94173.68;0;32438.36;18515.41;1715.52;39319.4;8592.01;16690.9;12621.09;33175.27;3407.7;10156.87;0;0;0;0;1407.13;4.23;0;63755.05;33466.8
M; 0 t/m  4 jaar;BUREN;604;548.95;577868;43773.24;0;31666.04;15878.51;696.21;49748.22;8912.79;17387.91;15736.75;28619.38;1152.08;12113.73;0;0;0;0;391.97;9.4;0;3005.26;142847.9
M; 0 t/m  4 jaar;CAPELLE AAN DEN IJSSEL;1877;1667.16;2482788.7;173104.35;0;95942.47;54024.95;2082.6;149352.16;46236.84;46674.86;49591.56;80546.88;6665.71;20935.03;0;0;0;0;3054.68;25.38;0;1641.69;205976.9
M; 0 t/m  4 jaar;CASTRICUM;826;746.16;1123266.13;106468.95;0;42353.43;19516.71;500.96;33281.52;24415.14;12155.07;21831.81;21580.9;1733.6;13246.7;0;0;0;0;7141.11;19.27;0;28473.85;19960.73
M; 0 t/m  4 jaar;COEVORDEN;749;685.03;832329.72;49280.15;0;39558.61;20347.61;1970.09;52915.16;9899.13;20154.21;24901.17;29235.15;3881.84;7507.79;0;0;0;0;369.84;16.92;0;826.07;38948.18
M; 0 t/m  4 jaar;CRANENDONCK;438;391.11;577973.67;44550.91;0;22380.07;13234.53;21.39;21149.78;20616.62;10803.04;12896.34;41052.65;2522;1858.37;0;0;0;0;672.4;5.64;0;13136.41;28203.77
M; 0 t/m  4 jaar;CUIJK;591;537.86;684570.16;73176.47;0;30789.46;15800.92;93.83;47230.66;30145.12;16510.77;24550.8;50619.18;2360.32;12201.71;0;0;0;0;1212.32;14.1;0;111088.25;53094.45
M; 0 t/m  4 jaar;CULEMBORG;746;667.88;960470.52;75973.21;0;38219.03;20353.06;950.69;60656.09;24506.11;26159.78;24047.09;44651.11;5552.76;12918.68;0;0;0;0;2389.4;30.08;0;525.24;111376.75
M; 0 t/m  4 jaar;DALFSEN;774;688.99;943009.26;36734.49;0;39738.49;15667.59;283.38;43740.13;25045.9;14850.86;19853.88;38069.27;7462.4;10089.17;0;0;0;0;242.96;23.5;0;71668.07;60181.01
M; 0 t/m  4 jaar;DANTUMADIEL;484;435.63;856182.25;107005.1;0;24658.55;10408.84;83.64;35512.27;21310.89;9439.67;16546.98;22925.13;860.92;8400.26;0;0;0;0;1140.98;502.43;0;181067.91;30768.92
M; 0 t/m  4 jaar;DE BILT;1092;991.04;1462309.73;96345.63;0;56169.24;28734.38;12329.05;68712.44;34502.18;25829.4;24141.46;48669.75;4922.16;13897.37;0;0;0;0;6787.25;26.32;0;12044;99822.16
M; 0 t/m  4 jaar;DE FRYSKE MARREN;1217;1100.73;1489275.83;67408.57;0;62616.03;27124.73;100.39;95405.3;14513.74;20743.72;24131.51;50605.17;9158.22;24279.11;0;0;0;0;1048.53;1160.9;0;3023.64;126485.06
M; 0 t/m  4 jaar;DE RONDE VENEN;1054;941.9;1078703.32;75779.25;0;53331.2;28804.32;1290.57;68294.8;18240.4;20945.74;28381.95;33583.57;5356.52;14680.22;0;0;0;0;2526.8;18.8;0;24014.29;211433.13
M; 0 t/m  4 jaar;DE WOLDEN;555;503.98;993259.39;29636.32;0;29185.53;14776.01;1890.34;31831.23;31151.54;13066.18;12286.29;22193.22;979.08;18844.96;0;0;0;0;167.38;38.54;0;81995.49;13279.88
M; 0 t/m  4 jaar;DELFT;2273;2018.63;2870824.63;168762.35;0;114216;10887.8;17771.36;233654.6;45532.99;51511.05;61423.24;57518.41;29701.66;45048.35;0;0;0;0;8937.97;35.72;0;95013.73;281470.6
M; 0 t/m  4 jaar;DELFZIJL;500;442.5;898653.18;41649.05;0;24966.43;13602.68;3383.27;39286.78;18578.26;10772.93;22618.06;11057.05;21782.51;13298.03;0;0;0;0;474.78;16.92;0;0;49423.65
M; 0 t/m  4 jaar;DEN HELDER;1314;1174.67;2573057.5;130716.68;0;66583.88;34064.16;151.29;112299.08;44155.83;31803.23;37322.17;62057.89;13626.46;37581.53;0;0;0;0;4307.11;40.89;0;153792.9;243875.81
M; 0 t/m  4 jaar;DEURNE;820;737.67;1464341.11;79460.78;0;41663.35;21099.98;132.73;48900.16;40611.27;21223.6;31885.41;42239.33;2844.44;21844.73;0;0;0;0;4411.2;8.46;0;389772.45;16632.69
M; 0 t/m  4 jaar;DEVENTER;2535;2274.47;3954717.99;217720.01;0;131356.89;65189.29;389.28;224262.5;42497.56;46188.09;54093.79;106605.07;160.5;43907.02;0;0;0;0;9791.67;62.98;0;45794.14;147855.95
M; 0 t/m  4 jaar;DIEMEN;763;679.5;721195.66;60860.11;0;37983.39;21689.39;7850.44;58770.35;28049.13;16674.54;18207.99;27862.04;0;16076.21;0;0;0;0;3591.68;11.28;0;77996.21;41729.83
M; 0 t/m  4 jaar;DINKELLAND;588;529.55;695175.63;65528.48;0;30279.8;14384.39;491.18;37873.72;10778.77;9342.76;36465.85;36582.95;460.56;18320.39;0;0;0;0;1226.07;3.76;0;29164.7;41958.8
M; 0 t/m  4 jaar;DOESBURG;191;168.09;312565.81;15745.33;0;9580.28;6458.09;2300.69;14573.95;9279.3;6554.29;12371.55;8374.34;3988.24;4907.47;0;0;0;0;70;3.76;0;32765.9;70550.35
M; 0 t/m  4 jaar;DOETINCHEM;1427;1288.69;1726501.74;160804.63;0;73615.62;37396.33;218.62;115463.16;29494.49;31625.19;64426.04;79369.5;3019.54;19230.29;0;0;0;0;6324.33;21.15;0;10846.38;279784.22
M; 0 t/m  4 jaar;DONGEN;627;558.21;624735.88;62341.41;0;32322.37;19507.25;1433.55;35607.94;8443.84;15512.25;20760.39;38046.13;5651.86;7265.04;0;0;0;0;897.54;18.8;0;1843.92;74390.9
M; 0 t/m  4 jaar;DORDRECHT;3074;2746.94;4462522.62;283446.72;0;159838.38;83084.56;4255;200367.63;82882.45;56496.85;126559.31;145848.59;3383.9;51467.1;0;0;0;0;7394.92;47.47;0;20821;98000.82
M; 0 t/m  4 jaar;DRECHTERLAND;481;437.38;427512.77;35895.47;0;24636.75;12974.04;148.62;26899.07;5672.71;11854.78;5430.06;24354.31;0;10452.54;0;0;0;0;3850.04;8.93;0;0;814.54
M; 0 t/m  4 jaar;DRIMMELEN;609;532.58;653625.03;46033.17;0;30289.82;17332.81;74.22;32281.75;9279.24;15654.1;17870.57;29432.87;9409.78;11479.28;0;0;0;0;534.13;1.88;0;0;169642.62
M; 0 t/m  4 jaar;DRONTEN;970;874.48;1295416.46;58526.83;0;50306.44;24680.72;355.67;65531.93;13624.82;18938.12;15207.66;38320.33;22526.96;17904.64;0;0;0;0;1502.82;78.49;0;0;42281.25
M; 0 t/m  4 jaar;DRUTEN;458;409.67;719317.41;84203.58;0;23429.1;11540.16;78.12;28256.5;12972.03;11475.72;21080.49;21372.95;1491.2;6319.59;0;0;0;0;2295.11;7.52;0;27533.04;21760.43
M; 0 t/m  4 jaar;DUIVEN;562;514.5;947752.59;72380.46;0;29656.9;18077.16;216.18;49771.39;16964.69;17889.23;23861.5;54568.69;3655.6;12140.63;0;0;0;0;53771.48;13.16;0;563.73;79950.26
M; 0 t/m  4 jaar;ECHT-SUSTEREN;612;556.26;793245.6;69756.22;0;31905.23;19881.77;29.4;43635;6247.58;22313.11;19960.43;42087.84;10442.32;8640.09;0;0;0;0;47946.58;0;0;61301.58;133136.98
M; 0 t/m  4 jaar;EDAM-VOLENDAM;875;785.23;1372749.95;164456.87;0;44430.36;31276.73;766.76;53495.79;48139.66;20857.03;37069.86;38229.4;11701.36;14234.7;0;0;0;0;2962.41;9.87;0;503098.41;39226.54
M; 0 t/m  4 jaar;EDE;3320;2971.07;3765151.8;189322.32;0;169026.41;75502.49;7088.04;250793.03;69695.86;64201.17;79006.98;100996.19;14502.7;63098.69;0;0;0;0;4266.03;60.63;0;110870.47;269977.2
M; 0 t/m  4 jaar;EEMNES;220;194.42;185305.28;20231.98;0;11006;6074.86;312.53;14527.63;12555.87;3498.95;5591.5;9307.96;3240;5225.62;0;0;0;0;404.61;3.76;0;209868.2;88383.17
M; 0 t/m  4 jaar;EERSEL;433;389.84;469667.98;30920.67;0;22350.09;11484.38;84.69;25097.77;1984;12576.78;9028.72;19212.95;0;6486.41;0;0;0;0;1545.31;9.4;0;0;5479.01
M; 0 t/m  4 jaar;EIJSDEN-MARGRATEN;593;514.11;589059.51;64364.07;0;28466.01;14484.72;164.1;32592.63;5896.09;8865.48;20860.76;28251.24;473;6838.29;0;0;0;0;14737.49;9.4;0;287.68;125632.76
M; 0 t/m  4 jaar;EINDHOVEN;5533;4866.24;6883265.87;400340.58;0;273788.7;161816.56;39347.01;336863.87;130297.25;94753.48;127716.78;270273.08;40204.49;71857.34;0;0;0;0;23473.68;87.89;0;204448.62;1266010.41
M; 0 t/m  4 jaar;ELBURG;724;658.92;762812.98;29751.32;0;37894.72;16127.42;222.97;33103.82;18111.74;18056.48;21593.7;38459.47;10373.48;13495.63;0;0;0;0;1135.34;16.45;0;11928.2;19114.52
M; 0 t/m  4 jaar;EMMEN;2300;2060.65;3609967.06;242059.41;0;117471.66;69694.19;5522.73;216384.12;56320.36;48653.26;67822.78;80055.38;6769.62;33571.52;0;0;0;0;25082.7;69.56;0;14082.16;310796.79
M; 0 t/m  4 jaar;ENKHUIZEN;483;427.54;763107.23;43972.69;0;24133.9;11848.8;24.36;24503.73;5129.14;20669.26;9703.4;24371.81;0;10053.86;0;0;0;0;16.36;14.57;0;3339.2;654.72
M; 0 t/m  4 jaar;ENSCHEDE;3979;3584.39;5284208.79;347071.04;0;202888.34;97584.47;42355.64;311152.78;94015.48;108833.75;145591.68;272714.72;7214.64;58877.18;0;0;0;0;23662.39;66.74;0;474438.38;929539.58
M; 0 t/m  4 jaar;EPE;774;694.62;876529.93;52523.96;0;39733.52;21082.44;209.59;48379.51;6766.72;16636.85;15875.75;31532.4;3126.4;10231.96;0;0;0;0;699.83;21.62;0;337.44;56449.9
M; 0 t/m  4 jaar;ERMELO;650;578.86;919197.28;78624.67;0;32798.12;14748.36;1178.88;38846.52;5578.7;12291.7;19480.24;36233.34;1827.2;10080.53;0;0;0;0;2677.01;23.97;0;74141.49;2191.67
M; 0 t/m  4 jaar;ETTEN-LEUR;1103;989.72;1619273.58;68090.54;0;57171.86;28490.08;45.71;68403.38;17419.75;28644.33;51981.82;49516.04;10778.2;16738.96;0;0;0;0;11749.71;19.27;0;857.06;240441.7
M; 0 t/m  4 jaar;GEERTRUIDENBERG;515;465.42;484979.14;39776.96;0;26733.85;15020.56;483.33;28853.01;16492.86;13598.02;27102.83;36513.47;1038.76;6026.42;0;0;0;0;1647.69;7.05;0;0;6810.66
M; 0 t/m  4 jaar;GELDROP-MIERLO;1035;943.5;1127917.64;121216.18;0;53930.72;32045.06;497.91;62924.37;15709.8;26730.23;18679.88;74280.08;15942.91;8120.09;0;0;0;0;4124.93;18.8;0;2446.95;288812.5
M; 0 t/m  4 jaar;GEMERT-BAKEL;755;675.37;961368.04;57447.47;0;38659.21;22774.63;56.07;45628.31;11638.97;15643.34;25103.18;34569.37;761.69;18875.95;0;0;0;0;3321.15;12.22;0;0;65587.9
M; 0 t/m  4 jaar;GENNEP;383;352.53;242233.62;32486.08;0;20251.49;8728.84;931.84;26488.54;2703.58;13336.88;26392.4;12577.77;152;5291.92;0;0;0;0;0;8.46;0;0;4773.04
M; 0 t/m  4 jaar;GILZE EN RIJEN;611;540.53;981203.35;51905.97;0;30754.51;17512.92;111.43;31557.7;8341.36;15069.15;16199.3;32453.29;3782.52;19009.71;0;0;0;0;2274.58;9.4;0;36933.98;91061.89
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1285;1141.23;1465337.65;135284.8;0;65281.45;31242.7;74.47;75602.21;17878.46;33204.77;44838.69;85140.78;13090.92;24173.96;0;0;0;0;5026.25;15.98;0;1730.16;89237.55
M; 0 t/m  4 jaar;GOES;856;758.56;1295271.6;133933.71;0;43251.16;20305.79;21.19;51228.74;26034.56;24679.65;35601.98;37011.59;1410.28;21779.31;0;0;0;0;46631.96;3.76;0;68249.88;145132.05
M; 0 t/m  4 jaar;GOIRLE;637;579.07;975360.86;50637.46;0;33243.44;16222.93;61.13;32839.49;8075.24;13572.04;17013.76;20836.15;0;12058.19;0;0;0;0;4379.75;11.28;0;0;30994.94
M; 0 t/m  4 jaar;GOOISE MEREN;1585;1448.85;1454669.14;111980;0;82673.18;41025.68;1702.77;110876.87;43637.93;28405.18;23493.46;38930.16;2371.76;18543.64;0;0;0;0;13940.73;35.25;0;98228.83;144433.08
M; 0 t/m  4 jaar;GORINCHEM;1014;908.93;1178630.82;59937.85;0;51412.13;25586.58;123.01;68910.13;12235.92;15688.04;21564.37;44368.18;5931.09;17496.23;0;0;0;0;1670.97;23.97;0;531.67;33273.83
M; 0 t/m  4 jaar;GOUDA;2005;1797.1;2454695.07;233951.21;0;102223.61;54261.36;11386.66;144715.8;55301.05;60251.56;50983.05;98656.51;2261.32;34992.46;0;0;0;0;4254.81;35.72;0;18506.61;243710.52
M; 0 t/m  4 jaar;GRAVE;269;238.34;404575.11;26249.6;0;13720.86;7805.67;31;16966.22;1019.98;8011.74;14533.35;26838.47;2511;8928.2;0;0;0;0;1711.4;7.52;0;20243.59;43150.71
