GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
M; 5 t/m  9 jaar;DIEMEN;696;685.03;267252.39;25677.2;0;40788.03;14923.12;8662.76;32695.68;14682.44;122962.59;26370.7;73233.42;0;7044.45;0;0;0;0;966.46;21.62;0;81.54;2006.53
M; 5 t/m  9 jaar;DINKELLAND;665;662.87;187111.68;23731.43;0;39573.6;10658.17;689.15;30395.64;7076.19;68168.3;76080.21;80434.54;2062.16;2237.97;0;0;0;0;215.27;11.28;0;0;26145.92
M; 5 t/m  9 jaar;DOESBURG;278;277.27;162636.58;38392.53;0;16399.06;7390.4;4019.12;13540.97;25387.31;35746.67;16203.95;60318.95;3189.36;1473.78;0;0;0;0;20729.37;7.52;0;59923.53;23604.54
M; 5 t/m  9 jaar;DOETINCHEM;1501;1492.6;636079.4;80337.36;0;88261.12;27701.92;76.77;65140.78;56536.3;175242.15;90854.62;198006.44;0;7857.49;0;0;0;0;2328.52;26.32;0;1592;29225.29
M; 5 t/m  9 jaar;DONGEN;657;654.59;296617.72;169928.66;0;39140.34;14203.36;1597.49;20274.92;27218.56;94020.66;28274.93;69617.41;4643.1;2856.56;0;0;0;0;296.69;13.16;0;509.88;31776.88
M; 5 t/m  9 jaar;DORDRECHT;3344;3314.21;1828536.35;275460.7;0;200905.54;69961.43;5201.62;122124.59;123998.93;403625.19;140712.69;417146.18;5508.92;19483.69;0;0;0;0;10317.12;72.85;0;113005.57;41911.53
M; 5 t/m  9 jaar;DRECHTERLAND;556;554.11;227555.67;17349.64;0;32719.66;9879.44;51.03;19630.6;25123.94;90397.78;27245.21;42673.13;221.16;1438.68;0;0;0;0;574.52;13.63;0;34719.55;771.45
M; 5 t/m  9 jaar;DRIMMELEN;709;706;315469.16;43378.94;0;41887.07;14093;217.43;21307.53;19973.35;87706.54;48048.09;56805.41;0;3029.46;0;0;0;0;4932.59;10.81;0;0;19966.44
M; 5 t/m  9 jaar;DRONTEN;1240;1233.6;567805.76;61866.24;0;73480.98;24241.73;350.23;58823.05;26274.01;136356.38;62645.57;130966.1;8729.84;5963.45;0;0;0;0;516.59;143.82;0;4393.16;50662.06
M; 5 t/m  9 jaar;DRUTEN;496;493.75;216502.71;19631.2;0;29415.39;8572.64;104.41;17121.78;18982.07;83057.51;33313.62;60313.81;1589.6;0;0;0;0;0;264.32;5.17;0;0;24683.35
M; 5 t/m  9 jaar;DUIVEN;663;659.5;337762.43;44803.41;0;39322.11;15284.44;129.85;39182.24;37072.59;99628.06;22855.74;77795.84;0;2296.47;0;0;0;0;399.83;12.69;0;19822.2;22236.4
M; 5 t/m  9 jaar;ECHT-SUSTEREN;654;650.97;290294.09;39403.22;0;38639.63;15343.3;50.05;27228.65;45531.47;94354.32;36215.71;111331.54;0;1501.08;0;0;0;0;2084;1.88;0;115605.74;12834.47
M; 5 t/m  9 jaar;EDAM-VOLENDAM;964;960.18;529286.21;111888.37;0;56661.66;20369.76;887.83;42353.31;31411.61;133615.33;91427.68;82809.74;2602.2;4217.24;0;0;0;0;1867.7;17.39;0;13597.29;21712.63
M; 5 t/m  9 jaar;EDE;3368;3355.25;1463384.86;137555.42;0;200042.76;55925.45;7703.67;160654.2;142642.98;416516.83;101019.13;246741.78;432.33;16938.95;0;0;0;0;8006.21;95.41;0;58061.79;40420.35
M; 5 t/m  9 jaar;EEMNES;243;241.6;83198.88;8398;0;14435.1;4731.6;321.28;9756.19;893.26;27038.45;6569.35;28681.54;0;0;0;0;0;0;0;7.52;0;0;4407.11
M; 5 t/m  9 jaar;EERSEL;480;477.2;178512.22;15310.12;0;28436.03;8456.46;1287.48;12995.08;6850.61;56327.16;16378.05;63536.14;1414.04;1434.78;0;0;0;0;1076.35;9.4;0;0;60014.08
M; 5 t/m  9 jaar;EIJSDEN-MARGRATEN;549;543.2;251247.49;32197.84;0;31997.01;10312.19;125.5;18905.85;9717.12;60072.3;12887.31;70701.09;0;6636.57;0;0;0;0;6433.17;5.64;0;0;50833.09
M; 5 t/m  9 jaar;EINDHOVEN;5716;5645.69;2491800.88;224973.38;0;335785.56;121570.76;57702.64;159083.98;166905;698875.93;190771.72;679252.75;35720.46;23439.87;0;0;0;0;17379.32;90.24;0;53960.22;543147.81
M; 5 t/m  9 jaar;ELBURG;782;778.59;279755.6;31546.89;0;46355.76;13155.48;131.19;31169.63;22015.26;108962.81;24986.13;68420.92;0;791.49;0;0;0;0;40.58;11.28;0;27198.93;12040.51
M; 5 t/m  9 jaar;EMMEN;2763;2749.01;1317369.89;131860.35;0;163495.93;58236.41;8077.87;148400.68;96711.32;326644.55;76816.84;232405.47;5413.66;17473.25;0;0;0;0;1388.71;102.46;0;59211.58;72128.3
M; 5 t/m  9 jaar;ENKHUIZEN;538;536.78;166960.67;18710.83;0;31703.85;8876.49;35.24;17298.51;13717.92;90138.43;16357.55;42642.52;0;1497.18;0;0;0;0;460.41;47.94;0;0;2849.71
M; 5 t/m  9 jaar;ENSCHEDE;4216;4192.02;2197002.43;203750.66;0;249494.73;75722.05;51171.47;200909.52;160879.89;674871.93;223048.24;720147.42;4526.88;19683.34;0;0;0;0;13372.63;106.22;0;319173.14;403297.52
M; 5 t/m  9 jaar;EPE;848;843.77;233938.64;30724.22;0;50141.55;14808.65;210.1;36272.28;22912.76;112529.89;49047.66;103146.2;0;3099.66;0;0;0;0;99.08;16.92;0;14351.66;713.34
M; 5 t/m  9 jaar;ERMELO;669;663.28;249754.57;44692.1;0;39453.68;11544.46;1209.04;33313.21;21840.37;87374.61;25215.61;76421.9;0;0;0;0;0;0;689.95;28.2;0;93226.43;10983.08
M; 5 t/m  9 jaar;ETTEN-LEUR;1273;1267.13;525149.06;112645.12;0;75504.63;23398.65;24;46342.91;44388.08;161241.6;47414.14;74967.72;8735.8;3739.05;0;0;0;0;2339.38;22.56;0;29377.45;130873.63
M; 5 t/m  9 jaar;GEERTRUIDENBERG;613;610.12;252499.93;26002.69;0;36440.69;13806.17;695.16;17870.71;20638.83;75497.61;37726.47;35385.55;231.52;6164.22;0;0;0;0;482.19;13.16;0;5503.76;9401.82
M; 5 t/m  9 jaar;GELDROP-MIERLO;1031;1026.93;706573.46;63961;0;60934.35;22871.75;1711.88;31079.35;19869.83;107048.02;40923.57;128903.87;23174.63;5984.61;0;0;0;0;9373.43;9.4;0;43107.66;107072.08
M; 5 t/m  9 jaar;GEMERT-BAKEL;871;864.5;503781.36;60662.76;0;51385.72;17716.2;68.53;29799.4;31340.29;92514.04;35857.9;80321.4;7427.98;4280.52;0;0;0;0;1371.35;7.52;0;36014.65;127404.48
M; 5 t/m  9 jaar;GENNEP;446;443.73;182674.77;21855.59;0;26442.36;7824.61;795.91;17493.62;19413.13;63989.31;24041.18;33045.57;233.54;0;0;0;0;0;349.04;9.4;0;0;27934.48
M; 5 t/m  9 jaar;GILZE EN RIJEN;728;723.82;799380.23;30424.91;0;42931.09;14194.5;168.44;19021.5;24365.34;103924.33;27051.96;54381.45;0;1493.28;0;0;0;0;488.25;9.4;0;14447.7;16049
M; 5 t/m  9 jaar;GOEREE-OVERFLAKKEE;1282;1273.48;495689.98;81574.44;0;75953.79;22627.03;63.92;53006.57;33064.33;161441.87;63262.74;122882.69;9888.16;3785.85;0;0;0;0;741.69;24.44;0;14005.91;31037.88
M; 5 t/m  9 jaar;GOES;908;904.26;380681.35;40471.06;0;53747.5;17319.71;33.31;34198.86;41213.53;88738.92;33218.37;118540.09;1149.28;3692.25;0;0;0;0;1538.54;3.76;0;0;66500.78
M; 5 t/m  9 jaar;GOIRLE;736;734.6;305795.19;24113.02;0;43768.91;12392.7;28.96;23194.11;17986.83;77382.25;22081.54;40319.04;0;3025.56;0;0;0;0;316.97;5.17;0;7410.42;9544.31
M; 5 t/m  9 jaar;GOOISE MEREN;1928;1914.34;1433920.25;84133.77;0;113911.1;35082.69;1077.78;84527.77;73369.94;219321.89;67902.96;128870.12;335.12;9415.56;0;0;0;0;6925.69;54.05;0;128447.68;5754.54
M; 5 t/m  9 jaar;GORINCHEM;1036;1029.57;567758.53;78307.96;0;61100.15;18676.35;59.32;44551.7;32879.94;127053.22;37605.85;88920.01;3049.18;3668.85;0;0;0;0;449.9;23.5;0;9407.74;60148.6
M; 5 t/m  9 jaar;GOUDA;2039;2024.05;990990.73;159435.58;0;120749.5;38950.09;14116.86;79681.65;91981.85;321657.74;146224.3;189923.39;742.72;8195.13;0;0;0;0;3190.07;61.57;0;65915.44;62710.98
M; 5 t/m  9 jaar;GRAVE;358;356.27;174300.77;12675.05;0;21215.86;6725.57;50.46;14249.21;19461.83;47520.61;19855.46;83147.7;182.24;1389.07;0;0;0;0;94.15;11.28;0;0;9730.86
M; 5 t/m  9 jaar;GRONINGEN;5067;5026.01;2270747.82;363577.95;0;299321.04;96251.06;25577.49;243539.14;222770.25;613522.61;206975.2;418083.31;2726.4;30649.72;0;0;0;0;11307.68;601.13;0;167951.85;127935.51
M; 5 t/m  9 jaar;GULPEN-WITTEM;255;254.16;84039.87;6552.78;0;15199.86;6088.42;442.68;9837.58;1640.63;31835.57;6790.2;33098.96;3713.97;2622.56;0;0;0;0;18877.11;0;0;0;36519.21
M; 5 t/m  9 jaar;HAAKSBERGEN;667;664.3;292270.21;43782.05;0;39665.25;12971.46;5340.43;26976.43;41763.08;76822.81;40652.85;122646.05;3195.84;2939.76;0;0;0;0;1676.18;9.4;0;70352.73;81239.49
M; 5 t/m  9 jaar;HAAREN;345;344.46;452668.1;21281.22;0;20641.23;7344.2;5.85;9251.81;17825.14;50918.96;12611.42;17023.72;9542.04;2475.66;0;0;0;0;169.24;0;0;31001.12;58514.6
M; 5 t/m  9 jaar;HAARLEM;4779;4736.67;1747500.2;167382.73;0;283541.36;89732.86;56613.85;218891.62;135978.37;786178.06;282679.43;354972.17;2660.8;30613.27;0;0;0;0;18835.18;218.08;0;44096.73;136834.79
M; 5 t/m  9 jaar;HAARLEMMERMEER;4711;4676.95;2102485.98;317502.34;0;278334.1;93519.19;60388.14;247290.35;170246.47;711457.82;190276.47;349319.71;15144.2;24436.55;0;0;0;0;13544.53;150.87;0;332156.28;66802.27
M; 5 t/m  9 jaar;HALDERBERGE;684;679.48;321745.95;49085.59;0;40356.42;12753.88;17.1;22693.71;45674.68;105816.13;41135.97;56118.66;5379.16;9388.35;0;0;0;0;11932.51;7.52;0;613.12;15389.15
M; 5 t/m  9 jaar;HARDENBERG;1876;1865.77;698805.83;83467.75;0;111299.4;33605.5;12497.22;80520.41;78857.06;234875.59;96498.63;336132.43;3378.48;2462.87;0;0;0;0;942.47;56.87;0;812.44;55634.41
M; 5 t/m  9 jaar;HARDERWIJK;1496;1487.41;563324.14;83528.22;0;89069.77;27692.11;7861.46;75744.86;67658.38;207440.99;51425.7;123685.27;643.48;6022.31;0;0;0;0;7069.47;86.48;0;899.56;12498.94
M; 5 t/m  9 jaar;HARDINXVELD-GIESSENDAM;582;579.9;211450.58;41053.76;0;34641.62;9939.71;0;20247.55;24153.6;56787.73;24867.42;30809.21;0;3414.05;0;0;0;0;694.55;9.4;0;998.08;6544.23
M; 5 t/m  9 jaar;HARLINGEN;434;430.9;156215.34;14589.77;0;24808.45;7076.28;31.54;18532.48;7283.07;39617.7;8899.79;22478.4;0;3123.06;0;0;0;0;104;485.98;0;0;7633.29
M; 5 t/m  9 jaar;HATTEM;347;346.43;156874.38;13741.31;0;20700.92;5243.78;184.72;15083.91;13891.54;40424.23;25501.97;18562.38;0;0;0;0;0;0;124.65;8.46;0;45096.29;1692.36
M; 5 t/m  9 jaar;HEEMSKERK;1025;1018.14;475781.56;48951.6;0;60621.23;20361.56;6341.18;41307.47;77727.47;133406.17;30007.59;58548.91;3893.04;7926.39;0;0;0;0;1503.78;31.49;0;208384.7;11551.32
M; 5 t/m  9 jaar;HEEMSTEDE;844;836.73;287145.62;34398.07;0;49886.45;15967.65;14137.89;31649.32;33075.91;110009.17;46444.03;43244.54;0;3967.64;0;0;0;0;3967.92;31.96;0;0;955.02
M; 5 t/m  9 jaar;HEERDE;546;544.47;171114.99;16159.13;0;32213.51;8082.71;29.7;23644.72;9583.9;77595.75;18405.94;45438.07;306.64;3017.76;0;0;0;0;1166.06;22.09;0;0;12363.24
M; 5 t/m  9 jaar;HEERENVEEN;1406;1400.08;484743.47;51191.04;0;83491;22700.58;59.45;76986.43;40712.72;140214.54;48382.27;102424.48;0;4981.43;0;0;0;0;902.62;1490.37;0;61085.77;34224.72
M; 5 t/m  9 jaar;HEERHUGOWAARD;1789;1782.71;759907.26;99523.26;0;106505.35;36915.48;177.65;64553.05;51534.27;288499.42;46973.1;216870.6;7555.76;8853.08;0;0;0;0;10902.66;57.81;0;327871.78;33169.99
M; 5 t/m  9 jaar;HEERLEN;1916;1894.88;1095355.66;183103.9;0;113059.56;44168.32;4409.88;88876.29;73480.85;295332.18;76322.44;360676.85;7108.21;8987.41;0;0;0;0;15995.27;9.4;0;125784.03;148732.11
M; 5 t/m  9 jaar;HEEZE-LEENDE;415;414.36;161355.81;20539.64;0;24223.84;9232.01;130.18;10401.83;8516.33;43714.88;25164.74;54358.09;0;0;0;0;0;0;1909.95;1.88;0;0;22687.23
M; 5 t/m  9 jaar;HEILOO;621;616.84;291853.3;40591.47;0;36651.19;11235.91;138.84;16485.83;29841.57;71344.92;32951.54;34379.27;0;4240.64;0;0;0;0;587.96;35.25;0;23867.13;869.67
M; 5 t/m  9 jaar;HELLENDOORN;995;992.31;382856.06;46793.51;0;59240.48;20647.58;446.57;44772;47348.39;106048.39;114984.98;110183.9;0;3768.95;0;0;0;0;3042.39;31.96;0;32.04;25105.67
M; 5 t/m  9 jaar;HELLEVOETSLUIS;1084;1073.24;594989.85;53613.11;0;63985.71;21557.06;242.86;39286.59;41495.31;121555.31;93691.84;211992.89;0;13949.12;0;0;0;0;2354.25;20.68;0;5452.84;34535.85
M; 5 t/m  9 jaar;HELMOND;2759;2733.98;1369795.51;130147.39;0;163434.74;56476.63;12501.63;106109.09;62628.77;351750.56;96977.11;432279.99;14684.27;6264.46;0;0;0;0;3611.69;31.96;0;52647.78;248367.88
M; 5 t/m  9 jaar;HENDRIK-IDO-AMBACHT;1115;1110.77;761561.05;85255.46;0;66395.49;22374.68;14910.83;41712.15;48329.3;144377.33;47985.45;97109.33;717.6;2168.86;0;0;0;0;1610.52;15.04;0;1045.76;45311.19
M; 5 t/m  9 jaar;HENGELO;2151;2139.89;832371.68;107736.58;0;106583.91;33701.86;2520.98;146744.34;89038.57;280238.3;132380.4;544579.34;847.12;10073.57;0;0;0;0;5241.97;47.94;0;2493.5;146977.07
M; 5 t/m  9 jaar;HET HOGELAND;1349;1331.17;619690.24;332704.69;0;79267.12;26492.58;3239.61;54048.43;54171.97;144725.43;54270.26;96426.16;299.28;5197.23;0;0;0;0;627.46;110.45;0;53623.05;49052.39
M; 5 t/m  9 jaar;HEUMEN;433;430.22;313908.63;20663.36;0;25692.86;9144.61;5011.33;17914.96;21026.76;45405.39;19199.81;56365.62;0;713.49;0;0;0;0;195.17;7.52;0;131978.18;34869.45
M; 5 t/m  9 jaar;HEUSDEN;1205;1202.79;568689.98;50812.05;0;71681.64;23970.97;351.66;43402.07;32288.31;191725.44;105363.2;124675.53;445.67;8218.82;0;0;0;0;2500.46;20.68;0;0;116998.8
M; 5 t/m  9 jaar;HILLEGOM;611;609.05;187052.24;22726.07;0;36354.09;12914.78;562.21;29015.15;19143.43;86786.78;40654.37;42050.47;0;3622.05;0;0;0;0;4805.82;9.4;0;29028.31;528.66
M; 5 t/m  9 jaar;HILVARENBEEK;404;403.14;176596.42;12962.69;0;24088.93;8234.96;15;9536.28;23333.83;56066.36;24865.2;22842.53;0;1780.37;0;0;0;0;392.29;5.64;0;574.08;12941.34
M; 5 t/m  9 jaar;HILVERSUM;2596;2559.37;994362.43;79383.2;0;150909.98;49580.77;40236.06;110067.83;87817.73;318831.41;69576.78;302309.9;203.81;12912.81;0;0;0;0;5198.9;137.24;0;141483.07;23577.79
M; 5 t/m  9 jaar;HOEKSCHE WAARD;2343;2330.02;952948.53;147399.89;0;138887.4;46070.5;269.78;101028.45;123743.13;273895.46;75687.23;219567.34;732.72;8122.48;0;0;0;0;20597.15;70.03;0;5966.85;28739.71
M; 5 t/m  9 jaar;HOF VAN TWENTE;887;882.7;483488.78;41845.95;0;52451.68;17375.46;1271.54;40383.29;17777.66;111194.51;39634.52;172441.77;0;4755.44;0;0;0;0;744.74;18.8;0;0;65090.52
M; 5 t/m  9 jaar;HOLLANDS KROON;1331;1324.45;750544.8;73692.56;0;78281.71;23550.29;98.6;44805.71;34281.04;216730.52;91740.83;160286.14;3558.56;10720.76;0;0;0;0;1317.25;59.69;0;30438.72;29974.04
M; 5 t/m  9 jaar;HOOGEVEEN;1684;1678.89;635549.16;102701.97;0;99908.35;40054.68;11591.27;85566.43;82098.66;217222.17;32275.61;142208.56;1848.64;4596.63;0;0;0;0;387.56;72.85;0;55005.37;33909.3
M; 5 t/m  9 jaar;HOORN;2158;2138.75;685706.55;80587.91;0;127384.79;39513.21;7447.51;73442.85;58864.7;353492.31;57465.22;161158.37;588.94;12363.33;0;0;0;0;2025.93;73.32;0;14002.57;34012.35
M; 5 t/m  9 jaar;HORST AAN DE MAAS;1061;1056.19;598973.68;38502.52;0;62583.25;21704.83;135.48;36189.3;31064.76;158971.05;54957.41;109976.87;0;3771.55;0;0;0;0;1257.59;11.75;0;3467.47;44351.38
M; 5 t/m  9 jaar;HOUTEN;1769;1762.27;974604.72;83554.62;0;104315.14;33873.2;47741.55;84507.13;57083.61;225805.89;78409.76;166393.15;8300.32;4395.13;0;0;0;0;2265.06;50.76;0;22506.8;22560.21
M; 5 t/m  9 jaar;HUIZEN;1105;1098.63;430519.71;43891.56;0;65586.26;21907.36;9588.35;57394.09;61888.41;134653.62;35860.79;151369.94;101.6;2892.96;0;0;0;0;6294.22;48.41;0;2342.56;15242
M; 5 t/m  9 jaar;HULST;514;510;137641.33;25366.78;0;29950.02;9528.08;285.66;28488.8;12342.28;52289.52;27184.99;55989.38;0;756.39;0;0;0;0;24471.77;1.88;0;34778.98;3816.48
M; 5 t/m  9 jaar;IJSSELSTEIN;1004;999.83;403267.63;57417.05;0;59379.86;21950.65;3497.34;44495.17;45880.26;127718.46;45851.72;116334.63;2292.5;5010.03;0;0;0;0;4398.43;30.08;0;26114.44;34541.77
M; 5 t/m  9 jaar;KAAG EN BRAASSEM;718;712.3;227484.09;24278.89;0;42445.04;15126.44;4983.08;42172.67;15954.88;93169.14;24015.19;63698.97;0;3955.94;0;0;0;0;3353.74;9.4;0;0;6342.52
M; 5 t/m  9 jaar;KAMPEN;1848;1840.31;622455.71;84252.87;0;109906.68;26464.12;3294.33;74483.29;69516.36;238815.26;110089.38;146525.18;4126.6;4561.74;0;0;0;0;6588.15;69.09;0;110786.23;20298.04
M; 5 t/m  9 jaar;KAPELLE;438;437.1;217152.2;28673.58;0;26097.59;7707.82;44.64;12093.63;14739.64;49077.32;17567.28;30409.25;934.28;1719.48;0;0;0;0;1381.04;5.64;0;80341.55;27118.99
M; 5 t/m  9 jaar;KATWIJK;2080;2066.62;1416630.24;126310.54;0;123457.64;39587.37;27075;127142.27;89379.08;293129.78;91086.64;126892.02;6952.19;8409.57;0;0;0;0;7483.08;20.68;0;665.18;46006.05
M; 5 t/m  9 jaar;KERKRADE;953;937.52;577956.18;49571.16;0;55642.88;25831.04;2858.62;44475.48;26885.83;127894.38;16189.73;135543.31;1199.6;5386.82;0;0;0;0;8591.24;2.35;0;59641.52;40588.8
M; 5 t/m  9 jaar;KOGGENLAND;626;621.45;158943.5;15019.05;0;36902.68;9955.79;39.03;14811.46;7392.7;87851.05;17007.69;57033.44;0;3534.95;0;0;0;0;1197.48;26.32;0;0;2577.29
M; 5 t/m  9 jaar;KRIMPEN AAN DEN IJSSEL;839;832.22;334650.99;34266.7;0;49562.03;16054.46;233.19;30198.97;14665.83;102468.11;34561.37;109340.5;665.22;4273.14;0;0;0;0;2088.27;15.04;0;330.6;17577.92
M; 5 t/m  9 jaar;KRIMPENERWAARD;1563;1555.22;766820.98;110772.07;0;92657.93;30146.12;1542.43;52110.2;71078.57;198922.76;117789.1;144589.46;0;8472.39;0;0;0;0;1773.14;31.96;0;20610.55;9342.13
M; 5 t/m  9 jaar;LAARBEEK;622;619.62;228458.36;35100.24;0;36845.42;15251.82;111.83;25682.03;17708.19;73827.6;13140.35;78776.83;943.84;717.39;0;0;0;0;397.15;1.88;0;0;19802.59
M; 5 t/m  9 jaar;LANDERD;444;442.51;332004.51;33765.33;0;26412.38;8854.26;19.77;15383.95;13277.56;72935.36;27191.48;54846.13;1873.16;3576.55;0;0;0;0;493.46;7.52;0;3150.26;39419.12
M; 5 t/m  9 jaar;LANDGRAAF;834;828.01;726044.49;47341.35;0;48554.05;21478.46;321.11;36752.87;37595.47;114941.45;28454.87;118669.37;378.76;7937.88;0;0;0;0;22772.35;7.52;0;109427.63;27075.31
M; 5 t/m  9 jaar;LANDSMEER;331;330.05;87338.43;7477.53;0;19735.19;6162.31;462.91;12846.2;632.32;47565.9;12991.44;16472.55;0;0;0;0;0;0;1884.74;12.69;0;329.8;348.75
M; 5 t/m  9 jaar;LANGEDIJK;775;771.2;455833.83;24328.99;0;46109.24;14586.83;27.86;24298.06;19908.43;103162.74;48771.18;54625.73;354.44;6470.81;0;0;0;0;1389.97;24.44;0;0;1935.74
M; 5 t/m  9 jaar;LANSINGERLAND;2417;2407.54;878898.93;100958.09;0;143271.41;46127.42;30503.79;102132.76;87660.05;314857.62;173526.45;160499.93;0;8001.35;0;0;0;0;4974.98;59.22;0;2843.16;38633.02
M; 5 t/m  9 jaar;LAREN;297;290.95;86791.36;8197.7;0;17133.3;5908.48;1774.34;14471.34;2040.79;31418.55;13973.41;22045.53;0;697.89;0;0;0;0;11211.51;3.76;0;0;568.31
M; 5 t/m  9 jaar;LEEUWARDEN;3265;3247.45;1687169.61;156927.6;0;195583.33;57564.04;14721.07;191137.34;72721.63;439295.55;89781.02;253094.65;1875.7;22863.27;0;0;0;0;6876.45;3963.04;0;120410.28;41027.67
M; 5 t/m  9 jaar;LEIDEN;2860;2829.47;1521557.97;116370.9;0;168588.09;51500.3;30240.66;165395.37;62205.62;385036.3;81872.53;219177.81;2168.69;20200.66;0;0;0;0;10065.32;59.22;0;48200.61;65866.05
M; 5 t/m  9 jaar;LEIDERDORP;764;760.79;263952.46;59747.44;0;45368.09;13210.46;11587.06;44665.17;20848.52;85292.46;16672.82;69845.61;0;2799.36;0;0;0;0;4604.19;11.28;0;0;29355.3
M; 5 t/m  9 jaar;LEIDSCHENDAM-VOORBURG;2068;2042.82;1327848.48;118418.9;0;121272.52;43276.41;4934.55;76142.94;41066.73;292365.6;93831.92;149043.71;405.68;14664.79;0;0;0;0;6624.78;55.93;0;33970.95;111954.8
M; 5 t/m  9 jaar;LELYSTAD;2534;2521.21;1122451.19;129995.32;0;149336.83;51008.08;22027.65;124189.72;99872.57;404929.36;93128.08;185522.39;146.4;14423;0;0;0;0;9383.7;113.74;0;84176.57;77005.01
M; 5 t/m  9 jaar;LEUDAL;802;794.37;419474.4;24212.63;0;47261.31;16603.5;26.1;30311.83;17637.5;104834.6;44110.11;123522.15;449.08;2163.87;0;0;0;0;1237.7;3.76;0;0;50402.63
M; 5 t/m  9 jaar;LEUSDEN;913;910.71;319751.61;30613.69;0;54328.77;18719.57;10518.26;46344.41;31531.24;90649.66;38434.61;68176.72;0;2128.77;0;0;0;0;1618.34;19.27;0;6526.25;8031.9
M; 5 t/m  9 jaar;LINGEWAARD;1337;1329.91;717459.94;60365.45;0;78937.38;28911.51;374.79;54554.63;36491.49;158059.8;65620.98;245803.12;1486.9;6070.2;0;0;0;0;1604.26;30.08;0;3988.44;66748.43
M; 5 t/m  9 jaar;LISSE;629;628.32;177627.51;17556.96;0;37415.04;10690.9;236.42;30157.98;10076.38;79160.33;33890.65;27552.89;0;3711.75;0;0;0;0;384.55;16.45;0;0;15596.35
M; 5 t/m  9 jaar;LOCHEM;767;765.21;377319.37;59585.62;0;45750.88;12901.09;8054.08;41217.03;34215.71;81580.28;43118.44;75598.86;0;2241.87;0;0;0;0;2149.55;16.92;0;592.6;5893.26
M; 5 t/m  9 jaar;LOON OP ZAND;568;564.95;228399.05;21315.79;0;33569.29;12745.09;52.17;17051.63;13545.71;66933.32;22916.86;70637.44;1877.71;1512.78;0;0;0;0;600.7;3.76;0;54323.06;22827.74
M; 5 t/m  9 jaar;LOPIK;395;393.52;195877.98;17496.98;0;23524.1;7425.8;652.8;17549.17;26034.63;53802.53;21867.62;48037.07;0;3239.64;0;0;0;0;70.08;7.05;0;519.48;2861.76
M; 5 t/m  9 jaar;LOPPERSUM;285;283.97;114086.82;12337.69;0;16833.77;6475.92;1199.51;12666.21;5041.43;28193.82;10447.22;15775.88;0;1473.78;0;0;0;0;413.34;15.98;0;0;3742.2
M; 5 t/m  9 jaar;LOSSER;608;604.71;249192.7;31167.44;0;35931.03;8146.72;2350.92;28142.31;34958.75;80490.02;40473.76;85793.38;0;1659.68;0;0;0;0;277.72;11.28;0;0;5139.42
M; 5 t/m  9 jaar;MAASDRIEL;661;657.33;197783.11;26321.6;0;39168.6;11520.87;138.04;25176.76;32184.82;92191.51;43464.95;71456.29;3387.22;2875.56;0;0;0;0;2709.25;7.52;0;5389.84;45595.02
M; 5 t/m  9 jaar;MAASGOUW;457;453.59;186012.68;22321.86;0;26745.23;9956.58;5.66;17566.28;20618.98;55551.22;16229;64717.07;579.28;2207.16;0;0;0;0;14532.03;1.88;0;31757.62;23330.14
M; 5 t/m  9 jaar;MAASSLUIS;875;870.5;370418.56;72088.89;0;51892.08;526.27;4520.95;82488.1;37756.32;154176.08;99864.64;167717.71;1090.2;7749.38;0;0;0;0;1893.36;1.88;0;47585.48;41182.23
M; 5 t/m  9 jaar;MAASTRICHT;2060;2031.82;1124493.11;118286.46;0;121018.75;48734.43;3509.14;80526.84;64932.97;221995.89;96436.44;319137.3;7136.04;8335.47;0;0;0;0;21101.09;20.68;0;110916.78;247087.92
M; 5 t/m  9 jaar;MEDEMBLIK;1220;1209.2;400978.98;100585.14;0;72145.84;21578.98;98.42;36709.76;21110.98;198858.36;58036.92;89951.29;4660.72;1594.68;0;0;0;0;882.64;58.75;0;4085.68;11353.9
M; 5 t/m  9 jaar;MEERSSEN;408;407.83;151207.58;26016.26;0;24000.27;9415.65;64.38;14077.87;4897.79;46326.38;9728.3;70821.63;0;2853.96;0;0;0;0;438.89;5.64;0;0;13954.9
