geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_z;kosten_farmacie;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysioth;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiez;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig;kosten_consulten_ggz;kosten_intramuraal_verblijf_ggz;kosten_overige_prestaties_ggz
V; 5 t/m  9 jaar;AMERSFOORT;4361;4331.92;1993077.92;321453.33;324320.16;112567.49;90834.26;330502.14;133320.18;802215.31;95713.96;624176.93;6676.52;13046.81;0;0;5701.64;0;0;0;308714.33;0;0;0;222796.62;0;0;0
V;10 t/m 14 jaar;OOST GELRE;749;742.98;212622.21;36365.89;55490.34;17453.58;9359.63;40696.29;34310.67;189190.36;41203.68;25046.79;0;3189.04;0;0;1099.43;0;0;0;0;0;0;0;9088.73;0;0;0
V;10 t/m 14 jaar;OOSTERHOUT;1498;1487.53;598245.35;82667.47;113762.71;39852.67;25524.37;60438.2;53450.85;309260.83;88869.47;26446.71;0;6962.66;0;0;2806.82;0;0;0;6577.83;0;0;0;27837.98;0;0;0
V;10 t/m 14 jaar;OOSTSTELLINGWERF;647;643.94;296500.62;38004.44;48648.18;16924.25;13611.31;35866.44;38416.84;98746;32716.34;12593.34;322.86;955.86;0;433.79;4840.87;0;0;0;1306.4;0;0;0;6293.08;0;0;0
V;10 t/m 14 jaar;OOSTZAAN;245;244.07;63902.89;8518.97;18259.37;6162.9;4042.8;17090.64;842.54;66513.11;12291.22;9157.45;0;878.58;0;0;113.86;0;0;0;0;0;0;0;3284.54;0;0;0
V;10 t/m 14 jaar;OPMEER;277;276.57;66601.02;59599.72;20711.04;7319.38;3262.79;16034.48;4515.2;71901.98;8863.67;4486;0;0;0;0;971.91;0;0;0;2510.56;0;0;0;14661.35;0;0;0
V;10 t/m 14 jaar;OPSTERLAND;817;814.27;452286.15;66889.32;61222.18;18028.58;13666.32;48953.34;51144.72;133817.38;52909.14;14088.86;0;5748.17;0;0;620.5;0;0;0;27772.5;0;0;0;17592.36;0;0;0
V;10 t/m 14 jaar;OSS;2316;2294.04;1303427.61;217924.29;175351.2;69570.78;20971.28;127348.89;77972.07;499517.18;116287.79;126048.73;8348.37;20730.85;0;346.89;27949.87;0;0;0;13896.68;521.28;0;0;64136.54;0;0;0
V;10 t/m 14 jaar;OUDE IJSSELSTREEK;926;920.52;427378.53;64943.62;69934.32;24059.18;6198.62;57304.55;68333.44;206039.08;38329.62;39087.81;0;941.37;0;0;3054.29;0;0;0;3143.96;0;0;0;27826.24;0;0;0
V;10 t/m 14 jaar;OUDER-AMSTEL;384;377.27;120786.35;20955.34;28870.36;10208.32;11458.94;28084.57;11446.68;83357.82;11910.11;4875.25;0;946.2;0;0;1081.9;0;0;0;1017.9;0;0;0;1849.75;0;0;0
V;10 t/m 14 jaar;OUDEWATER;297;294.02;62062.88;10783.62;21949.2;6887.89;2488.89;16207.56;1686.25;54935.33;16612.85;6391.11;0;1834.44;0;0;2679.89;0;0;0;0;0;0;0;875.76;0;0;0
V;10 t/m 14 jaar;OVERBETUWE;1416;1411.48;706528.13;69853.98;105559.71;36689.72;31304.93;82992.93;35173.2;284296.51;55163.25;37136.28;0;15605.27;0;0;1568.81;0;0;0;0;0;0;0;14236.32;0;0;0
V;10 t/m 14 jaar;PAPENDRECHT;871;866.06;398887.67;69651.52;65565.15;26965.73;9443.61;37582.01;9195.42;157036.17;32846.99;20748.17;0;3644.64;0;0;179.5;0;0;0;11070.38;0;0;0;7712.48;0;0;0
V;10 t/m 14 jaar;PEEL EN MAAS;1087;1079.93;646359.61;213110.74;80392.28;36288.73;16807.24;40367.47;69082.93;200558.11;50367.17;44706.29;492.49;6914.59;0;0;1272.12;0;0;0;2714.13;0;0;0;25872.96;0;0;0
V;10 t/m 14 jaar;PEKELA;337;332.16;89749.82;12666.13;24876.87;9351.14;3813.19;23484.4;12878.17;51435.97;18833.32;14176.34;0;1940.7;0;0;0;0;0;0;0;0;0;0;2995.92;0;0;0
V;10 t/m 14 jaar;PIJNACKER-NOOTDORP;1925;1908.9;654845.66;315332.2;141785.48;8418.52;9136.6;208818.83;52077.55;464869.37;84168.99;31164.92;0;6349.48;0;0;15333.37;0;0;0;22987.33;0;0;0;18684.32;0;0;0
V;10 t/m 14 jaar;PURMEREND;2382;2352.86;1075567;141588.38;180374.33;65640.01;38411.66;150947.48;114503.64;613144.43;88439.87;65934.43;2614.45;26977.99;0;0;7548.02;0;0;0;2489.14;0;0;0;66989.53;0;0;0
V;10 t/m 14 jaar;PUTTEN;691;685.2;309485.48;223431.75;51381.25;16428.37;28041.09;28846.97;44370.74;149181.29;36904.67;26025.69;0;2621.25;0;0;43.03;0;0;0;9087.54;0;0;0;5716.53;0;0;0
V;10 t/m 14 jaar;RAALTE;956;950.85;245539.52;48204.95;71981.72;20766.95;4217.35;56860.83;30520.55;193431.66;78615.11;44165.09;0;3755.82;0;0;429.7;0;0;0;26778.39;0;0;0;7424.24;0;0;0
V;10 t/m 14 jaar;REIMERSWAAL;729;725.22;520167.23;39892.33;54270.29;15140.04;9084.54;37734.59;39099.95;110637.38;33160.88;17062.71;14266.48;6746.02;0;0;2574.66;0;0;0;3670.93;0;0;0;21275.62;0;0;0
V;10 t/m 14 jaar;RENKUM;790;785.51;420264;52682.43;59241.92;21171.05;12382.81;45592.8;51818.64;162116.12;28196.19;14834.63;0;878.58;0;0;610.56;0;0;0;0;0;0;0;6878.84;0;0;0
V;10 t/m 14 jaar;RENSWOUDE;182;181.28;120562.96;20353.69;13507.2;3613.11;1850.69;8559.89;8915.34;47033.77;12353.06;3422.62;0;1023.48;0;0;0;0;0;0;0;0;0;0;1088.67;0;0;0
V;10 t/m 14 jaar;REUSEL-DE MIERDEN;366;364.2;100820.11;15176.47;27001.53;11307.62;4023.67;16556.37;1921.88;83989.96;28561.34;10291.61;0;2582.61;0;0;1410.17;0;0;0;0;0;0;0;1862.13;0;0;0
V;10 t/m 14 jaar;RHEDEN;1060;1049.57;422761.6;130973.97;81753.37;26401.68;26817.06;61963.07;29693.08;245123.03;45637.93;53238.42;0;4174.07;0;0;515.67;0;0;0;17982.22;0;0;0;19335.62;0;0;0
V;10 t/m 14 jaar;RHENEN;539;538.84;128657.84;28965.95;40745.21;12383.41;4308.36;29718.3;30889.64;96282.38;12947.41;9148.07;0;1979.34;0;0;1030.48;0;0;0;0;0;0;0;3492.41;0;0;0
V;10 t/m 14 jaar;RIDDERKERK;1240;1229.86;479573.02;94783.71;93626;31539.43;12982.95;73599.74;44367.95;295304.33;56577.78;28041.54;899.35;3990.53;0;0;4933.81;0;0;0;2260.08;0;0;0;46407.77;0;0;0
V;10 t/m 14 jaar;RIJSSEN-HOLTEN;1250;1242.6;902782.57;80007.8;93451.65;33780.73;14218.41;71976.88;47697.6;262230.13;101531.01;45701.07;3757.86;3311.94;0;0;111.5;0;0;0;57714.22;0;0;0;27546.4;0;0;0
V;10 t/m 14 jaar;RIJSWIJK;1560;1537.63;688471.53;92983.11;103065.23;30013.94;17547.2;118517.55;63913.59;370090.64;40715.81;28745.04;1947.61;10771.36;0;0;8799.19;0;0;0;29554.6;0;0;0;45404.94;0;0;0
V;10 t/m 14 jaar;ROERDALEN;441;436.01;117865.22;15057.07;32599.22;12366.35;4224.01;26861.29;2008.85;99101.68;34387.42;18723.46;0;3591.6;0;0;1085.06;0;0;0;0;0;0;0;6042.94;0;0;0
V;10 t/m 14 jaar;ROERMOND;1528;1513.13;811479.97;82194.98;120084.13;44843.44;15179.09;82537.47;77487.32;271090.4;67379.9;81777.18;0;3543.3;0;0;4214.82;0;0;0;21203.92;0;0;0;39014.11;0;0;0
V;10 t/m 14 jaar;ROOSENDAAL;1922;1899.66;671739.81;366844.3;147527.37;47415.55;22946.79;95349.55;81341.11;320950.59;117537.8;81475.62;0;15723.15;0;0;6529.11;0;0;0;419.4;0;0;0;39342.31;0;0;0
V;10 t/m 14 jaar;ROTTERDAM;16382;16139.4;7050578.04;1517171.99;1345139.23;405157.26;416101.35;1116338.64;653600.46;4644583.58;511518.5;645981.32;4395.26;94812.89;0;0;50971.04;0;0;0;244824.66;2435.89;0;0;412935.11;0;0;0
V;10 t/m 14 jaar;ROZENDAAL;57;57;21042.18;3493.49;4277.28;1116.4;1926.12;2793.21;6526.86;11271.9;1007.73;3853.7;0;0;0;0;0;0;0;0;0;0;0;0;1332.31;0;0;0
V;10 t/m 14 jaar;RUCPHEN;505;501.48;250676.72;34420.09;37414.21;13821.67;7663.47;19362.62;13008.02;93904.96;35318.66;26147.37;565.21;3755.82;0;0;5247.43;0;0;0;0;564.72;0;0;5316.8;0;0;0
V;10 t/m 14 jaar;S GRAVENHAGE;14980;14684.25;6069245.54;1646475.24;1087488.13;399860.69;176223.1;990010.81;434574.24;3982989.33;393857.53;349634.27;14529.15;128012.41;0;0;56154.81;0;0;0;164510.92;1028.08;0;0;414500.12;0;0;0
V;10 t/m 14 jaar;S HERTOGENBOSCH;3937;3905.69;1558758.46;234732.2;300274.03;120241.36;30985.7;220885.96;103486.93;956648.86;198080.22;122877.95;2757.68;24963;0;0;6800.67;0;0;0;30585.03;0;0;0;73990.97;0;0;0
V;10 t/m 14 jaar;SCHAGEN;1314;1305.61;522813.5;241416.25;97747.02;26947.72;752.56;85708.7;40314.98;302145.86;56907.68;29605.84;0;4370.05;0;0;5070.95;0;0;0;19016.64;0;0;0;6863.54;0;0;0
V;10 t/m 14 jaar;SCHERPENZEEL;349;348.88;124917.59;10737.71;26226.48;7480.55;7196.69;20726.41;4241.98;95567.68;13201.39;4418.64;0;941.37;0;0;2038.74;0;0;0;4104.4;0;0;0;2905.82;0;0;0
V;10 t/m 14 jaar;SCHIEDAM;2006;1974.24;799983.72;120109.97;158878.73;7250.88;11159.1;234443.77;79064.2;586727.18;62305.88;63831.81;382.67;4695.23;0;0;3031.53;0;0;0;11676.14;131.67;0;0;58727.93;0;0;0
V;10 t/m 14 jaar;SCHIERMONNIKOOG;13;13;6054.31;1671.34;900.48;247.45;230.64;2734.6;3444.91;2936.69;241.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
V;10 t/m 14 jaar;SCHOUWEN-DUIVELAND;749;742.33;255735.24;41992.48;55780.25;16423.18;10341.02;43858.57;55134.74;101821.45;26701.55;26316.51;443.48;3070.44;0;0;788.55;0;0;0;21897.1;0;0;0;11749.77;0;0;0
V;10 t/m 14 jaar;SIMPELVELD;223;221.46;53989.36;206246.58;16429.4;5397.58;5149.66;17463.39;5065.86;38159.8;11877.91;5547.51;0;897.9;0;0;3204.27;0;0;0;0;0;0;0;1319.69;0;0;0
V;10 t/m 14 jaar;SINT-MICHIELSGESTEL;820;813.81;358941.44;39554.54;60750.12;26177.69;6919.33;40542.59;12749.42;164133.73;39095.13;41648.23;436.18;873.75;0;0;3314.98;0;0;0;1958.4;0;0;0;28909.88;0;0;0
V;10 t/m 14 jaar;SITTARD-GELEEN;1939;1918.54;1239599.02;136760.89;148182.84;59515.33;19535.74;135062.45;70259.37;334041.85;129357.88;206487.48;732.45;5334.18;0;0;26840.07;0;0;0;1163.55;0;0;0;23881.81;0;0;0
V;10 t/m 14 jaar;SLIEDRECHT;760;751.87;387451.67;51569.52;57322.76;18816.19;6081.72;28097.16;35678.09;161197.97;35090.89;7725.49;243.24;1786.14;0;0;84.63;0;0;0;56384.28;307.23;0;0;41183.69;0;0;0
V;10 t/m 14 jaar;SLUIS;425;418.66;752281.27;15584.21;29922.64;8930.9;4705.39;20801.19;11064.43;60209.77;17138.73;5002.48;2167;2682.91;0;0;66058.49;0;0;0;216.27;0;0;0;6332.13;0;0;0
V;10 t/m 14 jaar;SMALLINGERLAND;1478;1473.11;3327155.31;141031.55;112952.78;39118.7;23260.95;99037.57;97612.77;280267.82;46776.21;21488.88;17270.91;4222.37;2678.35;0;437.8;0;0;0;39031.11;1791.25;0;0;41211.91;0;0;0
V;10 t/m 14 jaar;SOEST;1335;1319.16;555630.6;80072.66;100728.43;34031.29;24786.19;83527.48;32541.87;251256.81;69049.88;46914.51;54.24;4619.91;0;0;10435.46;0;0;0;1017.87;0;0;0;23975.37;0;0;0
V;10 t/m 14 jaar;SOMEREN;456;450.77;148610.83;23207.86;33849.81;16829.57;9472.76;25952.57;3308.74;93496.12;21857.16;11519.28;759.46;4149.92;0;0;908.34;0;0;0;6612.32;0;0;0;6071.61;0;0;0
V;10 t/m 14 jaar;SON EN BREUGEL;504;498.6;165145.05;21028.63;37585.88;16266.49;12472.53;26567.91;7388.45;87815.93;25969.63;34780.13;0;902.73;0;0;403.71;0;0;0;0;0;0;0;6740.94;0;0;0
V;10 t/m 14 jaar;STADSKANAAL;776;772.6;450018.17;89155;59034.41;20186.54;8069.58;46104.34;47772.81;158617.44;42729.61;26153.15;739.33;5337.53;0;0;261.63;0;0;0;2985;0;0;0;19883.17;0;0;0
V;10 t/m 14 jaar;STAPHORST;614;609.36;159964.21;25550.6;45583.32;10955.2;16034.9;25482.71;16691.38;127159.99;21667.47;9569.89;887.76;931.71;0;0;0;0;0;0;0;0;0;0;9153.89;0;0;0
V;10 t/m 14 jaar;STEDE BROEC;610;609.06;207041.79;20848.92;45720.09;19203.29;8540.87;33359.27;5220.43;136082.08;33891.81;22058.91;0;2838.6;0;0;3612.66;0;0;0;0;0;0;0;19106.05;0;0;0
V;10 t/m 14 jaar;STEENBERGEN;556;550.69;335535.71;42359.86;41235.36;19812.37;8094.67;30543.09;28885.27;101675.66;25675.23;16763.75;0;2474.87;0;0;649.25;0;0;0;8220.94;0;0;0;13707.02;0;0;0
V;10 t/m 14 jaar;STEENWIJKERLAND;1153;1142.72;396927.55;269350.73;86895.29;30361.17;27536.68;58763.38;29493.73;278351.41;49139.27;35373.52;1835.12;4724.69;0;0;450.02;0;0;0;14558.35;0;0;0;31182.03;0;0;0
V;10 t/m 14 jaar;STEIN;519;512.51;194915.46;19845.42;38462.38;17245.95;5031.27;33496.65;12642.73;89870.52;24510.26;65142.61;0;2848.26;0;0;2650.52;0;0;0;0;0;0;0;3892.45;0;0;0
V;10 t/m 14 jaar;STICHTSE VECHT;1961;1941.74;731107.98;108667.39;146151.13;62315.01;44525.86;121959.75;41425.81;365341.6;95028.92;29623.27;0;8399.88;0;73.35;8425.08;0;0;0;1992.15;0;0;0;17267.93;0;0;0
V;10 t/m 14 jaar;SUDWEST-FRYSLAN;2437;2423.21;1616594.03;144844.83;183730.74;64859.09;38710.42;165113.14;79812.32;425130.3;94399.14;56006.56;8745.83;23768.78;0;0;4979.39;0;0;0;30765.39;0;0;0;48190.78;0;0;0
V;10 t/m 14 jaar;TERNEUZEN;1227;1201.11;455752.07;128939.93;57447.12;20048.9;15533.82;177975.48;44891.46;220929.45;41623.48;22135.09;1242.5;9027.3;0;0;43659.47;0;0;0;2186.8;0;0;0;2707.03;0;0;0
V;10 t/m 14 jaar;TERSCHELLING;99;98.08;16274.11;2310.95;7335.16;3625.59;2177.5;14582.62;0;16133.02;2897.65;1153.49;0;3300.32;0;0;207.32;0;0;0;0;0;0;0;1278.01;0;0;0
V;10 t/m 14 jaar;TEXEL;313;311.48;71313.93;8761.91;23304.72;6916.15;189.44;22809.98;6351.15;61308.39;3754.03;12360.51;0;1747.5;0;53.14;0;0;0;0;0;0;0;0;711.8;0;0;0
V;10 t/m 14 jaar;TEYLINGEN;1010;1001.79;412201.63;66473.73;74994.2;26210.97;19012.05;69150.65;30420.18;200151.72;61745.96;17934.69;0;2199.69;0;0;3762.54;0;0;0;1062.18;0;0;0;12973.66;0;0;0
V;10 t/m 14 jaar;THOLEN;763;754.36;323688.1;50865.17;56732.65;26811.16;8326.11;33223.42;32034.37;143683.34;19541.2;22411.35;0;2756.49;0;0;1695;0;0;0;0;0;0;0;10520.64;0;0;0
V;10 t/m 14 jaar;TIEL;1122;1116.9;895568.66;101101.59;86692.7;29036.44;18805.91;67480.63;73745.84;278238.7;66581.92;57228.18;2775.25;12284.06;0;0;1555.41;0;0;0;74333.57;0;0;0;40215.17;0;0;0
V;10 t/m 14 jaar;TILBURG;5386;5329.38;2923759.03;710119.25;418895.47;154156.44;47437.25;355247.06;238542.78;1141694.35;220122.94;105683.33;7226.14;52829.11;0;0;12226.17;0;0;0;91459.53;2924.55;0;0;171107.59;0;0;0
V;10 t/m 14 jaar;TUBBERGEN;557;556.51;287237.59;23241.78;41596.81;12452.29;7660.06;31577.79;9620.6;119956.74;42909.07;17242.26;3740.03;5502.32;0;0;1570.09;0;0;0;13779.46;0;0;0;6135.82;0;0;0
V;10 t/m 14 jaar;TWENTERAND;1101;1096.76;633625.73;292127.05;81916.68;30217.61;15436.29;59094.18;59310.53;209759;73441.17;51729.4;120.64;8946.06;0;0;3093.34;0;0;0;1619.35;0;0;0;9866.48;0;0;0
V;10 t/m 14 jaar;TYNAARLO;1007;995.76;416983.38;78387.25;73581.61;28516.8;15773.47;50335.48;59131.33;175331.54;39993.04;14976.04;0;8760.17;0;0;2889.75;0;0;0;6353.51;0;0;0;2196.28;0;0;0
V;10 t/m 14 jaar;TYTSJERKSTERADIEL;884;883.05;356380.04;52332.78;66105.67;18609.59;13212.81;60083.41;29585.49;168181;36369.11;16701.12;2538.27;2915.88;0;0;866.6;0;0;0;1565.9;0;0;0;7995.93;0;0;0
V;10 t/m 14 jaar;UITGEEST;346;343.89;142933.88;12561.65;25479.79;9770.8;8677.2;21095.19;14904.1;86875.82;19473.84;6333.47;193.36;1790.97;0;0;651.62;0;0;0;1840.7;0;0;0;22284.21;0;0;0
V;10 t/m 14 jaar;UITHOORN;901;888.7;793831.65;44334.3;67473.01;24887.25;25944.76;71027.63;13471.57;231873.87;50152.44;9710.56;0;5887.76;0;0;1792.24;0;0;0;0;0;0;0;5024.81;0;0;0
V;10 t/m 14 jaar;URK;946;934.51;236253.77;55712.3;69679.44;22693.59;1582.59;49573.64;34991.83;265729.54;24133.19;6219.5;745.87;6186.22;0;0;8399.09;0;0;0;0;0;0;0;12997.52;0;0;0
V;10 t/m 14 jaar;UTRECHT;9461;9360.93;4783417.56;544944.03;734804.83;231376.09;250707.02;639935.25;429694.98;2071126.28;363745.05;304508.68;1567.32;44447.11;0;0;58463.82;0;0;0;144982.26;0;0;0;211930.16;0;0;0
V;10 t/m 14 jaar;UTRECHTSE HEUVELRUG;1419;1410.04;552388.54;106685.09;105980.29;33335.93;26418.02;105120.15;64178.55;298531.15;50430.43;39934.52;0;5461.24;0;97.42;12126.98;0;0;0;862.47;0;0;0;29471.78;0;0;0
V;10 t/m 14 jaar;VAALS;153;149.72;63641.44;8139.72;11004.28;3561.97;1805.6;10348.33;9221.65;33525.88;6782.21;8159.54;0;917.22;0;0;3129.13;0;0;0;0;0;0;0;1119.25;0;0;0
V;10 t/m 14 jaar;VALKENBURG AAN DE GEUL;318;316.4;394192.37;20071.97;23716.35;10478.84;6515.98;16558.79;17432.45;56912.57;10456.55;6691.31;7523.23;3011;0;0;687.87;0;0;0;0;0;0;0;88782.01;0;0;0
V;10 t/m 14 jaar;VALKENSWAARD;675;669.68;346618.14;29189.22;49950.25;18101.25;8116.45;35147.61;19424.61;111501.53;29293.21;20401.25;0;1790.97;0;0;7922.08;0;0;0;1965.51;0;0;0;17767.43;0;0;0
V;10 t/m 14 jaar;VEENDAM;777;771.82;940755.81;224134.74;60060.9;20186.81;7392.88;42914.91;59183.05;121073.65;33749.05;11782.1;1997.66;20512.02;0;0;1372.38;0;0;0;64970.2;0;0;0;7785.3;0;0;0
V;10 t/m 14 jaar;VEENENDAAL;1973;1960.63;957610.6;310071.67;151341.23;43560.72;23313.66;102353.77;81988.54;433363.19;75456.67;34656.01;832.72;7110.75;0;0;7130.99;0;0;0;11102.96;0;0;0;22356.49;0;0;0
V;10 t/m 14 jaar;VEERE;546;543.45;247981.58;33681.17;40484.08;11261.89;7362.78;29599;53998.47;79287.03;22974.67;5525.83;2649.74;1979.34;0;0;1050.98;0;0;0;32052.68;0;0;0;6778.12;0;0;0
V;10 t/m 14 jaar;VELDHOVEN;1215;1197.2;346682.29;249288.65;89452.06;36324.34;14045.92;57926;26932.49;200766.27;59672.63;35767.59;0;2592.27;0;0;919.55;0;0;0;18751.32;0;0;0;33369.57;0;0;0
V;10 t/m 14 jaar;VELSEN;1812;1797.55;666552.28;313875.34;136727.15;52985.31;47539.79;114668.41;64108.14;409824.44;114812.29;23425.57;0;17026.29;0;0;2869.51;0;0;0;8327.87;0;0;0;22488.16;0;0;0
V;10 t/m 14 jaar;VENLO;2463;2444.41;1644379.6;214740.51;189472.07;77298.84;38155.37;118136.79;93569.2;505702.17;112641.01;121899.27;9373.2;16944.57;0;0;42753.82;0;0;0;45661.68;0;0;0;78065.98;0;0;0
V;10 t/m 14 jaar;VENRAY;1022;1012.99;414083.6;58635.64;78053.71;29039.92;16365.36;44239.21;40914.71;197898.7;54757.32;26498.93;0;6579.84;0;0;2208.86;0;0;0;886.65;0;0;0;21009.08;0;0;0
V;10 t/m 14 jaar;VIJFHEERENLANDEN;1580;1571.1;600316.54;92363.86;119871.56;38819.01;75290.73;76537.83;56546.31;372455.85;71542.35;29919.22;7845.57;13674.71;0;0;1782.39;0;0;0;419.58;0;0;0;55093.75;0;0;0
V;15 t/m 19 jaar;ZUTPHEN;1442;1349.65;963860.14;147638.91;103662.43;60828.39;28994.65;104414.45;59240.36;183712.99;81880.5;16981.42;1069.79;28262.72;0;235.26;763.31;0;0;0;28710.68;1714.23;0;0;41235.26;428335.11;204138.41;7517.44
V;15 t/m 19 jaar;ZWARTEWATERLAND;796;762.08;458782.43;80035.1;56899.52;36107.83;745.63;63178.49;35624.04;162261.68;47630.12;10197.44;0;6633.06;29.82;4628.5;563.25;0;0;0;1279.84;0;0;0;8566.11;65283.32;0;1369.02
V;15 t/m 19 jaar;ZWIJNDRECHT;1216;1157.12;604372.05;445282.91;90439.52;56811.86;13626.1;55543.47;73354.25;203291;57762.86;12441.91;0;15437.95;1958.42;3269.19;3921.58;0;0;0;15314.93;130.32;0;0;11335.61;176434.45;20547.85;2354.62
V;15 t/m 19 jaar;ZWOLLE;4155;3922.69;2995369.6;588187.59;298587.27;179957.41;12112.82;323440.25;210492.91;653547.27;219411.12;33367.29;17860.78;57716.97;11818.17;22941.89;15473.77;0;0;0;47780.31;25012.46;1760.98;0;36091.45;1040393.89;382853.8;20054.51
V;20 t/m 24 jaar;AA EN HUNZE;493;488.05;478057.32;53270.53;36121.6;35659.28;16128.69;39338.38;18103.87;4264.48;6768.95;4163.31;435.34;7738.08;24916.03;17684.78;5050.76;0;0;0;0;0;0;0;74.67;228950.07;47497.88;13892.69
V;20 t/m 24 jaar;AALSMEER;907;857.88;704838.29;109894.65;62530.81;47603.5;20165.13;76638.98;23097.23;3729.83;10178.61;6291.58;1066.93;16715.03;19916.76;19825.91;3054.76;0;0;0;400.14;0;0;0;56.26;442546.52;64809.43;27736.47
V;20 t/m 24 jaar;AALTEN;671;661.43;462067.59;95763.31;48763.22;38163.42;8297.53;46714.53;38744.21;1669.48;9899.81;6824.01;2118.84;7035.38;16800.34;22720.39;8579.09;0;0;0;753.81;2080.41;0;0;611.06;214081.91;0;877.12
V;20 t/m 24 jaar;ACHTKARSPELEN;727;722.89;580764.73;82775.03;53483.46;41607.02;11805.61;70561.3;39501.35;2237.48;9092.32;6433.08;1803.82;8564.1;34537.75;54472.29;288.68;0;0;0;2190.72;0;0;0;2954.43;318633.89;115034.9;836.88
V;20 t/m 24 jaar;ALBLASSERDAM;532;528.63;478266;62980.43;39828.15;41899.61;5756.98;36177.21;25250.58;11637.61;6654.14;4432.94;13145.96;7092.82;37535.89;30732.02;554.84;0;0;0;147.36;281.52;0;0;414.52;323495.31;206520.87;0
V;20 t/m 24 jaar;ALBRANDSWAARD;637;630.01;517170.17;63558.89;46722.88;35838.36;15870.74;50507.2;17971.7;3336.18;2805.32;8171.21;460.44;13051.64;17605.29;24156.79;5578.91;0;0;0;0;5584.41;0;0;498.17;321054.37;207711.37;9822.64
V;20 t/m 24 jaar;ALKMAAR;3029;2990.27;2055403.43;342141.98;230204.09;161067.45;12791.89;330436.69;77657.98;10901.32;40964.53;22622.4;9520.27;50143.24;93816.99;122163.26;13705.36;0;0;0;24092.84;86.58;15326.2;0;8345.83;2091698.31;349543.32;93320.71
V;20 t/m 24 jaar;ALMELO;2215;2174.43;2236717.64;475184.27;170158.73;144034.75;33730.02;188876.84;78452.34;22002.71;26751.49;22479.47;3939.34;48099.21;116999.48;134094.35;17405.81;0;0;0;2996.61;7456.5;3777.84;0;2595.4;1381064.41;500635.53;27411.54
V;20 t/m 24 jaar;ALMERE;6530;6371.87;5089504.73;1327295.48;488559.84;412426.14;166643.41;609962.23;345257.21;56974.81;56748.99;55957.41;16186.94;122440.74;295493.3;290707.09;46535.75;0;0;0;35845.21;58446.51;5834.27;0;16423.92;3901741.97;692281.02;108550.39
V;20 t/m 24 jaar;ALPHEN AAN DEN RIJN;3158;3102.29;2533575.03;1110285.42;231662.6;184072.64;68326.91;302188.3;171308.76;25021.57;35564.79;24129.71;1024.58;68236.19;120419.66;137146.93;30054.79;0;0;0;38222.81;0;0;0;6051.01;1897925.32;561637.64;54170.73
V;20 t/m 24 jaar;ALPHEN-CHAAM;246;238.94;125021.04;17352.76;17451.6;14917.72;3829.76;11912.24;12588.97;1718.19;918.58;1602.42;889.33;1897.23;5196.11;393.68;14975.22;0;0;0;0;0;21205.46;0;8148.87;108549.84;11561.75;5813.12
V;20 t/m 24 jaar;ALTENA;1636;1587.17;1134490.38;297923.27;116359.44;92281.23;84650.57;89850.99;74534.2;10434.1;34425.92;16060.03;12314.46;18555.24;86628.48;99285.21;8476.1;0;0;0;3184.2;2955.96;8567.87;0;389.1;846254.83;138081.57;8472.98
V;20 t/m 24 jaar;AMELAND;108;100.62;34385.78;5304.08;6847.4;7164.24;1429.28;16269.31;530.72;457.32;0;1150.41;0;4719.86;2825.51;179.27;213.11;0;0;0;0;0;0;0;0;23951.15;0;20.44
V;30 t/m 34 jaar;TILBURG;8127;7951.61;11544827;1317994.61;598621.73;505533.81;130830.7;665369.96;361438.26;76951;124030.23;103028.82;28943.69;189712.42;1869958.96;1310565.71;150627.19;0;0;1469.92;119142.64;377364.58;51763.35;0;14484.96;4110079.73;507025.73;96767.09
V;30 t/m 34 jaar;TUBBERGEN;550;547.38;1049202.86;59558.79;40589.66;29162.01;8801.32;35539.57;30031.74;426.24;13263.44;5215.27;124.54;13745.68;295463.1;215641.06;8325.6;0;0;0;11879.27;5294.16;7170.18;0;242.17;110581.67;1264.04;5985.18
V;30 t/m 34 jaar;TWENTERAND;886;882.43;1400574.36;113527.67;65730.62;59268.05;17444.19;60252.26;50723.88;2991.18;9142.24;11703.28;9029.29;17654.67;384437.14;239989.48;7800.7;0;0;0;8293;8614.29;2962.54;0;850.98;304500.71;25679.22;1101.02
V;30 t/m 34 jaar;TYNAARLO;800;794.08;1172854.68;114051.04;57022.42;57813.85;18391.05;54054.26;31877.52;0;9139.36;9086.75;6134.03;19534.31;315376.84;232753.47;2172.33;0;0;0;0;0;0;0;36.97;379760.63;578616.82;6688.28
