geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_z;kosten_farmacie;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysioth;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiez;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig;kosten_consulten_ggz;kosten_intramuraal_verblijf_ggz;kosten_overige_prestaties_ggz
V;45 t/m 49 jaar;RHENEN;566;564.14;600420.38;184515.7;42290.51;34077.81;13319.17;36586.81;23860.68;4560;20764.8;11657.02;45.5;9433.02;0;0;1358.16;0;0;0;12818.75;0;0;0;650.48;93636.63;0;0
V;45 t/m 49 jaar;RIDDERKERK;1312;1303.08;1623054.45;471466.73;98785.65;80742.77;29897.24;93264.46;84471.07;9688.33;23478.52;17745.98;2899.39;26724.48;0;382.95;6220.64;0;34719.62;0;9125.7;0;0;0;4830.42;356624.98;34201.1;14486.39
V;45 t/m 49 jaar;RIJSSEN-HOLTEN;1127;1123.98;1535122.04;415991.54;84032.6;70476.72;30748.98;82829.21;72249.27;18845;65798.37;25011.77;9223.28;13568.45;2654.84;73.35;11803.02;0;0;0;23403.21;766.26;6609.84;0;1867.94;202713.24;27621.55;1407.6
V;45 t/m 49 jaar;RIJSWIJK;1718;1692.08;2179981.04;511164.99;110868.32;82785.35;52330.49;163110.82;72387.56;12565.15;49822.36;24750.05;1927.28;45651.69;9698.97;2833.61;13664.51;0;0;0;146108.47;0;0;0;2889.36;669109.95;114067.25;10672.29
V;45 t/m 49 jaar;ROERDALEN;524;521.27;727037.21;247964.02;38519.52;36977.92;14845.52;38149.32;52885.51;14064;31349.49;12508.3;11035.54;8916.21;0;146.7;34370.72;0;0;0;34627.2;14113.97;0;0;3284.67;154114.04;67958.8;2000.26
V;45 t/m 49 jaar;ROERMOND;1778;1756.14;2765314.05;812313.58;138738.5;136835.09;51022.78;119463.66;128423.61;39487.13;60774.88;30623.23;8609.71;33199.36;0;609.56;93719.47;0;45517.9;9825.49;30953.6;14293.66;0;0;10136.73;563210.27;51221.19;13746.11
V;45 t/m 49 jaar;ROOSENDAAL;2212;2178.1;2874402.74;712360.26;166246.6;137107.58;54923.3;137087.08;148231.97;30406.64;140608.54;32196.46;32656.62;58932;118.66;146.7;23330.17;0;0;0;32282.81;23490.53;21221.47;0;4506.47;714509.39;144094.83;15044.93
V;45 t/m 49 jaar;ROTTERDAM;19500;19233.83;26832228.64;6286532.05;1581318.26;1325121.35;880070.95;1667385.17;1416229.22;289673.49;441099.48;418798.55;68913.36;572180.13;46397.5;32070.75;441060.16;0;161846.94;43898.78;1150564.7;40414.63;0;0;75419.53;6459724.16;1622285.98;196397.06
V;45 t/m 49 jaar;ROZENDAAL;61;61;37917.36;5182.11;4577.44;2721.84;2181.98;2840.15;1407.01;0;529.74;146.84;0;0;0;0;35;0;0;0;0;0;0;0;0;6911.54;0;19.57
V;45 t/m 49 jaar;RUCPHEN;637;627.06;756690.51;195503.48;46376.25;41314.81;39246.12;27400.46;36099.22;8644.45;42351.17;15255.86;8872.16;13226;0;0;25183.6;0;0;0;42977.09;24405.17;0;0;3216.42;163478.33;0;356.86
V;45 t/m 49 jaar;S GRAVENHAGE;18480;18065.8;24887355.89;5606227.05;1297062.29;1296666.07;625925.9;1549152.88;1004273.57;184061.58;345667.24;273518.94;47241.86;452947.29;62310.46;32102.83;322114.76;0;55542.13;24383.44;3159500.66;12693.6;0;0;77226.02;6723535.4;1727924.24;180173.08
V;45 t/m 49 jaar;S HERTOGENBOSCH;4644;4618.73;5625039.73;1251729.83;354634.91;334454.93;112485.81;311666.94;273236.88;98437.52;147913.07;87488.78;17951.79;105810.61;5692.85;3370.18;35982.7;0;0;0;275179.23;44594.53;0;136.36;14674.97;2199009.94;343845.27;56640.22
V;45 t/m 49 jaar;SCHAGEN;1464;1457.2;1823119.23;335435.14;107851.68;71078.36;14284.86;104814.05;101009.1;9269.25;36477.45;31858.47;27815.37;18613.4;0;44.28;35623.12;0;0;0;26622.04;4724.28;0;0;108219.14;249384.2;10631.64;16775.28
V;45 t/m 49 jaar;SCHERPENZEEL;277;275.19;354584.63;52436.63;20297.23;14162.41;10020.26;18264.17;16475.22;1000.06;5088.11;4787.63;2068.15;6111.33;0;0;7541.3;0;0;0;1398.48;0;0;0;7494.76;92074.64;0;1158.06
V;45 t/m 49 jaar;SCHIEDAM;2588;2533.89;3256750.64;759615.61;199756.62;23605.09;32493.7;310999.2;164199.26;46807.77;54321.05;43699.25;5321.64;59077.88;29.82;824.96;18017.76;0;0;0;120856.43;16108.11;0;0;4873.24;583320.26;101978.26;40532.29
V;45 t/m 49 jaar;SCHIERMONNIKOOG;21;21;33569.69;20920.79;1500.8;2491.7;414.23;5746.11;2162.28;30.17;4546.32;870.84;3720.18;1446.56;0;0;0;0;0;0;0;0;0;0;50.37;2117.84;0;0
V;45 t/m 49 jaar;SCHOUWEN-DUIVELAND;887;882.02;1136645.95;224650.29;66004.45;50797.4;27567.8;59422.44;76554.69;17210.2;33127.24;12939.72;15147.48;13639.9;0;0;71367.56;0;0;0;42754.42;1379.67;7192.85;0;684.62;265061.29;134345.74;2064.87
V;45 t/m 49 jaar;SIMPELVELD;292;289.04;333803.47;63156.22;21555.24;19080.97;10763.19;27481.32;24601.54;14939.07;28787.46;3847.14;412.4;3509.49;0;88.56;9179.51;0;0;0;2801.18;0;0;0;1427.11;124888.77;3612.28;129.38
V;45 t/m 49 jaar;SINT-MICHIELSGESTEL;954;950.06;973460;255425.71;70439.44;68834.96;20690.82;49861.77;50817.36;3602.39;55861.75;14032.29;1974.61;12390.41;3536;468.69;869.21;0;0;0;4576.86;0;0;0;2744.46;225283.15;0;2126.28
V;45 t/m 49 jaar;SITTARD-GELEEN;2457;2438.98;3512035.31;807000.58;188585.65;192043.11;63487.84;208127.45;266165.65;58242.83;110204.83;53574.29;11295.6;58038.14;1048.61;1456.49;84434.29;0;0;0;49828.02;82029.72;0;0;13880.19;1181820.86;378452.59;34912.69
V;45 t/m 49 jaar;SLIEDRECHT;678;676.33;870288.42;260370.16;51120.41;37775.45;12146.29;27238.94;61074.58;7578.54;16816.63;10151.87;1374.51;12509.11;14.91;1275.66;48.26;0;0;19483.36;91008.56;4705.21;0;790.64;574.24;215855.47;169706.81;1451.36
V;45 t/m 49 jaar;SLUIS;549;541.04;651802.93;126688.12;38533.48;26486.92;12460.7;28024.23;32674.98;12663.96;20373.04;9489.43;9167.67;11682.84;111.59;1038.99;163771.8;0;0;0;32741.11;0;0;0;638.34;122159.74;0;1140.37
V;45 t/m 49 jaar;SMALLINGERLAND;1590;1580.48;2029594.5;493933.48;120682.99;102692.64;30590.74;151076.44;191781.44;15320.17;29346.88;24731.79;28162.82;29935.81;2508.38;483.9;757.48;0;0;0;82160.33;896.22;0;0;111673.63;631526.21;75784.05;11052.91
V;45 t/m 49 jaar;SOEST;1434;1425.29;2447289.1;380372.52;108793.28;78405.79;42011.24;107070.09;60964.95;15729.98;56092.82;24831.6;10374.85;23712.07;0;338.67;3768.84;0;8321.74;0;41558.18;2821.23;0;0;10507.42;510453.87;34260.1;11948.5
V;45 t/m 49 jaar;SOMEREN;515;512;548299.65;150563.26;37675.32;32725.17;14549.61;31432.11;45569.57;6973.27;33013.94;14971.02;4130.67;7236.33;0;0;4696.22;0;0;0;1576.16;0;0;0;2539.79;141545.03;101665.95;3086.64
V;45 t/m 49 jaar;SON EN BREUGEL;526;519.58;569519.79;151906.84;38813.35;34471.05;21066;29778.2;32745.02;6751.72;11134.77;8386.14;722.06;12224.62;0;0;5345.32;0;0;0;2492.43;344.7;0;0;1736.59;108949.52;33571.85;0
V;45 t/m 49 jaar;STADSKANAAL;879;870.86;1413874.02;288755.56;66349.9;57622.2;27256.23;62466.45;142264.69;14753.32;16354.06;21327.84;2501.22;40614.53;0;505.22;632.87;0;0;0;57273.56;0;0;0;2915.75;251804.92;73126.96;22741.82
V;45 t/m 49 jaar;STAPHORST;425;423.61;497548.17;85310.01;31935.64;22176.76;16985.53;20197.57;45729.59;3925.85;1401.06;4684.2;2908.52;2693.7;0;73.35;1023.04;0;0;0;4209.63;0;0;0;5550.78;132034.86;16256.16;1042.93
V;45 t/m 49 jaar;STEDE BROEC;654;648.26;832868.9;169632.92;48039.35;41965.71;14905.95;44224.69;40766.88;6426.2;13053.02;17859.88;6692.99;6705.51;2308.57;0;735.35;0;0;0;21013.8;474.87;5882;0;1627.11;131129.78;0;422.04
V;55 t/m 59 jaar;MEPPEL;1262;1257.3;2721320.52;371320.79;96152.29;93538.74;87585.71;76007.19;139327.5;38845.65;47928.15;31748.26;10538.06;40585.16;0;0;1314.17;0;0;5193.02;63392.38;15000.71;0;0;5812.23;334055.43;66100.41;14249.29
V;55 t/m 59 jaar;MIDDELBURG;1752;1743.39;2956847.99;653233.67;131239.44;104782.92;92707.73;111002.02;171995.51;38706.81;95662.05;30275.7;42863.98;41302.61;0;0;33881.25;0;13314.39;18766.02;44836.03;39544.3;0;0;10338.28;408196.13;139116;4408.68
V;55 t/m 59 jaar;MIDDEN-DELFLAND;775;771.57;867898.64;176160.93;56758.6;535.11;4896.92;95556.86;84055.71;7027.39;23581.01;12175.42;591.85;16607.47;0;0;47589.14;0;0;0;43014.33;0;0;0;854.28;79594.36;0;1630.52
V;55 t/m 59 jaar;MIDDEN-DRENTHE;1364;1360.04;2521073.88;459013.42;101097.98;76504.79;89984.33;79157.59;131954.21;28343.03;47814.43;18400.63;17263.35;51441.43;0;0;6405.97;0;8003.08;0;85970.71;0;0;0;9704.98;296372.15;73470.49;12115.72
V;55 t/m 59 jaar;MIDDEN-GRONINGEN;2366;2353.01;4610289.76;1181791.84;179893.34;185628.73;163228.12;170209.15;299533.82;44944.05;149940.84;47879.97;10911.72;84978.22;0;0;18345.01;0;8001.67;30810.08;297395.05;5913.67;0;0;18400.46;540077.4;36217.79;13580.66
V;55 t/m 59 jaar;MOERDIJK;1510;1505.71;2987039.88;640280.01;112677.59;104035.74;95233.45;84614.02;175895.91;38582.57;85238.73;32586.05;35761.69;48637.68;0;0;20803.97;0;6844.41;0;104991.02;56745.73;0;0;21796.02;242199.28;31390;7070.53
V;55 t/m 59 jaar;MOLENLANDEN;1668;1663.57;2367000.26;546744.22;124868.09;108491.37;85449.89;85248.54;161113.43;27778.93;68623.98;23557.03;11871.04;24927.2;0;0;7866.94;0;0;10469.5;149684.2;0;0;0;2070.64;205449.53;29206.71;1500.93
V;55 t/m 59 jaar;MONTFERLAND;1538;1535.38;2274949.92;516985.05;115758.84;91921.36;95676.9;94326.7;191756.73;54332.01;81520.11;35995.67;16555.96;45532.38;0;0;19825.15;0;0;94474.24;36344.45;8609.97;0;0;11969.08;284937.6;198805.62;1137.25
V;55 t/m 59 jaar;MONTFOORT;534;533.39;726703.98;161779.18;39940.04;28710.84;26272.73;39554.53;48350.07;2632.79;20788.6;10950.55;8728.36;9127.25;0;0;1981.94;0;0;0;7495.83;0;0;0;763.88;55188.38;0;119.04
V;30 t/m 34 jaar;STEIN;664;657.68;1051095.43;93741.14;49099.74;55534.06;10739.41;59352.87;38613.98;6453.15;17707.93;13781.53;689.5;13616.75;139293.45;123702.34;50479.69;0;0;0;0;0;0;0;704.76;320107.63;16391.76;5570.2
V;30 t/m 34 jaar;STICHTSE VECHT;1988;1955.37;3098431.97;287162.33;144938.94;121973.81;53540.77;162272.64;95430.63;14814.08;43457.02;27994.57;748.95;33928.69;653237.7;512270.57;11427.06;0;0;0;28619.72;22230.49;15194.4;0;4241.21;713984.08;58564.64;44505.58
V;30 t/m 34 jaar;SUDWEST-FRYSLAN;2204;2193.24;3283610.25;405261.43;166560.18;142034.31;40715.33;200851.46;180398.09;12849.81;15309.66;22868.92;12074.52;50673.05;830795.94;593961.5;54605.52;0;0;0;18891.74;7196.69;1760.98;0;10957.61;1129852.59;152247.79;29677.39
V;30 t/m 34 jaar;TERNEUZEN;1404;1363.75;1979757.02;261331.11;60227.08;46190.88;26884.15;266639.04;63934.72;3044.74;14293.39;12885.06;7896.89;21576.65;273997.49;222583.69;217184.07;0;0;0;9536.79;0;8636.67;0;2850.82;757176.35;25960.39;9706.17
V;30 t/m 34 jaar;TERSCHELLING;107;104.7;184332.51;20091.3;7785.4;11845.49;1705.68;56539;4005.99;0;495.92;270.18;0;15845.29;29164.36;6731.43;1369.99;0;0;0;0;0;0;0;0;41174.36;12914.76;2377.63
V;30 t/m 34 jaar;TEXEL;357;351.14;382617.11;43222.47;25423.16;17904.62;1377.85;40620.43;10153.45;1384.98;6215.76;15709.77;1278.86;6203.87;85112.66;81339.67;493.93;0;0;0;678.7;0;0;0;70.51;40556.13;0;0
V;30 t/m 34 jaar;TEYLINGEN;1111;1098.93;1514177.45;143555.02;81508.74;68524.54;23711.19;98846.44;58920.74;3232.86;7371;13191.68;15125.12;21936.82;444491.13;336048.88;3743.56;0;0;2012.9;0;0;0;0;82670.6;461427.2;55663.21;5851.96
V;30 t/m 34 jaar;THOLEN;822;813.08;640215.59;123525.72;60311.89;62337.66;11352.77;45788.13;50978.85;7098.37;13297.15;8296.48;1146.11;9971.93;97629.17;6165.46;31460.95;0;0;0;23109.14;0;686068.84;0;367.63;211073.29;45758.22;3855.84
V;30 t/m 34 jaar;TIEL;1384;1355.59;2139982.48;225387.42;102097.55;95352.93;34492.71;118377.61;82390.04;15422.56;18357.22;25291.7;11264.17;31764.9;331404.02;282016.53;19746.55;0;0;0;44387.48;7292.07;0;0;15384.93;532148.85;73018.44;13137.33
V;35 t/m 39 jaar;WESTERVOORT;494;492.07;653859.52;105383.79;37217.68;41776.82;13369.21;39799.14;22936.49;3570.04;11037.27;15484.26;4181.51;5916.74;47555.47;38370.59;2413.06;0;0;0;1941.6;0;0;0;183.8;324066.59;23775.34;4162.63
V;35 t/m 39 jaar;WESTERWOLDE;563;556.14;764967.32;85823.23;40799.71;36257.97;13997.07;39736.95;77823.43;6537.74;13148.88;5698.17;2814.53;10891.2;40976.83;36026.58;671.38;0;0;0;3893.22;0;0;0;3937.06;122032.41;0;3218.41
V;45 t/m 49 jaar;ECHT-SUSTEREN;838;827.92;932563.23;198127.13;60837.38;58654.39;19706.11;54688.04;46157.45;25528.84;42127.56;15720.08;3332.29;15897.85;0;0;46444.03;0;0;0;42027.99;3110.11;0;0;1087.46;345879.9;67803.94;8649.79
V;45 t/m 49 jaar;EDAM-VOLENDAM;1211;1209.85;1370441.34;217931.55;90443.93;74220.57;27217.55;91015.66;96843.87;4762.96;31698.94;25213.77;3661.22;15127.58;0;309.6;2851.53;0;0;0;10342.87;3461.35;3070;0;9486.6;168394.28;37613.63;13698.1
V;45 t/m 49 jaar;EDE;3471;3446.06;3873759.87;1001012.11;262016.68;212377.76;85600.25;251445.94;262552.4;26903.44;90415.13;59798.25;15603.69;59052.48;2531.44;837.42;11729.62;0;0;0;49329.37;0;0;0;6291.32;903479.9;317859.73;16053.57
V;45 t/m 49 jaar;EEMNES;323;323;339504.28;105751.61;23966.12;18397.3;11405.19;17466.15;15908.28;0;15654.13;4944.56;2350.4;8629.76;2156.25;542.04;5296.54;0;0;0;6432.08;0;0;0;424.64;150636.4;12261.7;2221.44
V;45 t/m 49 jaar;EEMSDELTA;1273;1264.59;2091974.4;448522.5;97448.32;102206.76;59949.37;98583.19;116435.71;16974.46;60857.31;30367.72;10584.29;23747.5;0;0;789.4;0;31541.33;7166.04;41450.84;6990.05;0;0;3817.8;239349.22;6402.14;4732.82
V;45 t/m 49 jaar;EERSEL;548;541.43;1302136.94;105856.57;39555.68;34281.2;14121.29;27598.67;31774.18;3086.63;14848.13;9038.5;28164.92;15542.39;0;220.05;9821.95;0;40602.56;1400.1;7315.67;0;0;0;566.77;126673.24;41988.75;683.9
V;45 t/m 49 jaar;EIJSDEN-MARGRATEN;644;641.01;794378.35;102675.67;47516.9;41939.56;22915.65;50433.81;33739;5761.18;33384.96;12623.67;6932.61;6645.59;0;0;8204.5;0;0;0;9906.93;42853.43;0;0;674.58;190067.38;8115.1;638.29
V;45 t/m 49 jaar;EINDHOVEN;6956;6849.91;9838211.63;2248374.55;535514.85;487700.08;239142.43;412176.9;388728.59;90663.1;208285.94;141051.1;34882.68;148743.2;6235.62;6791.98;99657.82;0;9215.26;12144.44;307005.92;12333.41;159.94;0;35269.24;2744174.19;591659.72;107715.22
V;45 t/m 49 jaar;ELBURG;668;666.54;723173.93;151161.67;49626.09;42549.04;15142.64;49170.59;28464.06;8161.43;28806.5;16499.41;10442.41;24173.2;5124.82;2719.59;1270.82;0;0;0;22626.58;4416.89;0;0;11273.6;203867.09;33274.71;4254.8
V;45 t/m 49 jaar;EMMEN;3205;3183.93;5398474.03;1110877.3;245128.55;262195.25;157236.94;257954.58;303612.51;63515.36;108624.61;64000.65;46004.15;79764.09;57.35;2370.81;16733.15;0;0;0;168678.81;9685.23;0;0;8357.61;1052616.44;244059.72;69554.44
V;45 t/m 49 jaar;ENKHUIZEN;566;561.85;593458.88;127672.36;42720.27;31988.06;15115.83;43335.31;34736.17;3682.4;13820.02;9259.4;8324.22;9597.24;2353.14;0;2033.25;0;0;0;14195.7;14711.13;5927.52;0;200.02;160614.77;0;2637.75
V;45 t/m 49 jaar;ENSCHEDE;4574;4548.25;6421537.97;1625412.76;328397.21;268661.67;179736.31;378428.26;398874.87;97979.36;205953.06;79694.07;30076.53;77590.91;0;1035.52;86156.35;0;8938.8;0;383359.43;43609.95;0;0;16021.75;1437608.2;364435.02;49394.07
V;45 t/m 49 jaar;EPE;910;903.04;975741.05;387954.95;67828.76;69650.89;36822.82;80992.85;49101.21;6837.34;32277.08;25306.04;4111.87;20295.24;0;0;17329.32;0;0;0;17172.28;6093.67;0;0;1622.5;149962.12;15600.23;8426.58
V;45 t/m 49 jaar;ERMELO;765;759.38;786270.65;273906.15;55534.63;46492.1;39569.55;42706.39;77081.26;6970.02;19242.26;15108.06;11064.61;12400.07;0;1010.37;369.68;0;15393.9;4751.5;27158.69;0;0;0;3805.14;311555.02;51717.87;9813.32
V;45 t/m 49 jaar;ETTEN-LEUR;1435;1420.47;1845017.67;377618.86;105340.9;74004.62;75686.18;64455.86;115512.54;13349.23;57278.27;30073.5;8480.58;25588.91;1076.97;146.7;3095.78;0;0;12286.23;70769.74;4205.26;0;0;8843.31;387058.14;24543.37;2924.23
V;45 t/m 49 jaar;GEERTRUIDENBERG;679;674.19;897802.19;185231.47;50150.28;44758.56;75440.27;34368.79;49283.25;7370.47;34434.53;9606.37;3960.46;10385.44;0;0;646.53;0;0;0;3674.84;21271.68;0;0;489.37;125462.47;6925.82;2792.5
V;45 t/m 49 jaar;GELDROP-MIERLO;1187;1177.79;1343660.24;287023.94;89903.89;87837.69;49199.13;68212.24;56326.04;11673.51;43371.28;35772.74;11975.28;12179.37;0;117.63;14842.18;0;0;0;16516.77;22697.59;0;0;2464.31;382760.93;16783.5;1796.7
V;45 t/m 49 jaar;GEMERT-BAKEL;877;868.41;1071811.58;447756.06;64474.64;65854.69;20522.36;50934.51;79285.69;23533.67;32169.99;14891.48;7464.2;13885.27;0;0;4878.46;0;0;0;18250.81;0;0;0;7174.56;295644.69;104739.15;10329.93
V;45 t/m 49 jaar;GENNEP;466;465.07;468241.38;85615.9;33952.77;27641.34;13425.72;28008.89;44349.2;10541.39;11598.01;18939.94;0;7192.86;2249.36;505.86;206.37;0;0;0;0;0;0;0;1115.57;137033.84;38637.4;3304.42
V;45 t/m 49 jaar;GILZE EN RIJEN;773;769.82;1006266.76;240626.64;58122.23;46171.96;63443.08;38512.05;79607.28;21721.79;49598.67;17961.45;1535.42;16564.48;0;221.04;9020.38;0;0;0;30905.29;0;0;0;671.87;299762.07;49781.24;16871.05
V;45 t/m 49 jaar;GOEREE-OVERFLAKKEE;1473;1467.35;1983296.56;522984.29;108805.17;94540.79;51856.93;104609.68;135700.66;25985.08;60055.38;25183.37;30837.45;40027.58;0;73.35;28612.33;0;0;8867.52;35986.83;13305.33;7717.81;0;11908.95;421144.99;79328.12;7147.19
V;45 t/m 49 jaar;GOES;1217;1205.31;1803338.9;358435.76;89601.74;70537.05;38649.96;80391.08;94455.03;7563.47;45655.38;20584.72;7896.18;25705.74;0;0;38685.38;0;0;0;17693.42;16271.29;0;0;4079.02;667472.74;211033.6;19977.66
V;45 t/m 49 jaar;GOIRLE;790;787.81;798809.63;162458.73;58940;40165.48;22711.25;52276.05;41875.31;4082.9;32314.46;11209.04;558.77;10620.24;0;0;12395.14;0;0;0;3343.8;25902.67;0;0;1086.52;211962.62;14725.75;5527.14
V;45 t/m 49 jaar;GOOISE MEREN;2036;2019.51;2285929.23;503407.25;151725.7;131070.96;62634.21;131498.26;83232.47;13213.15;37948.32;29153.85;3260.04;35326.47;4432.18;1173.63;13434.02;0;0;0;32744.26;139.32;0;0;1752.99;660762.23;68449.95;12575.52
V;45 t/m 49 jaar;GORINCHEM;1173;1164.34;1532993.61;333663.68;89853.31;77585.6;85660.02;55505.91;90484.03;10274.97;26198.25;15132.08;12867.69;36333.96;5223.99;1333;18025.87;0;39810.02;11475.08;28028.48;26408.57;0;790.64;9579.41;429722.6;133503.16;9159.16
V;45 t/m 49 jaar;GOUDA;2206;2188.58;2781114.13;592393.09;170046.83;137742.3;53305.63;148882.29;134633.35;24464.44;79173.36;40102.47;3755.76;46708.14;5350.31;2335.64;7805.63;0;0;0;115965.92;0;0;0;4292.25;852079.65;272180.75;9450.54
V;45 t/m 49 jaar;GRONINGEN;5748;5698.52;7204193.24;1722662.14;432548.45;389939.75;188806.3;405594.46;439491.9;57049.92;154899.93;93973.64;10396.49;123773.16;8559.2;5823.2;34165.65;0;22304.36;17458.84;270398.56;8803.41;0;0;13022.5;2824589.12;318684.52;62557.29
V;45 t/m 49 jaar;GULPEN-WITTEM;349;346.69;508391.95;81091.76;25932;22746.7;11258.45;29567.5;19240.56;6104.41;13257.66;3967.07;0;4581.27;2326.82;1536.66;4441.63;0;0;0;17423.05;10290.8;0;0;166.83;79378.72;0;1787.94
V;45 t/m 49 jaar;HAAKSBERGEN;642;640.25;751326.98;185985.42;47923.52;35156.9;25539.61;36735.4;52086.38;6447.74;25395.48;13583.32;3221.9;9747.38;0;0;20012.69;0;0;0;46538.27;0;0;0;499.1;152867.53;83164.2;13899.12
V;45 t/m 49 jaar;HAARLEM;5603;5545.4;6684687.89;1498634.11;426266.2;346639.66;213071.11;415871.84;276044.31;35135.18;133646.78;73984.94;18892.74;104736.54;13037.81;9117.14;28458.87;0;5165.64;0;91795.93;9513.72;0;0;13930.21;2413135.5;539516.6;68521.77
V;45 t/m 49 jaar;HAARLEMMERMEER;5556;5507.91;6737265.91;1493215.47;411403.44;347986.86;174216.78;459586.88;400265.27;41081.87;173990.76;94183.71;19430.93;84483.68;5913.55;6490.21;121844.76;0;13314.39;0;143134.26;738.99;0;0;15085.25;1521488.6;261868.17;80093.29
V;45 t/m 49 jaar;HALDERBERGE;883;872.71;1414489.59;273002.61;65500.36;47317.32;46864.25;42620.27;58058.59;15268.16;36162.57;16642.41;9026.49;20879.19;2532.79;220.05;38168.02;0;0;0;78966.78;1288.71;14136.23;0;2140.87;255018.61;0;1494.28
V;45 t/m 49 jaar;HARDENBERG;1799;1794.34;2249561.41;483988.29;133786.48;104693.85;34972.03;133418.95;154104.93;33290.75;46971.72;26780.37;21678;28412.54;1536.44;677.25;2533.01;0;0;0;115110.98;0;0;0;5028.47;434589.52;267709.27;3745.77
V;45 t/m 49 jaar;HARDERWIJK;1552;1543.88;1878726.78;432671.04;118773.64;101561.71;81856.38;91602.4;141692.95;12160.34;63030.28;37843.48;12204.04;21648.89;0;500.58;11371.5;0;0;9932.3;135978.51;472.89;0;0;2483.79;567589.17;90646.29;8832.39
V;45 t/m 49 jaar;HARDINXVELD-GIESSENDAM;536;532.02;569746.05;133055.07;39553.5;33301.23;36936.94;26691.97;50375.02;5241.16;18690.45;10457.88;2949.67;8959.68;0;73.35;1243.4;0;0;0;857.3;0;0;0;466.19;149851.19;22621.92;167.34
V;45 t/m 49 jaar;HARLINGEN;449;446.66;423968.51;107742.58;33848.3;24267.17;11745.33;41829.1;36810.18;4823.51;8508.69;5818.81;2847;9877.38;57.35;2106.48;1538.61;0;0;0;3217.57;0;0;0;218.01;69681.74;17841.33;311.6
V;45 t/m 49 jaar;HATTEM;374;371.89;440459.96;66255.16;27445.88;20292.16;5745.89;31294.3;43519.85;3200.58;7789.82;8921.36;8441.41;4000.75;0;44.28;10442.52;0;0;0;525.99;0;0;0;457.77;68252.34;0;665.65
V;45 t/m 49 jaar;HEEMSKERK;1144;1140.42;1727687.63;238667.48;86036.04;76581.74;44611.58;83378.59;79836.48;15274.19;35000.28;13444.69;716.17;30046.24;33;367.1;19614.09;0;0;0;32997.58;0;7064.89;0;14482.74;298819.96;86181.16;14214.51
V;45 t/m 49 jaar;HEEMSTEDE;927;920.77;998049.32;140044.45;68956.33;52167.96;29177.95;65792.34;35650.04;3519.95;25872.93;14102.93;944.83;14089.15;5294.11;1323.83;4788.26;0;0;0;5936.18;0;0;0;4257.91;382295.4;99447.6;13367.85
V;45 t/m 49 jaar;HEERDE;568;566.87;849214.93;137317.05;42303.8;34232.99;13638.02;45420.34;104603.57;6270.72;23267.23;9788.57;27601.02;13362.06;0;44.28;2279.71;0;4691.49;0;71487.8;8273.55;0;0;2549.05;150366.97;0;905.9
V;45 t/m 49 jaar;HEERENVEEN;1532;1522.08;2013660.83;520171.82;115609.26;79292.98;27858.15;143189.98;135581.51;20078.35;50739.55;20977.21;13300.63;27973.4;0;146.7;901.43;0;0;0;48915.17;0;0;0;6597.31;457206.46;70876.73;3616.62
V;45 t/m 49 jaar;HEERLEN;2389;2364.62;3961610.27;860939.13;189260.83;212762.9;70247.74;251306.4;191866.95;90150.98;134971.44;43925.41;22938.38;79726.92;2225.32;5269.19;78254.82;0;0;388.46;406581.94;50681.75;0;0;12957.1;1500949.37;198283.48;47191.4
V;45 t/m 49 jaar;HEEZE-LEENDE;428;426.96;651645.24;125770.47;31465.32;34426.52;11737.92;23039.46;22775.81;8704.8;18579.25;4215.06;1810.78;10911.43;0;73.35;788.54;0;4930.85;0;11829.57;68.94;0;0;9741.11;87696.23;19794.15;0
V;45 t/m 49 jaar;HEILOO;718;713.26;684418.8;120951.93;53062.23;36301.71;4938.4;59517.38;18397.24;4689.31;22729.47;11461.88;0;10179.23;1687.48;1713.78;2869.19;0;0;0;17804.02;0;0;0;605.03;292887.14;55380.8;16242.87
V;45 t/m 49 jaar;HELLENDOORN;1030;1027.81;1074461.87;288696.96;76633.85;60236.52;28656.66;66279.7;82668.96;15617.06;41396.96;18263.29;2009.5;12340.63;57.35;2436.29;1112.96;0;0;0;7835.54;351.12;0;0;2459.75;146882.07;17868.01;4201.49
V;45 t/m 49 jaar;HELMOND;3031;3006.6;4619669.56;898659.42;234966.63;228377.99;78202.92;202346.07;163152.39;49679.89;119863.01;48083.81;23923.72;80053.29;0;220.05;32495.81;0;0;0;90031.95;21795.06;9824.34;0;1776.58;1019794.2;157893.29;15409.51
V;45 t/m 49 jaar;HENDRIK-IDO-AMBACHT;1071;1067.7;1323107.82;275602.37;80262.28;62295.71;37171.59;64826.67;82391.88;1279.92;42597.16;20244.59;157.28;15207.73;2276.92;1118.32;8568.98;0;0;0;22627.24;0;0;0;14440.91;236026.32;39523.43;15929.1
