GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_EERSTELIJNS_PSYCHOLOGISCHE_ZORG;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_OVERIG
M;40 t/m 44 jaar;KOGGENLAND;888;884.61;420295.61;107227.08;76239.05;52800.23;15382.65;18676.53;12809.38;6124.83;6481.6;1678.36;2295.09;7020.28;0;0;5980.67;829.29;12.6;3830.57
M;40 t/m 44 jaar;KRIMPEN AAN DEN IJSSEL;1010;1003.68;460000.62;118123.52;484898.62;59756.17;23784.25;29975.9;42981.13;3619.84;4850.17;2484.35;4738.09;14374.7;0;0;10132.53;5500.89;1.26;9562.99
M;40 t/m 44 jaar;KRIMPENERWAARD;1948;1941.74;844888.76;348259.17;253098.95;115853.69;40277.41;52444.55;45782.45;9654.5;21109.16;5654.63;5219.03;15166.49;0;0;23160.05;16168.08;7.87;5634.52
M;40 t/m 44 jaar;LAARBEEK;883;880.43;432930.92;139738.8;73823.56;52422.84;26585.37;38098.36;30048.98;7813.73;17962.87;717.6;343.62;10905.81;0;0;6360.88;4177.88;0;7868.25
M;40 t/m 44 jaar;LANDERD;585;568.86;508994.91;89851.21;42515.18;33539.05;13003.04;14415.49;36228.48;2979.32;6307.04;6559.98;11811.41;12447.21;0;0;5978.14;1084.09;1.26;1251.25
M;40 t/m 44 jaar;LANDGRAAF;1337;1326.6;781733.85;356119.19;374142.16;77438.35;38247;28714.46;97651.65;11664.24;28321.26;4114.96;3196.3;23270.27;0;0;17244.86;42371.95;3.78;30441.79
M;40 t/m 44 jaar;LANDSMEER;360;359.2;197021.28;131015.88;46436.04;21580.77;8010.53;11283.94;14175.04;760.04;2873.22;1768.81;0;1015.01;0;0;1786.5;377.28;5.67;1198.17
M;40 t/m 44 jaar;LANGEDIJK;1062;1058.51;732785.32;223183.9;155557.81;62294.72;18462.79;22713.49;26242.08;3608.37;8052.15;1035.84;1451.8;8147.93;0;0;4898.8;19372.91;19.84;3061.16
M;40 t/m 44 jaar;LANSINGERLAND;2640;2627.28;1255025.56;434528.25;405348.74;158297.56;57622.82;72903.2;59261.12;14458.89;27384.59;9610.84;171.57;15619.04;0;0;17312.17;5591.48;7.56;9576.55
M;40 t/m 44 jaar;LAREN;330;326.49;140393.65;94634.95;72502.74;18987.19;6175.88;8518.44;10826.35;2355.67;1342.05;690.44;0;1538.03;0;0;3137.92;25864.55;3.46;864.76
M;40 t/m 44 jaar;LEEUWARDEN;4346;4316.94;2776068.82;990746.59;1544094.86;259073.76;90036.56;136182.4;192827.43;36641.18;34819.13;16508.4;8542.25;83000.95;0;0;37319.38;36109.67;3740.66;33775.81
M;40 t/m 44 jaar;LEIDEN;4165;4121.47;2291798.89;996687.79;1340637.31;243411.31;86543.9;144590.51;108228.05;25923.56;33187.94;10282.34;23391.74;55523.5;0;0;31589.63;35041.34;18.58;25120.29
M;40 t/m 44 jaar;LEIDERDORP;1016;1009.75;653377.5;175478.39;120318.2;60156.49;21167.29;36036.07;32423.03;4908.69;10189.18;3842.65;2022.68;13609.37;0;0;9163.3;37412.87;5.04;2241.18
M;40 t/m 44 jaar;LEIDSCHENDAM-VOORBURG;2481;2455.14;1278164.92;604266.24;986363.64;145370.71;52450.19;43861.86;63379.5;21075.33;29519.69;8810.56;3156.01;26868.9;0;0;14474.07;24651.18;17.64;20755.05
M;40 t/m 44 jaar;LELYSTAD;3072;3047.27;2199477.17;602889.92;536241.09;178824.4;75706.2;112757.79;138499.12;30318.6;31585.79;11810.93;13480.06;64816.27;0;0;30943.31;19522.42;53.55;74680.76
M;40 t/m 44 jaar;LEUDAL;1310;1304.31;757229.94;272802.27;186294.27;78198.88;34475.87;44845.14;34940.46;2683.54;21517.08;1530.61;51.07;14634.48;0;0;9245.43;18307.06;2.52;11360.39
M;40 t/m 44 jaar;LEUSDEN;1081;1071.75;603710.56;178762.29;132366.97;65007.25;22873.67;29060.73;21952.61;5082.23;17937.52;5236.99;1875.04;18333.17;0;0;11400.92;1176.92;12.28;8953.79
M;40 t/m 44 jaar;LINGEWAARD;1820;1812.85;966156.49;258675.92;107611.05;109365.66;39529.66;42359.62;74754.69;7829.22;24791.06;3353.29;0;16240.26;0;0;15847.53;5460.66;12.28;8273.4
M;40 t/m 44 jaar;LISSE;825;823.35;357210.81;129453.79;133370.43;49562.88;15594.98;23013.7;15709.13;5756.05;7862.28;1944.46;0;8076.97;0;0;7486.38;8383.97;2.52;1429.1
M;40 t/m 44 jaar;LOCHEM;1269;1203.17;526532.13;163130.36;244426.06;68696.48;21062.42;39021.74;35743.02;7433.24;15576.21;2001.59;2727.45;16479.44;0;0;10593.87;1634.78;6.3;2817.85
M;40 t/m 44 jaar;LOON OP ZAND;887;883.57;505538;169157.33;89783.59;52321.25;20048.49;22034.83;38970.03;17589.8;16198.02;3008.31;7094.33;8786.73;0;0;7853.32;15491.36;2.2;5315.17
M;40 t/m 44 jaar;LOPIK;602;599.54;324060.36;63223.02;40959.52;35823.5;13056.19;16445.63;30526.43;4107.39;5162.54;813.37;1486.27;9781.7;0;0;8125.31;7216.29;3.46;1795.73
M;40 t/m 44 jaar;LOPPERSUM;406;394.56;218069.33;86950.43;63961.52;22995.86;8988.65;8877.24;3870.49;1499.85;4295.99;1121.39;1523.39;9611.97;0;0;1940.74;214;18.58;3044.36
M;40 t/m 44 jaar;LOSSER;839;835.15;563906.18;176783.66;53308.33;48501.83;15967.2;29131.44;60836.94;3542.43;9849.88;3206.84;10827.95;12250.5;0;0;5539.71;8586.34;2.52;6177.01
M;40 t/m 44 jaar;MAASDRIEL;1042;998.96;493385.05;126675.79;41275.61;58667.59;18588.64;25936.89;27624.71;8462.68;8869.88;1416.12;5732.34;7648.81;0;0;8262.83;3051.33;3.78;5968.38
M;40 t/m 44 jaar;MAASGOUW;899;894.3;416017.46;125235.94;62357.66;51151.97;24387.41;30860.11;42814.48;18704.24;7218.45;2293.02;220.24;10566.1;0;0;6282.06;17931.05;1.26;10868.44
M;40 t/m 44 jaar;MAASSLUIS;1195;1188.01;678557.95;346221.96;309577.04;70915.81;27741.85;33441.42;61851.94;18185.66;5755.66;4666.76;536.52;23540.8;0;0;4180.61;2908.02;3.78;7549.58
M;40 t/m 44 jaar;MAASTRICHT;3691;3646.23;2514645.5;1039575.87;1449621.38;210233.84;111656.78;116869.06;181271.89;61220.93;60848.49;19966.28;9619.32;53283.8;0;0;43252.41;195359.27;5.04;47612.68
M;40 t/m 44 jaar;MEDEMBLIK;1695;1692.26;762160.25;395880.67;116830.14;99614.57;36228.59;43749.51;30744.59;6941.36;14616.52;3338.77;1328.87;20974.76;0;0;8795.95;5345.38;36.22;6331.84
M;40 t/m 44 jaar;MEERSSEN;651;644.95;348970.57;132369.62;176643.72;37601.59;19020.04;20067.76;22226.26;376.23;15129.57;2403.42;0;5298.85;0;0;7492.84;7553.58;1.26;7310.36
M;40 t/m 44 jaar;MEIERIJSTAD;3085;3057.97;1836952.46;543746.68;578598.49;182205.58;75923.99;95263.02;122132.84;24628.75;37937.36;12012.08;13054.21;42419.85;0;0;28921.79;21252.91;5.04;14756.91
M;40 t/m 44 jaar;MEPPEL;1261;1255.4;836621.24;491658.91;318541.44;74061.67;30994.13;58933.54;47163.03;9969.08;23656.54;4614.02;836.68;16146.51;0;0;12075.01;9319.34;62.05;5510.12
M;40 t/m 44 jaar;MIDDELBURG;1642;1635.56;795447.94;352032.4;247899.62;97102.71;33215.73;64481.24;64460.75;5604.27;27625.76;2802.24;6779.63;35332.54;0;0;14266.72;68047.99;6.3;14869.49
M;40 t/m 44 jaar;MIDDEN-DELFLAND;714;709.34;261691.01;106661.96;63959.19;42604.49;13578.35;17170.38;18025.31;586.08;1634.21;2520.21;1593.12;4539.55;0;0;4164.83;1968.82;0;2047.42
M;40 t/m 44 jaar;MIDDEN-DRENTHE;1335;1329.11;657721.99;195465.62;361355.07;78664.3;27865.17;52881.27;50212.7;25575.14;29651.46;4157.99;10006.46;28777.04;0;0;13703.37;4458.65;57.95;4800.71
M;40 t/m 44 jaar;MIDDEN-GRONINGEN;2534;2524.17;1696512.74;529708.68;641417.66;151447.97;60787.71;86940.45;120350.5;19704.95;40868.77;6733.07;2253.34;43629.17;0;0;13860.6;21582.91;77.16;18051.51
M;40 t/m 44 jaar;MILL EN SINT HUBERT;453;451.81;271977.5;74605.16;109330.52;25719.38;10571.51;14558.9;33324.14;1176.48;4500.95;1075.45;4247.98;6087.7;0;0;3593.64;1780.48;1.26;2523.79
M;40 t/m 44 jaar;MOERDIJK;1566;1546.47;825685.33;282478.79;258085.23;92005.15;38168.97;44340.86;60361.17;24608.87;24917.47;2893.32;9440.61;17772.57;0;0;10426.89;18296.22;5.98;11457.51
M;40 t/m 44 jaar;MOLENLANDEN;1587;1578.85;847424.5;238651.5;192610.22;94052.57;34935.65;42808.57;76261.16;17410.49;10370.96;1489.48;13313.44;19369.94;0;0;13784.03;5787.14;3.78;5278.86
M;40 t/m 44 jaar;MONTFERLAND;1429;1421.74;860312.69;283571.96;121872.21;85167.58;31255.7;39199.88;41167.9;10715.49;19299.76;7029.57;10119.77;11952.14;0;0;8140.44;11050.74;4.41;14132.3
M;40 t/m 44 jaar;MONTFOORT;545;539.96;372637.7;66532.74;62464.74;32269.15;10691.89;14745.27;8539.04;6756.39;6880.39;2023.38;418.49;4167.66;0;0;6694.87;229.31;2.2;3800.9
M;40 t/m 44 jaar;MOOK EN MIDDELAAR;308;306.62;144529.26;90526;143158.31;18187.07;7640.68;8714.76;19108.1;116.31;1643.74;88.58;0;1945.3;0;0;3708.91;413.37;0;3466.33
M;40 t/m 44 jaar;NEDER-BETUWE;805;803.67;400743.59;209672.89;98195.63;48516.7;28205.71;35444.05;50846.71;3903.68;18092.63;3320.91;368.57;9754.19;0;0;8550.54;5933.79;1.26;5479.01
M;40 t/m 44 jaar;NEDERWEERT;664;658.28;586384.58;109156.74;52000.93;39548.46;17767.56;24983.64;26233.18;5867.65;17174.38;3016.16;10956.01;21679.95;0;0;5214.9;3754.4;0;12333.9
M;40 t/m 44 jaar;NIEUWEGEIN;2334;2319.68;1355964.38;558611.12;635297.65;137284.23;58231.63;76848.47;73559.19;23368.31;23270.27;9158.38;2592.45;34027.91;0;0;29144.39;17275.16;17.95;45508.63
M;40 t/m 44 jaar;NIEUWKOOP;1096;1088.28;638383.88;158935.63;89058.8;62929.85;22757.67;34844.02;27401.64;4975.67;6856.52;2474.47;2898.82;11037;0;0;4634.29;8432.29;6.3;633.09
M;40 t/m 44 jaar;NIJKERK;1578;1574.27;920089.8;242302.8;295683.92;93789.93;33000.36;52944.63;90766.37;8963.2;24414.75;3615.6;13482.26;13343.7;0;0;20489.68;1885.77;12.6;27131.52
M;40 t/m 44 jaar;NIJMEGEN;5962;5824.52;4849066.2;1264343.76;2158123.96;342685.85;141108.21;194961;255235.52;42810.78;68975.22;18880.66;18795.17;81580.15;0;0;80045.74;45585.57;26.13;54478.06
M;40 t/m 44 jaar;NISSEWAARD;3079;3043.87;1863889.81;713884.83;1013042.69;179778.46;76681.03;88579.1;122578.98;50721.32;27452.34;8335.99;724.43;50462.74;0;0;13293.18;11645.01;8.82;24657.33
M;40 t/m 44 jaar;NOARDEAST-FRYSLAN;1805;1798.43;1046827.6;482367.94;313506.91;107621.19;37024.1;66933.99;71352.61;16882.52;20633.33;5401.7;8799.11;35343.5;0;0;10042.88;2102.79;1672.58;9685.55
M;40 t/m 44 jaar;NOORD-BEVELAND;300;297.38;132331.86;56798.12;91639.24;17764.29;7298.99;11563.09;16169.67;1256.25;4165.16;451.23;1527.6;5319.51;0;0;1805.64;25941.69;0;1605.3
M;40 t/m 44 jaar;NOORDENVELD;1110;1103.57;726884.55;186735.25;167180.3;65195.82;24943.54;38877.36;42803.8;3976.27;5687.13;2365.36;921.32;20761.52;0;0;12126.24;2558.23;76.54;4987.02
M;40 t/m 44 jaar;NOORDOOSTPOLDER;1748;1729.57;1296912.95;230282.2;196620.59;102915.29;35019.48;58200.72;54791.51;17028.32;36574.7;3836.88;5899.7;43720.31;0;0;11412.98;42230.86;153.02;7676.92
M;40 t/m 44 jaar;NOORDWIJK;1538;1515.29;830974.14;338783.09;370583.84;88348.83;32195;52032.87;55720.71;4490.03;19038.24;5179.14;4043.1;19169.47;0;0;13968.67;13552.65;6.92;25403.53
M;40 t/m 44 jaar;NUENEN CA;786;783.08;405898.79;174401.37;58855.43;47243.32;16755.18;20550.23;51429.71;7983.63;14732.55;2556.98;694.98;3983.81;0;0;6562.22;24792.1;1.26;4687.37
M;40 t/m 44 jaar;NUNSPEET;911;909.27;406295;155805.37;99798.42;53935.56;18433.08;38752.39;51655.69;9703.23;13520.35;1922.29;4330.97;9860.41;0;0;4717.54;1393.54;10.08;4023.39
M;40 t/m 44 jaar;OEGSTGEEST;771;762.93;235225.01;109370.03;287496.44;44747.96;14818.25;23774.14;27092.68;501.54;5460.96;293.97;0;5642.98;0;0;8531.07;1561.53;6.3;814.43
M;40 t/m 44 jaar;OIRSCHOT;689;687.98;285973.91;92144.58;46106.96;41455.83;18594.34;19116.86;22550.14;2543.77;8713.13;1958.61;2206.48;6054.2;0;0;6788.95;6670.49;0;6267.89
M;40 t/m 44 jaar;OISTERWIJK;953;948.69;733395.9;164338.03;151174.33;57108.66;22452.12;26876.13;30331.85;10924.03;8653.92;1135.06;4917.86;5256.51;0;0;9421.85;30470.91;0;3224.55
M;40 t/m 44 jaar;OLDAMBT;1583;1572.37;1236093.26;352835.48;376109.61;93997.14;37532.83;56519.2;77038.35;22237.5;16886.95;3933;19933.43;26305.51;0;0;6485.38;8356.02;43.75;18990.35
M;40 t/m 44 jaar;OLDEBROEK;824;822.46;495415.66;127913.46;128664.11;49590.32;16818.04;26876.87;31795.13;7324.06;12181.01;819.03;189.17;9655.04;0;0;5177.75;2572.34;6.3;5158.77
M;40 t/m 44 jaar;OLDENZAAL;1179;1170.62;559519.23;189909.86;302236.44;68813.55;25243.31;39259.89;50625.49;7581.72;9579.39;4562.12;908.28;11630.87;0;0;8610.03;9130.56;8.82;7383.12
M;40 t/m 44 jaar;OLST-WIJHE;706;702.77;334222.52;104848.5;40581.01;41462.09;13787.94;23756.21;19523.8;3859.27;8463.61;2893.13;2363.13;7114.8;0;0;2323.31;16936.53;6.3;2342.39
M;40 t/m 44 jaar;OMMEN;612;608.56;333514.34;63589.06;64054.1;36510.9;11574.72;24925.06;26238.97;2312.79;8427.5;2238.45;0;6861.19;0;0;3609.11;5085.15;12.28;5159.58
M;40 t/m 44 jaar;OOST GELRE;1087;1081.03;546204.36;218794.61;223791;65353.49;21806.54;40613.33;83364.23;13976.78;15381.24;3189.45;12115.23;8389.26;0;0;9734.18;2417.95;1.26;2471.96
M;40 t/m 44 jaar;OOSTERHOUT;2104;2086.86;1181486.6;372279.7;411882.78;124964.42;47466.46;55121.18;88979.28;15270.56;50170;3766.58;3181.79;19541.9;0;0;18981.12;29449.04;6.61;16494.79
M;40 t/m 44 jaar;OOSTSTELLINGWERF;971;967.91;461976.81;162829.84;226017.03;57453.09;21720.57;30522.04;22440.76;3011.5;7731.22;1971.79;3287.1;17880.44;0;0;7150.17;42390.83;669.25;4384.41
M;40 t/m 44 jaar;OOSTZAAN;360;357.87;184401.51;52658.25;37805.11;21665.98;6742.96;9633.81;2660.65;6595.91;3904.85;1102.89;0;1269.37;0;0;1352.65;510.98;2.52;1882.72
M;40 t/m 44 jaar;OPMEER;435;434.11;207748.46;70388.18;23896.15;25325.98;8746.2;12571.15;6060.01;1767.32;3209.1;325.68;8953.8;3943.77;0;0;2765.3;555.22;6.3;1520.29
M;40 t/m 44 jaar;OPSTERLAND;1179;1175.94;512105.84;203609.56;146833.28;69376.32;22475.17;37172.83;34216.73;1859.34;15824.66;2726.94;1400.56;21120.53;0;0;5321.62;14478.21;890.57;7339.29
M;40 t/m 44 jaar;OSS;3602;3568.52;2765037.96;614658.85;480334.9;212260.75;83834.17;110405.44;179680.1;47196.42;57261.56;21443.17;11263.21;47638.17;0;0;30658.99;11014.47;10.08;21278.07
M;40 t/m 44 jaar;OUDE IJSSELSTREEK;1591;1579.2;1009439.13;266698.83;320942.9;95169.41;37271.57;51858.92;69687.92;15427.42;39418.02;6234.56;8007.23;17901.66;0;0;10523.47;12400.82;2.52;5379.67
M;40 t/m 44 jaar;OUDER-AMSTEL;530;521.21;183008.84;72997.81;202478.93;31224.3;9911.39;14808.76;11833.46;3547.91;924.9;540.3;428.54;3269.94;0;0;3824.77;2940.77;3.46;8511.98
M;40 t/m 44 jaar;OUDEWATER;434;433.08;313493.81;61351.81;16389.07;25755.29;7046.32;10167.74;3426;368.17;5989.21;682.04;0;4818.06;0;0;4766.92;1467.97;2.52;453.96
M;40 t/m 44 jaar;OVERBETUWE;1922;1914.19;913718.15;380232.48;236852.2;115158.54;40139.64;54825.81;65101.84;19326.96;27752.08;6869.75;21055.7;21546.19;0;0;16611.01;5067.7;8.5;16009.81
M;40 t/m 44 jaar;PAPENDRECHT;1252;1244.99;1227181.88;153086.88;103634.06;73583.16;25060.63;30031.82;89860.91;7128.16;13298.04;5997.78;2516.6;22575.93;0;0;7481.88;18748.65;4.41;7855.81
M;40 t/m 44 jaar;PEEL EN MAAS;1699;1688.93;887611.63;264578.21;159160.1;100473.52;43523.54;57779.58;60166.37;14316.66;32617.16;6169.62;10010.52;14902.57;0;0;6646.95;13485.85;1.26;11347.24
M;40 t/m 44 jaar;PEKELA;494;492.91;392106.74;129234.84;203921.07;27526.26;13092.65;18495.62;14312.8;4273.89;6640.17;884.67;4242.49;13261.23;0;0;4726.78;133.27;6.3;1164.79
M;40 t/m 44 jaar;PIJNACKER-NOOTDORP;2517;2504.69;1427247.97;440083.95;323167.19;148666.2;52934.17;57867.29;52046.72;9332.05;26290.69;7045.67;244.71;12239.18;0;0;13019.83;34291.89;8.82;7395.38
M;40 t/m 44 jaar;PURMEREND;3158;3133.5;1984403.56;656168.67;697291.96;184660.68;75373.06;148480.16;77212.01;22348.81;23208.83;8813.92;8926.73;52316.55;0;0;21323.81;75619.8;28.35;25225.18
M;40 t/m 44 jaar;PUTTEN;842;836.69;380439.88;100675.65;59251.82;49721.07;19802.1;24337.88;67155.45;2642.87;11476.09;2877.01;1123.85;7702.84;0;0;9058.37;4660.71;3.78;7439.37
M;40 t/m 44 jaar;RAALTE;1239;1233.98;683674.88;169487.85;83653.56;74096.82;24020.93;49529.46;35485.06;6664.42;15278.9;3987.24;8294.32;11699.38;0;0;7286.76;3929.94;7.56;3900.74
M;40 t/m 44 jaar;REIMERSWAAL;770;763.44;347872.95;124553.07;95467.19;44946.16;16239.96;31556.03;20197.32;2203.85;11549.4;3999.95;424.73;10769.1;0;0;1172.22;42439.13;2.52;7073.44
M;40 t/m 44 jaar;RENKUM;1106;1099.12;614099.25;259523.6;873148.65;64536.03;22147.38;27575.55;23293.85;18350.84;8066.61;1551.19;969.51;11329.3;0;0;14482.36;6498.97;8.5;6623.11
M;40 t/m 44 jaar;RENSWOUDE;200;200;82065.75;39563;45019.98;11928.31;4703.85;6957.83;3687.54;2939.52;678.09;458.09;0;4861.48;0;0;1428.92;108.32;2.52;1355.41
M;40 t/m 44 jaar;REUSEL-DE MIERDEN;391;386.67;202478.84;56912.49;91563.96;22726.44;9068.98;11740.3;22896.16;4337.68;5359.63;580.69;17103.19;3776.96;0;0;4579.32;9463.83;0.94;3405.62
M;40 t/m 44 jaar;RHEDEN;1545;1535.6;1115407.55;279218.83;322839.59;91591.87;35537.8;56836.81;58748.39;7188.35;31912.8;7888.74;9106.57;18407.33;0;0;11753.48;5133.86;6.3;18564.25
M;40 t/m 44 jaar;RHENEN;695;691.46;254053.82;75466.97;126944.4;40078.76;13703.26;24335.17;8956.53;9708.64;2433.13;2181.43;51.58;9480.32;0;0;4932.95;642.33;3.78;1376.68
M;40 t/m 44 jaar;RIDDERKERK;1612;1600.36;995745.54;452506.05;272817.47;95135.3;40283.3;53158.43;52686.97;7121.65;19443.78;2609.27;365.87;21899.1;0;0;5645.87;3940.82;6.3;4935.07
M;40 t/m 44 jaar;RIJSSEN-HOLTEN;1375;1373.33;922213.16;240730.17;243463.76;82566.73;35669.15;49785.62;52762.81;14992.85;18427.51;3330.24;561.88;23592;0;0;6128.66;12343.13;8.82;10919.71
M;40 t/m 44 jaar;RIJSWIJK;1527;1505.87;865317.28;354552.58;521747.68;88330.89;32497.9;32684.34;64897.86;9545.55;20551.87;4261.13;4696.68;18594.93;0;0;6193.2;17336.87;7.55;18102.34
M;40 t/m 44 jaar;ROERDALEN;796;790.77;641114.73;158918.31;64865.56;46600.78;19832.46;28937.7;23065;8002.82;15239.49;2003.44;7661.37;11594.47;0;0;3667.6;32657.61;2.52;8576.21
M;40 t/m 44 jaar;ROERMOND;2142;2114.95;1369824.43;540406.41;549229.18;126854.89;52083.51;74972.57;109173.3;43129.37;34813;4819.36;8228.15;31074.61;0;0;12481.08;57680.76;3.78;23463.27
M;40 t/m 44 jaar;ROOSENDAAL;2920;2897.67;1534854.09;657492.5;602962.59;170865.92;67894.9;79117.44;130846.16;44721.97;53795.52;9202.24;150.74;30919.76;0;0;9362.34;62122.1;6.93;32154.73
M;40 t/m 44 jaar;ROTTERDAM;23268;22851.59;16224937.4;6620880.43;12103128.98;1367054.23;586053.27;671099.06;809541.9;191171.07;149406.06;53656.07;51044.45;403664.19;0;0;74500.21;316339.31;83.78;204712.18
M;40 t/m 44 jaar;ROZENDAAL;46;45.25;8926.34;3958.76;111.99;2736.49;590.99;914.51;0;0;0;87.58;0;0;0;0;0;0;0;770.5
M;40 t/m 44 jaar;RUCPHEN;897;892.56;652469.68;265669.61;166649.15;53625.64;23958.38;25960.37;27679.53;22182.7;18978.15;2245.52;3887.82;12340.03;0;0;2956.7;48724.64;1.26;10801.69
M;40 t/m 44 jaar;S GRAVENHAGE;20572;20123.84;13788882.3;5733460.8;8617281.38;1187743.6;530585.91;457638.16;694147.82;185516.02;219197.19;71843.15;54538.52;277291.32;0;170.22;90041.87;282328.11;123.08;300823.66
M;40 t/m 44 jaar;S HERTOGENBOSCH;6284;6198.69;3905874.78;1280773.79;2031169.2;363196.73;140487.52;175172.6;238297.98;42752.88;67423.16;15774.65;21153.94;75490.93;0;0;67983.02;39477.92;19.2;63293.39
M;40 t/m 44 jaar;SCHAGEN;1839;1786.72;957189.27;222282.96;186351.02;105676.31;36067.68;56891.24;82478.38;6876.93;22704.57;2292.69;14013.55;28948.98;0;0;7372.04;10452.92;27.72;5129.25
M;40 t/m 44 jaar;SCHERPENZEEL;345;343.4;139648.71;74833.43;58003;20671.38;6340.41;8857.58;7521.44;6565.33;1787.08;645.03;0;6538.88;0;0;4438.97;33.4;1.26;3270.86
M;40 t/m 44 jaar;SCHIEDAM;3096;3049.35;2250264.48;804233.51;677217.05;179170.26;77353.32;77849.21;88042.24;16546.11;14510.74;9839.52;1177.13;58954.84;0;0;19627.48;20062.79;6.93;22521.83
M;40 t/m 44 jaar;SCHIERMONNIKOOG;33;33;21699.17;3851.25;35113.1;1873.01;740.87;5805.21;668.69;59.49;2650.78;153.14;0;559.88;0;0;0;0;27.72;0
M;40 t/m 44 jaar;SCHOUWEN-DUIVELAND;1237;1232.49;751865.87;335747.78;207936.64;73354.83;26404.95;43574.52;57190.01;2823.04;14024.72;4701.75;7088.75;38851.65;0;0;6415.23;20845.15;2.52;6866.3
M;40 t/m 44 jaar;SIMPELVELD;366;361.27;183795.35;48353.54;156889.49;21567;9808.82;12156.69;12281.93;2225.98;4664.73;479.23;47.76;4785.17;0;0;4571.13;10578.82;0;16314.73
M;40 t/m 44 jaar;SINT ANTHONIS;464;462.71;176657.58;47862.89;39351.14;26707.75;8796.13;11994.87;19246.08;2522.76;3871.06;1602.74;1206.65;3332.37;0;0;6923.11;12402;0;1967.86
M;40 t/m 44 jaar;SINT-MICHIELSGESTEL;1084;1077.68;698176.22;178228.22;141486.62;63220.59;27661.14;28865.27;27236.92;17901.4;9467.69;4068.15;704.07;17340.51;0;0;10739.44;3900.52;6.3;5837.05
M;40 t/m 44 jaar;SITTARD-GELEEN;3349;3311.89;2376218.58;915448.2;1482142.56;195928.15;100943.86;121224.71;173457.39;22041.47;48174.43;8623.35;12020.8;37398.27;0;0;20817.42;104865.66;6.3;35801.21
M;40 t/m 44 jaar;SLIEDRECHT;908;902.91;406045.62;228054.2;142145.4;50757.97;18238.34;17250.88;41019.32;6104.14;8741.64;869.27;727.63;11817.18;0;0;3475.17;3759.18;3.78;8896.97
M;40 t/m 44 jaar;SLUIS;782;777.04;360020.06;185070.15;105420.63;44931.32;18770.51;28112.36;27037.44;3014.04;12433.27;603.21;7807.25;17240.46;0;0;4398.45;150990.18;2.52;2647.61
M;40 t/m 44 jaar;SMALLINGERLAND;2119;2105.32;1451305.59;506781.71;590948.83;126070.26;45404.52;72287.82;106027.22;17178.3;8984.87;6273.71;19689.42;35197.15;0;0;18138.67;9141.25;1676.19;12288.55
M;40 t/m 44 jaar;SOEST;1642;1633.93;944300.13;321202.4;518222.3;96847.2;36165.35;53067.64;45781.33;9051.19;18497.44;3496.21;5210.43;17158.61;0;0;14221.53;38799.79;9.13;9417.41
M;40 t/m 44 jaar;SOMEREN;683;681.07;451503.16;89949.73;62253.98;41026;15134.03;19826.79;31079.01;2342.59;27288;4323.18;2933.87;6692.9;0;0;4074.81;5426.89;0;2478.5
M;40 t/m 44 jaar;SON EN BREUGEL;627;623.92;577177.16;124793.55;33440.02;37059.95;13056.17;14603.02;24758.31;5131.84;6785.33;3185.9;2065.74;1504.42;0;0;6541.26;1341.43;1.26;7298.96
M;40 t/m 44 jaar;STADSKANAAL;1241;1234.6;835043.3;272307.77;178860.48;73464.45;33780.72;51282.39;75576.83;21188.47;14296.91;4381.99;2181.9;21295.36;0;0;10750.65;1498.71;30.86;7900.19
M;40 t/m 44 jaar;STAPHORST;578;572.68;528185.65;73770.46;18121.17;34055.42;9433.41;14440.02;25188.75;5623.53;2604.68;746.98;2062.86;2749.4;0;0;2005.05;1014.7;10.08;2475.78
M;40 t/m 44 jaar;STEDE BROEC;824;819.39;374425.97;128702.22;183919.65;48635.41;16774.76;20757.57;21804.36;10444.11;8822.47;1367.38;1659.85;11571.48;0;0;5642.12;608.09;7.56;6053.31
M;40 t/m 44 jaar;STEENBERGEN;927;926.94;617863.8;145871.84;254184.28;55345.66;22494.47;23864.38;19898.36;12190.27;13914.79;3322.43;1304.31;9910.63;0;0;4572.24;15634.64;5.04;7725.47
M;40 t/m 44 jaar;STEENWIJKERLAND;1624;1618.46;1024977.82;394449.82;413565.7;96900.28;34316.16;57322.02;64639.81;7310.71;20737.11;2187.67;13939.35;19460.63;0;0;12193.17;36666.64;203.43;9619.32
M;40 t/m 44 jaar;STEIN;925;919.65;585091.44;174471.64;132244.21;55131.52;25344.92;31554.74;36625.71;9104;15968.38;2564.03;218.76;8010.81;0;0;5833.45;35990.88;1.26;8235.3
