GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_EERSTELIJNS_PSYCHOLOGISCHE_ZORG;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_OVERIG
M; 0 t/m  4 jaar;BERGEN OP ZOOM;1607;1434.05;2069270.31;231450.78;21012.19;82508.2;51965.15;111209.71;76923.14;20429.45;38696.8;42634.51;6939.7;23193.35;0;0;612.7;62574.81;1.26;5272.29
M; 0 t/m  4 jaar;BERKELLAND;1141;1041.23;1020958.44;124014.89;20660.97;60300.04;33649.93;59604.45;29175.89;17620.28;43924.72;69805.65;4546.56;13735.93;0;0;1185.3;836.56;1.89;144
M; 0 t/m  4 jaar;BERNHEZE;839;752.16;779357.22;66682.25;10379.44;43287.68;28792.11;49323.06;15050.48;16228.87;17022.24;30890.56;6375.71;7986.41;0;0;211.17;2775.96;4.72;99.17
M; 0 t/m  4 jaar;BEST;784;704.28;763012.53;54780.9;2822.02;40595.94;28022.05;45739.44;11824.21;11940.63;13086.5;21990.06;0;6929.56;0;0;741.08;3823.81;3.78;141.42
M; 0 t/m  4 jaar;BEUNINGEN;616;548.15;686084.96;72326.48;36301.41;31799.83;20789.23;45653.36;15901.3;18852.28;36214.66;26478.35;801.06;11033.91;0;0;666.25;2156.66;2.52;112.99
M; 0 t/m  4 jaar;BEVERWIJK;1199;1064.42;1056134.99;120043.29;11799.02;59968.94;33153.38;68561.36;39570.94;21486.46;24641.08;20725.54;572.47;12584.91;0;0;0;1425.61;11.96;243.59
M; 0 t/m  4 jaar;BLADEL;497;444.25;499547.96;37875.62;6374.72;25712.12;16122.86;30657;14971.07;10347.75;9751.27;16086.78;102.49;5536.44;0;0;865.68;3095.15;0;0
M; 0 t/m  4 jaar;BLARICUM;165;148.55;227833.22;20735.25;1067.6;8636.2;4529.09;9141.22;5210.89;2654.14;4210.54;4646.27;0;725.53;0;0;332.72;305.65;0;257.72
M; 0 t/m  4 jaar;BLOEMENDAAL;478;444.42;381414.59;39551.65;582.78;25881.4;12718.73;22367.17;11126.78;7369.65;10247.98;8042.75;0;7636.7;0;0;0;3145.12;5.98;187.12
M; 0 t/m  4 jaar;BODEGRAVEN-REEUWIJK;969;865.29;1110597.62;86512.34;21462.35;49883.78;27154.37;51226.14;30013;14502.53;26858.39;29644.24;473.68;6083.92;0;0;0;4797.93;7.56;173.94
M; 0 t/m  4 jaar;BOEKEL;283;260.49;409666.62;23560.27;6388.23;14908.3;8768.53;13208.54;9622.09;6917.54;6995.47;15745.54;20392.38;1097.68;0;0;0;360.2;0;0
M; 0 t/m  4 jaar;BORGER-ODOORN;583;527.29;604019.35;67820.21;121380.99;29680.06;16944.96;34879.68;18343.99;9037.7;11643.39;28576.16;9711.05;6018.45;0;0;0;95.78;14.17;35.23
M; 0 t/m  4 jaar;BORNE;621;558.6;582865.21;43498.56;1557.97;32010.45;17596.32;35095.01;21750.19;9660.37;21330.49;21421.2;184.19;7573.9;0;0;383.28;940.89;5.04;28.97
M; 0 t/m  4 jaar;BORSELE;642;590.03;522653.65;68269.22;26319.87;33279.33;15015.91;40731.94;18478.87;7197.38;19800.47;15226.72;4981.19;8316.37;0;0;0;3967.63;0;8566.92
M; 0 t/m  4 jaar;BOXMEER;696;632.51;728558;36133.49;25489.7;36511.06;19126.87;41031.19;20596.99;14050.81;26030.83;17796.65;15885.33;7666.98;0;0;285.22;6118.04;1.26;116.62
M; 0 t/m  4 jaar;BOXTEL;836;761.33;790272.47;83840.95;14199.15;44577.57;27582.48;33492.22;39765.59;17126.5;23561.67;20809.14;0;8269.56;0;0;827.5;6522.51;0;3523.02
M; 0 t/m  4 jaar;BREDA;5077;4516.29;5129050.16;519926.49;75031.34;258537.59;148917.75;245927.1;247528.54;84073.08;232399.24;156456.87;1356.98;47065.64;0;0;2405.73;18570.76;17.95;384.44
M; 0 t/m  4 jaar;BRIELLE;349;318.97;368515.49;49659.31;2625.27;18516.7;9771.02;20973.3;13500.61;4186.58;7999.85;6293.58;0;3045.88;0;0;0;2397.52;2.52;39.16
M; 0 t/m  4 jaar;BRONCKHORST;780;714.48;661503.82;59294.45;3835.17;41704.15;21908.98;45130.95;24972.58;17626.61;32156.72;14773.27;0;7978.67;0;0;1915.48;518.6;3.78;30.79
M; 0 t/m  4 jaar;BRUMMEN;471;430.23;374694.14;60283.47;11006.82;24574.33;13330.45;23794.53;11843.92;5409.27;9882.44;18395.17;0;4437.71;0;0;480.24;1797.56;2.52;0
M; 0 t/m  4 jaar;BRUNSSUM;657;574.84;776612.46;139744.08;35045.8;32664.6;17983.63;33288.27;53250.04;10910.57;16793.41;24470.47;773.57;10166.62;0;0;674.45;13355.13;0;1257.14
M; 0 t/m  4 jaar;BUNNIK;396;369.64;245256.32;25637.48;3397.34;21676.6;10207.69;21443.13;4150.61;4668.14;9672.43;20103.5;0;1797.87;0;0;914.52;1196.98;2.52;185.62
M; 0 t/m  4 jaar;BUNSCHOTEN;698;630.56;866633.03;81751.96;17614.59;37352.88;24380.79;41487.09;28901.14;11783.75;21624.11;34744.52;736.19;4742.07;0;0;1028.52;3310.24;7.23;40.37
M; 0 t/m  4 jaar;BUREN;688;629.19;724738.32;91056.5;24372.56;36171.64;18648.5;37036.49;10234.49;13893.45;10417.73;23429.92;2230.44;7904.81;0;0;1547.95;1900.52;7.56;562.4
M; 0 t/m  4 jaar;CAPELLE AAN DEN IJSSEL;1885;1692.52;1825262.5;179347.37;122303.73;96352.7;59781.86;137849.42;58699.83;20657.14;32784.48;41465.04;5606.61;20538.16;0;0;875.37;4000.87;2.83;3196.16
M; 0 t/m  4 jaar;CASTRICUM;712;649.44;505328.59;47726.3;4505.35;37454.8;19762.07;25966.57;10514.78;6301.09;9299.51;13078.98;0;6834.38;0;0;580.38;3055;10.07;64.04
M; 0 t/m  4 jaar;COEVORDEN;921;834.33;754809.82;88911.1;87011.08;47760.17;28549.02;70571.94;60977.34;15954.06;28508.15;26886.37;1880.9;14862.38;0;0;219.91;296.75;21.09;70
M; 0 t/m  4 jaar;CRANENDONCK;521;471.79;638282.78;54895.84;3480.67;26929.99;16460.16;29246.35;15570.43;8613.15;13333.9;24963.33;2038.15;6688.91;0;0;0;3457.88;0.63;0
M; 0 t/m  4 jaar;CUIJK;644;581.04;716120.75;58001.98;8231.75;33016.41;19280.68;44240.79;24848.92;12334.35;29403.7;28177.52;6049.15;6915.88;0;0;0;1859.66;4.41;66.3
M; 0 t/m  4 jaar;CULEMBORG;814;736.24;507388.92;61588.69;4921.48;40296.17;21238.85;39999.73;16502.64;19583.03;34963.59;41950.82;400.12;8052.93;0;0;980.81;6123.98;4.09;93.26
M; 0 t/m  4 jaar;DALFSEN;748;684.67;514826.38;24186.83;14294.99;40331.67;17967.11;40458.63;19969.44;11230.13;20842;26347.65;2565.73;7539.53;0;0;0;215.06;8.19;0
M; 0 t/m  4 jaar;DANTUMADIEL;531;480.98;381547.76;30744.3;3208.24;27712.01;12381.87;24961.25;13484.67;7328.91;13060.54;24768.61;560.21;7515.64;0;0;0;964.42;454.5;5666
M; 0 t/m  4 jaar;DE BILT;1063;972.35;781222.46;104784.22;21624.29;55975.5;29349.22;50095.8;37627.49;22357.78;40809.64;38457.53;0;13343.69;0;186.65;487.36;9828.27;6.93;5849.1
M; 0 t/m  4 jaar;DE FRYSKE MARREN;1439;1286.33;1167630.56;92630.2;13704.19;72325.01;35590.8;73755.36;38480.59;16638.24;26889.57;32087.28;4189.4;14658.32;0;0;427.68;721.14;946.63;89.7
M; 0 t/m  4 jaar;DE RONDE VENEN;1082;976.73;851305.51;72818.05;37394.44;55773.07;31339.22;57874.38;24256.69;22436.73;21551.85;23354.14;0;21801.87;0;0;277.26;2820.03;8.17;454.43
M; 0 t/m  4 jaar;DE WOLDEN;545;495.69;758914.65;43999.1;37222.89;28859.8;15077.99;31461.43;29673.68;10612.89;19111.43;20313.1;494.56;12929.36;0;0;914.66;1844.29;12.91;367.74
M; 0 t/m  4 jaar;DELFT;2270;2016.28;2554825.44;196273.08;35425.26;115234.08;62856.84;151098.61;90252.54;27631.24;45978.07;36619.3;728.17;22715.34;0;0;1995.27;12859.7;22.66;8802.1
M; 0 t/m  4 jaar;DELFZIJL;626;562.99;630775.91;45108.2;140998.27;32463.54;19284.95;38582;36136.35;10216.93;36956.98;15806.38;1513.46;6936.81;0;0;911.14;67.04;3.15;80.91
M; 0 t/m  4 jaar;DEN HELDER;1443;1304.1;1365850.35;124401.25;123955.79;74092.79;40252.46;111085.57;36797.29;26310.92;46845.55;50309.81;3215.79;22568.92;0;0;420.1;2117.98;19.18;151.07
M; 0 t/m  4 jaar;DEURNE;776;699.74;714152.32;66281.95;28401.73;40515.31;24068.43;47807.9;33986.54;13101.72;38763.92;21031.18;8155.36;7648.6;0;0;0;1226.96;0;57.82
M; 0 t/m  4 jaar;DEVENTER;2954;2669.87;2731920.06;273590.31;77160.6;156256.56;79849.44;199761.44;107647.9;40882.39;54623.73;72158.36;5400.66;52485.01;0;0;1344.35;9146.61;28.94;411.5
M; 0 t/m  4 jaar;DIEMEN;649;581.32;621534.27;54751.77;52060.77;32849.11;17026.83;44540.66;19515.21;12251.22;7897.59;12431.26;0;12605.04;0;0;0;3376.25;3.46;8653.18
M; 0 t/m  4 jaar;DINKELLAND;660;595.59;489271.01;76488.92;8613.02;34006.85;14717.21;31200.54;13217.38;9768.53;13065.89;17307.73;187.62;6112.49;0;0;586.1;2413.33;0.94;0
M; 0 t/m  4 jaar;DOESBURG;274;247.34;319689.29;30616.08;11682.33;14376.41;9823.17;23099.68;13191.57;4863.89;11344.48;6934.23;0;4648.4;0;0;245.06;2033.66;1.26;23.41
M; 0 t/m  4 jaar;DOETINCHEM;1499;1347.37;1638557.53;153189.37;26940.07;77100.54;40129.98;90511.97;39038.81;23076.45;63719.23;61905.95;441.89;20148.84;0;0;916.29;2289.87;9.13;106.28
M; 0 t/m  4 jaar;DONGEN;650;595.02;540283.64;50903.42;33788.26;34736.12;20676.52;34798.31;32840.59;9863.44;13696.82;33979.11;1620.18;4168.43;0;0;35.65;1875.95;1.26;104.66
M; 0 t/m  4 jaar;DORDRECHT;3366;2988.37;3564231.05;366195.49;82827.81;168020.01;97037.43;204676.73;132186.66;38748.06;124290.68;108113.65;33519.02;35711.52;0;0;3045.54;11495.32;11.65;1410.33
M; 0 t/m  4 jaar;DRECHTERLAND;498;456.66;390858.4;28001.62;2701.79;26378.5;12640.6;23645.77;11979.92;11259.74;12095.09;7355.75;418.41;3481.32;0;0;1356.42;2755.29;9.45;31.12
M; 0 t/m  4 jaar;DRIMMELEN;653;588.66;535033.67;35317.01;3071.5;33572.48;19490.71;31279.03;38499.73;7899.22;18822.43;12967.4;0;5069.84;0;0;0;20005.97;1.26;0
M; 0 t/m  4 jaar;DRONTEN;1198;1073.33;1093397.87;81193.12;25633.54;61594.73;35128.63;88920.4;30137.44;17402.9;29012.93;36401.53;0;18976.19;0;0;1137.15;723.33;38.06;412.3
M; 0 t/m  4 jaar;DRUTEN;491;446.68;556809.68;53736.24;12405.11;26036.6;14336.82;29808.01;17826.1;13023.03;24721.32;28372.17;10460.04;2406.01;0;0;945.57;1934.27;0;24.69
M; 0 t/m  4 jaar;DUIVEN;616;556.79;630291.44;57513.88;25501.14;32154.7;18507.16;51322.02;11993.93;7802.58;15392.66;29296.56;645.73;7841.19;0;0;0;3841.69;0;43
M; 0 t/m  4 jaar;ECHT-SUSTEREN;626;574.33;597970.9;85206.66;26437.19;32392.17;19585.32;37465.28;36845.71;12523.06;37504.44;26916.19;10896.4;9128.81;0;0;426.21;75611.77;2.2;61.19
M; 0 t/m  4 jaar;EDAM-VOLENDAM;948;862.74;825629.1;154668.52;27064.51;50511.68;36181.88;49282.05;25512.05;14188.17;21041.32;20436.77;10881.03;14063.25;0;0;70.33;22047.8;10.08;19.2
M; 0 t/m  4 jaar;EDE;3208;2900.76;2445597.53;236887.43;42393.98;165370.47;77640.44;173216.8;74341.44;50991.86;94288.06;68293.76;1086.84;22333.43;0;0;808.26;4702.53;22.04;5726.83
M; 0 t/m  4 jaar;EEMNES;254;230.97;155605.34;27708.94;2369.89;13284.29;6883.52;13450.68;2671.23;2645.08;4334.8;5805.81;0;1678.44;0;0;435.28;2881.79;4.72;40.3
M; 0 t/m  4 jaar;EERSEL;443;396.42;508374.64;52735.19;0;22754.5;13806.29;32189.15;8002.08;8643.09;10541.27;11320.28;0;7063.86;0;0;152.43;1656.81;2.52;32.56
M; 0 t/m  4 jaar;EIJSDEN-MARGRATEN;473;419.92;341080.12;71101.85;546.48;23513.6;12171.24;22588.09;14213.39;7352.49;8430.76;24697.74;0;1837.51;0;0;958.12;7557.45;0;82.9
M; 0 t/m  4 jaar;EINDHOVEN;6199;5510.8;6167372.22;470830.76;109727.2;315099.88;212838.93;367535.82;157366.63;81075.98;124199.27;177759.86;1714.94;53328.42;0;0;870.04;181836.76;23.28;63280.83
M; 0 t/m  4 jaar;ELBURG;722;639.77;528212.18;51305.35;5189.25;37126;18393.32;42363.88;25975.61;9861.66;18162.69;13757.27;370.91;4615.09;0;0;0;594.27;5.35;18.94
M; 0 t/m  4 jaar;EMMEN;2739;2455.08;2645826.15;259231.52;342576.48;137565.81;81140.39;220466.65;128452.1;51403.43;26181.57;54425.03;7968.79;25389.44;0;0;0;2810.55;41.86;101.99
M; 0 t/m  4 jaar;ENKHUIZEN;548;494.47;350773.12;37465.94;14567.59;28436.93;14176.62;26122.9;11357.47;10895.51;8556.07;15029.74;0;5189.26;0;0;5731.06;1804.51;5.97;23.16
M; 0 t/m  4 jaar;ENSCHEDE;4371;3897.3;5034397.59;504551.32;214535.94;222130.57;119002.45;261888.54;110841.06;78456.81;153810.11;145287.33;6079.69;81258.73;0;0;879.57;10313.54;33.36;24923.96
M; 0 t/m  4 jaar;EPE;765;692.15;582945.28;72716.32;7208.85;40919.61;20906.93;43458.63;48331.96;14162.49;25311.26;21707.82;7069.08;13004.66;0;0;0;2314.83;2.52;95.54
M; 0 t/m  4 jaar;ERMELO;600;532.51;508562.18;45215.97;0;30069.17;14676.73;31823.27;26835.78;8382.07;23553.45;19871.86;0;6426.03;0;0;350.38;1487.06;6.3;17.2
M; 0 t/m  4 jaar;ETTEN-LEUR;1234;1119.85;1023799.86;176834.29;63588.26;64706.66;38787.74;79796.46;58644.45;18746.53;44504.26;48839.24;2413.16;23589.21;0;0;1284.75;11593.95;1.26;176.9
M; 0 t/m  4 jaar;GEERTRUIDENBERG;579;524.5;521836.01;39553.23;33650.45;30632.17;20204.17;31910.41;7329.89;10337.29;12432.35;21926.47;0;5447.67;0;0;0;2302.2;1.57;5
M; 0 t/m  4 jaar;GELDROP-MIERLO;954;861.84;966272.96;94541.39;14448.17;49298.78;32171.93;59133.66;28754.1;13945.47;20935.87;38402.49;1153.96;8686.63;0;0;611.06;10948.46;4.72;458.73
M; 0 t/m  4 jaar;GEMERT-BAKEL;818;755.39;876363.18;62673.87;4786.2;41756.66;22623.9;41457.26;26817.88;13664.84;45604.51;23689.04;1360.5;8318.05;0;0;441.67;2151.02;1.57;49.47
M; 0 t/m  4 jaar;GENNEP;465;424.39;343811.34;43803.31;2181.1;24861.98;13982.32;28346.58;11246.67;7160.56;29086.36;17562.03;0;2280.13;0;0;0;622.29;1.26;75.24
M; 0 t/m  4 jaar;GILZE EN RIJEN;686;626.88;546914.71;51586.38;11014.14;36160.8;21397.73;33228.97;16549.67;10522.35;16486.59;19009.15;0;3842.13;0;0;99.83;976.78;2.52;50.24
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1311;1170.6;1039029.87;135234.28;28245.75;67479.31;31626.37;72549.85;40705.3;25320.61;32901.37;47145.29;0;13254.48;0;0;861.69;2921.2;6.3;709.03
M; 0 t/m  4 jaar;GOES;888;791.76;747348.09;108670.29;59249.6;45993.99;22934.55;51227.06;38481.77;11982.83;45569.67;25938.56;1875.33;10867.23;0;0;0;37603.84;0;2877.65
M; 0 t/m  4 jaar;GOIRLE;669;593.14;662527.84;52631.16;8257.54;34260.93;18700.27;30796.24;30688.94;8319.41;24730.76;18918.89;1301.07;8634;0;0;84.05;2485.15;0.94;86.76
M; 0 t/m  4 jaar;GOOISE MEREN;1752;1609.14;1255826.32;132527.28;19509.53;92507.16;47842.2;89074.2;73087.6;32326.52;24094.91;33658.76;1054.95;14742.25;0;0;2545.58;5528.61;21.73;452.58
M; 0 t/m  4 jaar;GORINCHEM;1028;933.69;928704.99;110268.61;25695.57;52914.7;29678.61;64028.51;40529.28;13675.95;20152.06;28021.93;4905.79;10976.94;0;0;0;3094.56;5.34;76.46
M; 0 t/m  4 jaar;GOUDA;2153;1929.92;2031957.99;297759.58;49709.19;110387.3;67845.5;143219.33;74449.75;29549.25;67518.83;84008.22;2858.71;28179.43;0;0;0;7471.14;6.93;13837.72
M; 0 t/m  4 jaar;GRAVE;340;306.88;394447.38;39222.07;6691.07;17589.66;9695.76;19057.3;7522.23;5295.69;20090.47;15188.87;2053.25;6264.29;0;0;0;190.66;2.52;49.68
M; 0 t/m  4 jaar;GRONINGEN;5397;4757.27;4821598.99;398543.22;406482.56;272920.43;133155.49;317612.39;189178.22;68549.41;135574.26;85503.62;9048.39;63468.78;0;0;2858.37;12415.42;323.02;13543.89
M; 0 t/m  4 jaar;GULPEN-WITTEM;251;227.72;157650.13;21131.36;10416.02;12625.42;6731.93;13311.33;2779.53;6097.06;3798.84;7219.48;0;1650.69;0;0;76.06;1163.78;1.26;236.53
M; 0 t/m  4 jaar;HAAKSBERGEN;646;580.98;700992.47;88981.91;7160.19;33804.92;18655.52;32145.96;30949.52;10454.05;16370.27;29347.38;350.45;14144.47;0;0;0;626.29;2.83;10513.81
M; 0 t/m  4 jaar;HAAREN;302;274.55;353413.38;21833.59;3344.48;15604.82;8604.69;12518.24;11920.24;4538.39;5556.47;12584.2;5344.03;6447.12;0;0;0;1151.62;0;18.75
M; 0 t/m  4 jaar;HAARLEM;4752;4240.52;3550283.69;361002.05;103858.14;243555.61;129699.59;328038.88;171584.13;81192.72;107782.05;96381.11;0;45358.94;0;0;2576.91;42731.14;37.75;26172.59
M; 0 t/m  4 jaar;HAARLEMMERMEER;4709;4254.03;4367163.5;374925.67;175840.84;245112.02;136200.35;304511.49;139990.19;81630.29;81358.23;97908.85;759.28;64803.69;0;0;1648.63;19158.06;38.09;34646.86
M; 0 t/m  4 jaar;HALDERBERGE;639;578.58;650791.3;59886.76;45976;33265.58;18263.56;34614.24;28587.13;10191.52;39318.3;27053.54;1315.07;10286.89;0;0;1400.72;18677.32;1.89;18.62
