GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
M;30 t/m 34 jaar;MAASTRICHT;3238;3140.69;1603897.01;433245.05;1059978.12;171217.93;77874.86;115341.34;97945.32;19617.04;37843.74;8037.69;720.54;33259.33;0;0;29298.4;48786.36;38.25;0;31102.39
M;30 t/m 34 jaar;MEDEMBLIK;1087;1072.57;486618.53;67447.98;148546.03;59572.78;19519.78;32995.94;32404.89;6616.5;4034.13;458.1;451.53;8559.68;0;0;13402.01;10674.24;32.4;0;3517.65
M;30 t/m 34 jaar;MEERSSEN;368;362.5;155906.69;54414.95;57898.02;20273.45;9089.57;12052.1;10686.03;3811.9;86.16;1231.12;23.97;1376.81;0;0;5557.43;3241.87;1.35;0;3393.2
M;30 t/m 34 jaar;MEIERIJSTAD;2109;2086.32;791155.67;150394.05;478978.43;117373.08;42625.39;70278.1;66015.89;8765.98;37368.45;5890.64;12190.12;14997.48;0;0;20008.63;17212.38;27.9;0;6011.74
M;30 t/m 34 jaar;MEPPEL;975;963.83;342468.85;77814.63;306769.54;54538.67;20895.72;47129.8;17784.23;4275.36;4842.15;4633.99;3295.83;8270.38;0;0;8989.32;2251.28;66.15;0;1940.38
M;30 t/m 34 jaar;MIDDELBURG;1338;1322.97;492463.19;128855.22;174961.31;73606.35;24026.54;42524.93;15880.66;3761.38;4254.7;714.1;2504.93;14140.95;0;0;17401.84;50353.18;13.95;0;3006.41
M;30 t/m 34 jaar;MIDDEN-DELFLAND;436;426.56;123867.21;40591.01;26834.18;24277.19;6439.79;11879.32;1859.82;723.86;1046.15;1217.48;0;4288.77;0;0;431.1;382.2;8.1;0;321.17
M;30 t/m 34 jaar;MIDDEN-DRENTHE;704;697.71;259131.72;43512.16;252806.69;39773.16;12312.15;31820.68;13000;6157.28;6007.58;176.92;1405.32;16411.08;0;0;8482.64;1172.21;46.35;0;1037.65
M;30 t/m 34 jaar;MIDDEN-GRONINGEN;1542;1531.29;557134.11;162481.71;420641.13;86862.78;32631.6;73585.37;44500.5;9509.23;5688.1;1609.95;1042.01;19499.37;0;0;13016.23;9116.15;70.65;0;4832.51
M;30 t/m 34 jaar;MILL EN SINT HUBERT;232;230.04;162280.78;19449.09;16313.58;12347.4;4841.8;6911.71;8486.34;2342.06;4186.6;1362.69;504.3;4649.49;0;0;3431.24;1000.75;1.8;0;479
M;30 t/m 34 jaar;MOERDIJK;973;934.29;429912.89;162434.83;187180.68;48284.02;17658.4;26861.3;33632.25;5665.43;2701.7;825.87;3094;10685.52;0;0;11181.07;3117.83;9;0;1866.62
M;30 t/m 34 jaar;MOLENLANDEN;1059;1049.69;910139.51;116716.41;190461.76;60426.96;19814.12;34737.68;22736.27;9784.98;5761.36;616.92;8063.6;8652.42;0;0;3617.04;65239.89;21.15;0;967.52
M;30 t/m 34 jaar;MONTFERLAND;732;711.97;383530.58;76142.42;127507.13;40518.42;16189.88;32404.27;7577.23;1228.66;1855.72;2057.45;1193.27;8001.34;0;0;4845.68;628.64;15.75;0;5461.53
M;30 t/m 34 jaar;MONTFOORT;328;326.18;150226.61;18962;16747.76;18454.31;5398.18;16134.48;18610.28;0;3659.42;390.7;0;1410.74;0;0;1143.63;685.34;9;0;939.62
M;30 t/m 34 jaar;MOOK EN MIDDELAAR;91;89.2;37429.16;8762.67;129.08;5040.45;2177.77;3498.6;2811.63;1991.37;1040.76;132.3;0;716.68;0;0;1414.94;0;7.2;0;663.38
M;30 t/m 34 jaar;NEDER-BETUWE;524;519.53;204925.54;77278.39;204310.44;29794.68;12720.67;34955.93;22118.14;1890.55;4319.85;2337.23;733.87;6033.25;0;0;6621.37;408.5;10.8;0;1526.64
M;30 t/m 34 jaar;NEDERWEERT;413;401.95;170506.15;34124.54;17154.55;22148.76;8621.79;14946.75;6823.72;867.31;8619.34;429;0;1373.04;0;0;1955.04;1634.28;4.95;0;2574.9
M;30 t/m 34 jaar;NIEUWEGEIN;1992;1949.05;1000187.64;234086.26;501206.21;108042.67;39683.81;75336.98;40657.37;8553.31;14594.64;2227.09;0;18753.5;0;0;29065.45;10307.19;45.9;0;39347.3
M;30 t/m 34 jaar;NIEUWKOOP;662;656.89;279692.09;49758.44;60700.98;36738.56;11625.94;25781.97;18446.6;2489.6;7949.35;614.92;2494.59;4436.41;0;0;3056.44;1707.87;6.75;0;5012.38
M;30 t/m 34 jaar;NIJKERK;1171;1157.89;647735.4;97998.79;376597.48;64930.1;20960.34;51211.62;22239.68;5818.88;10321.19;1409.96;1914.45;11829.51;0;0;19222.84;2355.25;25.2;0;27778.9
M;30 t/m 34 jaar;NIJMEGEN;5890;5747.85;2852939.16;595885.8;1809778.43;317626.46;118597.86;202266.26;156066.6;20735.05;39785.25;8984.2;5833.5;58067.54;0;0;104607.92;29822.09;151.65;8952.38;28944.65
M;30 t/m 34 jaar;NISSEWAARD;2532;2509.23;1414337.36;324778.75;433011.77;142733.02;50927.14;76484.26;94635.96;20002.28;12266.21;3316.46;7436.29;34638.8;0;0;25546.66;2933.08;31.95;0;6255.76
M;30 t/m 34 jaar;NOARDEAST-FRYSLAN;1200;1193.86;366469.08;125475.67;155212.35;69067.99;20034.1;60043.85;20318.88;3174.66;8233.77;1526.77;486.56;9771.9;0;0;9196.85;2105.09;1517.85;0;4692.23
M;30 t/m 34 jaar;NOORD-BEVELAND;192;187.73;62475.15;13227.81;50036.94;10441.55;2964.08;5418.98;1039.15;391.47;0;101.75;600;724.22;0;0;1827.99;1521.09;0;0;40.44
M;30 t/m 34 jaar;NOORDENVELD;648;643.75;172306.86;53755.37;257266.81;36134.56;11643.62;26670.48;20172.85;6258.1;1792.42;1461.17;0;19665.14;0;0;5371.44;995.32;71.1;0;1168.11
M;30 t/m 34 jaar;NOORDOOSTPOLDER;1439;1428.37;658260.44;125574.45;161602.6;79069.11;22889.95;56833.64;31261.15;15105.69;4497.75;2133.68;9996.33;18648.02;0;0;15003.72;1989.46;175.05;0;2211.07
M;30 t/m 34 jaar;NOORDWIJK;1109;1083.14;542037.18;132854.42;513873.16;58634.25;17070.97;46342.89;32200.35;3993.91;9362.87;1017.14;139.08;14641.33;0;0;21705.48;30805.82;24.75;0;17511.25
M;30 t/m 34 jaar;NUENEN CA;459;457.07;159568.55;25082.82;55379.54;25898.72;8709.01;10883.67;9778.38;2049.15;3096.94;823.29;0;2753.62;0;0;3221.74;1385.39;10.8;0;7869.62
M;30 t/m 34 jaar;NUNSPEET;716;709.34;242969.3;44698.74;75036.87;40549.1;12279.5;30189.65;16261.35;12858.11;3633.48;393.05;916.5;6190.6;0;0;5850.12;1136.57;21.15;0;728.25
M;30 t/m 34 jaar;OEGSTGEEST;583;576.67;320052.1;104698.84;314766.3;32035.43;11159.61;25585.92;14663.6;1833.88;841.6;757.08;0;8659.66;0;0;3802.16;6756.37;12.6;0;5241.39
M;30 t/m 34 jaar;OIRSCHOT;393;388.65;164069.1;35457.26;37416.79;22251.03;9171.46;9243.52;15497.34;4743.57;10975.37;1908.24;0;2919.5;0;0;9394.66;408.39;3.6;0;3070.08
M;30 t/m 34 jaar;OISTERWIJK;516;510.1;193683.89;114322.86;177616.47;29163.19;10339.21;12947.99;22038.2;1249.35;2209.77;0;472.2;9143.42;0;0;5879.29;925.91;6.75;0;1655.35
M;30 t/m 34 jaar;OLDAMBT;907;897.75;399988.14;94057.75;282613.15;51066.73;21443.54;37278.23;34775.17;6122.67;4451.05;2487.43;2860.92;13619.49;0;0;9018.55;3183.75;27.9;0;11499.03
M;30 t/m 34 jaar;OLDEBROEK;644;639.74;395249.68;33190.05;34654.09;36686.59;11094.32;25572.52;17392.06;6514.33;1889.75;528.06;1710.3;6412.42;0;0;7726.84;1348.91;16.2;0;6362.77
M;30 t/m 34 jaar;OLDENZAAL;833;830.23;300287.44;52099.34;55053.82;47324.9;16398.14;44304.5;20908.6;3550.97;7762.43;1583.64;0;4963.98;0;0;8994.78;13876.41;19.35;0;1538.42
M;30 t/m 34 jaar;OLST-WIJHE;419;414.41;236421.31;55880.36;35855.98;23082.23;6980.6;14907.88;4989.81;635.39;984.25;590.9;0;1437.13;0;0;2747.21;601.55;1.8;0;414.73
M;30 t/m 34 jaar;OMMEN;478;474.47;206292.35;45307.5;87064.12;26418.91;7173.84;18552.38;8796.94;2554.42;1905;379.12;3772.8;2574.26;0;0;3693.05;1131.72;10.8;0;1763.73
M;30 t/m 34 jaar;OOST GELRE;733;727.96;303329.2;58936.91;128228.41;42208.29;13606.58;33466.19;6704.54;2136.93;8387.2;1007.35;0;6908.86;0;0;9770.03;7435.73;13.95;0;908.03
M;30 t/m 34 jaar;OOSTERHOUT;1300;1284.98;606714.57;171343.74;286986.75;72898.15;21506.9;37302;53119.02;16578.88;8288.44;827.62;202.84;11654.18;0;0;9101.48;3011.5;18;0;21625.66
M;30 t/m 34 jaar;OOSTSTELLINGWERF;630;625.06;413304.87;44494.31;156615.05;34333.5;12562.19;25976;10629.85;3239.15;2249.52;994.12;9730.81;13040.74;0;0;8114.08;1231.19;554.85;0;1345.4
M;30 t/m 34 jaar;OOSTZAAN;186;184.17;266897.29;13315.51;75344.72;10431.54;3807.96;8754.8;9462.81;216.42;2601.5;501.2;931.34;1376.81;0;0;6071.64;677.29;5.4;0;620.16
M;30 t/m 34 jaar;OPMEER;272;256.59;122147.19;25877.56;77751.91;13943.89;4117.03;6607.31;5769;2339.74;840;237.31;0;3810.59;0;0;408.41;236;7.2;0;6.5
M;30 t/m 34 jaar;OPSTERLAND;678;672.92;392443.91;66158.92;284471.53;38365.31;11713.79;29824.67;21201;3398.88;2978.91;467.28;2659.28;14340.93;0;0;2558.01;424.72;748.8;0;82.99
M;30 t/m 34 jaar;OSS;2608;2563.87;1273470.16;209664.44;659622.57;144591.04;53979.47;92568.95;85022.57;34772.52;16108.02;4072.94;8815.5;29239.74;0;0;31096.05;13808.5;52.2;0;4444.8
M;30 t/m 34 jaar;OUDE IJSSELSTREEK;896;887.53;314543.36;62841.87;121234.59;51076.56;16414.62;43041.32;38867.37;8244.14;8902.93;608.85;2169.46;7954.73;0;0;10104.8;2394.25;5.4;0;374.79
M;30 t/m 34 jaar;OUDER-AMSTEL;277;264.35;84111.87;9323.84;108692.75;14498.13;4158.01;11422.99;3637.92;0;1971.54;64.5;0;2822.47;0;0;1181.6;118.1;5.4;0;3834.87
M;30 t/m 34 jaar;OUDEWATER;238;231.69;147321.11;11128.83;7128.72;12731.83;3419.43;4785.72;3364.17;0;1504.67;0;339.86;694.06;0;0;1115.42;914.61;3.6;0;93.02
M;30 t/m 34 jaar;OVERBETUWE;1100;1089.5;471725.07;126951.33;116251.72;61828.74;21632.12;47880.82;21352.65;6687.27;5379.16;1183.5;0;10781.18;0;0;12358.04;4180.47;18;0;4912.67
M;30 t/m 34 jaar;PAPENDRECHT;827;811.11;419831.83;68420.94;77831.15;45683.44;15787.23;22865.43;14550.45;2107.8;8421.16;460.92;2073.45;10157.72;0;0;4559.42;2091.78;16.2;14841.96;703.72
M;30 t/m 34 jaar;PEEL EN MAAS;1073;1061.12;407970.09;78031.89;306136.57;59192.74;22836.32;33414.86;12238.26;2325.64;9167.58;3355.96;1900.81;8573.77;0;0;9404.02;1890.53;4.5;0;887.46
M;30 t/m 34 jaar;PEKELA;326;324.38;179210.13;33941.1;58424.34;18566.29;7994.93;16348.99;20800.56;6424.5;1114.68;441.05;4325.72;5617.56;0;0;6143.99;736.18;4.5;0;2435.26
M;30 t/m 34 jaar;PIJNACKER-NOOTDORP;1176;1163.34;554001.34;77242.36;94198.26;65996.94;20832.54;36979.19;27387.22;4776.34;12541.8;4462.58;23.04;4521.31;0;0;9633.56;13110.53;21.6;0;4652.89
M;30 t/m 34 jaar;PURMEREND;2094;2058.92;1013155.91;323866.46;363079.04;115992.94;41719.99;95061.89;63891.8;10103.88;8142;3245.19;4011.31;24336.05;0;0;18562.65;45327.65;51.75;0;4913.06
M;30 t/m 34 jaar;PUTTEN;690;677.25;239604.91;42610.77;116273.91;37707.95;12644.08;30010.78;32875.53;2117.49;2221.3;965.44;741;2964.74;0;0;7587.82;446.01;18;0;4710.68
M;30 t/m 34 jaar;RAALTE;854;847.62;377730.27;49628.66;76606.3;48906.19;14688.65;40771.26;26030.8;1722.03;12514.26;3068.22;8738.05;8200.77;0;0;7216.96;2853.26;19.8;0;1141.77
M;30 t/m 34 jaar;REIMERSWAAL;662;650.59;258564.6;47622.08;45940.41;35317.32;10911.67;20516.17;25424.74;2100.31;2785.35;520.02;2581.12;1699.83;0;0;2499.61;27926.85;3.6;0;1726.64
M;30 t/m 34 jaar;RENKUM;584;572.93;226783.23;163214.01;331959.29;31569.01;11092.81;25772.39;6466.05;684.5;610.6;2992.6;0;3125.65;0;0;8007.61;160;26.55;0;1496.83
M;30 t/m 34 jaar;RENSWOUDE;138;137.56;27412.95;7150.6;6893.75;7741.92;1761.62;6223.24;7883.85;0;1148;58.6;0;1410.74;0;0;1557.16;0;0;0;14.44
M;30 t/m 34 jaar;REUSEL-DE MIERDEN;419;410.65;124055.41;26182.43;15379.24;23028.62;6514.53;9039.95;9373.01;2818.84;4987.75;501.82;0;1463.52;0;0;3412.46;1191.71;7.2;0;5946.6
M;30 t/m 34 jaar;RHEDEN;1012;1002.04;510836.36;137228.26;372518.31;56791.47;23574.84;55577.28;42155.99;7292.9;9497.81;1823.4;2684.75;15495.49;0;0;23107.34;1075.55;28.8;0;10361.39
M;30 t/m 34 jaar;RHENEN;475;472.57;114397.68;21801.41;57373.98;26621.25;7763.33;19239.19;10389.77;761.95;5922;352.7;2461.32;2896.88;0;0;9737.63;234.99;9;0;585.12
M;30 t/m 34 jaar;RIDDERKERK;1138;1120.25;726870.01;129422.11;272578.49;63160.78;22175.94;31368.4;48122.92;3923.51;3025.53;2078.32;0;12368.77;0;0;10441.96;3780.56;13.95;0;1885.96
M;30 t/m 34 jaar;RIJSSEN-HOLTEN;1101;1097.01;477860.32;71872.41;158016.63;63753.21;20014.01;46203.02;21545.27;5279.22;4125.16;2313.38;0;16942.38;0;0;11270.74;2665.66;10.8;0;2053.06
M;30 t/m 34 jaar;RIJSWIJK;1615;1587.94;738070.41;107281;596751.7;88442.86;29794.69;43088.13;23984.21;5611.79;6495.36;1492.96;0;25664.14;0;0;18165.05;3914.46;32.4;0;10841.49
M;30 t/m 34 jaar;ROERDALEN;485;477.8;391294.13;46317.54;89186.15;26630.83;9948.17;24322.29;5433.79;3005.63;2324;1118.2;0;7207.07;0;0;3325.08;6254.37;5.4;0;1010.44
M;30 t/m 34 jaar;ROERMOND;1783;1762.36;1587639.92;230926.98;493195.71;100290.76;37955.1;63303.25;51182.56;13796.5;19189.75;2089.32;4229.08;25513.16;0;0;21453.06;6691.44;19.8;0;5431.21
M;30 t/m 34 jaar;ROOSENDAAL;2111;2068.95;1014342.05;229313.64;596079.39;113041.34;37415;61057.23;42078.13;12846.49;15980.44;1630.8;6663.1;18208.45;0;0;17163.26;28355.49;36;10667.86;6886.85
M;30 t/m 34 jaar;ROTTERDAM;24555;23732.82;12134897.75;3228943.53;7091399.62;1323561.26;466424.19;903010.76;510662.4;90858.75;58481.45;19519.33;19540.66;284033.98;0;0;193343.03;279405.76;444.6;73528.44;182601.34
M;30 t/m 34 jaar;ROZENDAAL;12;12;8399.12;623.14;551.47;701.28;270.27;649;0;0;1047.75;0;0;0;0;0;0;0;0;0;219.2
M;30 t/m 34 jaar;RUCPHEN;557;548.59;216704.23;57181.84;279489.19;31002.42;12169.45;18316.03;12249.68;5951.78;917.6;844.21;2142.94;6485.04;0;0;5592.5;4498.3;9;0;2083.79
M;30 t/m 34 jaar;S GRAVENHAGE;19909;19254.98;8964058.18;2322469.16;6264949.51;1062819.65;418929.53;628295.73;244819.61;85600.72;56022.32;25202.93;12816.44;208783.85;0;0;204532.17;240075.43;402.3;0;190777.3
M;30 t/m 34 jaar;S HERTOGENBOSCH;5287;5208.45;2602007.52;546975.47;1320394.83;293115.66;105466.36;137122.51;128675.22;18117.65;23381.89;11153.69;11681.46;43856.72;0;0;77247.3;41653.48;126;0;35015.5
M;30 t/m 34 jaar;SCHAGEN;1085;1059.16;528355.86;77832.13;288527.4;58938.7;18879.82;35752.77;42552.24;7382.64;13351.21;686.71;2853.74;22615.92;0;0;18312.12;955.24;33.3;0;6322.3
M;30 t/m 34 jaar;SCHERPENZEEL;257;255.18;67670.9;28773.06;71780.89;14639.22;3894.87;9326.71;4867.03;379.65;8325.9;73.25;1022.48;2904.42;0;0;1957.44;0;9;0;105.77
M;30 t/m 34 jaar;SCHIEDAM;2627;2543.68;1016649.55;338910.09;536851.87;139138.21;45161.78;84024.57;60573.01;12572.7;10268.9;2379.34;6088.5;21052.28;0;0;18032.91;17187.31;36.9;0;9568.4
M;30 t/m 34 jaar;SCHIERMONNIKOOG;18;18;2106.93;674.97;0;956.9;426.27;2630.66;3907.88;0;0;0;0;0;0;0;0;0;14.85;0;0
M;30 t/m 34 jaar;SCHOUWEN-DUIVELAND;790;785.48;243327.29;59181.95;61719.57;44652.59;13125.76;27544.82;15441.35;8952.93;5799.85;663.78;3729.7;7919.22;0;0;13196.56;49335.7;9;0;1448.07
M;30 t/m 34 jaar;SIMPELVELD;241;238.3;106507.96;16070.07;34411.43;13731.83;5774.34;7615.53;3910.26;55.64;28.1;416.04;596.53;697.83;0;0;4643.34;14479.86;1.35;0;4161.94
M;30 t/m 34 jaar;SINT ANTHONIS;240;237.11;65701.22;18220.9;31651.97;13059.96;4012.15;7021.26;8007.25;1087.99;224.8;484.98;0;2112.34;0;0;8110.1;8573.71;0;0;103.83
M;30 t/m 34 jaar;SINT-MICHIELSGESTEL;615;613.42;229439.47;79711.36;239831.05;34669.21;11842.47;16480.99;21477.78;3066.23;3276.3;1141.58;0;6628.3;0;0;6639.38;229.25;3.6;0;868.96
M;30 t/m 34 jaar;SITTARD-GELEEN;2460;2410.78;1007790.82;475319.25;855576.99;135381.01;60546.34;97357.47;79443.95;9198.89;25802.1;5553.76;7162.55;30341;0;0;37944.16;53197.95;16.65;0;4936.26
M;30 t/m 34 jaar;SLIEDRECHT;818;809.03;414966.48;68912.11;260228.19;44158;12031.18;18846.75;10974.92;201.43;780.57;101.5;6949.99;15549.91;0;0;8324.42;106.73;20.7;0;912.18
M;30 t/m 34 jaar;SLUIS;496;486.62;192889.54;42060.27;52840.66;26984.67;9151.39;16470.17;13705.84;3072.74;6429.45;626.94;3879.73;5333.44;0;0;7842.35;71056.89;3.6;0;1086.27
M;30 t/m 34 jaar;SMALLINGERLAND;1620;1604.26;495576.84;150514.26;610140.53;91703.83;28120.12;68383.42;52649.21;10882.05;2780.12;633.23;2748.44;15846.91;0;0;18409.31;2635.47;1714.5;0;4820.4
M;30 t/m 34 jaar;SOEST;1065;1048.07;423067.22;233692.79;202992.95;58686.34;22633.91;48058.1;41031.52;8617.53;10495.25;5898.31;99.3;13110.16;0;0;19697.94;6943.02;24.75;0;3196.48
M;30 t/m 34 jaar;SOMEREN;502;493.41;219248.43;28577.17;17255.75;27554.46;7378.89;13042.21;17968.65;887.25;3867.25;231.9;6862.32;6393.58;0;0;4744.15;5420.08;3.6;0;715.37
M;30 t/m 34 jaar;SON EN BREUGEL;371;369.58;169054.48;16070.72;41505.59;20614.71;6505.54;10213.83;15374.98;1002.62;684.26;980.38;1473.85;2067.1;0;0;2133.87;446.06;7.2;0;1419.33
M;30 t/m 34 jaar;STADSKANAAL;778;775.9;546982.6;112232.81;228000.75;44239.79;20726.67;45008.97;41641.91;10081.35;4742.58;835.97;9109.07;17156.47;0;0;4535.27;3018.49;22.95;0;2048.6
M;30 t/m 34 jaar;STAPHORST;495;492.85;205971.87;22748.15;74265.52;28197.3;5933.61;13017.45;9582.16;6959.11;2320.3;475.3;339.2;4559.01;0;0;6581.31;1652.04;12.6;0;0
M;30 t/m 34 jaar;STEDE BROEC;583;576.77;246248.83;44115.95;115469.5;32141.54;11002.13;15989.19;13244.19;4537.98;2081.52;649.12;613.28;7089.36;0;0;8244.96;352.37;12.6;0;2595.02
M;30 t/m 34 jaar;STEENBERGEN;584;576.41;385352.75;83575.62;118988.28;32563.85;12779.57;16956.62;8011.57;2829.82;3501.29;0;320.64;3453.01;0;0;2234.49;1377.22;12.15;0;890.67
M;30 t/m 34 jaar;STEENWIJKERLAND;1089;1079.87;481244.39;118338.72;263655.42;61834.41;20937.79;41651.66;34606.23;13213.47;9783.17;1906.18;3577.8;11037.71;0;0;17941.88;2811.79;182.7;0;1216.54
M;30 t/m 34 jaar;STEIN;550;544.85;351169.6;49698.98;150595.47;31633.97;12176.53;20477.99;9777.01;6763.27;2962.09;459.6;0;3402.44;0;0;3541.18;3956.76;7.2;0;1650.69
M;30 t/m 34 jaar;STICHTSE VECHT;1604;1580.12;675783.99;156316.67;276270.03;89670.55;32169.36;64625.55;37154.33;2880.25;13333.69;733.15;1984.82;18579.7;0;0;20235.99;850.37;50.4;0;23171.71
M;30 t/m 34 jaar;SUDWEST-FRYSLAN;2294;2276.38;853275.67;192730.54;487283.14;129945.74;37970.26;88667.17;78600.04;17369.85;12307.06;3092.7;20007.22;32879.39;0;0;17688.94;7194.63;2657.25;1934.51;5519.01
M;30 t/m 34 jaar;TERNEUZEN;1249;1206.41;499926.99;125955.4;267688.02;67957.17;24420.79;54274.68;27514.65;8643.57;5284.25;495.32;4036.39;18900.17;0;0;20221.89;179407.41;5.4;0;2140.46
M;30 t/m 34 jaar;TERSCHELLING;100;97.77;25898.81;11160.07;11718.92;5645.52;2486.45;6771.56;564.99;148.86;395;0;0;4230.57;0;0;175.96;132.91;92.25;0;173.65
M;30 t/m 34 jaar;TEXEL;300;292.99;117974.73;24205.08;115416.73;15983.34;6406.6;8542.8;11952.35;420.46;1752.76;178.2;29.7;3699.81;0;0;5571.55;0;24.3;0;2244.17
M;30 t/m 34 jaar;TEYLINGEN;832;825.38;300540.46;80099.32;192815.39;47222.54;14770;37559.68;7875.81;4320.61;785.2;869.53;1631.94;7008.46;0;0;11806.01;4887.92;22.95;0;8415
M;30 t/m 34 jaar;THOLEN;695;692.45;277590.83;78519.7;165129.49;39709.98;14611.21;23068.67;20254.73;8200.03;9909.39;905.92;2395.68;4664.57;0;0;4879.04;12260.79;0.9;0;1868.2
M;30 t/m 34 jaar;TIEL;1216;1201.35;515622.75;134633.4;326043.48;68040.9;26315;66320.94;22973.12;6304.98;4101.85;563.3;0;16750.51;0;0;22839.53;3918.85;23.4;0;23871.05
M;30 t/m 34 jaar;TILBURG;7177;7038.14;2751999.91;735300.44;2090679.07;387098.54;142328.85;180350.42;151664.6;51277.49;49377.01;10721.63;58385.3;86888.9;0;0;91215.15;60728.61;74.25;10287.43;25363.62
M;30 t/m 34 jaar;TUBBERGEN;481;478.66;340354.88;41908.87;10582.47;27671.34;8848.87;19087.08;12856.46;4016.87;5263.2;921.77;1097.81;2972.28;0;0;8598.38;6357.69;7.2;0;626.76
M;30 t/m 34 jaar;TWENTERAND;988;984.19;382520.91;80780.93;250674.14;56578.27;19855.95;43756.48;34035.73;11543.43;9495.99;1568.11;14202.09;7443;0;0;5863.16;1275.53;9;0;1583.99
M;30 t/m 34 jaar;TYNAARLO;602;587.71;392131.15;56936.54;556414.86;32096.14;10873.49;24655.77;15339.44;4093.24;2886.01;347.35;497.65;4889.57;0;0;5246.6;38.63;60.75;0;1440.23
M;30 t/m 34 jaar;TYTSJERKSTERADIEL;765;761.76;297911.99;69483.15;251127.47;44172.61;11781.45;26803.51;25432.21;4093.83;2572.25;1038.59;5726.01;12993.14;0;0;10633.7;946.74;970.65;0;1233.55
M;30 t/m 34 jaar;UDEN;1151;1127.02;507359.46;131202.02;304362.97;63349.1;22388.19;34195.45;46202.18;3905.06;7504.82;1923.76;2331.04;16074.65;0;0;7931.03;12513.11;21.15;0;2313.39
M;30 t/m 34 jaar;UITGEEST;350;346.47;115841.6;15825.89;44708.93;19606.66;6029.64;12821.18;14122.18;77.79;254.1;312.3;0;4506.23;0;0;6754.67;620.2;18;0;3409.02
M;30 t/m 34 jaar;UITHOORN;708;691.3;274467.99;60830.16;136216.63;38191.24;11319.67;27996.73;11501.67;4376.82;4697.29;190.45;0;9807.51;0;0;3542.76;2284.99;12.6;0;14823.87
M;30 t/m 34 jaar;URK;646;642.19;387459.31;44188.63;7420.45;36977.91;12849.95;35802.8;22049.35;6979.19;603.25;720.8;1038;4556.06;0;0;2362.8;627.24;14.4;0;1237.24
M;30 t/m 34 jaar;UTRECHT;15838;15524.07;5569269.65;1580108.29;4591840.49;875910.61;274917.89;600350.67;262153.57;69093.59;115628.16;30448.6;7943.9;125995.52;0;0;234246.74;99087.69;617.4;0;297653.24
M;30 t/m 34 jaar;UTRECHTSE HEUVELRUG;848;836.05;316422;87411.4;306205.32;46612.73;17060.46;38249.58;24400.29;8737.67;3176.31;741.56;84.9;13028.42;0;0;15770.21;3748.24;12.6;0;5547.52
M;30 t/m 34 jaar;VAALS;159;153.1;95074.23;30897.21;66323.45;8605.29;3526.5;4578.58;8139.18;2208.12;1545.5;3655.56;2926.5;0;0;0;639.01;503.97;3.6;0;305.26
M;30 t/m 34 jaar;VALKENBURG AAN DE GEUL;308;302.81;237692.09;47301.47;71225.24;17312.85;7111.5;12423.81;22912.78;0;2567.81;1304.42;1888;2840.33;0;0;2230.69;7449.33;3.6;0;821.8
M;30 t/m 34 jaar;VALKENSWAARD;744;734.06;441027.85;79202.32;173274.57;41346.3;13422.39;18360.79;28883.07;4327.61;4328.21;973.67;1202.38;6423.73;0;0;6903.9;2567.13;9;0;10576.62
M;30 t/m 34 jaar;VEENDAM;729;723.42;412753.04;121331.62;147270.46;41345.12;15207.77;32884.32;12147.68;73.48;218.84;822.98;14254.14;6712.82;0;0;7099.92;651.4;32.4;0;1690.89
M;30 t/m 34 jaar;VEENENDAAL;1929;1917.69;765194.43;203514.62;380593.57;110319.17;41212.37;89445.95;67082.69;11340.41;9639.39;3731.47;85.94;16266.96;0;0;18794.72;2435.71;36.9;0;13927.64
M;30 t/m 34 jaar;VEERE;472;470.15;315290.04;33988.05;18902.64;26093.46;7920.83;15852.32;8432.8;1138.28;4840.2;407.35;2380.79;976.81;0;0;711.33;6492.39;1.8;0;292.26
M;30 t/m 34 jaar;VELDHOVEN;1146;1134.3;450245.97;90763.14;247779.05;62996.76;20384.69;29739.78;48919.23;8749.88;9240.82;2702.9;64.68;14238.15;0;0;15692.52;1374.4;28.8;0;41985.54
M;30 t/m 34 jaar;VELSEN;1689;1663.79;750257.07;148469.93;587776.58;92852.81;34446.39;72210.19;24039.45;6412.21;15790.39;1928.35;2092.44;19029.57;0;0;13423.85;8754.38;37.8;0;5842.34
