GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_EERSTELIJNSVERBLIJF;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
;;;381255;203806.93;52125914.01;8429654.45;6433288.88;4024484.27;1343699.97;779022.42;3801222.83;1684645.67;1043829.35;382720.78;266295.05;144730.77;2184224.44;911922.95;932250.79;524260.82;6543.6;37216660.74;729.91;373201.82;72152.6;842653.89;547579.26
M; 0 t/m  4 jaar;AA EN HUNZE;490;446.33;556070.27;27834.21;0;26758.56;14555.2;1408.19;33353.73;3905.82;16364.16;21447.32;12981.71;7502.2;8922.41;0;0;0;0;303.34;17.39;0;0;883.44;55520.82
M; 0 t/m  4 jaar;AALSMEER;792;718.7;688704.23;90831.25;0;42546.17;26150.51;4911.53;65278.11;23545.57;23519.88;22987.27;25013.18;1419.7;21669.88;0;0;0;0;1565.23;22.56;0;0;161603.77;20309.31
M; 0 t/m  4 jaar;AALTEN;610;557.16;626364.01;45186.28;0;33541.98;17896.7;2777.47;42330.04;14828.7;13475.69;26146.2;26813.73;3333.2;7157.05;0;0;0;0;895.36;6.58;0;0;8035.54;34237.7
M; 0 t/m  4 jaar;ACHTKARSPELEN;730;659.29;863293.78;71397.96;0;37980.9;18251.06;21.79;61158.5;17356.31;18829.39;18654.88;38697.4;1239.2;16593.23;0;0;0;0;414;767.98;0;0;8919.6;47002.39
M; 0 t/m  4 jaar;ALBLASSERDAM;632;569.5;1404292.06;92648.43;0;33815.07;17584.92;547.14;36464.12;32070.78;17402.56;28882.02;24023.55;8007.66;14769.15;0;0;0;0;837.12;6.11;0;0;24686.59;71060.69
M; 0 t/m  4 jaar;ALBRANDSWAARD;665;599.85;708573.4;74102.84;0;35747.12;19032.91;751.7;43313.2;23948.07;13458.87;16650.7;32527.88;2543.85;6975.06;0;0;0;0;1211.91;0.47;0;0;8642.44;76529.88
M; 0 t/m  4 jaar;ALKMAAR;2802;2495.6;3478459.18;227749.31;0;149483.49;75721;590.4;186025.87;54468.13;73368.12;89983.69;91918.17;9091.98;72440.16;0;0;0;0;80259.18;60.16;0;0;105596.66;228666.45
M; 0 t/m  4 jaar;ALMELO;1782;1620.36;2203650.01;148370.59;0;99608.69;54949.49;14448.21;177281.24;45270.73;37228.37;59231.03;123906.17;8080.72;27760.4;0;0;0;0;8925.1;23.97;0;0;217001.98;415280.58
M; 0 t/m  4 jaar;ALMERE;6337;5678.64;8828465.46;574958.64;0;331768.04;196342.31;104616.51;516743.95;188344.14;211886.24;110890;338972.73;19849.71;132070.3;0;0;0;0;54189.18;174.37;0;0;545164.31;891785.71
M; 0 t/m  4 jaar;ALPHEN AAN DEN RIJN;2875;2580.88;3337584.3;304986.24;0;155200.6;88436.84;51954.25;297783.1;84297.62;79729.32;101420.37;113302.87;15665.5;55527.79;0;0;0;0;9284.79;43.24;0;0;69532.32;297661.81
M; 0 t/m  4 jaar;ALPHEN-CHAAM;247;215.78;353539.53;12602.55;0;12648.68;7498.24;48.56;12419.18;3128.41;3604.63;5608.5;9385.06;560.2;5843.35;0;0;0;0;1059.19;7.05;0;0;3719.25;12408.14
M; 0 t/m  4 jaar;ALTENA;1544;1394.42;2179269.07;126164.96;0;82895.43;47541.12;141.28;101532.3;40251.31;36588.91;50559.29;84731.56;16846.66;25104.02;0;0;0;0;9982.8;17.86;0;0;136358.57;160386.18
M; 0 t/m  4 jaar;AMELAND;93;85.43;45720.73;9590.23;0;4939.08;2239.18;20.24;6866.13;348.22;1175.66;707.2;225.87;0;878.29;0;0;0;0;0;91.65;0;0;0;0
M; 0 t/m  4 jaar;AMERSFOORT;4548;4071.87;6042845.14;354016.47;0;239082.49;135633.26;28943.98;396240.82;160001.32;112987.42;130690.49;198301.91;18292.96;73454.52;0;0;0;0;26707.55;111.86;0;0;608372.2;658287.25
M; 0 t/m  4 jaar;AMSTELVEEN;2389;2101.89;2973240.12;232242.59;0;122205.57;63503.84;23731.26;191550.26;73402.38;73252.72;93122.17;87005.65;19372.74;43710.69;0;0;0;0;13108.14;35.72;0;0;355534.7;311457.97
M; 0 t/m  4 jaar;AMSTERDAM;23967;20868.02;28854894.78;1898121.08;0;1295254.22;718573.72;141814.41;1893945.92;557984.68;772250.46;522027.51;1094769.23;41686.26;496819.23;0;0;0;0;236388.86;424.88;0;0;1312492.45;3006208.83
M; 0 t/m  4 jaar;APELDOORN;4008;3637.27;4691784.92;331645.05;0;215664.67;106276;12465.97;299600.46;89805.62;97673.23;111096.66;195634.78;8469;49696.69;0;0;0;0;6818.35;71.44;0;0;383873.73;255694.73
M; 0 t/m  4 jaar;APPINGEDAM;242;225.24;376563.09;15943.73;0;13457.43;7695.26;4134.14;21690.89;7224.24;8064.54;13566.48;4859.4;5635.36;8664.68;0;0;0;0;0;14.57;0;0;154912.99;31453.42
M; 0 t/m  4 jaar;ARNHEM;4103;3682.68;5724310.73;412750.67;0;200690.18;108342.01;24295.08;424739.3;87352.21;104198.36;154675.88;273611.34;19656;76849;0;0;0;0;16349.34;83.66;0;0;109675.61;967752.55
M; 0 t/m  4 jaar;ASSEN;1673;1505.32;3160849.11;151872.87;0;89478.15;47784.7;15002.26;138358.91;49474.41;35003.86;69176.03;78270.85;10123.66;49601.27;0;0;0;0;706.83;108.1;0;0;415749.19;154606.45
M; 0 t/m  4 jaar;ASTEN;392;350.09;856668.78;59309.44;0;21026.36;11966.79;30.63;21269.55;11577.85;10651.05;39775.26;22630.44;18281.7;12238.66;0;0;0;0;590.76;5.64;0;0;203842.21;74840.54
M; 0 t/m  4 jaar;BAARLE-NASSAU;147;131.29;157003.21;4999.49;0;7580.55;4693.53;16.72;8041.54;728.19;3680.87;4981.85;5716.82;0;4480.99;0;0;0;0;187.94;0;0;0;229.05;518.72
M; 0 t/m  4 jaar;BAARN;598;535.67;467042.77;29727.94;0;31733.81;15843.44;313.48;47836.72;7778.05;12488.64;8259.48;14571.5;0;8802.73;0;0;0;0;3087.34;11.28;0;0;8232.58;7809.03
M; 0 t/m  4 jaar;BARENDRECHT;1286;1167.23;1388595.39;131428.36;0;69169.18;37748.29;1277.08;88363.03;48073.81;29524.66;36187.25;66863.89;4017.72;17266.48;0;0;0;0;13145.04;19.27;0;0;35140.72;31980.37
M; 0 t/m  4 jaar;BARNEVELD;2073;1850.18;2357584.31;181125.6;0;109761.88;55198.38;4597.22;139133.08;41956.72;56053.78;86940.63;74177.48;8473.8;43117.98;0;0;0;0;5036.94;26.32;0;0;163892.29;207246.67
M; 0 t/m  4 jaar;BEEK;309;279.18;421906.21;37314.11;0;16552.17;9798.39;54.94;23533.97;6787.27;10537.54;3728.85;28801.2;655.6;2717.67;0;0;0;0;14365.17;1.88;0;0;43997.11;14782.89
M; 0 t/m  4 jaar;BEEKDAELEN;716;653;754299.26;64322.42;0;38941.59;22054.11;614.28;53030.44;12437.05;21798.58;20565.45;66425.33;748.2;9225.29;0;0;0;0;3201.99;5.64;0;0;1316.98;50657.66
M; 0 t/m  4 jaar;BEEMSTER;290;262.31;282889.28;17975.15;0;15739.41;8409.38;210.73;20761.96;2534.7;7521.61;9172.75;12461.34;0;5761.66;0;0;0;0;42.29;5.64;0;0;29868;2679.47
M; 0 t/m  4 jaar;BEESEL;293;259.47;874158.26;68122.39;0;15270.51;9664.03;91.88;20646.63;2149.8;7166.19;25378.32;22717.63;10870.6;6910.7;0;0;0;0;661.06;1.88;0;0;2282.22;109508.92
M; 0 t/m  4 jaar;BERG EN DAL;722;652.1;850074.78;56537.15;0;38417.64;20505.47;272.83;56763.72;9722.97;19103.2;27928.85;41106.57;0;10572.98;0;0;0;0;1152.55;15.98;0;0;5366.08;99651.76
M; 0 t/m  4 jaar;BERGEIJK;419;365.53;528226.04;24176.74;0;21647.55;14924.79;72.25;29291.36;6653.16;8506.99;15665.12;19685.23;3872.16;6611.88;0;0;0;0;2139.06;0.47;0;0;46957.86;29110.82
M; 0 t/m  4 jaar;BERGEN LB;251;226.17;160323.62;16320.01;0;13379.28;354.8;17983.14;22598.39;2616.13;5155.74;8075.46;12608.93;0;4596.06;0;0;0;0;39.16;1.88;0;0;0;940
M; 0 t/m  4 jaar;BERGEN NH;441;400.74;583912.52;42762.4;0;23578.96;10389.12;150.74;22241.19;15032.13;11162.02;8598.89;8085.56;0;9432.47;0;0;0;0;3091.41;15.51;0;0;756.82;17470.57
M; 0 t/m  4 jaar;BERGEN OP ZOOM;1634;1465.06;2335393.92;186902.99;0;88556.73;50962.09;4437.62;140052.12;60051.41;37619.95;31245.11;84230.29;6924.42;29021.93;0;0;0;0;14675.45;6.11;0;0;106265.81;282806.25
M; 0 t/m  4 jaar;BERKELLAND;839;770.52;925726.81;51899.32;0;46296.06;24874.79;3981.35;65330.47;23205.12;18946.28;42194.57;96793.65;16561.27;7251.45;0;0;0;0;1078.5;1.88;0;0;117762.34;137169.42
M; 0 t/m  4 jaar;BERNHEZE;744;673.14;815180.72;70493.73;0;40028.43;28002.31;81.3;60708.61;10205.72;23059.06;36545.69;44063.46;0;7612.65;0;0;0;0;3001.69;0;0;0;60154.16;18614.9
M; 0 t/m  4 jaar;BEST;708;624.84;1847026.82;70764.2;0;37193.59;23227.83;145.11;36080.88;16582.9;17735.9;19406.99;43903.48;1820.72;15844.57;0;0;0;0;81999;2.35;0;0;33115.68;21126.99
M; 0 t/m  4 jaar;BEUNINGEN;630;575.58;907273.5;63513.41;0;34833.46;20677.72;395.46;52846.89;29226.7;24440.49;39432.28;48102.11;3295;8189.55;0;0;0;0;7634.94;12.69;0;0;437049.58;104638.05
M; 0 t/m  4 jaar;BEVERWIJK;1099;989.02;1209980;76973.91;0;58371.34;30587;4118.93;93868.43;17288.68;25690.93;28115.93;46313.13;439.7;15837.72;0;0;0;0;5934.47;15.51;0;0;1590.28;94900.31
M; 0 t/m  4 jaar;BLADEL;459;420.71;467413.91;44605.66;0;25273.71;13644.93;28.12;33358.72;10910.09;10990.91;10950.93;24132.08;5216;6384.95;0;0;0;0;179.81;2.82;0;0;3094.44;38220.56
M; 0 t/m  4 jaar;BLARICUM;370;333.19;327295.26;16434.71;0;19719.25;10192.07;1610.17;30929.15;14958.63;8242.42;11918.91;17002.82;316.6;4479.77;0;0;0;0;2090.37;11.28;0;0;2087.54;39504
M; 0 t/m  4 jaar;BLOEMENDAAL;498;446.34;453268.29;28244.5;0;26758.56;13706.67;2041.71;29653.89;10473.81;8444.78;9395.72;14204.89;0;8637.23;0;0;0;0;1233.17;9.87;0;0;32911.75;89152.87
M; 0 t/m  4 jaar;BODEGRAVEN-REEUWIJK;1003;903.31;1032387.99;56414.58;0;54051.65;26229.11;572.35;71999.76;13363.85;27286.97;29438.44;37267.99;0;15134.16;0;0;0;0;5621.63;5.17;0;0;7022.94;19076.14
M; 0 t/m  4 jaar;BOEKEL;261;232.87;766536.19;38373.81;0;13754.4;9003.61;3.2;19330.69;3540.78;7779.07;14883.14;11038.41;1065.1;8911.89;0;0;0;0;452.44;0;0;0;6760.3;86494.52
M; 0 t/m  4 jaar;BORGER-ODOORN;501;440.44;1133271.73;60052.34;0;25930.17;14570.06;5310.89;35412.22;9494.3;11637.79;16748.59;27078.08;6255.84;12092.54;0;0;0;0;218.15;10.34;0;0;10851.6;66586.66
M; 0 t/m  4 jaar;BORNE;650;592.38;1228430.85;65580.15;0;34375.28;18956.35;4087.26;50065.97;9335.83;11962.91;29031.78;24527.8;2611.4;17831.5;0;0;0;0;2352.75;10.34;0;0;38678.03;29371.98
M; 0 t/m  4 jaar;BORSELE;603;538.4;744707.29;60259.97;0;32150.91;15073.71;17.91;38078.64;15340.43;12204.77;17453.53;22555.2;5063.8;4722.87;0;0;0;0;13259.16;1.41;0;0;538.71;124123.18
M; 0 t/m  4 jaar;BOXMEER;598;538.9;597873.86;48634.91;0;31661.26;16627.62;639.1;49772.06;9089.9;16030.45;30788.28;24654.93;6375.4;6786.49;0;0;0;0;1609.43;1.88;0;0;36461.39;119152.62
M; 0 t/m  4 jaar;BOXTEL;698;616.18;1051187.7;55517.14;0;36605.46;23668.87;2581.88;44825.23;15060.29;23431.21;28216.12;40957.56;5406.8;12418.77;0;0;0;0;2109.71;5.64;0;0;90718.9;151311.96
M; 0 t/m  4 jaar;BREDA;4568;4091.35;5492866.71;314814.85;0;244325.46;127907.65;606.51;281182.05;67746.83;126650.36;229195.67;228621.92;17449.22;81405.22;0;0;0;0;44364.7;36.19;0;0;327978.2;701103.48
M; 0 t/m  4 jaar;BRIELLE;382;341.41;475305.26;33438.27;0;20193.06;13040.89;103.78;26358.62;11755.94;8235.32;20538.72;29242.74;2621.5;4998.15;0;0;0;0;1120.2;5.64;0;0;0;1077.75
M; 0 t/m  4 jaar;BRONCKHORST;632;565.32;668816.55;41821.49;0;33729.54;16074.55;1743.41;44768.97;15555.83;13545.66;17921.17;38573.3;3522.34;3696.21;0;0;0;0;472.54;5.64;0;0;9742.66;33462.42
M; 0 t/m  4 jaar;BRUMMEN;403;368.5;583391.8;44962.18;0;21834.21;12382.03;137.89;36729.35;7143.04;6362.65;8526.16;25209.24;1216;7593.91;0;0;0;0;180.72;3.76;0;0;8841.08;1238.85
M; 0 t/m  4 jaar;BRUNSSUM;577;514.1;1329910.06;121414.5;0;30169.91;17431.71;1378.93;44679.76;19352.27;21546.3;16358.4;46213.5;7323.36;20616.91;0;0;0;0;9146.11;1.88;0;0;88584.52;98705.43
M; 0 t/m  4 jaar;BUNNIK;437;405.1;379328.13;39319.95;0;23851.38;9995.83;3524.84;30566.04;10264.76;9905.36;8349.1;10549.95;0;6463.19;0;0;0;0;2352.58;5.64;0;0;210.76;7415.78
M; 0 t/m  4 jaar;BUNSCHOTEN;673;601.18;1067780.25;111464.21;0;35120.61;21151.89;1959.53;45804.17;12680.2;13992.38;18399.33;32563.24;9310.78;8663.37;0;0;0;0;1509.78;7.05;0;0;95867.71;222404.4
M; 0 t/m  4 jaar;BUREN;577;524.71;572459.04;58515.95;0;31566.79;15385.11;1126.84;50848.57;13918.08;12176.67;12772.88;30033.35;3232.8;5971.5;0;0;0;0;1885.13;3.76;0;0;5582.97;55804.15
M; 0 t/m  4 jaar;CAPELLE AAN DEN IJSSEL;1826;1636.1;2599981.6;214028.96;0;100480.4;55013.87;4340.55;159557.99;49388.23;51865.88;51882.03;83276.58;6537.62;33648.45;0;0;0;0;7903.25;33.84;0;0;2013.96;52823.46
M; 0 t/m  4 jaar;CASTRICUM;827;746.65;981155.21;90131.95;0;43671.04;21560.17;449.23;47274.98;33094.19;16298.17;16279.07;24394.74;2654.8;17086.46;0;0;0;0;674;7.52;0;0;87257.08;36301.78
M; 0 t/m  4 jaar;COEVORDEN;765;687.23;1097878.52;54497.11;0;41247.57;21556.57;2208.49;60017.45;5639.46;17117.15;32976.12;22056.88;12199.07;21918.03;0;0;0;0;25.43;8.46;0;0;2917.91;56478.88
M; 0 t/m  4 jaar;CRANENDONCK;442;389.22;721618.36;42941.78;0;23335.59;12800.3;10.24;20121.38;9632.74;6997;14312.85;26480.95;1665.32;10947.86;0;0;0;0;2226.5;3.76;0;0;17712.47;39256.43
M; 0 t/m  4 jaar;CUIJK;588;533;731148.62;61572.28;0;31415.4;17000.15;83.66;53796.78;23570.48;19222.04;26456.24;44762.63;4747.16;8742.16;0;0;0;0;1422.53;1.88;0;0;129418.39;97591.23
M; 0 t/m  4 jaar;CULEMBORG;742;668.37;1609232.6;81394.75;0;40072.62;21586.83;1320.53;57926.27;21370.12;23511.64;37931.82;41932.69;3339.1;18987.5;0;0;0;0;1277.41;22.56;0;0;19046.53;42886.62
M; 0 t/m  4 jaar;DALFSEN;758;685.27;784800.12;46486.79;0;41231.94;18332.83;967.68;43314.11;40823.92;15373.68;18584.46;39859.36;10798.12;4093.2;0;0;0;0;2422.36;15.04;0;0;83546.48;30363.72
M; 0 t/m  4 jaar;DANTUMADIEL;470;428.65;686196.87;130017.99;0;24757.28;11730.28;88.24;34312.64;31800.48;11005.6;16188.55;20822.7;1061.8;9679.41;0;0;0;0;0;495.38;0;0;204064.94;27699.97
M; 0 t/m  4 jaar;DE BILT;1095;992.13;1423603.22;86642.61;0;58452.6;30275.97;10978.59;83209.76;18799.69;32172.75;29960.14;42667.5;6259.2;18458.09;0;0;0;0;2501.47;21.15;0;0;148008.51;86929.22
M; 0 t/m  4 jaar;DE FRYSKE MARREN;1151;1050.93;1469679.52;69468.66;0;62973.27;26568.52;224.94;86335.14;20731.65;18693.85;31206.97;37954.45;2386.64;14151.38;0;0;0;0;3442.74;1041.05;0;0;16937.87;60021.12
M; 0 t/m  4 jaar;DE RONDE VENEN;1110;1004.95;1298023.06;86122.61;0;59404.23;32424.22;1490.87;78080.24;23740.18;29688.01;24075.97;36977.82;4065.12;18828.53;0;0;0;0;4734.51;13.63;0;0;49004.7;189436.48
M; 0 t/m  4 jaar;DE WOLDEN;561;503.75;707174.68;32866.43;0;30103.38;17566.13;1867.43;38317.25;13548.89;13311.91;15798.22;19588.72;278.92;9598.12;0;0;0;0;319.93;30.08;0;0;155083.54;10610.01
M; 0 t/m  4 jaar;DELFT;2265;1973.8;3523869.87;140905.09;0;107491.46;5544.01;12637.3;274042.84;52914.75;64098.93;50290.85;88561.22;6770.32;54444.95;0;0;0;0;7651.63;20.68;0;0;142453.69;218428.4
M; 0 t/m  4 jaar;DELFZIJL;508;449.82;754874.25;38675.92;0;26252.59;14699.96;3064.53;42345.9;5613.55;13779.16;31936.86;15900.62;0;11101.65;0;0;0;0;3079.9;10.81;0;0;777.6;228.35
M; 0 t/m  4 jaar;DEN HELDER;1314;1173.64;2242092.17;122736.96;0;69509.9;36876.61;149.56;111174.19;51891.78;32872.33;48862.69;63384.94;79057.32;41141.39;0;0;0;0;2935.15;33.84;0;0;414119.27;195357.49
M; 0 t/m  4 jaar;DEURNE;820;744.29;1107652.72;91875.26;0;44186.01;22130.98;277.78;54151.75;34831.78;19315.17;27061.33;37125.75;517.3;8849.91;0;0;0;0;3435.34;7.05;0;0;408488.81;110291.3
M; 0 t/m  4 jaar;DEVENTER;2509;2257.05;3927976.45;220811.7;0;138429.14;71570.58;277.01;247893.29;51886.4;55741.68;66793.57;127807.76;1490.68;37720.85;0;0;0;0;10775.23;39.01;0;0;43859.81;199837.81
M; 0 t/m  4 jaar;DIEMEN;812;720.77;935080.69;74356.07;0;41647.49;24236.58;7192.19;61200.49;17313.8;19409.44;34805.95;42695.96;0;18581.43;0;0;0;0;5380.52;10.81;0;0;82277.11;5485.2
M; 0 t/m  4 jaar;DINKELLAND;573;518.36;606544.78;53827.73;0;30759.84;16300.57;3507.91;42415.69;9470.39;7833.58;34575.42;32956.53;3056.4;8818.59;0;0;0;0;10256.95;5.17;0;0;7977.74;7776.63
M; 0 t/m  4 jaar;DOESBURG;199;178.67;335779.42;20796.93;0;10690.92;6971.05;4436.63;17019.08;2103.18;2535.62;11059.44;13984.44;880.1;4711.51;0;0;0;0;287.08;3.76;0;0;96.12;62132.38
M; 0 t/m  4 jaar;DOETINCHEM;1429;1308.46;1530610.75;151201.79;0;78748.85;38447.27;541;119250.05;34662.54;36726.3;63940.78;85685.75;4669.8;15300.3;0;0;0;0;3078.9;16.92;0;0;47010.25;321393.38
M; 0 t/m  4 jaar;DONGEN;658;577.79;729373.57;46687.13;0;34686.08;22282.82;567.47;35169.81;13274.37;17213.72;21710.47;21789.42;6934;9427.43;0;0;0;0;6491.34;11.28;0;0;7591.69;58284.39
M; 0 t/m  4 jaar;DORDRECHT;3003;2670.65;4817096.36;262752.27;0;166091.36;90271.31;4174.76;228487.61;101266.95;60202.54;126588.08;163959.05;560.9;58770.51;0;0;0;0;19408.4;28.67;0;0;64496.78;141818.15
M; 0 t/m  4 jaar;DRECHTERLAND;497;447.16;470889.49;46870.7;0;26658.97;12810.92;159.01;31305.59;5993.43;13539.78;13151.38;20307.36;0;4525.96;0;0;0;0;3305.84;15.51;0;0;0;5635.17
M; 0 t/m  4 jaar;DRIMMELEN;581;530.14;547932.22;34341.6;0;31635.12;18775.2;97.01;30961.21;5957.72;10141.9;18898.01;23561.62;523.4;8479.22;0;0;0;0;6256.44;3.76;0;0;1889.58;130697.08
M; 0 t/m  4 jaar;DRONTEN;969;860.73;1622346.14;99988.33;0;50790.79;26321.21;670.74;65898.79;16410.79;29272.07;22528.22;41002.59;2803.28;21738.04;0;0;0;0;2676.64;94.47;0;0;5316.49;59395.97
M; 0 t/m  4 jaar;DRUTEN;450;411.86;496689.59;72384.82;0;24585.99;13486.17;127.48;33905.38;6336.69;17392.97;24037.27;31762.85;1019.9;9669.88;0;0;0;0;42.09;7.99;0;0;27839.91;1718.53
M; 0 t/m  4 jaar;DUIVEN;536;492.23;584919.04;66700.09;0;29290.62;17800.68;1244.14;54624.1;6168.92;15612.83;17867.15;40157.6;953.12;6631.93;0;0;0;0;959.33;13.63;0;0;2950.93;83132.77
M; 0 t/m  4 jaar;ECHT-SUSTEREN;612;554.09;740352.27;41302.08;0;33229.38;21953.2;28.96;47984.01;4804.35;21103.08;14655.4;53945.16;10149.6;9158.82;0;0;0;0;4178.85;0;0;0;14043.78;5750.29
M; 0 t/m  4 jaar;EDAM-VOLENDAM;845;772.03;1081879.65;141660.05;0;45696.31;31546.1;157.08;53691.28;45144.18;16264.88;37016.01;50196.08;3027.4;15522.46;0;0;0;0;2557.8;3.76;0;0;491484.94;87205.05
M; 0 t/m  4 jaar;EDE;3394;3038.5;4275979.85;238523.71;0;180140.26;88026.68;4232.81;284186.82;51570.69;64200.44;87774.72;98746.54;12476.55;66996.29;0;0;0;0;9141.78;57.34;0;0;237382.36;294505.86
M; 0 t/m  4 jaar;EEMNES;244;217.51;334254.04;17409.55;0;12644.67;6874.95;294.48;17934.72;19206.72;5227.26;4598.24;12102.33;0;4880.35;0;0;0;0;773.76;5.64;0;0;4829.66;7103.64
M; 0 t/m  4 jaar;EERSEL;450;409.12;602494.39;23802.32;0;24539.1;14191.53;118.98;27969.2;3985.5;8715.63;16306.54;29153.17;934;6416.8;0;0;0;0;2988.92;0;0;0;332.64;17427.65
M; 0 t/m  4 jaar;EIJSDEN-MARGRATEN;612;543.27;752363.09;50937.17;0;31519.9;16396.55;281.85;38115.97;5886.72;13807.49;20609.39;24739.21;5892.7;7496.26;0;0;0;0;22225.68;8.93;0;0;40070.04;150014.77
M; 0 t/m  4 jaar;EINDHOVEN;5636;4962.3;7892705.55;369361.53;0;290299.6;178057.1;40746.26;346882.36;127324.85;104258.61;122590.27;309972.46;16707.18;97871.88;0;0;0;0;34013.58;61.57;0;0;395682.17;1163888.13
M; 0 t/m  4 jaar;ELBURG;686;613.62;593406.56;26577.69;0;36808.65;17033.6;161.76;40953.08;17000.73;13724.97;21678.73;35125.87;15236.36;3252.51;0;0;0;0;1215.94;11.28;0;0;3650.5;43170.26
M; 0 t/m  4 jaar;EMMEN;2298;2095.42;4301882.31;231344.87;0;124975.68;72660.74;5450.76;212517.65;68805.04;64150.27;68843.71;87948.87;16156.34;59551.79;0;0;0;0;4870.89;48.88;0;0;177337.04;203527.41
M; 0 t/m  4 jaar;ENKHUIZEN;460;412.97;703862.81;53059.52;0;24664.76;11803.64;28.8;27248.92;10453.49;16872.38;9851.15;17441.41;1135.1;11631.74;0;0;0;0;483.83;1.88;0;0;1176.9;31193.49
M; 0 t/m  4 jaar;ENSCHEDE;3849;3486.14;5812481.59;328343.97;0;203780.5;98804.88;51497.7;331493.07;104243.52;102667.32;152839.49;311516.55;15705.12;67096.54;0;0;0;0;48452.56;51.7;0;0;386820.39;856159.52
M; 0 t/m  4 jaar;EPE;800;714.89;1075490.51;55695.02;0;42232.26;23268.7;110.11;52933.15;8392.73;21251.93;23168.23;27870.92;907;13667.51;0;0;0;0;1236;20.68;0;0;10495.75;7292.15
M; 0 t/m  4 jaar;ERMELO;639;573.52;895128.43;55981.45;0;33885.84;14583.84;888.72;46241.3;17578.72;14004.24;18415.1;36110.75;7556.88;16087.67;0;0;0;0;805.18;18.33;0;0;57990.86;1739.24
M; 0 t/m  4 jaar;ETTEN-LEUR;1119;1001.45;1068964.06;64755.18;0;59866.91;30841.44;52.79;70827.03;11616.19;27215.34;37812.8;49807.46;13185.32;12437.7;0;0;0;0;2970.34;11.28;0;0;10028.68;162252.92
M; 0 t/m  4 jaar;GEERTRUIDENBERG;513;452.88;571579.32;22140.22;0;26727.3;15480.92;522.6;26392.7;21064.29;13328.95;15308.54;23629.64;3539.1;7705.2;0;0;0;0;13343.31;6.11;0;0;0;7028.18
M; 0 t/m  4 jaar;GELDROP-MIERLO;1018;919.46;1221376.01;93911.86;0;54272.27;33386.82;455.78;61002.31;35660.16;22495.98;17352.43;75902.22;7041.84;14600.48;0;0;0;0;1748.39;9.4;0;0;17649.68;133297.9
M; 0 t/m  4 jaar;GEMERT-BAKEL;754;686.84;1009025.03;81358.1;0;41060.01;24163.79;13.48;51657.74;22635.34;16807.71;29414.86;45266.99;7039;12630.33;0;0;0;0;1212.31;5.64;0;0;9910.73;105579.13
M; 0 t/m  4 jaar;GENNEP;387;341.31;321687.84;36160.34;0;20397.15;9262.44;890.4;32565;4424.07;8818.74;20782.25;11822.91;3065;4312.02;0;0;0;0;497.78;7.52;0;0;866.32;51504.11
M; 0 t/m  4 jaar;GILZE EN RIJEN;613;545.25;570841.92;36894.07;0;32296.49;17775.16;353.08;38268.86;6834.85;20133.03;15476.92;21713.98;1937.2;2294.02;0;0;0;0;11053.36;7.05;0;0;41549.55;29551.81
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1254;1149.53;1944117.03;103618.09;0;68939.69;30311.71;206.36;86138.56;16676.71;34064.02;52525.21;86603.45;21039.7;18453.45;0;0;0;0;3788.77;13.63;0;0;22888.36;84948.1
M; 0 t/m  4 jaar;GOES;853;765.33;1031255.19;153760.25;0;45842.79;22235.42;6.25;57714.93;22855.85;19457.57;34407.9;40857.17;5604.31;15073.93;0;0;0;0;12161.22;1.88;0;0;101129.98;182427.26
M; 0 t/m  4 jaar;GOIRLE;626;561.57;740369.73;43593.43;0;33186.5;17493.28;106.8;38924.33;9301.5;16855.74;20510.86;18518.98;0;12862.34;0;0;0;0;963.8;2.35;0;0;3317.16;12751.91
M; 0 t/m  4 jaar;GOOISE MEREN;1599;1445.85;1504294.23;84275.06;0;85186.12;43677.65;1533.47;113932.06;42517.22;29224.73;25708.82;35235.98;2046.5;16755.24;0;0;0;0;10943.08;28.67;0;0;106153.4;137636.38
M; 0 t/m  4 jaar;GORINCHEM;1038;929.76;1120050.6;74339.95;0;54777.32;30294.48;99.96;78744.53;10409.88;18645.84;24955.67;54391.76;14973.35;15988.24;0;0;0;0;3963.57;17.39;0;0;9700.24;117160.81
