geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_zorg;kosten_farmacie;kosten_specialistische_ggz;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysiotherapie;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_generalistische_basis_ggz;kosten_langdurige_ggz;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiezorg;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_overig
M;45 t/m 49 jaar;TERNEUZEN;1573;1541.4;1487449.07;310362.33;314650.32;102784.86;52244.37;25120.5;104364.89;82900.41;15576.74;9309.3;6134.8;18822.06;45816.91;0;0;39720.91;0;255646.45;0;0;0;111857.57;302.4;731.85
M;45 t/m 49 jaar;TERSCHELLING;172;168.61;146045.1;39896.04;2363.69;11229.1;8683.65;659.56;16800.21;3944.05;0;927.02;413.26;458.28;4232.24;0;0;6957.05;0;0;0;0;0;1079.91;0;0
M;45 t/m 49 jaar;TEXEL;401;400.32;394093.79;34547.03;22691.28;27307.01;12228.48;3417.68;15199.08;5889.51;2582.73;6970.88;2693.88;6777.04;7510.17;0;0;6771.7;0;2482.7;0;0;0;1738.8;0;1321.16
M;45 t/m 49 jaar;TEYLINGEN;1173;1167.41;680104.86;215147.49;379047.87;81728.32;30182.86;28649.19;66211.67;58106.86;2858.93;6106.12;2935.41;13782.57;15312.77;0;0;11665.43;0;803.96;0;0;0;4229.9;0;886.78
M;45 t/m 49 jaar;THOLEN;797;789.31;459777.26;156715.38;193530.37;55618.16;27529.96;10774.45;26904.32;53418.33;12183.12;10670.15;2554.85;7041.22;18909.09;0;0;6257.62;0;60872.49;0;0;0;10109.45;0;1265.01
M;45 t/m 49 jaar;TIEL;1450;1435.34;915528.85;290041.12;479237.52;97767.68;42636.2;65252.46;76591.15;87688.01;22705.76;10412.66;8684.11;5090.96;31821.74;0;0;27242.17;0;5727.01;0;0;0;27213.54;307.68;2646.64
M;45 t/m 49 jaar;TILBURG;7088;6994.37;6105305.07;1749099.98;2091292.32;491438.58;225384.12;161635.77;318069.03;458415.1;142713.9;56196.42;19916.39;46169.01;173922.16;0;0;106893.11;0;26552.18;0;23739.4;7394.14;331108.07;592.2;41889.53
M;45 t/m 49 jaar;TUBBERGEN;645;643.06;406019.39;96883.22;109790.25;43084.05;17737.47;16085.28;26984.59;40044.51;7388.1;18134.91;2256.46;0;6838.88;0;0;1718.81;0;15389.49;0;0;0;7669.08;0;591.37
M;45 t/m 49 jaar;TWENTERAND;1133;1131.44;1352918.42;230336.44;147898.14;76050.47;33968.11;32136.59;59044.71;71200.43;8301.95;14566.26;4685.22;5602.78;24250.85;0;0;10573.44;0;4729.37;0;0;0;57584.75;0;3452.95
M;45 t/m 49 jaar;TYNAARLO;1100;1091.22;743203.01;200896.98;220780.43;72132.16;32889.81;23723.19;46356.48;81167.2;9681.29;3148.75;7303.84;682.38;24224.57;0;0;8264.66;217218.4;18297.34;0;0;4526.72;18103.38;0;15336.48
M;45 t/m 49 jaar;TYTSJERKSTERADIEL;1048;1042.44;904860.72;211320.19;198564.43;69971.46;31055.32;14228.3;57009.04;31640.34;7182.29;9617;5121.65;1009.48;10631.75;0;0;14143.01;0;391.01;0;0;0;18537.02;0;2775.94
M;45 t/m 49 jaar;UITGEEST;424;421.31;276958.07;43507.7;54491.46;29344.05;12837.44;9468.84;18261.74;13589.68;2707.41;3224.58;1001.65;0;7159.08;0;0;3186.73;0;174.9;0;0;0;1673.5;0;2200.1
M;45 t/m 49 jaar;UITHOORN;1031;1021.27;642473.69;162522.61;259645.61;69961.07;24554.68;28339.2;64183.19;52077.67;5931.3;2384.98;1877.24;0;14276.97;0;0;10617.35;0;1037.23;0;0;0;10751.31;0;4995.08
M;45 t/m 49 jaar;URK;534;527.67;463998.04;78979.74;21676.6;35992.5;17645.38;9624.72;31595.28;43193.78;12403.84;1955.72;769.13;10326.79;9852.31;0;0;2909;0;906.5;0;0;3041.73;20949.98;0;570.46
M;45 t/m 49 jaar;UTRECHT;11707;11570.82;9966708.61;2755587.62;5167095.26;816522.85;370452.06;371308.41;680424.53;545011.58;145722.37;108107.53;35543.52;29163.07;224110.68;0;0;228895.26;171978.02;56644.34;0;37274.46;24972.29;719660.81;0;70702.47
M;45 t/m 49 jaar;UTRECHTSE HEUVELRUG;1620;1611.28;1545169.9;352065.47;399730.85;107313.42;46125.87;42229.01;80310.04;73766.23;14607.76;17366.81;5395.82;28920.82;17819.72;0;0;21830.78;156846.72;27220.84;0;0;0;16344.91;0;8382.79
M;45 t/m 49 jaar;VAALS;222;214.56;136533.4;58787.39;68138.12;14384.89;7196.43;3122.71;10346.76;17864.2;3960.29;1644.9;814.9;745.98;6136.14;0;0;0;0;6386.72;0;0;1400.22;19856.42;0;545.29
M;45 t/m 49 jaar;VALKENBURG AAN DE GEUL;473;468.82;223521.67;207657.36;113648.29;31938.44;17531.24;15084.52;19980.79;31878.79;5378.9;10167.34;1531.34;253.4;4004.38;0;0;7182.44;0;3370.71;0;0;0;6601.12;0;108.98
M;45 t/m 49 jaar;VALKENSWAARD;948;941.72;655630.02;167284.69;164402.5;64237.05;25889.24;44287.24;27361.11;34006.82;22476.25;10389.04;3401.21;2610.78;17419.48;0;0;5435.58;0;4233.73;0;0;0;1460.49;0;900.5
M;45 t/m 49 jaar;VEENDAM;982;974.82;867541.86;198681.69;189835;66029.82;27029.71;30198.55;49885.23;55568.52;16213.99;3100.54;1992.79;12700.49;22600.72;0;0;10093.45;0;7404.93;0;0;0;14665.04;0;9561.83
M;45 t/m 49 jaar;VEENENDAAL;2084;2073.05;1190749.66;470594.5;494497.95;141421.85;56776.38;55801.35;104076.17;139436.94;16899.13;15118.41;7561.78;1690.62;27310.27;0;0;29556.87;0;1741.41;0;33658.52;0;12365.34;0;7430.76
M;45 t/m 49 jaar;VEERE;597;594.54;292005.48;84514.27;129466.33;39445.41;15746.4;8010.87;22251.38;16896.21;4460.56;1212.9;939.62;0;7022.05;0;0;2711.96;0;1692.49;0;0;0;11920.23;0;0
M;45 t/m 49 jaar;VELDHOVEN;1545;1534.48;1299435.87;284102.62;225576.29;106100.28;42627.48;80602.03;46925.94;71444.51;12699.51;13068.45;4027.6;1136.24;32269.56;0;0;10473.09;0;615.95;0;0;0;15300.07;50.76;3855.87
M;45 t/m 49 jaar;VELSEN;2233;2219.85;2015884.37;532128.7;497526.99;151226.35;64553.28;71430.15;94440.04;140546.76;17814.83;12360.94;11930.1;6968.26;58081.68;0;0;20470.61;57002.94;19103.59;0;0;0;129807.88;0;12331.68
M;45 t/m 49 jaar;VENLO;3135;3093.86;3041174.47;1084622.06;873452.54;222347.48;107227.81;140485.1;106629.52;157147.73;52455.25;59574.08;16412.04;26575.77;65548.15;0;0;30428.11;13884.62;45302.52;0;23285.3;8372;236631.65;0;7780.59
M;45 t/m 49 jaar;VENRAY;1376;1360.98;1167880.24;295303.9;305165.92;94001.94;42097.8;46279.51;40554.19;64022.71;29010.35;9986.13;5764.4;2244.15;37829.42;0;0;22535.72;243570.7;1321.19;0;0;0;34505.14;0;5758.18
M;45 t/m 49 jaar;VIJFHEERENLANDEN;1856;1844.87;2228302.45;451583.18;392865.81;128171.39;50195.34;84628.3;66396.34;92802.46;20750.87;12388.61;10028.74;3712.36;23408.55;0;0;28068.3;0;11589.15;0;0;0;53941.9;0;10915.53
M;45 t/m 49 jaar;VLAARDINGEN;2276;2237.38;2030797.05;500372;645584.13;150948.59;6872.51;15888.31;208662.39;100110.49;37361.03;17290.45;6048.17;2076.21;63043.42;0;0;35902.23;0;8828.18;0;47476.01;1975.28;46078.15;0;7453.72
M;45 t/m 49 jaar;VLIELAND;42;41.61;11227.45;6044.15;2361.7;2653.45;1187.25;58.05;8087.48;3223.2;892.86;308.96;150.68;0;745.04;0;0;2213.84;0;0;0;0;0;0;0;517.16
M;45 t/m 49 jaar;VLISSINGEN;1458;1434.95;1272368.92;485267.58;302477.72;98340.56;40369.22;27888.95;76232.34;67846.48;23128.21;8113.26;4618.34;24656.88;44945.64;0;0;16476.46;0;12434.03;0;14168.22;0;146612.75;273.6;707.15
M;45 t/m 49 jaar;VOERENDAAL;328;325.6;202477.99;65431.85;49035.17;22147.98;11497.87;8307.15;18383.3;10330.28;729.97;1739.4;923.91;248.28;5589.55;0;0;3031.71;0;12099.39;0;0;0;8278.41;0;477.5
M;45 t/m 49 jaar;VOORSCHOTEN;827;821.78;832127.77;149355.55;167734.59;56754.57;26375.63;26445.04;47917.68;35817.98;1962.44;17813.04;1762.47;325.54;13191.31;0;0;12620.91;0;246.75;0;8953.61;0;67935.36;962.45;0
M;45 t/m 49 jaar;VOORST;729;722.93;553183.84;73510.49;84114.48;48168.78;18280.92;15153.69;42864.15;36491.87;2169.01;9305.48;1747.44;2294.32;13681.99;0;0;5699.99;0;92.01;0;0;0;38534.71;0;8330.3
M;45 t/m 49 jaar;VUGHT;1082;1069.22;883447.26;171228.42;260876.77;70604.1;27265.35;16932.81;35858.45;65555.02;4029.29;10104.33;1862.92;887;18081.43;0;0;19093.78;356838.32;13057.48;0;0;0;3748.32;0;18137.89
M;45 t/m 49 jaar;WAADHOEKE;1538;1529.58;1358068.61;269333.92;495178.61;100999.23;44725.78;27861.38;74817.98;93208.8;23148.17;17506.72;12575.7;1975.67;28074.79;0;0;15889.02;12012.52;3490.97;0;0;0;28756.82;0;4724.64
M;45 t/m 49 jaar;WAALRE;561;558.46;395038.95;116811.4;89736.59;39043.28;15392.56;32631.86;16548.96;22999.96;4669.79;2832.8;1976.6;999.64;2961.4;0;0;2271.01;0;11512.02;0;0;0;1251.88;0;2839.08
M;45 t/m 49 jaar;WAALWIJK;1571;1541.76;1537421.14;266641.82;246993.12;106408.98;54724.71;44526.37;68576.21;82457.87;21945.48;23826.87;5702.14;9007.2;47485.33;0;0;25516.02;0;22111.92;0;0;0;18899.28;907.2;11499.56
M;45 t/m 49 jaar;WADDINXVEEN;871;866.77;553283.69;170108.53;122915.11;59425.4;22988.82;15426.69;37350.68;46276.79;9694.48;11091.84;6047.78;3986.54;15081.4;0;0;5024.75;0;121.63;0;0;0;78777.68;0;3209.12
M;45 t/m 49 jaar;WAGENINGEN;943;937.16;512760.74;227233.05;192098.9;63646.04;26265.76;14863.86;47939.46;42712.19;10271.97;8486.52;4062.5;945.05;14445.06;0;0;9321.11;0;5825.43;0;0;0;7863.96;0;752.85
M;45 t/m 49 jaar;WASSENAAR;847;819.4;654965.57;117203.1;119212.06;53848.83;23132.73;18980.61;35669.01;41019.15;152.54;10620.37;1584.17;612.32;14646.14;0;0;9909.46;0;16542.92;0;0;9520.29;46442.08;0;2898.02
M;45 t/m 49 jaar;WATERLAND;567;561.14;312801.17;79918.55;148055.51;37935.58;17022.35;10569.25;34021.07;13675.53;4268.35;4948.1;1500.9;0;17933.55;0;0;5817.15;0;1979.52;0;0;0;224.55;0;130.59
M;45 t/m 49 jaar;WEERT;1509;1495;1222560.25;273470.52;342283.04;101180.08;45823.55;44039.87;54488.56;58876.35;16983.97;12031.3;3931.9;44042.73;20525.18;0;0;30950.04;0;8012.09;0;0;0;23920.66;0;1118.09
M;45 t/m 49 jaar;WEST BETUWE;1715;1699.64;966370.85;349739.99;517671.25;114808.69;46975.99;59293.57;68166.34;95191.2;20615.83;15170.79;4242.42;20687.7;34190.58;0;0;29489.6;0;3120.34;0;0;0;53268.17;0;7821.75
M;45 t/m 49 jaar;WEST MAAS EN WAAL;630;628.94;453342.24;86653.7;236017.08;42249.65;18026.53;17955.82;28789.41;52740.44;7039.41;5844.46;2068.49;866.16;10381.63;0;0;7623.29;0;861.46;0;0;0;3563.18;0;1093.5
M;45 t/m 49 jaar;WESTERKWARTIER;2185;2175.98;1540895.33;316031.57;397998.31;145114.77;66404.13;54656.21;105593.65;116901.49;14952.13;5600.7;3538.53;10126.76;43846.8;0;0;26929.06;23225.4;519.77;0;0;0;89800.01;0;3021.1
M;45 t/m 49 jaar;WESTERVELD;563;558.73;478481.39;86678.66;94933.82;38159.17;15746.95;12754.24;30311.76;36160.04;3334.11;2797.71;1452.75;5928.44;18936.61;0;0;10377.02;0;645.06;0;0;0;52389.79;0;1829.36
M;45 t/m 49 jaar;WESTERVOORT;430;427.99;393963.97;107457.45;78206.78;29194.43;16110.27;16276.09;22120.67;26762.15;4405.43;3420.61;1401.77;0;14727.19;0;0;6328.36;0;303.03;0;0;0;597.24;0;2767
M;45 t/m 49 jaar;WESTERWOLDE;734;732.34;1246834.95;236240.14;83131.26;48172.27;23866.87;21952.68;41957.92;43424.2;6785.19;9325.99;1886.83;16297.33;39102.69;0;0;2719.11;0;63.78;0;0;0;57203.77;0;1584.68
M;45 t/m 49 jaar;WESTLAND;3593;3545.76;2518375.5;542832.67;802285.79;231675.87;10179.75;22932.79;300886.39;184684.35;25422.84;25644.73;9867.7;7145.81;70421.77;0;0;39370.85;0;18165;0;28190.28;0;93992.05;0;27186.55
M;45 t/m 49 jaar;WESTSTELLINGWERF;842;840.46;557393.98;148359.03;78563.16;56696.14;23006.91;17661.19;47747.27;56271.87;7149.01;8938.08;1827.08;3504.15;18677.3;0;0;2765.61;0;548.4;0;0;0;3368.02;0;2249.31
M;45 t/m 49 jaar;WESTVOORNE;498;495.04;373138.4;114330.92;46476.05;32491.7;17954.08;9159.36;19063.63;29031.11;1509.06;2332.41;1296.09;822.11;12352.47;0;0;6574.14;82326.04;1612.01;0;0;0;1172.19;0;2200.1
M;45 t/m 49 jaar;WIERDEN;784;780.4;583259.74;155947.08;64459.8;53007.43;23451.48;20023.4;39566.93;55497.01;6922.49;4421.14;2948.31;2010.23;13252.57;0;0;5296.68;0;4836.25;0;0;0;17353.59;0;6540.39
M;45 t/m 49 jaar;WIJCHEN;1319;1305.72;1322271.36;231638.24;242925.62;89722.26;46316.66;17921.02;60455.83;79244.56;6634.42;15834.58;3309.27;6519.08;24258.76;0;0;18025.76;0;16935.4;0;0;0;20575.62;0;3187.82
M;45 t/m 49 jaar;WIJDEMEREN;761;755.25;898859.7;100338.26;207192.15;50980.19;23227.41;11567.58;40376.88;30474.94;5965.07;5399.1;2752.23;4489.4;5196.52;0;0;7327.77;0;10516.69;0;0;0;10016.28;269.22;3680.35
M;45 t/m 49 jaar;WIJK BIJ DUURSTEDE;761;759.32;487436.34;143074.29;89783.5;51461.8;23615.11;20144.53;37349.16;133753.95;5188.79;10747.59;4811.41;650.08;19148.5;0;0;10069.52;0;2707.73;0;0;0;83591.19;0;901.68
M;45 t/m 49 jaar;WINTERSWIJK;869;864.93;591248.47;183761.15;121270.66;58079.52;28206.85;15818.91;39610.79;52695.14;10255.38;1690.49;2429.44;0;12884.94;0;0;9014.65;0;1677.5;0;0;0;35179.34;0;1279.96
M;45 t/m 49 jaar;WOENSDRECHT;625;618.39;403154.28;136748.6;94134.09;43058.77;17715.26;10765.86;25224.93;83831.14;12262.03;15697.54;2483.1;2372.73;14412.5;0;0;10866.85;0;26260.19;0;0;0;43857.28;0;221.87
M;45 t/m 49 jaar;WOERDEN;1801;1787.28;1225184.21;304606.17;414445.82;123447.72;50822.21;18897.28;69197.54;89737.09;3615.61;14814.33;5893.29;10782.66;29612.59;0;0;19989.51;0;9461.91;0;7094.56;0;33899.31;0;9464.81
M;45 t/m 49 jaar;WORMERLAND;528;526.36;446786.72;139459.79;141577.85;35352.2;13076.69;7499.51;20747.8;23606.1;10370.44;4925.78;167.84;762.24;10737.51;0;0;4650.33;0;3388.48;0;0;0;899.19;0;0
M;45 t/m 49 jaar;WOUDENBERG;410;409.19;251293.16;45804.05;47753.18;27774.47;9912.88;5290.9;19650.76;17765.47;6436.04;2227.29;16.2;0;5077.35;0;0;2219.07;0;304.62;0;0;0;2603.79;0;241.8
M;45 t/m 49 jaar;ZAANSTAD;5292;5236.69;4115001.55;1181655.21;1247558.15;348595.38;153624.49;105329.49;294235.78;230172.07;63126.99;46105.59;12334.42;3938.55;116970.92;0;0;65697.15;0;13744.92;0;11749.52;23061.1;88833.18;0;28718.03
M;45 t/m 49 jaar;ZALTBOMMEL;930;915.34;864265.14;265828.93;234301.9;61925.13;31748.97;18761.74;34663.03;75057.06;7032.85;7640.11;2225.73;1001.56;27453.91;0;0;7873.12;0;573.62;0;0;2535;15909.24;0;362.44
M;45 t/m 49 jaar;ZANDVOORT;620;610.81;490730.9;115172.32;229624.69;40884.4;19302.91;23309.58;34798.68;21748.67;1857.36;6791.09;1792.47;165.1;7507.78;0;0;3739.13;0;909.35;0;0;42270.82;15884.55;0;61.6
M;45 t/m 49 jaar;ZEEWOLDE;727;718.16;625673.99;123073.96;75190.96;46761.31;17252.75;30212.1;27268.82;32489.91;7967.58;9316.64;3596.81;6068.91;10710.67;0;0;13399.96;0;302.32;0;0;10034.02;2815.08;0;918.09
M;45 t/m 49 jaar;ZEIST;2043;2025.61;2030703.63;455238.69;924355.04;136984.59;52304.89;53798.14;119560.8;134932.59;16947.45;14420.64;8547.82;705.24;63057.12;0;0;35970.99;139817.75;6026.21;0;61894.49;10776.56;47655.36;0;7498.25
M;45 t/m 49 jaar;ZEVENAAR;1435;1430.53;1044581.86;284184.94;223878.34;97040.05;50232.54;52474.35;68914.59;82789.55;24298.72;10311.99;2683.77;8002.2;29165.66;0;0;29329.47;0;420.15;0;0;19368.86;53557.07;0;5148.71
M;45 t/m 49 jaar;ZOETERMEER;3703;3682.98;2773674.13;762742.53;905890.91;251155.06;93834.62;211618.86;161373.69;194145.17;33214.22;31938.76;10992.48;6829.56;92237.59;0;0;42816.85;0;30067.69;0;25975.82;90618.55;170342.53;0;27038.49
M;45 t/m 49 jaar;ZOETERWOUDE;266;265.46;206986.91;73972.08;72570.91;17638.52;5941.04;5191.88;14539.94;7983.7;0;2470.87;618.61;0;5730.06;0;0;3318.36;0;0;0;0;0;1408.4;0;630.25
M;45 t/m 49 jaar;ZUIDPLAS;1336;1327.75;1064784.44;248345.73;139293.04;90616.12;35930.77;24483.05;64126.01;44622.6;12338.25;6944.9;3082.76;6371.36;21633.58;0;0;8074.35;0;7308.8;0;0;0;26530.78;0;4350.2
M;45 t/m 49 jaar;ZUNDERT;676;659.78;356085.59;94818.34;37303.46;42993.25;13464.38;23754.33;19339.38;28552.96;11358.58;8066.02;2796.05;0;15182.92;0;0;10455.24;0;15666.95;0;0;0;24465.77;0;2463.45
M;45 t/m 49 jaar;ZUTPHEN;1633;1613.43;1240320.78;377375.97;732118.14;110378.91;45313.53;31436.75;81389.12;79455.5;27359.84;15722.64;8270.1;448.56;40093.99;0;0;33490.47;77183.4;1000.05;0;0;4642.46;36177.83;0;11124.21
M;45 t/m 49 jaar;ZWARTEWATERLAND;751;747.08;672098.98;126272.16;213478.67;50618.49;21983.58;12982.83;43657.08;39809.79;11738.8;3859.44;2182.89;215.92;13933.95;0;0;3662.19;0;192;0;0;4181.97;7504.2;0;5713.96
M;45 t/m 49 jaar;ZWIJNDRECHT;1257;1249.87;1006418.95;231089.25;227686.42;87356.76;44271.26;27505.31;44891.07;67723.67;10627.48;8705.87;2274.9;2575.48;23629.41;0;0;24237.25;0;1442.85;0;0;0;135911.75;0;280.8
M;45 t/m 49 jaar;ZWOLLE;4434;4406.02;3325642.71;1073418.25;1356598.18;305879;124192.59;105725.27;232865.24;317193.01;47593.67;46531.9;9984.09;22558.3;83344.51;0;0;85450.06;0;32878.08;0;39509.38;31108.04;200632.99;0;32557.62
M;50 t/m 54 jaar;AA EN HUNZE;1021;1013.48;1051978.79;171655.83;199325.26;67883.07;32878.09;36727.05;49761.24;66664.97;6498.69;9368.8;4063.44;2038;22975.6;0;0;7184.02;0;1589.43;0;25140.86;0;23200.38;0;5459.3
M;50 t/m 54 jaar;AALSMEER;1413;1405.86;1122134.73;263986.23;417047.04;96328.85;45368.12;27615.72;89499.82;94102.91;7178.73;12200.92;10015.54;750.9;33340.7;0;0;17011.44;0;26150.15;0;25841.23;0;103126.68;0;6923.45
M;50 t/m 54 jaar;AALTEN;1076;1070.07;1356554.51;190350.39;83646.34;71651.8;33984.81;36669.22;55981.16;54102.46;14580.14;13458.14;5188.52;16397.46;26238.99;0;0;9370.54;0;2484.17;0;0;18569.84;52669.02;0;835.17
M;50 t/m 54 jaar;ACHTKARSPELEN;1071;1070.58;837097.58;242743.12;65988.85;71314.09;34236.41;40073.23;54538.24;83510;12671.54;11386.46;2838.11;1135.34;30599.77;0;0;5218.41;0;61.42;0;19730.04;0;53048.08;0;1961.82
M;50 t/m 54 jaar;ALBLASSERDAM;702;697.16;831898.69;310880.79;138550.52;49116.58;33805.84;15530.3;30579.29;59821.53;3384.92;4647.62;2286.54;227.8;23504.37;0;0;11027.95;0;3187.81;0;0;0;29406.45;0;322.27
M;50 t/m 54 jaar;ALBRANDSWAARD;1082;1075.76;1168211.56;214020.19;757587.75;71672.03;34030.53;29873.17;45822.78;92360.91;12381.08;9276.76;2432.05;0;35327.36;0;0;10151.87;357727.42;15390.63;0;0;0;37294.65;0;2793.18
M;50 t/m 54 jaar;ALKMAAR;4022;3989.72;4448106.2;984577.9;1156212.09;285870.16;124120.15;94277.18;160010.87;257022.71;43140.35;38613.78;21474.53;17010.95;103978.7;0;0;49030.36;36715.6;5911.35;0;97851.88;0;157668.76;152.28;22622.76
M;50 t/m 54 jaar;ALMELO;2890;2867.18;3719389.63;901001.21;700560.27;201360.11;104734.51;128805.57;160519.35;230187.14;41706.83;39285.76;14789;24130.91;77804.02;0;0;35979.28;4880.68;24531.99;0;20817.64;34207.6;194912.13;0;16142.89
M;50 t/m 54 jaar;ALMERE;7869;7804.62;8907607.77;2064677.99;1534434.04;550529.26;287431.64;423479.9;478558.54;523285.26;66517.71;83365.68;24287.52;26971.62;235312.12;0;0;86809.42;0;29509.85;0;48722.07;16605.78;422874.01;189;65456.58
M;50 t/m 54 jaar;ALPHEN AAN DEN RIJN;4318;4295.08;3964440.98;1148068.89;730074.87;305648.61;131969.99;125215.07;267706.03;228380.78;29874.44;47268.8;11891.77;234.2;111159.73;0;0;40236.12;64281.27;29606.97;0;28369.48;74986.07;177856.74;0;9618.47
M;50 t/m 54 jaar;ALPHEN-CHAAM;423;419.3;423312.28;68711.92;22864.31;28508.01;14148.11;14991.53;12249.6;26172.58;3912.96;3904.19;1948.5;1264.44;10338.05;0;0;980.2;0;327.27;0;0;0;7814.81;0;104.65
M;50 t/m 54 jaar;ALTENA;2218;2207.9;2441405.62;494974.43;246110.01;154170.43;72493.74;125558.97;77673.52;184162.74;51289.27;24100.1;7409.2;15584.38;65053.87;0;0;21494.06;0;42908.42;0;22995.39;0;29564.45;0;4939.39
M;50 t/m 54 jaar;AMELAND;144;142.59;173812.37;22250.4;32432.81;9710.13;5733.04;2621.61;11651.66;8186.77;1504.06;1905.04;16.2;3034.8;4188.66;0;0;0;0;0;0;0;0;547.56;0;362.8
M;50 t/m 54 jaar;AMERSFOORT;6013;5981.74;6197425.03;1415601.68;2018276.84;400528.31;191253.5;190550.16;352622.63;525072.87;64865.82;83216.24;31799.8;20704.3;141061.79;0;0;124589.96;125682.7;64968.43;0;13805.85;45471.92;307028.9;0;24194.72
M;50 t/m 54 jaar;AMSTELVEEN;2873;2836.88;2527819.24;827101.31;588229.4;193029.78;88530.57;73764.17;162761.57;204614.38;12015.93;42697.49;9143.73;4635.98;73680.14;0;0;49174.39;0;23811.71;0;37725.34;963.84;200634.86;0;19661.9
M;50 t/m 54 jaar;AMSTERDAM;29385;28924.65;34883160.57;14404324.12;12174340.3;2031153.25;1121395.24;1116476.54;1524849.21;1619709.22;420913.03;270323.74;154655.43;109241.32;896086.22;0;0;553404.66;487251.39;552154.84;0;290293.74;179600.32;2132242.13;1368.71;230371.95
M;50 t/m 54 jaar;APELDOORN;6136;6096.93;6368933.27;1671118.28;1355204.89;416061.37;180159.87;228534.48;319010.7;491802.04;67189.18;64223.85;25695.92;20806.36;163873.97;0;0;77498.23;39196.2;38097.71;0;93938.69;31651.12;488687.75;0;39060.4
M;50 t/m 54 jaar;ARNHEM;5939;5891.08;7520229.53;2086605.66;2030525.19;393275.74;202928.88;259372.2;328116.37;426305.07;90715.4;92238.62;40024.44;19171.06;176811.03;0;0;78825.25;0;66156.87;0;14981.54;0;353480.84;1499.94;32495.88
M;50 t/m 54 jaar;ASSEN;2595;2573.54;3462821.28;654055.35;1202731.25;178869.55;82383.79;101568.28;137248.47;278957.57;52341.02;32330.03;12012.58;9152.57;99709.11;0;0;50621.82;264801.33;11592.22;0;33529.79;3830.25;167615.45;0;26886.03
M;50 t/m 54 jaar;ASTEN;659;646;541540.92;116770.93;65138.39;42938.04;21347.72;16595.3;21009.59;41719.32;7719.99;9977.91;4364.7;4159.66;13342.86;0;0;3962.26;0;10720.56;0;0;0;3017.44;0;1316.32
M;50 t/m 54 jaar;BAARLE-NASSAU;242;240.58;249378.66;66775.72;87259.4;16054.7;10100.21;8860.55;10017.9;7017;22770.8;2122.3;588.46;0;9086.13;0;0;1424.86;0;55348.4;0;0;0;1660.84;0;54.49
M;50 t/m 54 jaar;BAARN;957;952.9;823763.53;216239.02;213576.88;61504.68;27819.24;32287.72;52520.85;74412.88;9109.67;12170.24;6084.21;2392.24;17223.29;0;0;9268.28;12159.4;7766.8;0;14022.69;0;23240.03;0;13047.19
M;50 t/m 54 jaar;BARENDRECHT;2092;2084.47;2008700.66;386035.42;160216.7;141044.58;66978.1;41961.04;88516.63;113908.59;16753.87;7932.38;7390.44;5067.59;51539.97;0;0;24852.56;0;18584.47;0;33832.92;0;8189.95;0;1806.44
M;50 t/m 54 jaar;BARNEVELD;1936;1924.73;1955443.34;404850.87;348073.5;134716.38;75052.71;56570.46;112670.03;151367.96;41947.5;31182.73;6332.58;3592.7;59978.38;0;0;9923.88;0;3654.03;0;0;0;66073.07;0;4619.37
M;50 t/m 54 jaar;BEEK;590;583.24;855280.04;143236.72;124299.69;40088.89;22307.67;15253.46;29150.34;35789.04;8410.17;9996.8;3318.95;617.88;23803.53;0;0;3808.85;0;10077.82;0;0;0;20411.92;0;1081.92
M;50 t/m 54 jaar;BEEKDAELEN;1295;1289.25;1221627.5;245821.85;320546.68;87736.95;58463.96;44363.24;64129.48;84030.35;16535.35;36756.88;4153.04;2983.72;26820.7;0;0;17260.13;0;15805.67;0;9631.12;5573.58;88893.6;0;6393.34
M;50 t/m 54 jaar;BEESEL;560;553.55;503360.9;104942.05;51768.6;38967.75;18898.78;26344.8;21440.18;25924.39;17350.41;14101.66;2594.12;1250.87;6416.43;0;0;0;0;11011.64;0;0;0;32583.1;0;9962.1
M;50 t/m 54 jaar;BERG EN DAL;1416;1407.54;1480784.17;335089.17;194474.08;95740.24;51477.57;35007.97;64755.17;84468.8;17591.07;32672.69;4010.45;3358.05;24791.19;0;0;16068.22;0;4973.78;0;0;0;44428.2;190.44;3528.94
M;50 t/m 54 jaar;BERGEIJK;731;727.43;748050.03;107828.17;147044.08;48775.59;26050.59;38719.55;23531.69;60352.17;18725.66;9300.85;2623.35;4739.63;18835.27;0;0;1176.1;0;17280.98;0;0;0;8543.68;0;7517.09
M;50 t/m 54 jaar;BERGEN LB;572;567.17;591293.75;126749.37;35970.01;39863.02;4712.72;68254.94;32429.96;27544.22;11523.05;11633.99;2419.85;260.44;25907.33;0;0;12500.36;0;8677.39;0;3933.71;0;17861.25;0;1262.74
