GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_EERSTELIJNS_PSYCHOLOGISCHE_ZORG;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
V;50 t/m 54 jaar;MEIERIJSTAD;3114;3106.44;4567528.09;870648.75;430035.04;174171.27;141704.72;123463.18;243333.79;69402.37;85445.7;22392.92;44548.41;69546.77;0;0;16961.4;17187.11;25.8;0;70194.02
V;50 t/m 54 jaar;MEPPEL;1185;1181.99;2313907.31;344956.69;237258.44;66207.85;49586.02;59206;78147.36;22932.09;33839.84;13154.31;8373.79;25578.74;0;0;9883.04;1905.22;44.72;29842.59;21473.71
V;50 t/m 54 jaar;MIDDELBURG;1715;1709.26;1836729.66;446395.39;314729.58;94819.15;67143.92;65610.55;199902.18;20865.99;61698.27;9171.17;21845.93;55613.17;0;0;11194.93;186875.9;6.88;0;46182.64
V;50 t/m 54 jaar;MIDDEN-DELFLAND;774;772.19;1041954.23;168677.6;37952.19;43428.22;24898.19;21372.76;28598.1;3086.38;21119.19;3519.15;116.42;4482.87;0;0;2550;1008.09;5.16;10563.09;2111.02
V;50 t/m 54 jaar;MIDDEN-DRENTHE;1375;1370.41;1768739.93;324443.78;208369.72;76586.06;52542.22;67486.28;80915.8;32450.75;30815.35;4660.8;25264.44;28169.05;0;0;8274.66;2981.98;70.95;0;22434.82
V;50 t/m 54 jaar;MIDDEN-GRONINGEN;2555;2548.25;3919333.81;818212.75;344821.16;143215.2;113399.81;111911.52;191047.09;61172.04;63129.5;15378.58;19672.52;81083.79;0;0;14400.7;15233.52;94.6;9346.91;87672.27
V;50 t/m 54 jaar;MILL EN SINT HUBERT;432;432;448929.47;85877.47;131428.33;24465.17;15915.62;12726.33;29340.89;10423.25;18465.23;1329.11;3067.2;1588.6;0;0;2498;403.9;1.72;0;5070.18
V;50 t/m 54 jaar;MOERDIJK;1476;1468.4;1956708.63;417751.94;199013.87;79203.83;65941.96;44473.2;93791.13;95578.1;43580.1;5815.73;32507.79;27863.49;0;0;7390.75;45013.54;6.88;36953.12;31482.62
V;50 t/m 54 jaar;MOLENLANDEN;1491;1488.54;1528096.22;360237.94;149757.56;83888.46;62975.65;44077.07;94445.61;20318.47;35364.62;2962.73;17711.74;22501.45;0;0;7954.16;2383.51;6.88;0;34556.58
V;50 t/m 54 jaar;MONTFERLAND;1464;1460.26;1896814.18;554949.84;433177.26;82338.85;59711.75;66566.01;124376.95;39893.44;24369.99;7974.89;8144.03;27765.32;0;0;6889;3778.31;10.32;5240.21;32524.25
V;50 t/m 54 jaar;MONTFOORT;510;509.99;489188.87;111945.71;40773.85;28653.57;19944.21;24383.77;21300.46;3540.94;16606.2;3469.48;2700.7;9273.86;0;0;1935;1606.51;8.6;0;5897.99
V;50 t/m 54 jaar;MOOK EN MIDDELAAR;370;369.97;442177;98461.88;69433.47;20758.05;15856.58;12652.99;52352.63;1629.72;8795.57;871.24;73.64;5651.3;0;0;2339.75;3762.48;5.16;0;5284.72
V;50 t/m 54 jaar;NEDER-BETUWE;727;724.88;936078.29;259091.34;74381.69;40879.35;41550.96;42630.87;71722.93;11920.94;25675.51;3232.18;4003.93;16473.68;0;0;4691.86;1986.49;5.16;0;38564.09
V;50 t/m 54 jaar;NEDERWEERT;703;702.18;635510.83;221170.93;225470.95;39733.2;30294.93;27829.6;36533.64;18398.45;36626.65;4044.67;7461.27;11892.08;0;0;2360.5;1552.75;1.72;0;14987.94
V;50 t/m 54 jaar;NIEUWEGEIN;2279;2277.14;2963311.54;747591.13;501277.18;127896.29;94103.48;95828.77;159658.77;45628.26;73881.71;8790.3;11028.99;43839.73;0;0;18777.98;13122.19;30.96;10083.91;65223.52
V;50 t/m 54 jaar;NIEUWKOOP;1138;1136.32;1494405.22;307415.34;101528.45;61708.15;42727.48;48659.58;57295.13;16943.6;35297.16;4713.42;13705.22;21669.08;0;0;5329.4;13889.27;6.88;0;3771.35
V;50 t/m 54 jaar;NIJKERK;1452;1447.39;2129356.07;332601.64;196267.01;81730.4;59845.36;64379.06;114014.95;16498.18;43825.39;11454.55;23959.64;35822.54;0;0;14073.15;6670.85;30.53;0;51369.77
V;50 t/m 54 jaar;NIJMEGEN;5723;5710.05;7083771.74;1750277.97;1605718.43;318435.13;268932.84;220981.84;488432.21;111969.22;205073.97;33091.97;28730.83;122958.45;0;589.6;47233.17;37558.35;49.02;100765.88;114642.11
V;50 t/m 54 jaar;NISSEWAARD;3605;3593.48;5118305.34;1254472.45;581291.74;202648;171973.95;142813.39;314780.07;149005.28;80033.64;16183.65;39281.81;106621.28;0;0;10854.91;59543.1;36.98;36696.91;75212.89
V;50 t/m 54 jaar;NOARDEAST-FRYSLAN;1677;1674.33;2064189.92;422449.81;375392.93;94271.6;57366.83;84595.03;94079.57;35121.39;19547.41;5811.5;31078.83;34392.56;0;0;10444;1940.94;1953.92;13001.18;21043.49
V;50 t/m 54 jaar;NOORD-BEVELAND;289;288.26;399389.66;79943.73;17430.47;15947.05;9776.72;7494.66;26381.39;10809.53;4159.3;904.93;11839.85;10468.04;0;0;787;47323.06;3.44;0;3136.87
V;50 t/m 54 jaar;NOORDENVELD;1246;1244.91;1153580.53;248174.44;217033.85;69886.85;43273.35;50839.44;54977.44;18891.21;26342.58;4746.58;6928.85;32999.65;0;0;9291.38;2479.88;122.98;0;18313.66
V;50 t/m 54 jaar;NOORDOOSTPOLDER;1671;1665.01;2439037.81;442348.48;206524.7;93154.16;65360.8;70446.62;113927.37;55990.62;32835.24;7547.92;28197.92;37497.11;0;0;8089.58;7847.3;228.76;6429.64;19303.79
V;50 t/m 54 jaar;NOORDWIJK;1644;1633.18;1630169.19;364856.71;325394.68;90333.6;61202.36;77913.8;83207.2;21037.59;47607.15;7039.7;3768.3;30166.87;0;0;12969.72;15195.95;14.19;0;36270.58
V;50 t/m 54 jaar;NUENEN CA;1013;1010.9;1152979.68;244042.41;222205.72;57109.68;39727.87;26542.09;57731.85;10614.95;18531.44;6894.9;1638.1;14379.44;0;0;4570.4;6822.47;8.6;0;36845.34
V;50 t/m 54 jaar;NUNSPEET;910;908.85;1266035.39;289494.3;241459.76;50359.85;35106.34;39114.65;81556.32;37436.58;50287.89;4916.14;37358.15;28326.51;0;0;5486.28;26902.72;12.04;0;9275.3
V;50 t/m 54 jaar;OEGSTGEEST;929;924.36;754985.63;170342.15;145039.27;51873.54;34225.06;46092.9;21409.85;9156.7;18384.87;1834.77;2200.36;12079.26;0;0;7835.5;2791.13;5.16;0;6682.06
V;50 t/m 54 jaar;OIRSCHOT;832;831.2;963956.24;147959.61;84558.51;46680.85;35997.56;26233.19;44823.26;39076.34;64195.25;5400.54;7744.32;4158.08;0;0;6512.5;8501.47;6.88;2917.27;24769.34
V;50 t/m 54 jaar;OISTERWIJK;1051;1049.54;1147307.1;263772.42;134005.04;59171.09;49624.71;32160.18;52464.23;18496.42;27501.26;5526.88;2458.09;17975.36;0;0;3964.78;21841.43;3.44;0;19270.32
V;50 t/m 54 jaar;OLDAMBT;1534;1530.8;1986478.15;528174.49;430290.72;86017.49;67458.73;64512.86;151185.33;45735.07;50566.08;9580.58;12131.5;34480.02;0;0;8967.47;3881.32;49.88;10563.09;38254.6
V;50 t/m 54 jaar;OLDEBROEK;903;900.58;1188389.84;213941.17;77281.82;50760.76;32963.04;35879.52;81847.34;26150.6;18567.44;4255.92;14655.33;31639.51;0;0;1581.65;302.71;10.32;0;23535.8
V;50 t/m 54 jaar;OLDENZAAL;1220;1217.45;1480073.36;317729.6;193707.01;67622.85;42331.5;46325.12;65248.13;18540.68;34845.68;7641.23;3503.16;31822.7;0;0;4371.6;7631.53;12.04;41446.79;19704.72
V;50 t/m 54 jaar;OLST-WIJHE;697;696.31;860282.38;154730.4;59492.77;39011.55;25645.7;25827.26;60700.53;19471.54;14161.01;5208.63;23478.05;13742.91;0;0;3942.25;135.5;12.04;0;6200.34
V;50 t/m 54 jaar;OMMEN;629;627.14;953382.11;112425.12;148929.45;35063.52;18526.72;26123.62;40151.96;12837.77;11660.05;2402.31;11488.99;14446.76;0;0;3386.68;1193.06;11.61;0;7649.73
V;50 t/m 54 jaar;OOST GELRE;1185;1181.99;1182537.43;264865.79;135031.56;66844.6;49285.02;51968.3;87105.8;22471.74;18428.1;4464.71;23155.68;17356.08;0;0;2839.5;3495.57;5.16;0;8367.61
V;50 t/m 54 jaar;OOSTERHOUT;2201;2195.83;2555573.82;654898.92;279806.35;123760.61;77278.72;67124.38;172544.07;55879.91;78735.54;3789.11;10501.58;43656.17;0;0;13281.49;59709.91;15.48;32115.98;65415.93
V;50 t/m 54 jaar;OOSTSTELLINGWERF;1037;1036.06;1181194.46;220871.29;216479.26;57520.21;40524.7;47151.21;84129.05;26171.61;20403.88;2681.33;27848.21;31259.95;0;0;2207;10493.16;1040.6;0;21747.55
V;50 t/m 54 jaar;OOSTZAAN;405;404.3;665859.35;108467.38;52910.06;22838.1;15162.44;21408.3;21967.62;3456.18;9214.95;2297.33;711.07;5470.78;0;0;2561;3697.32;5.16;0;5224.41
V;50 t/m 54 jaar;OPMEER;416;403.38;417404.23;66912.48;24476.17;22049.52;17107.7;19068.13;13375.53;3510.68;10947.56;1953.97;237.01;7109.82;0;0;3085;2369.69;5.59;10083.91;5948.14
V;50 t/m 54 jaar;OPSTERLAND;1183;1179.93;1154418.79;269390.1;183716.93;65627.16;38297.91;43444.34;84191.04;34714.21;23669.04;4325.6;13049.66;24319.02;0;0;4146.15;5060.28;1247;0;16023.22
V;50 t/m 54 jaar;OSS;3502;3488.89;4536347.89;1178047.17;473485.91;196981.66;154511.17;129322.42;359817.42;155862.97;114808.99;30537.42;65971.26;62729.23;0;0;19802.65;32799.52;25.8;10083.91;76666.89
V;50 t/m 54 jaar;OUDE IJSSELSTREEK;1482;1479.68;2042419.63;475623.77;160602.92;83359.03;59550.41;71402.91;131345.41;36698.78;44676.69;17202.32;16784.04;27870.25;0;0;5372.98;9766.53;8.6;18349.61;20528.07
V;50 t/m 54 jaar;OUDER-AMSTEL;507;505.8;693680.16;108461.94;83449.36;28263.65;17329.37;16829.98;19319.5;2924.47;9730.13;1073.61;74.26;6841.85;0;0;4339.6;2222.46;5.16;0;13526.02
V;50 t/m 54 jaar;OUDEWATER;374;372.42;420239.34;116910.53;29436.01;20998.6;11082.07;11571.46;20751.54;5638.6;19618.45;1026.69;0;5695.96;0;0;982.2;1968.97;6.88;0;3385.15
V;50 t/m 54 jaar;OVERBETUWE;1798;1793.63;2184496.39;490150.04;196011.66;100606.5;73253.26;68000.33;123105.68;35762.06;58157.95;10645.03;12609.18;23364.08;0;0;17578.46;10156.14;21.5;0;58148.31
V;50 t/m 54 jaar;PAPENDRECHT;1150;1147.08;1481951.26;398347.22;110733.17;64742.35;45100.26;31971.56;62242.08;20271.2;30103.4;4247.85;2872.41;38376.7;0;0;9122.33;6970.95;10.32;67222.7;30869.1
V;50 t/m 54 jaar;PEEL EN MAAS;1792;1783.81;2311672.2;441733.49;242221.94;100252.75;94912.76;72480.58;88787.97;55154.12;71720.21;14933.99;25279.87;38635.16;0;0;4189.4;12217.84;6.45;0;47239.74
V;50 t/m 54 jaar;PEKELA;428;424.42;509037.41;141816.2;84623.29;23877.32;20756.15;25040.92;22035.39;23305.14;8157.19;2338.32;3953.17;16302.26;0;0;323;406.08;9.46;18349.61;11363.61
V;50 t/m 54 jaar;PIJNACKER-NOOTDORP;1879;1875.45;2748264.91;583063.61;284975.21;104082.15;74494.18;52453.77;123354.07;34502.27;69953.62;12159.51;7331.18;32576.34;0;0;9695.91;8853.35;17.2;0;13865.09
V;50 t/m 54 jaar;PURMEREND;3408;3402.57;5360126.85;1056692.35;644728.21;190451.13;149400.83;192770.89;284569.89;71500.28;53965.85;18978.2;14491.52;75821.8;0;0;13225.38;25772.45;42.14;25408.03;63598.15
V;50 t/m 54 jaar;PUTTEN;848;845.08;918069.68;217969.35;201590.7;47501.55;37050.68;41545.17;69896.14;13960.8;27140.6;3604.69;6548.96;13361.68;0;0;9637.46;3825.44;13.33;0;12124.79
V;50 t/m 54 jaar;RAALTE;1552;1550.55;1725910.14;363155.75;289748.15;87264.62;53278.52;66713.14;120200.08;36713.28;38197.6;8690.49;21362.66;49138.5;0;0;4759.3;2936.81;23.22;0;13286.53
V;50 t/m 54 jaar;REIMERSWAAL;619;616.21;791566.38;192166.36;81038.76;34526;23879.78;20813.58;58316.05;12261.42;51929.8;2709.8;33494.14;18297.03;0;33.46;715.2;76783.82;3.44;0;19647.08
V;50 t/m 54 jaar;RENKUM;1270;1263.36;1532444.8;328886.24;449870.64;70386.81;42729.08;46960.59;87468.14;23416.56;43457.41;3649.76;2249.87;25630.93;0;0;6770.76;5220.06;24.08;0;15091.49
V;50 t/m 54 jaar;RENSWOUDE;159;159;151703.17;55049.69;67009.22;8914.5;6498.83;8040.34;13920.73;5373.19;4285.74;850.48;0;2936.27;0;0;435.66;1158.66;0;0;2458.9
V;50 t/m 54 jaar;REUSEL-DE MIERDEN;541;537.57;534362.85;109055.36;65642.36;30238.55;21840.56;15432.11;41279.59;14678.03;14356.38;1734.11;8984.64;4387.64;0;0;2389;5775.38;0;2917.27;21435.93
V;50 t/m 54 jaar;RHEDEN;1646;1641.88;1976294.91;422999.96;229095.64;92597.42;61930.15;77166.44;92828.05;16980.92;29445.79;8627.85;15687.82;24925.55;0;0;8744.21;76297.64;22.36;28433.52;60876.84
V;50 t/m 54 jaar;RHENEN;621;619.46;960959.8;150939.44;83271.15;33863.87;24647.59;27217.32;37310.91;6068.92;11669.3;3798.28;14804.37;11392.06;0;0;4982.32;4402.24;8.6;0;10970.67
V;50 t/m 54 jaar;RIDDERKERK;1800;1797.17;2427628.61;480132.14;279942.71;101349.79;83212.08;57427.02;126691.91;45041.44;63797.07;7439.82;9485.27;28313.47;0;0;2214.1;8382.15;10.32;62892.84;27518.1
V;50 t/m 54 jaar;RIJSSEN-HOLTEN;1228;1227.28;1438198.52;316332.8;194826.54;69278.4;56437.26;55409.67;81204.11;21335.09;35026.1;5977.56;15419.02;21000.44;0;0;4379.19;1752.59;10.32;0;17862.26
V;50 t/m 54 jaar;RIJSWIJK;1771;1755.4;2520012.51;514978.81;456814.68;98447.77;73887.3;50133.57;85995.87;28495.44;72564.05;8581.38;3843.69;35141.5;0;0;9402.6;9377.07;18.49;0;30186.58
V;50 t/m 54 jaar;ROERDALEN;885;883.14;1177054.15;267701.9;191291.01;49340.51;34875.08;36292.23;79867.55;39920.66;58029.32;5672.04;26127.85;17591.82;0;0;3152;10586.81;0;0;14643.33
V;50 t/m 54 jaar;ROERMOND;2189;2182.24;2687321.24;721537.12;488337.72;124057.76;97993.02;87799.81;154629.82;57893.66;97875.35;15278.98;26608.97;44591.91;0;0;12467;30446.13;11.61;18349.61;49397.26
V;50 t/m 54 jaar;ROOSENDAAL;2948;2936.91;3665000.64;1294714.46;499163.24;159179.45;113110.81;95489.67;273624.9;104809.03;146085.67;14879.71;73337.34;48002.73;0;33.46;6445.52;184298.05;31.82;17753.74;73208.08
V;50 t/m 54 jaar;ROTTERDAM;20736;20617.53;28995895.06;8439666.03;4789627.31;1191050.61;1074136.34;964172.85;1739983.91;566859.01;402939.88;117504.46;133648.04;475145.38;25.1;0;75741.68;392760.55;129.86;479599.32;457356.07
V;50 t/m 54 jaar;ROZENDAAL;60;59.73;85729.27;6578.9;2026.56;3353.55;1700.05;2917.58;2068.49;0;513.54;322.5;0;0;0;0;0;557.57;0;0;1264.98
V;50 t/m 54 jaar;RUCPHEN;1011;1006.36;1488156.24;355692.07;183461.66;56713.02;45702.55;32355.84;98545.76;70703.88;55294.06;2785.35;40222.66;24554.88;0;0;2240.77;5514.48;3.44;22597.44;21909.92
V;50 t/m 54 jaar;S GRAVENHAGE;16651;16504.32;22986967.28;6656690.87;4177031.77;943563.96;867895.35;534041.99;1178459.78;328431.72;434681.17;113961.2;48094.82;301222.23;20.27;0;74430.08;319284.26;150.93;105544.37;475661.31
V;50 t/m 54 jaar;S HERTOGENBOSCH;5601;5566.31;8113829.04;1745501.51;1295254.22;312533.41;269413.95;195837.23;423258.24;186529.12;206481.54;30033.75;49204.93;116571.63;0;0;38275.68;56981.09;33.11;0;174548.37
V;50 t/m 54 jaar;SCHAGEN;1841;1786.25;2176477.28;453858.09;148792.84;99728.45;66661.85;53414.92;115463.13;34133.17;29455.05;9503.9;11308.75;28014.15;0;0;21022.08;6052.02;56.76;17456.53;32674.89
V;50 t/m 54 jaar;SCHERPENZEEL;315;313.51;324987.08;83396.79;66276.99;17715.8;11884.06;12387.24;18278.81;8493.14;5013.47;320;0;6213.53;0;0;4698.05;1280.77;5.16;0;2378.43
V;50 t/m 54 jaar;SCHIEDAM;2759;2737.23;3754995.97;969935.85;555805.64;155232.14;122888.27;102985.05;212040.94;67210;39302.71;11144.59;6003.85;64456.58;0;0;13954.57;14310.45;12.04;0;29466.87
V;50 t/m 54 jaar;SCHIERMONNIKOOG;28;28;13298.28;5222.77;2665.47;1499.9;1339.57;4052.95;602;589.74;1132;0;321.64;0;0;0;0;0;36.98;0;0
V;50 t/m 54 jaar;SCHOUWEN-DUIVELAND;1263;1258.01;1384452.65;334587.04;206199.16;70103.81;45529.05;42396.72;86769.96;29983;32559.25;6647.33;39856.96;45786.01;0;0;9156.41;125402.54;7.74;0;17840.56
V;50 t/m 54 jaar;SIMPELVELD;427;425.67;528015.53;120119.18;98576.46;23830.66;17916.62;16510.01;34184.97;19525.5;11519.63;3313.49;5207.38;8120.71;0;0;3365.5;59223.88;1.72;5240.21;26122.66
V;50 t/m 54 jaar;SINT ANTHONIS;493;494;627471.57;107635.92;143854.22;27634.95;17698.42;12357.01;65360.96;8356.24;21115.05;2469.71;14382.18;6465.57;0;0;2317;4457.67;8.6;0;4729.83
V;50 t/m 54 jaar;SINT-MICHIELSGESTEL;1144;1140.81;1518521.62;214722.6;59443.79;64170.51;47880.59;38827.02;63735.35;40133.54;41647.73;4783.23;15289.36;15667.99;0;0;6818.6;14591.48;4.73;0;26892.72
V;50 t/m 54 jaar;SITTARD-GELEEN;4010;3995.8;5326563.45;1457591.97;1130221.93;224625.85;216705.56;174304.99;360799.97;107980.11;158961.78;26060.48;49058.83;69536.38;0;0;29863.94;204104.98;10.32;28215.2;101098.46
V;50 t/m 54 jaar;SLIEDRECHT;787;783.78;750662.16;200947.48;156110.29;42707.84;28402.76;16836.54;43335.17;6458.76;27406.31;2144.96;6576.73;19477.31;0;33.46;2504;14907.36;8.6;5240.21;14479.47
V;50 t/m 54 jaar;SLUIS;897;893.18;980120.74;272119.36;275860.55;48567.51;31876.34;31604.48;64648.34;18883.25;60256.5;2364.16;35113.65;41836.72;0;0;6753.25;240482.54;0;0;8396.23
V;50 t/m 54 jaar;SMALLINGERLAND;2064;2059.4;2561022.54;589475.17;315889.62;115081.59;76017.55;93049.48;193913.59;58976.01;27267.68;11236.05;23144.62;100463.43;0;0;9629.5;3224.16;2352.53;68338.85;31681.07
V;50 t/m 54 jaar;SOEST;1764;1756.93;2378941.04;441018.27;302218.99;97295.4;64018.8;81677.12;127543.95;32098.83;73291.24;15459.77;17026.08;20095.44;0;0;17885.62;29583;27.52;5240.21;21741.96
V;50 t/m 54 jaar;SOMEREN;789;787.24;933038.91;173985.8;26777.75;44091.4;31332.26;23540.75;59813.69;16160.45;53176.27;4590.42;9840.57;15554.59;0;0;3297;407.23;1.72;41446.79;32481.32
V;50 t/m 54 jaar;SON EN BREUGEL;626;625.78;688834.83;147999.33;72975.26;35290.1;23250.67;14011.57;49008.85;19129.42;30224.82;3535.69;10718.35;9307.68;0;0;4568.5;2874.62;6.88;0;13273.17
V;50 t/m 54 jaar;STADSKANAAL;1238;1236.72;1840664.75;469145.29;172656.01;69122.57;57541.43;64274.75;85424.83;51690.47;23700.43;7006.38;10969.48;36878.29;0;0;6987.5;3749.45;37.84;0;26113.7
V;50 t/m 54 jaar;STAPHORST;486;485.68;417523.64;88487.87;93058.52;27168;15447.79;13399.13;25170.25;17583.47;5129.47;2631.32;498.2;2660.78;0;0;1642.45;66.46;10.32;0;3937.45
V;50 t/m 54 jaar;STEDE BROEC;795;789.85;720362.82;177783.03;77218.83;44458.15;32744.04;28607.34;68659.14;20295.46;7879.93;2589.2;9190.89;11555.79;0;0;7574.66;16942.19;16.77;0;19566.87
V;50 t/m 54 jaar;STEENBERGEN;957;952.03;1118739.5;295814.39;147910.69;53530.56;42843.15;30961.37;86232.54;33078.37;32047.95;2900.71;31781.9;16741.92;0;0;3384;88228.8;1.72;0;42679.19
V;50 t/m 54 jaar;STEENWIJKERLAND;1635;1631.19;2061603.61;417205.53;192138.69;91861.26;60782.82;61162.95;129550.24;53627.31;37050;6435.96;36096.09;36991.67;0;0;7142.5;2500.6;265.74;18349.61;31741.4
V;50 t/m 54 jaar;STEIN;1038;1036.76;1157514.82;328023.67;192910.51;58387.92;51736.69;41765.05;67203.07;20631.51;48314.55;7010.74;4206.34;11907.08;0;0;3722;81126.27;1.72;18349.61;21342.08
V;50 t/m 54 jaar;STICHTSE VECHT;2584;2580.27;3392372.12;767112.66;524417.5;144843.75;105453.64;107209.12;217733.55;25717.78;57445.01;14754.88;34855.61;99406.25;0;0;16268.32;31047.43;34.4;50552.18;61923.42
V;50 t/m 54 jaar;SUDWEST-FRYSLAN;3260;3252.7;3636369.95;795790.8;633352.94;182794.08;116034.6;136998.51;172268.43;39463.12;63597.8;19317.19;24258.18;86110.29;0;0;10326;9113.63;3663.6;57652.63;38509.5
V;50 t/m 54 jaar;TERNEUZEN;1930;1912.72;2369945.14;570851.65;283825.37;106341.42;81613.62;88842.09;141021;35113.06;32415.47;10640.82;25073.66;63036.93;0;0;10998.76;307170.48;3.44;28433.52;38200.65
V;50 t/m 54 jaar;TERSCHELLING;176;176;146684.01;27477.82;7147.24;9919.15;9095.4;12653.06;2015.38;5754.78;5178.27;235.01;2805.83;6121.1;0;0;183;3185.51;199.52;0;209.46
V;50 t/m 54 jaar;TEXEL;542;538.7;525611.99;144484.32;83954.35;30436.65;24667.06;20246.53;27777.55;6270.88;20509.64;3830.17;20574.53;26532.69;0;0;5838.5;921.49;61.92;6429.64;13863.43
V;50 t/m 54 jaar;TEYLINGEN;1511;1506.88;1470194.69;473790.48;377721.05;84863.83;58961.95;75321.76;90444.72;17142.9;37914.36;8559.37;7800.52;26067.1;0;0;11274.2;11581.03;13.76;0;27916.21
V;50 t/m 54 jaar;THOLEN;880;877.92;919320.27;259350.88;159939.94;49029.03;35087.55;25953.86;49499.86;52876.77;17822.01;1385.38;21854.33;22810.6;0;0;4188.46;43205.7;13.76;0;28292.25
V;50 t/m 54 jaar;TIEL;1553;1551.13;2078554.75;462457.2;350248.67;87220.42;71252.93;72398.55;110214.63;32067.31;20394.54;9120.79;25583.92;50526.68;0;461.76;7057.46;4660.7;22.36;15324.12;86802.76
V;50 t/m 54 jaar;TILBURG;7206;7176.71;8720862.03;2379777.82;1744060.34;401930.61;313983.03;235965.69;597731.52;270631.8;253114.75;29026.3;46937.49;123838.25;20.27;344.25;52749.62;129925.06;51.6;5240.21;189843.76
V;50 t/m 54 jaar;TUBBERGEN;787;786.45;1084204.37;177737.66;77844.36;44388.55;26785.91;24874.06;61588.27;13037.56;38308.76;4983.86;12605.97;14589.78;0;0;572.94;1258.6;5.16;0;8002.12
V;50 t/m 54 jaar;TWENTERAND;1167;1166.05;1800747.35;390017.28;102587.54;65234.64;51170.03;45596.82;146390.49;33798;36068.62;5348.24;22267.84;24664.88;0;0;5242.2;3044.73;5.16;2917.27;22382.98
V;50 t/m 54 jaar;TYNAARLO;1372;1370.03;1468310.48;322655.65;559542.56;75971.35;51873.61;55375.09;89733.1;11522.41;31721.67;4958.45;12029.04;36839.66;0;0;7882.5;1859.48;81.27;0;17874.77
V;50 t/m 54 jaar;TYTSJERKSTERADIEL;1138;1132.97;1235020.79;230516.55;148586.72;63649.48;39128.16;44948.57;87112.05;13643.49;16582.92;6932.58;9207.89;30957.25;0;0;5684;3821.16;1245.28;5315.81;12991.7
V;50 t/m 54 jaar;UDEN;1499;1493.98;2186169;494803.86;229181.33;84163.84;61185.92;44952.44;134844.25;27038.2;60115.97;10985.52;42802.94;24355.35;0;0;10225.65;12619.72;13.76;0;37444.88
V;50 t/m 54 jaar;UITGEEST;511;510.45;843986.36;114255.85;65330.28;28809.86;17444.38;22698.18;19678.55;4099.77;13715.47;1945.13;3136.64;14343.33;0;0;2600.06;3340.66;6.88;0;3336.67
V;50 t/m 54 jaar;UITHOORN;1150;1147.84;1275338.75;307069.21;76039.12;64524;41055.77;44472.62;53154.1;11991.72;38848.25;4847.05;2845.32;15774.5;0;0;10791.65;2298.99;12.04;0;41377.23
V;50 t/m 54 jaar;URK;482;481.5;581765.53;105495.69;10317.98;27097.25;19417.59;30055.9;30982.3;15039.25;5699.5;1530.95;14016.29;13275.59;0;33.46;468.4;213.69;12.04;0;6938.01
V;50 t/m 54 jaar;UTRECHT;8793;8761.57;10929992.92;2586771.21;3194051.99;498613.55;401180.94;396780.31;556303.88;163437.1;297307.57;61588.57;38411.77;220094;550.07;1967.17;66280.84;178710.39;109.22;81502.91;371097.26
V;50 t/m 54 jaar;UTRECHTSE HEUVELRUG;1942;1938.85;2416106.05;470686.28;535996.86;107681.14;77410.55;84747.89;130691.62;42586.89;67704.91;14064.31;10018.54;27310.93;0;0;11847.09;15152.96;35.69;0;24337
V;50 t/m 54 jaar;VAALS;311;304.87;270139.61;61910.43;63933.68;16993.97;13121.04;10676.75;16167.96;6790.9;7872.21;612.52;4272.26;2612.16;0;0;1074;36346.5;3.44;0;13350.88
V;50 t/m 54 jaar;VALKENBURG AAN DE GEUL;698;697.5;777338.19;146134.8;256651.94;39195.17;32944.78;19356.72;38420.88;8613.27;18027.05;2426.87;8310.43;9194.45;0;0;2733;32207.91;5.16;0;24707.15
V;50 t/m 54 jaar;VALKENSWAARD;1193;1188.59;1360871.29;287364.84;205841.12;66497.55;49878.53;33598.25;114153.45;39760.29;63653.21;10248.54;12639.81;16401.71;0;0;8400.75;16863.95;10.32;0;42191.01
V;50 t/m 54 jaar;VEENDAM;1053;1050.01;1518999.82;378792.63;214465.65;58969.96;43991.11;44786.64;69736.86;40612.04;19826.78;3821.03;5638.2;34292.44;0;0;8058.54;1042.18;31.82;0;25028.99
V;50 t/m 54 jaar;VEENENDAAL;2152;2148.77;3069198.54;744424.36;305766.55;120928.41;88396.68;100356.94;212278.31;51831.12;43424.53;22676.97;36105.72;33507.7;0;0;18283.64;16516.75;8.17;0;34837.09
V;50 t/m 54 jaar;VEERE;813;811.56;962489.38;201742.3;60460.07;45152.65;29946.62;28589.09;28483.19;6034.29;26049.46;2103.87;3919.45;12405.95;0;0;3048;92752.93;3.44;0;9861.39
