GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_EERSTELIJNS_PSYCHOLOGISCHE_ZORG;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
;;;282385;185399.69;50079796.1;9535515.71;10414756.2;4058295.33;1345209.26;2678618.67;2080662.04;1295312.56;450114.79;318160.22;169763.29;1340580.52;1278962.7;1140845.4;228208.31;16601343.83;448.49;401202.99;816030.54
M; 0 t/m  4 jaar;AA EN HUNZE;509;471.73;475661.09;41284.02;53860.36;25483.43;11667.94;27654.28;19938.71;10510.69;12067.85;11007.13;0;4446.93;0;0;870;336.3;29.67;0;80.96
M; 0 t/m  4 jaar;AALSMEER;906;826.87;493023.2;67375.12;22864.68;44577.03;24482.93;57925.81;6494.37;15777.86;20346.86;22656.48;0;3541.01;0;0;387;10838.19;15.48;0;8410.85
M; 0 t/m  4 jaar;AALTEN;701;642.61;569090.67;46730.14;418.6;35236.64;18588.65;39636.58;14767.51;15093.91;22906.93;32378.88;4940.34;6005.19;0;0;505.6;2018.93;5.16;0;46.61
M; 0 t/m  4 jaar;ACHTKARSPELEN;847;764.51;1474975.94;87916.97;61921.73;41374.6;19884.12;49597.74;31280.28;14197.46;23602.91;32242.54;0;20778.51;0;0;122;912.34;948.15;0;181.07
M; 0 t/m  4 jaar;ALBLASSERDAM;629;570.08;1154982.5;134058.32;26598.86;30681.89;17364.64;26341.95;42454.96;11236.11;27158.13;28095.49;315.4;16284.67;0;0;0;538.6;5.16;0;140.64
M; 0 t/m  4 jaar;ALBRANDSWAARD;751;689.01;670623.38;87052.1;12834.55;37436.23;21011.33;38649.87;18185.88;9486.27;22431.81;32406.69;609.94;7889.06;0;0;0;1755.6;1.72;0;125.72
M; 0 t/m  4 jaar;ALKMAAR;3024;2728.64;2852375.85;257169.32;67107.79;145483.66;70567.88;160838.21;55110.74;66908.84;67131.02;58566.18;3378.58;57785.63;0;0;870.25;15831.85;43;0;447.67
M; 0 t/m  4 jaar;ALMELO;1958;1773.1;2601830.25;236250.63;59711.17;96171.95;51732.98;153542.04;51419.64;33700.38;70155.01;77855.08;6274.92;43957.26;0;0;325;851.5;26.23;0;1239.66
M; 0 t/m  4 jaar;ALMERE;6354;5724.16;7953906.46;716692.32;165847.31;306736.52;167702.7;407291;259649.74;167200.58;106733.16;205940.7;6672.41;102291.91;0;0;2379.2;19783.3;166.84;0;155425.94
M; 0 t/m  4 jaar;ALPHEN AAN DEN RIJN;3140;2831;3055261.9;279360.29;39246.94;153249.15;82521.7;236118.24;86553.87;50287.49;88227.01;85134.79;2523.98;42800.68;0;0;885;9689.01;43.43;0;42727.38
M; 0 t/m  4 jaar;ALPHEN-CHAAM;243;223.58;205853.56;19617.14;0;11999.02;6694.25;9622.39;6048.51;3522.2;10721.46;6915.22;2025.26;1138.17;0;0;0;828.29;2.15;0;0
M; 0 t/m  4 jaar;ALTENA;1531;1387.17;1553136.25;90271.64;8918.64;74018.65;39282.42;65403.56;24112.84;27657.41;43130.55;65031.79;10843.12;18967.16;0;0;234;5187.51;15.05;0;71.49
M; 0 t/m  4 jaar;AMELAND;100;88.72;84560.01;10780.63;2146.08;4612.9;2228.3;5346.12;9926.48;1104.92;985.37;485.03;0;1111.64;0;0;0;454.8;93.31;0;27.52
M; 0 t/m  4 jaar;AMERSFOORT;5030;4547.32;4965598.95;326594.74;44532.76;244775.68;131025.97;338677.38;99976.9;98041;94242.9;148748.25;0;54572.81;0;0;1985;21557.68;110.51;0;5946.62
M; 0 t/m  4 jaar;AMSTELVEEN;2352;2079.53;2220400.52;165292.85;94471.4;110086.83;54182.51;159089.73;43788.57;52395.25;51809.56;69303.3;252.51;30135.83;0;0;335;20568.57;26.66;0;25680.93
M; 0 t/m  4 jaar;AMSTERDAM;25590;22535.51;27263859.33;1871041.27;1180160.72;1210170.5;639607.47;1584627.15;692772.2;625295.64;376248.68;907019.37;23264.24;350589.09;0;0;9599.43;233454.29;388.72;0;224070.53
M; 0 t/m  4 jaar;APELDOORN;4159;3730.74;4072960.42;343961.48;96519.22;200063.46;93740.47;250134.74;120767.06;67746.08;62784.14;119759.74;928;44209.34;0;0;2296.5;17954.49;63.64;0;7049.38
M; 0 t/m  4 jaar;APPINGEDAM;272;246.74;226740.73;20171.88;9956.1;13371.75;7661.08;16612.59;14108.75;4826.13;11020.21;8490.94;0;1429.16;0;0;0;0;7.74;0;3175.8
M; 0 t/m  4 jaar;ARNHEM;4576;4086.78;5675085.87;411288.04;58490.11;221424.92;120107.9;344404.58;118405.92;65408.26;170672.6;196972.46;3124.25;96042.5;0;0;1614.4;14020.98;62.35;0;23793.3
M; 0 t/m  4 jaar;ASSEN;1920;1738.79;1384332.3;139194.08;205994.98;94443.29;48218.34;135359.04;38321.09;28881.39;56803.51;59400.69;0;19901;0;0;597.2;2218.07;145.77;0;15823
M; 0 t/m  4 jaar;ASTEN;398;352.98;537571.79;33079.81;8693.48;19031.75;10778.57;17434.02;9788.88;6208.04;29148.41;15549.2;2996.35;7597.08;0;0;0;1369.61;0;0;38.62
M; 0 t/m  4 jaar;BAARLE-NASSAU;142;125.39;107645.18;6682.04;0;6669.34;3707.01;6388.56;1428.14;1668.82;1502.64;2559.07;0;2034.92;0;0;540;3289.87;0;0;15.36
M; 0 t/m  4 jaar;BAARN;615;560.13;490666.47;47291.81;8842.55;30013.72;15378.82;36004.98;22168.12;11818.73;9752.93;21486.68;4177.61;7330.45;0;0;382.88;2637.18;16.34;0;172.38
M; 0 t/m  4 jaar;BARENDRECHT;1452;1310.88;1847923.91;120059.64;34933.06;70647.85;37702.82;77431.45;30449.89;22600.95;42582.75;43158.16;7261.37;28650;0;0;342;6764.02;17.2;0;939.21
M; 0 t/m  4 jaar;BARNEVELD;2022;1810.92;1577518.04;133699.12;23622.44;98186.31;43519.94;114223.43;41972.67;37417.98;55060.47;41146.95;6725.27;25903;0;0;129;3524.36;25.8;0;1966.11
M; 0 t/m  4 jaar;BEEK;304;278.11;467911.97;31177.03;7558.81;15217.53;7947.67;15396.39;8313.09;5534.27;10487.59;13840.97;0;4257.28;0;0;60;2315.51;6.45;0;0
M; 0 t/m  4 jaar;BEEKDAELEN;696;639.87;657842.87;64873.69;14395.16;34455.07;18712.77;34291.66;14576.22;11191.46;19623.03;37337.37;4385.24;6757.22;0;0;635;1011.47;3.44;0;504.54
M; 0 t/m  4 jaar;BEEMSTER;223;204.02;156597.47;17081.34;0;10994.55;5098.48;12284.75;5172.06;3008.82;2375.36;3409.69;0;2274.62;0;0;0;288.55;1.72;0;95.44
M; 0 t/m  4 jaar;BEESEL;330;299.72;524287.61;38195.76;59053.18;16272.5;10116.67;22645.77;4272.37;7440.92;15233.31;13268.06;0;9792.68;0;0;0;258.31;3.01;0;25.56
M; 0 t/m  4 jaar;BERG EN DAL;705;633.17;852400.89;45324.69;17888.92;34261.84;18171.18;38103.21;9166.75;16151.77;24223.94;23243.62;0;12220.06;0;0;691;1964.82;10.32;0;120.11
M; 0 t/m  4 jaar;BERGEIJK;400;362.85;255900.49;55342.81;21441.96;19456.25;13641.18;21876.87;17009.52;8524.35;13456.81;21108.12;0;3197.65;0;0;240;2787.89;0;0;64.36
M; 0 t/m  4 jaar;BERGEN LB;266;246.8;163252.28;24172.12;56613.34;13286.85;7930.08;17745.24;5165.07;4651.48;16820.65;21412.77;0;2973.67;0;0;0;555.62;0;0;34.56
M; 0 t/m  4 jaar;BERGEN NH;473;431.9;312066.55;35861.97;0;22809.62;9256.85;17321.63;26614.01;10538.69;11808.15;7094.52;4785.72;6579.11;0;0;0;638.91;5.59;0;74
M; 0 t/m  4 jaar;BERGEN OP ZOOM;1669;1482.08;2090577.59;192912.72;22996.41;79883.68;48170.56;126535.95;54799.52;23370.92;42854.06;71445.91;4679;26424.73;0;0;636.4;41555.01;12.04;0;4851.43
M; 0 t/m  4 jaar;BERKELLAND;993;920.79;734065.38;80868.78;29621.3;50619.93;26005.4;62254.58;12735.15;16695.66;30240.24;67216.22;688.99;7264.73;0;0;400;739.21;10.32;0;429.92
M; 0 t/m  4 jaar;BERNHEZE;774;702.3;651701.5;67913.51;7377.08;38065.77;24597.92;45351.25;11781.19;14899.05;24572.81;28469.59;0;9730.93;0;0;563;832.38;5.16;0;74.54
M; 0 t/m  4 jaar;BEST;710;649.5;776391.06;64754.62;7845.51;35530.47;21615.16;32353.49;17639.31;14326.13;14662.81;31188.09;0;10778.26;0;0;0;13339.75;6.02;0;92.44
M; 0 t/m  4 jaar;BEUNINGEN;604;552.57;663552.48;54452.4;42665.39;30139.5;17857.53;35306.92;35681.38;24439.56;32198.02;39334.72;5565.78;5579.53;0;0;77.5;1357.83;6.02;0;141.03
M; 0 t/m  4 jaar;BEVERWIJK;1173;1040.88;954128.07;61148.26;54816.21;55276;27978.16;81774.97;10468.76;24120.4;23213.35;26339.73;1572.18;17773.58;0;0;162;2565.59;21.07;0;208.29
M; 0 t/m  4 jaar;BLADEL;520;459.99;747227.15;27492.61;1236.99;24546.62;14966.65;31508.68;4901.9;11185.61;8581.31;18454.92;518.8;3862.85;0;0;426;4998.07;1.72;0;8.44
M; 0 t/m  4 jaar;BLARICUM;171;155.37;283427.21;14833.07;2574.33;8320.2;4101.49;12106.39;2475.79;1898.05;1698.18;5933.68;0;3506.03;0;0;0;1092.89;0;0;3164.6
M; 0 t/m  4 jaar;BLOEMENDAAL;449;417.49;482194.93;25381.46;266.41;22687.16;9655.88;23797.39;6822.42;12357.33;4799.05;11026.47;0;2224.79;0;0;132;618.39;12.04;0;603.85
M; 0 t/m  4 jaar;BODEGRAVEN-REEUWIJK;932;853.21;813803.82;114181.89;20476.88;46257.92;23846.91;48881.49;38164.67;18492.85;23329.58;31972.58;6614.14;7373.89;0;0;0;2560.42;9.03;0;285.01
M; 0 t/m  4 jaar;BOEKEL;250;227.43;125207.27;10957.66;970.58;12084.1;6208.19;11544.27;4071.01;5447.19;5128.88;5815.39;7161.2;1592.18;0;0;0;938.81;0;0;0
M; 0 t/m  4 jaar;BORGER-ODOORN;566;506.6;717128.22;62195.98;33028.83;26827.86;14814.6;34748.88;8474.83;8033.27;6782.34;20861.37;1575.9;10060.07;0;0;130;755.98;24.51;0;13.97
M; 0 t/m  4 jaar;BORNE;615;562.43;1382816.75;89480.11;5983.42;30139.5;16540.2;40363.65;18364.8;10689.36;19480.01;17083.91;0;19115.84;0;0;315;683.03;10.32;0;52.68
M; 0 t/m  4 jaar;BORSELE;628;571.99;462916.53;82358.95;20690.69;31088.29;14420.02;27947.43;21245.87;9537.65;17555.18;17248.52;1399.06;6454.66;0;0;256;107157.47;0;0;21.48
M; 0 t/m  4 jaar;BOXMEER;607;553.85;597523.72;44253.14;4330.9;29661.52;13866.84;31083.67;46672.32;15837.11;29191.95;25072.7;7482.94;2067.9;0;0;300;2341.01;6.88;0;194.26
M; 0 t/m  4 jaar;BOXTEL;728;665.54;633474.78;53138.37;16563.21;36379.65;20860.05;33299.65;19006.55;16140.98;29553.03;33130.02;1945.11;10360.08;0;0;326;2115.71;5.16;0;2022.48
M; 0 t/m  4 jaar;BREDA;4990;4484.74;6275327.48;385417.86;68100.59;241283.07;130777.07;251715.73;107430.03;87286.29;192016.18;160401.27;5855.35;53729.95;0;0;2074.04;45553.34;59.77;0;562.86
M; 0 t/m  4 jaar;BRIELLE;320;293.5;329628.47;31273.2;9780.74;15575.66;7869.34;17423.04;10372.94;4012.42;9175.24;8017.64;200.74;2830.84;0;0;0;1975.68;6.88;0;16.9
M; 0 t/m  4 jaar;BRONCKHORST;704;644.52;650313.35;80154.79;10959.29;35261.8;18626.31;47088.08;21523.25;14442.68;25707.63;21498.98;0;7704.45;0;0;824.6;86.64;3.44;0;206.4
M; 0 t/m  4 jaar;BRUMMEN;466;420.66;442428.44;42349.64;2235.26;22641.55;13198.24;29097.4;11853.46;4909.43;5482.63;27593.66;2249.84;7508.97;0;0;0;803.93;2.58;0;51.59
M; 0 t/m  4 jaar;BRUNSSUM;646;583.23;769713.6;98404.62;29045.26;31138.29;17187.06;44155.26;31850.66;14518.35;12211.12;37139.46;12354.2;6415.06;0;0;256;3124.43;4.3;0;2647.02
M; 0 t/m  4 jaar;BUNNIK;389;353.81;586877.8;41125.51;2910.25;18956.27;7986.25;19625.94;2252.95;7662.9;6275.67;13083.1;0;3813.39;0;0;379;1998.77;5.16;0;496.68
M; 0 t/m  4 jaar;BUNSCHOTEN;711;644.07;1055826.18;86281.1;7919.05;34243.46;20298.92;40918.84;12006.85;14345.36;18431.88;37323.83;16066.44;8991.48;0;0;642.2;5255.8;11.61;0;2535.7
M; 0 t/m  4 jaar;BUREN;662;600.98;546960.15;40269;11678.02;32017.46;16622.97;44093.16;7136.37;11358.91;14255.64;25468.99;2133.9;2970.39;0;0;648.65;1021.34;13.76;0;668.78
M; 0 t/m  4 jaar;CAPELLE AAN DEN IJSSEL;1907;1721.06;1837842.13;163213.7;84406.26;93588.2;54096.03;134814.43;45974.05;24106.91;31466.05;55683.1;399.76;23091.29;0;0;645;6242.8;18.49;0;8851.09
M; 0 t/m  4 jaar;CASTRICUM;697;624.93;538117.76;24916.41;7993.08;33280.8;15890.05;28903.76;5872.36;9167.49;15035.16;25142.8;0;15551.49;0;0;316;1085.38;16.77;0;89.01
M; 0 t/m  4 jaar;COEVORDEN;858;786.97;612916.65;81961.43;106997.97;42152.67;24145.43;64480.06;27010.67;16085.1;35528.26;38133.18;5736.39;12622.15;0;0;0;2193.11;48.16;0;31.66
M; 0 t/m  4 jaar;CRANENDONCK;506;455.05;633367.71;47079.74;9684.85;24182.17;13471.48;27739.4;6958.43;9703.52;9000.81;25231.31;3134.44;8787;0;0;0;1922.74;2.58;0;34.4
M; 0 t/m  4 jaar;CUIJK;632;562.99;744299.7;50649.29;19917.56;30281;17612.37;48147.21;8652.35;14238.57;34448.61;26592.65;0;10639.09;0;0;0;2641.27;7.74;0;47.88
M; 0 t/m  4 jaar;CULEMBORG;823;757.75;940827.86;52253.74;4632.7;40568.79;20735.08;54291.63;6590.09;17131.47;22489.08;35420.25;474.4;11734.7;0;0;1208.1;1297.45;10.75;0;224.03
M; 0 t/m  4 jaar;DALFSEN;696;629.28;674662.51;22871.69;23429.11;34285.45;15097.38;38114.02;4775.2;9179.14;20998.97;28257.01;4086.76;5396.43;0;0;0;538.99;16.34;0;121.97
M; 0 t/m  4 jaar;DANTUMADIEL;471;424.43;609219.55;34167.14;5271.37;22867.41;10379.18;27061.32;5773.36;9325.9;12283.64;23163.35;10330.12;5516.65;0;0;345;545.32;516.43;0;204.94
M; 0 t/m  4 jaar;DE BILT;1004;905.62;1039010.15;86234.48;15112.52;48356.61;24648.38;61077.84;31003.65;15819.41;28506.41;34563.57;130.37;6174.88;0;0;620.75;10624.63;15.48;0;10026.73
M; 0 t/m  4 jaar;DE FRYSKE MARREN;1427;1286.2;1268982.22;76934.85;20119.19;69575.19;30142.82;75123.21;22974.07;22325.36;20523.57;42751.05;202.96;27620.83;0;0;280;2473.66;1334.29;0;46.98
M; 0 t/m  4 jaar;DE RONDE VENEN;987;898.69;1005420.72;79603.48;15853.84;48578.48;25797.53;55197.57;18898.26;15821.66;18353.81;26046.64;0;12025.04;0;0;496.25;3015.7;17.2;0;1158.3
M; 0 t/m  4 jaar;DE WOLDEN;495;453.59;426780.37;61849.22;11168.07;24734.2;13705.48;33639.6;15960.36;8743.79;14982.12;18173;841.06;5975.4;0;0;63;318.66;29.67;0;103.06
M; 0 t/m  4 jaar;DELFT;2288;2025.94;2276654.2;173783.16;57094.01;109613.93;54867.36;135827.75;71772.64;28429.29;41132.46;25417.33;2421.74;23158.65;0;0;462;3876.85;29.24;0;12023.75
M; 0 t/m  4 jaar;DELFZIJL;537;489.43;904393.68;50924.2;86761.62;26410.18;14887.97;35055.69;21447.03;8578.25;25647.69;12632.53;8723;14176.4;0;0;280;0;10.32;0;793.86
M; 0 t/m  4 jaar;DEN HELDER;1358;1229.14;1018260.65;148556.08;38034.7;66010.52;36104.35;101734.29;14375.78;27852.2;44567.05;38614.48;0;18378.98;0;0;300;1512.3;43.43;0;200.16
M; 0 t/m  4 jaar;DEURNE;776;701.83;1195694.12;54896.44;9994.84;37813.97;19280.92;39575.78;24487.13;14039.06;36675.1;27851.07;1841.43;10176.48;0;0;0;1494.87;0;0;66.36
M; 0 t/m  4 jaar;DEVENTER;2781;2506.6;2673248.24;218071.93;138184.01;137180.98;67520.17;185616.8;88794.31;42705.23;65252.05;123103.46;5610.41;30108.46;0;0;720.65;14056.07;58.91;0;319.15
M; 0 t/m  4 jaar;DIEMEN;664;598.26;754711.14;38979.52;59257.11;31615.14;15955.7;37381.97;11567.03;10246.39;8367.13;19796.69;0;11768.08;0;0;0;3116.21;10.32;0;14979.44
M; 0 t/m  4 jaar;DINKELLAND;565;508.2;897833.15;47463.71;57985.61;27112.32;13272.01;29492.84;4895.77;7896.41;20762.41;24706.53;1191.5;8364.14;0;0;320;944.84;6.88;0;24.16
M; 0 t/m  4 jaar;DOESBURG;259;242.09;168784.52;39201.85;578.53;13228.66;8028.22;22407.76;23603.04;4185.72;11313.8;7527.6;3556.76;5055.36;0;0;0;1050.94;3.44;0;3938.5
M; 0 t/m  4 jaar;DOETINCHEM;1365;1249.76;1394291.4;158014.97;2688.13;67606.93;33287.12;101232.93;25217.45;18502.93;70956.59;52760.42;687.63;21736.46;0;0;621;2005.69;15.91;0;182.41
M; 0 t/m  4 jaar;DONGEN;606;544.47;445292.1;35982.25;19866.76;29629.92;17140.06;34865.76;10137.84;13741.52;13321.79;33194.41;11789.29;4894.39;0;0;0;1433.06;3.87;0;23.15
M; 0 t/m  4 jaar;DORDRECHT;3430;3068.84;3404306.12;305168.5;131204.5;167085.54;89236.49;184431.05;107179.68;43473.76;145189.13;116849.58;4552.54;53620.49;0;0;1491.13;6113.27;44.29;0;366.88
M; 0 t/m  4 jaar;DRECHTERLAND;473;440.16;387433.45;47263.84;4928.33;23531.45;10839.14;23065.7;13846.88;12575.09;6216.28;13026.74;0;2572.5;0;0;600;268.17;17.2;0;36.26
M; 0 t/m  4 jaar;DRIMMELEN;616;548.01;736005.54;44594.98;13210.65;29718.14;15564.92;27085.13;11289.24;11244.6;21742.45;19384.09;2272.64;8025.36;0;0;340.5;2170.55;5.16;0;79.38
M; 0 t/m  4 jaar;DRONTEN;1151;1052.61;824853.32;107898.82;13487.82;56845.26;30266.38;71560.73;26068.11;21191.48;25618.07;33147.47;1380.68;9612.91;0;0;0;1455.35;55.47;0;119.38
M; 0 t/m  4 jaar;DRUTEN;438;394.92;458298.67;46998.02;15810.52;21592.9;10011.32;23576.45;13828.92;15522.47;11662.12;23453.28;5245.84;4197.99;0;0;0;2668.23;0;0;71.55
M; 0 t/m  4 jaar;DUIVEN;628;562.65;765322.81;53976.67;11587.25;30266.67;16437.41;48706.14;14800.22;8286.73;19544.43;38909.22;0;11776.57;0;0;942;1168.57;11.18;0;92.88
M; 0 t/m  4 jaar;ECHT-SUSTEREN;622;558.05;532589.04;57046.82;85948.01;29547.62;18400.69;36639.3;29062.15;14008.42;35250.29;43108.64;16888.04;6282.65;0;0;170;7200.65;7.31;0;21.39
M; 0 t/m  4 jaar;EDAM-VOLENDAM;857;778.49;898527.19;127807.84;15758.9;42102.53;34132.49;47742.99;26672.19;11096.91;20522.26;19394.93;5301.78;11590.76;0;0;0;4783.36;8.6;0;2865.06
M; 0 t/m  4 jaar;EDE;3126;2821.43;2856599.92;221717.56;16773.21;151419.25;70117.47;180810.03;51074.76;53815.6;85126.97;70139.37;1549.59;27287.72;0;0;880.5;33341.77;33.54;0;5756.78
M; 0 t/m  4 jaar;EEMNES;208;193.43;151362.61;7872.52;0;10413.68;5814.1;13319.25;381.4;3702.29;6092.36;7296.55;0;1820.56;0;0;192;178.12;3.44;0;33.08
M; 0 t/m  4 jaar;EERSEL;404;365.84;358310.78;28618.59;2143.84;19527;12434.13;18976.39;2761.67;9789.6;10829.96;13292.6;0;3829.14;0;0;326;1382.58;2.15;0;75.78
M; 0 t/m  4 jaar;EIJSDEN-MARGRATEN;493;437.63;511410.97;61880.51;57691.35;23284.6;13154.51;21523.8;9861.44;9281.73;11049.14;21996.18;4593.73;4071.05;0;0;865.25;8816.69;0;0;51.47
M; 0 t/m  4 jaar;EINDHOVEN;5966;5355.12;6760926.05;486418.1;75132.45;286445.29;167356.77;349607.25;154821.68;86764.06;102789.84;207621.46;5872.63;63671.86;0;0;468.25;109468.16;37.84;0;58803.68
M; 0 t/m  4 jaar;ELBURG;737;659.87;866502.9;61963.17;16971.15;35813.65;16753.8;40112.72;31677.57;13808.83;30846.8;25709.64;3063.76;13099.31;0;0;0;1172.29;12.9;0;136.45
M; 0 t/m  4 jaar;EMMEN;2545;2330.66;2538539.57;185894.61;314380.23;125357.79;69081.63;197210.03;88397.8;47153.06;31910.15;58413.48;2801.5;37906.7;0;0;60;2486.41;61.06;0;2001.73
M; 0 t/m  4 jaar;ENKHUIZEN;528;472.59;447086.25;52799.44;7407.64;25314.35;11818.91;25837.78;7944.51;15733.83;10388.9;19321.46;0;7261.97;0;0;1870.5;15849.18;19.78;0;51
M; 0 t/m  4 jaar;ENSCHEDE;4142;3751.32;4547728.26;429006.4;176473.24;201613.09;98174.9;254594.54;125835.27;79542.06;173494.95;183317.44;17837.31;84289.77;0;0;1133.19;15035.89;58.05;0;35333.31
M; 0 t/m  4 jaar;EPE;750;674.16;555299.82;31831.54;14289.46;36068.35;20256.48;41744.69;14691.56;12999.87;20457.37;26232.71;0;4767.09;0;0;253;1878.2;9.89;0;116.2
M; 0 t/m  4 jaar;ERMELO;596;539.49;668089.61;66875.43;7407.87;28900.58;12888.53;37580.43;18202.64;8273.22;17313.92;27721.12;0;15306.18;0;0;491;3894.33;4.3;0;208.69
M; 0 t/m  4 jaar;ETTEN-LEUR;1149;1048;1334011.09;156671.23;16216.8;56782.36;30524.09;73507.7;38180.51;22333.22;37864.63;48849.3;10333.09;18502.14;0;0;315;22892.84;6.45;0;61.53
M; 0 t/m  4 jaar;GEERTRUIDENBERG;617;555;750938.77;48760.95;26524.85;30281;19181.54;32220.06;10793.5;13025.64;23629.35;36718.05;2636.58;6962.61;0;0;79.26;598.23;12.04;0;136.38
M; 0 t/m  4 jaar;GELDROP-MIERLO;1013;905.03;1031714.41;167444.56;20916.36;48619.4;31335.03;60214.31;19935.34;17051.01;27196.75;40179;8930.63;9478.25;0;0;218;1719.29;9.03;0;392.52
M; 0 t/m  4 jaar;GEMERT-BAKEL;796;719.74;871190.65;86305.17;4436.85;38855.9;19957.04;35609.98;18587.78;18378.6;25759.68;37324.07;9130.58;7292.42;0;0;673;314183.64;1.72;0;13.04
M; 0 t/m  4 jaar;GENNEP;432;390.26;396467.09;35774.34;18919.76;21125.95;10470.73;28027.09;3358.67;9820.11;23272.4;12958.12;0;6928.05;0;0;189.5;26;6.88;0;18.84
M; 0 t/m  4 jaar;GILZE EN RIJEN;670;611.54;1329627.47;57519.51;14628.19;32779.56;18359.16;34796.77;12087.96;11867.62;14584.72;14281.85;7580.46;9322.81;0;0;0;922.12;1.72;0;39.44
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1234;1106.01;1088426.51;124186.59;17967.96;59996;29551.83;66922.76;22728.18;24351.61;27850.25;38728.23;2908.9;13885.15;0;0;0;1363.32;8.6;0;165.69
M; 0 t/m  4 jaar;GOES;832;748.86;567680.38;70997.45;6064.47;40596.35;20240.26;42356.5;23195.67;11818.64;27098.27;27138.06;194.85;12503.13;0;0;384;4091.44;2.58;0;36.46
M; 0 t/m  4 jaar;GOIRLE;678;607.94;702785.42;52543.33;3858.32;32437.9;18318.93;33476.72;40899.78;12978.44;19905.1;28327.93;440.68;5821.01;0;0;325;2169.29;0;0;30.91
M; 0 t/m  4 jaar;GOOISE MEREN;1558;1433.51;1947778.38;146016.76;26134.73;76953.96;39425.38;92518.61;47438.26;22030.31;15787;26758.4;13291.9;17060.96;0;0;1482.6;7099.42;18.06;0;3870.65
M; 0 t/m  4 jaar;GORINCHEM;1010;912.25;1254046.45;96206.55;30716.13;48684.08;24862.17;59161.84;41784.07;19961.4;31090.66;28992.45;16001.68;9096.2;0;0;315;3959.35;15.05;0;93.85
M; 0 t/m  4 jaar;GOUDA;2112;1888.53;2553888.07;243162.01;43899.14;101267.85;60719.96;134181.75;51399.87;32564.12;58724.58;80034.64;1513.5;24160.34;0;0;440;48726.41;24.08;0;11754.34
M; 0 t/m  4 jaar;GRAVE;326;301.36;306940.28;42254.38;4302;16343.25;8922.97;21553.39;2366.81;7255.16;23641.67;29848.52;0;3700.07;0;0;0;593.49;2.58;0;44.54
M; 0 t/m  4 jaar;GRONINGEN;5374;4832.09;6022937.03;417229.29;207802.7;258269.86;120195.82;330184.13;116396.91;74427.32;131839.11;107939.13;523.75;91877.13;0;0;1212.75;153017.17;494.93;0;14839.86
M; 0 t/m  4 jaar;GULPEN-WITTEM;251;225.27;187006.58;13758.85;3986.05;11798.76;5783.58;12381.9;2534.28;4248.41;4131.39;9997.57;0;1102.1;0;0;0;2615.17;0;0;295.41
M; 0 t/m  4 jaar;HAAKSBERGEN;579;532.42;1203860.61;62411.13;44492.75;29051.5;15032.55;31466.03;17212.62;8164.29;16077.39;27968.44;742;8960.44;0;0;183;351.84;8.17;0;3469.3
M; 0 t/m  4 jaar;HAAREN;267;247.89;173230.81;24732.68;2448.38;13414.02;7909.17;11402.91;5050.18;4987.47;6187.62;10466.11;0;3309.68;0;0;64;189.68;1.72;0;27.07
M; 0 t/m  4 jaar;HAARLEM;4938;4438.44;5196903.85;340776.36;84984.36;239610.22;120371.77;350137.21;128592.84;99434.1;137455.87;100733.41;6492.92;77363.63;0;0;1096.4;14787.11;88.58;0;28953.31
M; 0 t/m  4 jaar;HAARLEMMERMEER;4237;3851.51;4326242.55;307406.47;97406.75;207769.37;108229.09;279485.82;105725.29;84977.38;91028.95;107842.45;4659.24;55544.83;0;0;663.5;25809.44;66.65;0;47231.19
M; 0 t/m  4 jaar;HALDERBERGE;631;558.96;765787.03;77625.71;3075.83;29971.09;16380.15;33085.42;14295.72;11039;27538.11;30211.08;0;8317.23;0;0;256;2149.36;3.44;0;4.79
M; 0 t/m  4 jaar;HARDENBERG;1745;1577.98;1981956.63;136378.06;32764.53;85472.37;46181.21;119300.44;60742.45;22774.18;71416.82;87157.55;2745.69;26004.7;0;0;1975.05;838.23;30.96;0;120.55
M; 0 t/m  4 jaar;HARDERWIJK;1488;1349.13;2108166.58;140170.15;15751.77;72723.13;35645.19;107958.69;42448.78;28471.9;42281.72;53481.03;17648.42;36270.99;0;0;567;2076.28;34.4;0;2527.51
M; 0 t/m  4 jaar;HARDINXVELD-GIESSENDAM;575;513.37;1344827.84;70480.75;9690.91;27125.55;12386.19;21770.25;12054.47;11521.23;14530.19;16881.23;0;7944.85;0;0;0;1211.14;1.29;0;16.88
